,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,עדיין 91,- It's still 91,Still 91,76
1,-תספור אותם שוב,- Count them again,-Starly count them again,82
2,בסדר,Okay,OK,67
3,אחד שניים שלוש ארבע חמש 86 87 88  89 90 91,"""One two three four five""  86 87 88  89 90 91",One two three four five 86 87 88 89 90 91,100
4,חסר לנו ילד אחד,We got one boy missing,We are missing one child,70
5,אמרתי לכם מה יקרה אם אחד מכם יימלט,I told you what would happen if one of you escaped,I told you what would happen if one of you escaped,100
6,אתה ראשון,You first,You're first,86
7,גם אתה,You too,you too,100
8,ואתה!,And you Run,And you!,78
9,לכו לשם!,You! Get over there!,Go there!,62
10,רוץ,Run,A run,75
11,רוץ,Run,A run,75
12,הייתי במקלחת לא שמעתי את צלצול הפעמון,I was in the shower I didn't hear the bell ring,I was in the shower I didn't hear the bell ringing,97
13,הוא רטוב,He's wet,Is wet,71
14,-אני מצטער,- I'm sorry,-I'm sorry,100
15,-בוא איתי,- Come with me,-Come with me,100
16,זה נגמר,It's all over,It's over,82
17,אבא שלי שלח אותי לבית הספר שנראה מאוד כמו זה,My father sent me to a school that looked a lot like this one,My dad sent me to school that looked very like this,79
18,אקדמיה צבאית בפנסילבניה,A military academy in Pennsylvania,Military Academy in Pennsylvania,97
19,"אולי שמעת עליה ביה""ס ""ארמיטג""",Perhaps you've heard of it  the Armitage School,"You may have heard of her as ""Armitag"" school",65
20,כן אני חושב,Yeah I think so,Yes i think,77
21,אתה באמת חסר כל משמעת מה,You really have no sense of discipline do you,You really lack any discipline what,60
22,שמע אני מצטער בקשר למקלחת,Look I'm sorry about the shower thing I promise,Heard I am sorry about the shower,65
23,אוי חרא,Oh shit,Oh shit,100
24,ותאמין לי,And believe you me,And believe me,88
25,למדתי,I learned,I learned,100
26,המרתף שהילד דיבר עליו לא מופיע בתוכניות,This basement the kid is talking about it's not on the plans,The basement that the child spoke to not appears in plans,67
27,אבל הוא קיים הייתי בו היה בניין כאן מאחור היכן שהמטבח נמצא,It exists I've been in it There used to be a building right here behind where the kitchen is,But he existed I was a building here behind where the kitchen is in,70
28,זה המרתף של הבניין,- There's no building above it then,It's the basement of the building,79
29,אז אם בני הערובה יהיו במרתף והבניינים יתפוצצו יתכן שיישארו בחיים,So if the hostages were in the basement  and the buildings blew up they'd probably survive,So if the hostages are in the basement and the buildings exploded may remain alive,67
30,הבניין נבנה ב 1881,That building was built in 1881,The building was built in 1881,95
31,-מה עם חומרי הנפץ,What about the explosives,-What with the explosives,78
32,מעניין מה שהנער אומר על החלפת השבבים בשלט רחוק של המקלט,It's interesting what the kid says about switching the chips,Interesting what the boy says about replacing the chips with a remote control of the shelter,62
33,לא ארצה לקחת את האחריות להניח לילד לנסות את זה אבל זה עשוי להצליח,I wouldn't wanna take the responsibility for letting the kid try this  but it could work,I will not want to take the responsibility to let the child try it but it may succeed,71
34,זה נגמר,It's over,It's over,100
35,וושינגטון הסמיכה אותי לעשות עסקה,Washington has authorized me to make a deal,Washington Imidated me to make a deal,75
36,מה אנחנו נותנים להם,What are we giving them,What do we give them,79
37,יש לנו סיכוי להתקפה מוצלחת,We have a shot at a successful assault here,We have a chance of a successful attack,68
38,אנחנו יודעים את המיקום של כל טרוריסט,We know the location of every terrorist,We know the location of each terrorist,91
39,הנער יכול להרחיק את שאר התלמידים מקו האש איזה נער,The kid can get the other students out of the line of fire What kid,The boy can keep the rest of the students out of the fire line which teenager,68
40,שלושה בתי ספר,- Three schools,Three schools,100
41,-למה,- Why,-Why,100
42,-כי יש לו אומץ,- Because he's got guts,-because he has courage,65
43,הוא מנהיג,He's a leader,Is a leader,75
44,אפשר לראות שהוא חשב על העניין לעומק,You can see that he's thought this thing through,You can see that he thought of the matter in depth,63
45,אם ביליאומר שיוכל לעשות זאת עליי להאמין לו,Now if Billy says he can do it I gotta believe he can,If Billier can do so I have to believe him,65
46,אם הכל יתנהל כשורה נוכל להבטיח שלא יהיו אבידות בקרב בני הערובה,If everything goes perfect  could we guarantee no casualties among the hostages,If everything goes well we can ensure that there are no casualties among the hostages,71
47,לא כמובן שלא,No of course not,Not of course not,97
