,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,ואני  אני רק רוצה לוודא שדואגים לך ושמפרנסים אותך,I just want to make sure you're taken care of provided for,And i just want to make sure you care about and make a living for you,61
1,בבקשה תנסה להבין אף פעם לא עשיתי דבר בעצמי,Please try to understand I've never done a thing on my own,Please try to realize I've never done anything myself,65
2,אף פעם לא היה לי חברים אמיתיים חוץ ממך ראג'ה,I've never had any real friends Except you Rajah,I never had real friends except you Raja,91
3,אף פעם לא הייתי אפילו מחוץ לחומות הארמון,I've never even been outside the palace walls,I have never even been out of the palace walls,84
4,אבל יסמין את נסיכה,But Jasmine you're a princess,But jacket the princess,69
5,אז אולי אני לא רוצה להיות נסיכה יותר,Then maybe I don't want to be a princess anymore!,So maybe I don't want to be a princess anymore,94
6,אללה אוסר שיהיו לך בנות,Allah forbid you should have any daughters!,Allah forbids you will have girls,61
7,אני לא יודע מאיפה היא קיבלה את זה,I don't know where she gets it from,I don't know where she got it,88
8,אמה לא היתה כזו בררנית,Her mother wasn't nearly so picky,Her mother wasn't such a selective,69
9,אני זקוק נואשות לחוכמתך,I am in desperate need of your wisdom,I desperately need your wisdom,84
10,יסמין מסרבת לבחור לה בעל,Jasmine refuses to choose a husband,Jasmine refuses to choose her husband,92
11,אז אולי כעת אוכל לחזות פתרון לבעיה המטרידה הזו,Now then perhaps I can divine a solution to this thorny problem,So maybe now I can predict a solution to this disturbing problem,69
12,אהה אבל זה יצריך את השימוש ביהלום הכחול המיסתורי,Ah but it would require the use of the mystic blue diamond,Ahh but it will require the use of mysterious blue diamond,86
13,הוו הטבעתשלי,Uh my ring,The ring hook,61
14,אבל היא היתה במשפחה במשך שנים,But it's been in the family for years,But she was in the family for years,81
15,זה נחוץ כדי למצוא מחזר לנסיכה,It is necessary to find the princess a suitor,This is necessary to find a princess repayment,79
16,אל תדאג הכל יהיה בסדר,Don't worry Everything will be fine,Do not worry everything will be fine,96
17,הכל יהיה בסדר,- Everything will be fine,Everything will be fine,100
18,היהלום,The diamond,The diamond,100
19,יהיה בסדר אתה אדיב ביותר שליטי,You are most gracious my liege,Will be fine you are most courteous,65
20,כעת רוץ ושחק עם צעצועיך הקטנים כן,Now run along and play with your little toys,Now run and play with your little toys yes,88
21,אני לא יכול לשאת זאת יותר,I can't take it anymore!,I can't carry it anymore,77
22,בקרוב אני אהיה סולטן ולא האידיוט ההוא,Soon I will be sultan not that addlepated twit,I will soon be sultan and not that idiot,77
23,ואז אני אדחף את הקרקרים האלה לתוך גרונו,-And then I stuff the crackers down his throat!,Then I will push these crackers into his throat,65
24,אני אתגעגע אליך,I'll miss you,I'll miss you,100
25,נסה את זה בלוטות הטעם שלך ירקדו וישירו,Try this your taste buds will dance and sing,Try this flavor glands will dance and sing,65
26,תמרים מסוכרים תמרים מסוכרים ותאנים!,Sugar dates sugar dates and figs!,Conduct dates are sugary dates and figs!,73
27,תמרים מסוכרים ופיסטוקים,Sugar dates and pistachios!,Sugary dates and pistachios,98
28,דגים טריים!,Fresh fish!,Fresh fish!,100
29,אנחנו דגים אותם את קונה אותם!,We catch 'em you buy 'em!,We fish them buy them!,65
30,אני לא חושבת כך,I don't think so,I do not think so,79
31,אני באמת מצטערת,I'm really very sorry,I'm really sorry,86
32,הו אתה בוודאי רעב,Oh you must be hungry,Oh you must be hungry,100
33,הנה לך,Here you go,there you are,75
34,כדאי שתהיי מסוגלת לשלם על זה,You'd better be able to pay for that Pay,You should be able to pay for this,70
