,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,גרונדטויג ,- Grundtvig ,Grundtoig,89
1,כן מה בקשר לגרונדטויג ,Yes what about Grundtvig ,"Yes, what about Grundtweig?",94
2,הוא היה מהפכן ,He was a revolutionary ,He was a revolutionary,100
3,כן כנראה שהוא היה  אבל הוא בשום אופן לא היה קומוניסט ,Yes he probably was but he was definitely not a communist ,Yes he probably was but he was by no means a communist,83
4,הוא היה אדם נוצרי ,He was a Christian person ,He was a Christian man,85
5,מהפיכה ,Revolution ,Revolution,100
6,תשתקו שניכם!,Shut up you two!,"Shut up, you two!",100
7,כן זה עודף מדוייק ,Yes that is exact change ,Yes it is an exact excess,69
8,אתה יכול בבקשה לקחת את הבצלים האלה  ולהעביר אותם לבית ספר ,Could you please take these onions  and deliver them to the school ,You can please take these onions and transfer them to school,78
9,כן,Yes ,Yes,100
10,היי היי מה אתה רוצה ,- Hi what do you want ,Hey hey what do you want,84
11,קופסת סיגריות ,A pack of cigarettes ,Pack of cigarettes,95
12,כן סופרמרקט ,Yes supermarket ,Yes supermarket,100
13,תסתלק מפה ,Get out of here ,Get out of here,100
14,דרך אגב זה נראה ממש אדיר  כשמוגנס גנב את השטח מאולסן ,By the way it looked totally awesome when  Mogens stole the field from Olsen ,By the way it looked really awesome when Mogens stole the area from Olsen,82
15,כן זה היה משחק ממש מגניב ,Yeah it was a really cool game ,Yes it was a really cool game,95
16,הבאת איזה ממתק ,Did you get some candy ,You brought some candy,64
17,יש לי רק אחד ,I only got one ,I only have one,76
18,רוצה כמה ,You want some ,Want some,82
19,היי דרך אגב אתה הולך לטיול סופשבוע עם בריטה ,Hey by the way are you going on the weekend trip with Britta ,Hi by the way you are going on a weekend trip with Brita,91
20,אסור לכם אפילו להפרד כשאתם משחקים באינדיאנים ,You aren't even allowed to make tracks when you play Indians ,You must not even separate when you play Indians,65
21,אני הולך לפיקניק ביער עם הילדים הגדולים ,I'm going on a forest picnic with the big kids ,I'm going on a picnic in the woods with the big kids,80
22,זה יהיה אדיר!,That will be awesome!,It will be awesome!,89
23,תראו הנה באים כל היתר כן ,Look here come the others ,Look here come all the rest yes,75
24,היית בבית ספר ,Have you been to school ,You were in school,63
25,חשבת שהייתי בבית זונות ,Did you think I'd been at a brothel ,You thought I was in a brothel,62
26,כן בבקשה ,- Yes please ,Yes please,100
27,אז שב כאן ,So sit up here ,So sit here,88
28,אוו הרגל שלי  שיט ,Owe my leg Shit ,Ow my leg is sailing,69
29,כן אתה יכול לשמור סוד ,Can you keep a secret ,Yes you can keep a secret,91
30,בוא!,Come on!,Come on!,100
31,זה שלך ,Is it yours ,It's yours,76
32,בניתי את זה ככה שתהיה לי פרטיות מפעם לפעם ,I built it so that I can have some privacy from time to time ,I built it so that I would have privacy from time to time,87
33,זאת יציאת החרום ,This is the emergency exit ,This is the emergency exit,100
34,יציאת חרום ,- Emergency exit ,Emergency Exit,100
35,כן אתה אף פעם לא יודע מה יכול לקרות ,Yeah you never know what can happen ,Yes you never know what can happen,96
36,זה לא יפה ,- That's enough ,that's not nice,71
37,כן יפה כאן ,- Yup it is beautiful here ,Yes beautiful here,76
38,בטח שכן ,- Of course ,of course,100
39,הגיע הזמן!,It's about time!,It's time!,75
40,תביא את הסחורה ,- Bring over the goods ,Bring the goods,86
41,עשריםסיגריות עוגיות  מה יש בתיק אולה ,20 cigarettes Piratos  What's in the bag Ole ,Twenty cookie cigarettes What's in the Ola bag?,72
42,תירגע!,Oh calm down ,cool down!,67
43,אל תקמט את זה ואת החוברת פורנו שלי ,Don't wrinkle it and my Yankee bar ,Do not wrinkle it and my porn booklet,68
44,הנה ,Here ,here,100
45,זה שלך ,Is it yours ,It's yours,76
46,אז הלילה אתה הולך לשפשף את הכלי עם החוברת ,So you're going to be yanking the old skin tonight ,So tonight you are going to rub the tool with the booklet,64
47,"תדאג שהיא לא תיכנס לתוך הפירה תפו""א ",Just make sure it doesn't get into the mashed potatoes ,Make sure she does not get into the mashed potatoes,82
48,נצא החוצה ונבדוק הלילה ,We'll go out and watch you tonight ,We'll go out and check in tonight,72
49,אוו תירגע!,Relax!,Oh relax!,77
50,תפסיק!,Stop!,Stop!,100
51,חזיר ,You pig ,pig,60
52,זה מספיק ,- That's enough ,It is enough,80
53,אתה לא תזכור את השם שלך במשך 14 יום ,You won't even remember your name for weeks ,You will not remember your name for 14 days,67
54,אולה תפסיק ,Ole stop ,Ola stop,88
55,הם יכולים לראות אותך מבעד לחלון ,They can see you from the window ,They can see you through the window,81
56,אולה תפסיק!,Ole stop ,Ola stop!,88
57,רד ממנו! מה אמרת ,What did you say ,Get off it! what did you say,74
58,אתה יכול לבוא ליער הלילה  ולחטוף שם עוד!,You can come out to the forest tonight  and get beat up some more!,You can come to the forest tonight and snatch more there!,78
59,הנה הבצלים ,Here are the onions ,Here are the onions,100
60,תודה ,- Thank you ,Thanks,67
