,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,"ד""ר בראיינט אני רק מתחיל לחבב אותך ",Dr Bryant I was just getting to like you ,"Dr. Bryant, I'm just starting to like you",71
1,לא מתייחסים אלי כך ,I'm not treating you like that ,I'm not treated that way,74
2,אני לא מתייחס אליך ככה ,I'm not treating you like that ,I'm not treating you like that,100
3,אם הייתי 15 שנים צעירה יותר או זה 15 שנים מאוחר יותר הייתי עושה זאת אבל אני לא יכול עכשיו ,If I were 15 years younger or this was 15 years later I would but I can't now ,If I was 15 years younger or it was 15 years later I would do it but I can not now,84
4,דונה זה חשוב ,Donna it's important ,Donna is important,95
5,אנחנו יכולים להיות לשם ובחזרה ביום אחד ,We can be there and back in a day ,We can be there and back in one day,91
6,לשם מה ,To do what ,For what,67
7,שמור אהבה ,Save a lost love ,Save love,72
8,- קולונל Wojohowitz ,- Colonel Wojohowitz ,Colonel Wojohowitz,100
9,- תודה לאל ,- Thank God ,- Thank God,100
10,מה ,What ,what,100
11,אה קולונל אתה לא מכירים אותי ,Uh Colonel you don't know me ,"Oh Colonel, you do not know me",91
12,"שמי בראיינט ד""ר ג'רלד בראיינט ואני על סגל   לורנס קולג' מריון אוהיו ",My name is Bryant Dr Gerald Bryant and I'm on the faculty  at Lawrence College in Marion Ohio ,My name is Bryant Dr. Gerald Bryant and I am on the Lawrence College faculty Marion Ohio,94
13,כן ,Yes ,Yes,100
14,אה תהיתי אם אני יכול לראות אותך ,Uh I was wondering if I could see you ,Oh I was wondering if I could see you,92
15,"ד""ר בראיינט אני שולח את עבור וייטנאם מחר 0800 ",Dr Bryant I ship out for Vietnam at 0800 tomorrow ,Dr. Bryant I'm sending out for Vietnam tomorrow 0800,88
16,וייטנאם ,Vietnam ,Vietnam,100
17,אני בטוח ששמעת על זה ,I'm sure you've heard of it ,I'm sure you've heard of it,100
18,כמובן ,Of course ,of course,100
19,אני פשוט   דוקטור אני עסוק מאוד ,I just  Doctor I'm very busy ,I'm just a doctor I'm very busy,93
20,האם אתה מגיע לנקודה ,Would you get to the point ,Are you getting to the point,74
21,זו הבת שלך ,It's your daughter ,This is your daughter,87
22,כן ,Yes ,Yes,100
23,- אתה זוכר את דונה ,- Do you remember Donna ,- You remember Donna,92
24,- ודאי שאני זוכרת דונה ,- Of course I remember Donna ,- Of course I remember Donna,100
25,היא צריכה אותך אדוני ,She needs you sir ,She needs you sir,100
26,מס 'אה לא פיזית ,Uh not physically ,No. Ah not physically,76
27,קולונל מאז אתה המשלוח מחר אין לי זמן להיות עדין על זה ,Colonel since you're shipping out tomorrow I don't have time to be subtle about this ,Colonel Since you're shipping tomorrow I do not have time to be gentle on this,84
28,אני לא יודע למה עזבת את המשפחה שלך ,I don't know why you left your family ,I do not know why you left your family,96
29,אני בטוח שיש לך את הסיבות שלך ,I'm sure you had your reasons ,I'm sure you have your reasons,95
30,אבל לעזוב את שלך אף פעם לא יצירת קשר עם אותה שוב   השפיע על היכולת של דונה לאהוב אף אחד אחר ,But your leaving and never contacting her again  has affected Donna's ability to love anyone else ,But leaving yours never contacting her again affected Donna's ability to love anyone else,95
31,"ד""ר בריאנט הפרידה איתה האם לא היה לי מה לעשות איתה ",Dr Bryant the breakup with her mother and I had nothing to do with her ,Dr. Bryant said goodbye to her if I had nothing to do with her,70
32,היא לא חושבת שאתה אוהב אותה כי אם עשית אתה לא נטשו אותה ,She doesn't think you love her that if you did you wouldn't have abandoned her ,She does not think you love her because if you did you did not abandon her,76
33,אני אוהב את הבת שלי ,I love my daughter ,I love my daughter,100
34,אהבתי אותה מאוד ,I loved her very much ,I loved her very much,100
35,אני לא מתכוון לפתוח מחדש את הפצע   לא כשאני ההפלגה ,I'm not going to reopen this wound  not when I'm shipping out ,I'm not going to reopen the wound not when I'm sailing,89
36,אולי כשאחזור ,Maybe when I come back ,Maybe when I get back,88
37,ובכן סלח לי אדוני אבל אה מה אם לא יחזור ,Well forgive me sir but uh what if you don't come back ,Well forgive me sir but oh what if he doesn 't come back,86
38,"שלום ד""ר בראיינט ",Good-bye Dr Bryant ,Hello Dr. Bryant,67
39,רק רגע ארור!,Just a damn minute!,Just a damn moment!,83
40,תראה   אמרתי לך שאני יחזור ,Look  I told you I'd be back ,Look I told you I'm coming back,79
41,בסדר ,Okay ,OK,67
42,בסדר ,Okay ,OK,67
43,אז   העצה שלי   לא עבד ,So my advice didn't work ,So my advice did not work,86
44,נכון ,Right ,Right,100
45,נכון ,Right ,Right,100
