,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,היי דייב ,Hi Dave ,Hi Dave,100
1,מה קורה כאן אהה ,What's going on ,What's going on here aha,77
2,נראה לי שאני מפספס משהו ,I seem to be missing something ,It seems to me that I am missing something,78
3,מה קורה כאן ,What's going on ,what's happening here,61
4,אנחנו רק יושבים כאן מחכים לרמזור ,We're just sitting here waiting for the light ,We're just sitting here waiting for the traffic light,92
5,אהה אתה מתכוון לרמזור שם מאחור ,Oh you mean that light down there ,Ahh you mean the traffic light back there,65
6,ואתה יודע שאתה בצד הלא נכון של הכביש ,And you do know you're on the wrong side of the road ,And you know you're on the wrong side of the road,97
7,אתה חושב שזה היה מצחיק אם אבא שלך  אם האבא של ג'יין היה שומע שנעצרת על נהיגה פרועה ,Would you think it was funny if your father  if Jane's father heard you were booked for reckless driving ,Do you think it would be funny if your dad if Jane's dad heard you were arrested for wild driving,73
8,אני לעולם לא אעשה את זה שוב ,I'll never do it again ,I will never do it again,83
9,מה לא תעשה שוב ,- Do what again ,What will you not do again,67
10,אה ,Yeah ,Ah,67
11,מה לא תעשה שוב ,- Do what again ,What will you not do again,67
12,מה - מה שאתה חושב שעשיתי דייב ,What-Whatever you think I'm doing Dave ,What - what do you think I did Dave,82
13,כמו נהיגה בצד הלא נכון של הכביש ,Like driving on the wrong side of the road ,Like driving on the wrong side of the road,100
14,או אולי נהיגה ברוורס ,Or maybe even driving backwards ,Or maybe driving in reverse,62
15,הי דייב זה באמת רעיון ,Hey Dave that's an idea ,Hi Dave this is really an idea,72
16,אתה יודע ש80 - 90 אחוז מהתאונות הן התנגשות חזיתית ,You know that 80 or 90 percent of the accidents are front-end jobs ,You know that 80-90 percent of accidents are head-on collisions,78
17,אתה יודע באוסטרליה יש להם מטוסים  עם המושבים מופנים אחורנית  כך שבמקרה התנגשות  אין  לא משכנע ,You know in Australia they got airplanes  with the seats set in backwards  so in case you get a collision they got  no concu  No good huh ,You know in Australia they have planes with the seats facing backwards so in case of a collision there is no unconvincing,72
18,בסדר  ,Okay  ,OK,67
19,מה אני אעשה אתכם ילדים ,What am I gonna do with you kids ,What I'll do to you kids,64
20,אני לא רוצה להכניס אותך בפנים ,You know I don't wanna haul you in ,I do not want to put you inside,62
21,אני מתכוון לכך ,No I mean it ,I mean that,61
22,אני מבטיח ,I promise ,I promise,100
23,נכון ג'יין ,Right Jane Huh ,That's right Jane,65
24,נכון ,- Right ,Right,100
25,הנה הם באים ,Here they come ,Here they come,100
26,היי מה קרה ,Hey what happened ,Hey what happened,100
27,הסמל ברט ,- Sergeant Bert ,Sergeant Brett,89
28,לא לא לא זה היה דייב ,- No no no Dave ,No no no it was Dave,79
29,יש לך מזל שזה לא ברט ,- Oh you're lucky it wasn't Bertsie ,You're lucky it's not Brett,77
30,עזוב אתה לא מכיר אותו ,- You don't know the half of it ,Leave you do not know him,63
31,מה ,- What ,what,100
32,אתמול בלילה ראינו את המכונית של גיג חונה מחוץ לבית של ננסי ,- Last night we seen Gig's car parked in front of Nancy's ,Last night we saw Gig's car parked outside Nancy's house,77
33,אז החלטנו להזיז אותה ולהחביא אותה ,So we decided we'd move it hide it on him ,So we decided to move it and hide it,83
34,אנחנו דוחפים אותה באמצע הרחוב  ,So we're moving it down the center of the street  ,We push her in the middle of the street,69
35,אז מוץ אומר לו שהוא לא מצליח להתניע אתה יודע ,So Mooch tells him we can't get it started you know ,So Motz tells him he can not start you know,79
36,"הוא אומר ""לא מעניין אותי אתם חוסמים את הכביש"" תזיזו מיד את המכונית ","He says ""I don't care You're blocking traffic Move it out of the way ""","He says ""I do not care you block the road"" Move the car immediately",70
37,אז הוא יוצא מהמכונית ומגיע אלינו  והוא עוזר לנו לדחוף את המכונית של גיג ,So then he gets out of the car comes over to us  and he's helping us move Gig's car ,So he gets out of the car and comes to us and he helps us push Gig's car,83
38,"אז פתאום גיג יוצא מהבית  והוא צועק ""מי גנב את המכונית שלי"" ","Just then Gig comes out of the house  and he's yelling ""Who's stealing my car ""","Then suddenly Gig comes out of the house and he shouts ""Who stole my car""",78
39,חשבתי שלברט יפלו השיניים ,- I thought Bertie would drop his teeth ,I thought Brett's teeth would fall out,75
40,אם גיג לא היה מחפה עלינו היינו יכולים להיות בצרות צרורות ,If Gig didn't cover for us we would've been in trouble ,If Gig had not covered us we could have been in a lot of trouble,63
