,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,הוא איבד מספיק דם ,He's bled enough ,He lost enough blood,83
1,מי את שתאמרי מה צריך לעשות ,Who are you to say what shall be done ,Who are you to say what needs to be done,83
2,למדתי רפואה אצל מרים ממנסיס  ואני יכולה לרפא אותו ,I was taught medicine by Miriam of Manassas and I can heal him ,I studied medicine with Miriam from Mansis and I can cure him,72
3,מרים ממנסיס ,Miriam of Manassas ,Miriam from Mansis,67
4,אך חוד הרומח של דה ברסי  עדיין נמצא עמוק בתוך הפצע ,But the point of De Bracy's lance is still deep within that wound ,But De Bersi's spearhead is still deep inside the wound,63
5,כיצד אוכל לדעת שמה שאת מספרת לי נכון ,How can I be sure what you're telling me is the truth ,How can I know that what you're telling me is true,82
6,האם אתווכח איתך בזמן שהוא גוסס ,Shall I argue with you while he dies ,Will I argue with you while he dies,87
7,בידי לרפא אותו גברתי ,I can heal him milady ,"I can heal him, ma'am",83
8,אם את יכולה לרפא אז קחי אותו ,If you can say the same take him ,If you can heal then take it,73
9,אם אינך יכולה פני דרך ,If you cannot stand aside ,If you can not face a way,60
10,לא גברתי ,No milady ,I'm not a lady,70
11,אבי מכיר אותו גברתי לא אני ,My father knows him milady not I ,"My father knows him, madam, not me",84
12,לאןתקחיאותו ,- Where will you take him ,Where will you take him?,100
13,לבית אבי בשפילד ,- To my father's house in Sheffield ,To my father's house in Sheffield,100
14,לא אאכזב אותו ,I shall not fail him ,I will not disappoint him,67
15,עשה מה שהגברת אומרת וומבה ,- Do as the lady bids Wamba ,Do what the lady says Womba,65
16,כן גברתי ,- Yes milady ,Yes Madam,74
17,השבעי לי שפצעיו יגלידו!,Swear to me his wound will mend ,Swear to me that the wounds will heal!,74
18,פצעיו יגלידו ,His wound will mend ,His wounds will freeze,68
19,את אוהבת אותו!,You love him ,You love him!,100
20,אך אמרתי לך כמעט ואינני מכירה אותו גברתי ,Why I told you I hardly know him milady ,But I told you I hardly know him madam,83
21,הוא בידיים טובות אלופי ,- Well - He is in good hands milord ,He is in good hands champions,63
22,הם נושאים אותו לשפילד ,They'll carry him to Sheffield ,They carry him to Sheffield,95
23,ויטופל שם ,He will be tended there ,And will be treated there,62
24,אז נלך לשפילד עד שיצא מכלל סכנה ודאגי שלעולם לא ישמע על זה  עוד הוא יחשוב שהתרכחתי מתוך סניליות ,We'll go to Sheffield till he's out of danger See he never hears of it or he'll think I've softened into dotage Hundebert!,So we'll go to Sheffield until he's out of danger and make sure he never hears about it again.,63
25,הונדברט! את הסוסים!,The horses!,Hondbert! The horses!,69
26,אצלה את הכבד שלך ,Roast your liver ,She has your liver,71
27,הבילבול והתדהמה על ראש אביר מקולל זה ,To the confusion and confounding of that cursed death's-head knight ,The confusion and astonishment on the head of this cursed knight,76
28,מדוע שוטים לא הרגתם אותו במגרש ,- Why couldn't you fools kill him on the field ,Why fools did not kill him on the field,80
29,מפני שאיננו שוטה ,- Because he was no fool ,Because we are not fools,74
30,כיצד נורמני יכול להחזיק בכתר אנגליה  כשאביריו נופלים חללים כמוץ ברוח  לרגליו של נוכל אלמוני סקסוני ,How can a Norman hold the throne of England when his knights go down like chaff beneath an unknown Saxon mountebank ,How can a Norman hold the crown of England when his knights fall like spaces in the wind at the feet of a Saxon anonymous crook,68
31,גם לא נוכל וגם לא אלמוני ,Neither a mountebank nor yet unknown ,We can neither be nor anonymous,66
32,רכבתי נגד אביר זה בעכו במלחמה ,I rode against that knight at Acre in the war ,I rode against this knight in Acre during the war,85
33,אז אמור לנו מיהו ,Then tell us who he is ,So tell us who he is,81
34,החסיד הנלהב ביותר של אחיך ריצ'רד ווילפרד מאיבנהו ,The favored henchman of your brother Richard my liege Wilfred of Ivanhoe ,The most ardent follower of your brother Richard Wilfred of Ivanhoe,75
35,כאן באנגליה ,Here in England ,Here in England,100
36,אתה אמרת לי שהוא מת!,You told me he was dead!,You told me he was dead!,100
37,הוא הייה צריך להיות ויהייה כשנפגש שוב ,He should be and he shall be when he and I meet again ,He should have been and will be when we meet again,76
38,אזמדועהואכאן  היכן אם לא בין סקסונים יאסוף את הכופר למען ריצ'רד שלו ,Where else but among Saxons would he seek the ransom for his Richard ,Azmedua and here where if not among Saxons will collect the ransom for his Richard,75
