,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אנחנו עושים עסקה עם המטרה ,We make a deal with the mark ,We make a deal with the goal,86
1,עכשיו למה אנחנו נותנים לו לעשות את זה ,Now why do we let him do that ,Now why are we letting him do that,86
2,בגלל שלפני שהוא עושה את זה הוא הולך לבנק כאן ונותן לנו 30 אלף דולר כערבות כדי שאנחנו נבטח בו ,Because before he does he goes to a bank here and gives us $30 000 as collateral so that we trust him ,"Because before he does that he goes to the bank here and gives us $ 30,000 as security so we can trust him",88
3,רגע לפני שאנחנו שולחים לו את המזוודה אנחנו מחליפים אותה ויש לנו 30 אלף דולר ,Just before we send him the briefcase we switch it on him and we've got his $30 000 ,"Just before we send him the suitcase we replace it and we have $ 30,000",74
4,אם זה כסף מזויף במזוודה למה אתם צריכים להחליף אותה ,If it's phoney money why do you have to switch it ,If it's counterfeit money in a suitcase why do you need to replace it,64
5,מי אמר שהכסף מזויף ,Who said it was phoney money ,Who said the money was fake,69
6,הוא אמיתי ,It's real ,He's real,78
7,זה היופי שבעניין אנחנו מראים לבחור 80 אלף דולר אמיתיים ,That's the beauty of the thing - we're showing the guy 80 000 real dollars ,This is the beauty of the matter we show to choose a real 80 thousand dollars,66
8,השאלנו את הכסף מהבחורים במאפיה ,We borrowed the money from the hard guys for a night ,We borrowed the money from the guys at the bakery,77
9,הלילה אנחנו מחזירים אותו ,Tonight we give it back ,Tonight we bring him back,79
10,אני מקווה שנהנית הערב ,I hope you enjoyed yourself ,I hope you enjoy tonight,71
11,ראית דברים שמעטים ראו ,You have seen sights that few have seen ,You have seen things that few have seen,85
12,זה נגמר ג'ו ,It's over Joe ,It's over Joe,100
13,זה בסדר ,It's over Joe ,It's OK,60
14,בסדר ,OK ,OK,100
15,הגיע הזמן לזוז ,Time to go ,It's time to move,67
16,בואו נקח את זה לבנק ,Let's take it to the bank ,Let's take it to the bank,100
17,כדאי שתקחי את המעיל שלך ,You'd better get your jacket ,You better take your coat,79
18,יוצא החוצה בערך עוד 5 דקות ,Coming out in about five minutes ,Goes out for about another 5 minutes,65
19,אנחנו יוצאים בעוד 5 דקות ,We'll be coming out in five minutes ,We're leaving in 5 minutes,62
20,נתנהג כאילו הם כן ,We'll act as if they are ,We will act as if they are,84
21,אני לא יודע מי היא ואני לא בוטח בה ,I don't know who she is and I don't trust her ,I do not know who she is and I do not trust her,85
22,אני אקח את הבחור הצעיר ואתה תקח את הזקן ,I'll take the young guy you take the old ,I'll take the young guy and you'll take the old man,88
23,קיבלתי ,I got it ,I got,77
24,האות הוא שאני מכחכח בגרון ,The signal is I clear my throat ,The signal is that I'll clear my throat,89
25,-וזה יקרה בבנק ,- And that's at the bank ,- And it's going to happen at the bank,69
26,כן בבנק ,Yes at the bank ,Yes at the bank,100
27,הוא שוטר!,- He's a cop ,He's a cop!,100
28,-מה ,- What ,-what,100
29,הוא שוטר ,- He's a cop ,He's a cop,100
30,שמעתי אותו במכשיר קשר ,- I heard him on the walkie-talkie ,I heard it on a walkie-talkie,85
31,אנחנו צריכים להוציא אותה מכאן תהיה בטוח בזה ,- Oh God We gotta get her out of here ,We need to get her out of here. Be sure of that,62
32,מזוודה ,Briefcase ,Briefcase,100
33,מה שכחנו ,What did we forget ,What we forgot,81
34,טוב ,Good ,are good,67
35,בואי ,Come on ,Come on,100
36,לאן אתם הולכים ,- Where are you going ,where are you going,100
37,-אנחנו נשאר איתך ,- No Hold on - We're gonna stay with you ,- We'll stay with you,65
38,אף אחד לא הולך לשום מקום ,- Nobody goes anywhere ,No one is going anywhere,73
39,-היא חולה מאוד ,- She's very ill ,- She's very sick,69
40,משטרה ,- Police ,police,100
41,אל תזוז ,Don't move ,do not move,86
42,-אמרתי לך ,- I told you ,-I told you,100
43,אשתי חולה ,My wife is ill ,My wife is ill,100
44,זוזו אחורה ,Move back ,Move back,100
45,לא ,- No ,No,100
46,-אתה זז ואני מפוצץ לך את הראש ,- Move and I'll blow your head off ,- You move and I blow your head off,89
47,אני חייבת לצאת מכאן ,I've gotta get out of here ,I have to get out of here,78
48,מה איתו ,How is he ,how is he,100
49,הוא מת ,He's dead ,he is dead,95
50,אני לא יכולה להיות כאן ,- I can't be here ,I can not be here,94
51,-למה הרגת אותו ,- Why did you kill him ,- Why did you kill him?,100
52,השתגעת ,Are you nuts ,are you mad,70
53,-הכלבה נכנסה לפאניקה ,- The bitch panicked ,-The bitch panicked,100
54,שתוק ,Shut up ,Shut,73
55,לך תבדוק את הדלת ,Go check the door ,Go check the door,100
56,מדרגות ,- Stairs ,Stairs,100
57,-לכו ,- Go ,- Go,100
58,הם שם בחוץ ,They're out there ,They're out there,100
59,היא הרגה אותנו בן-אדם ,She's killed us ,She killed us human,76
60,הכלבה הרגה אותנו בטוח ,The bitch has killed us dead ,The bitch killed us for sure,71
61,תגנבי את הרכב ,Steal the car ,Steal the car,100
62,אני לא יכולה לעשות את זה ,I can't do that ,I can 't do that,100
63,את רוצה לבלות את שארית חייך בכלא או שאת רוצה להוציא אותנו מכאן ,Do you wanna spend the rest of your life in jail or do you wanna get us out of here ,Do you want to spend the rest of your life in prison or do you want to get us out of here?,86
64,אנחנו צריכים שתגנבי את הרכב ,We need you to steal the car ,We need you to steal the car,100
