,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,בואי נלך לסרט,Come on Let's go to the movies,Let's go to a movie,73
1,-כן בואי,- Yeah come on,-Yes come on,87
2,צילומים נדירים מהארכיון של סוואנה ווינגו,Rare footage from the Savannah Wingo archives,Rare photos from the Savannah Wingo archive,82
3,איפה מצאת את זה,Where did you find this,Where did you find it,91
4,סוואנה בטח שמרה אותם,Savannah must've kept them,Savannah must have kept them,85
5,כו זה לוק,Is that Luke,Come this is Luke,69
6,הנה טקס הסיום שלנו,Oh here's our graduation,Here is our graduation ceremony,73
7,תמיד קפצתם למים בבגדים,Did you always jump in with your clothes on,You always jumped into water in clothes,76
8,-וזאת אמא שלכם,- And that's your mother,—That your mom,69
9,היא עדיין יפה,She still is,She is still beautiful,71
10,אבי הוא קנה את המצלמה,My father bought this camera one year,My father he bought the camera,81
11,אל תשאלי אותי איך,Don't ask me how,Don't ask me how,100
12,סוואנה אמרה שאביך תמיד הפסיד כסף,Savannah said your father was always losing money,Savannah said your father always lost money,91
13,זה נכון,Is that true,This is true,83
14,-כל מה שבו הוא נגע הפך לחרא,- Everything he touched turned to shit,-The whatever he touched has become shit,64
15,-מה זה,- What is that,-What is,74
16,היחיד שלא פחד מהנמר היה לוק,The only one that wasn't afraid of that animal was Luke,The only one who was not afraid of the tiger was Luke,70
17,הוא האכיל אותו,He fed him,He fed him,100
18,היה לו הרבה אומץ,He had a lot of courage,He had a lot of courage,100
19,מה איתך,What about you,What about you,100
20,לא הייתי צריך אומץ,I didn't need any,I didn't need courage,79
21,היה לי את לוק,I had Luke,I had Luke,100
22,זה האי שלנו,Oh this is our island,This is our island,92
23,בשבילו זה היה המקום הכי יקר בעולם,To him it was the most precious place in the world,For him it was the most expensive place in the world,75
24,כשהתבגר הוא היה בוויאטנם,When he was older he went to Vietnam,When he grew up he was in Vietnam,70
25,מה קרה,What happened,What happened,100
26,אמא קיבלה את האי בהסכם הגירושים,Mother got the island in the divorce settlement,Mom received the island in the divorce agreement,63
27,היא מכרה אותו לממשלה בעבור כסף רב,She immediately sold it to the government for a lot of money,She sold it to the government for a lot of money,89
28,הם רצו לבנות שם תחנת-כוח,They wanted to put up a power plant,They wanted to build a power plant there,80
29,לוק השתגע,Luke went crazy,Luke went crazy,100
30,הממשלה צחקה,The government laughed,The government laughed,100
31,הוא פוצץ אתר בנייה,He blew up a construction site,He was blown up a construction site,89
32,הם הפסיקו לצחוק,They quit laughing,They stopped laughing,77
33,ואז,And then,and then,100
34,פגע באנשים,Hurt some people,Hit people,69
35,סוואנה ואני ניסינו לעצור בעדו אבל הממשלה עשתה את זה קודם,Savannah and I tried to stop him but the government did it first,Savannah and I tried to stop him but the government did it before,90
36,ירו בו בראש,Shot him in the head,Shot him in the head,100
37,בינגו,Bingo,Bingo,100
38,רוצה משקה קר,Would you like a cold drink,Want a cold drink,64
39,אולי בירה,Maybe a beer,Maybe beer,91
40,איךהתמודדתעם מותו,How did you deal with his death,How to deal with his death,81
41,ולפי השיטה הדרומית בלי דמעות,And according to the Southern way still no tears,And according to the southern method without tears,80
42,אני בוכה לפעמים,Oh I cry sometimes Lowenstein,I'm crying sometimes,65
43,אני בוכה בחתונות במשחקים האולימפיים בהמנון,I cry at weddings at the Olympics at the national anthem,I cry at weddings in the Olympic Games in the anthem,80
44,אבללאעל לוק,But not over Luke,But the Luke,76
45,בשביל מה,What the hell for,for what,64
46,זה לא יחזיר אותו,It wouldn't bring him back,It won't bring him back,94
