,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,להתראות ,See you later ,See you,70
1,תודה ,Thank you ,Thanks,67
2,שם למעלה!,Up there ,Up there!,100
3,חתיכת מאפה חם נתקעה שם למעלה ,Bit of game pie got stuck up there ,A piece of hot pastry got stuck up there,73
4,תיהנו מהטיול שלכם ,Enjoy your walk ,Enjoy your trip,73
5,יש כאן מספיק נתונים לוועידה ,There's enough material there for an entire conference ,There is enough data here for the conference,73
6,-מה אתה עושה ,What are you doing ,-What are you doing,100
7,חשבתי שאת מישהו אחר ,- I'm sorry I thought you were somebody else ,I thought you were someone else,79
8,-הפחדת אותי פחד מוות ,- You scared the hell out of me!,- You scared me to death,67
9,-אני מצטער ,I'm awfully sorry ,-I'm sorry,69
10,מה מרוח על היד שלך -מה ,What's that on your hand Basil ,What is smeared on your hand -what,73
11,זה נפל לי ,I'm awfully sorry ,It fell to me,60
12,מצטער! התבלבלתי!,Sorry I got confused ,Sorry! I was confused!,80
13,סיביל!,Sybil!,Sybil!,100
14,סיביל!,Sybil!,Sybil!,100
15,צר לי על ההפרעה רציתי להתנצל על התנהגותו של בעלי ,Sorry to bother you I thought I'd better apologise for my husband's behaviour ,I'm sorry for the disturbance I wanted to apologize for my husband's behavior,74
16,-הוא עובר תקופה קשה כרגע  תביטי ,He's going through rather a disturbed time at the moment ,- He's going through a difficult time right now,67
17,אני לא מבינה נראה לי שהוא די נסער אבל  אני בטוחה שיש לכך הסבר ,No please look I don't quite understand he does seem a bit worked up about something but I'm sure there's some quite innocent explanation ,I do not understand it seems to me that he is quite upset but I am sure there is an explanation for this,65
18,באזיל!,Basil ,Basil!,100
19,אני בודק את הדלת ,Just checking the doors ,I'm checking the door,82
20,מה קורה כאן ,What are you doing in there ,what's happening here,62
21,-אני הייתי בחדר האמבטיה ,I was in the bathroom ,- I was in the bathroom,100
22,קפצתי לבדוק את הצירים בדלת אלה ש  איך אתה מסוגל להעלות על דעתך שבחורה כמוה תתעניין בחרק מזדקן ומשוח ברילנטין כמוך ,Yes she was dear so I just popped in to have a look at these hinges You know the ones we've  Do you really imagine even in your wildest dreams that a girl like this could possibly be interested in an ageing brilliantined stick insect like you ,I jumped in to check the hinges on these door that how can you imagine that a girl like her would be interested in an aging and anointed Brilantine insect like you,66
23,בחורה כמו מי ,- A girl like who dear ,A girl like who,86
24,זו שאתה רודף אחריה ,What are you doing in there ,The one you're chasing,61
25,-מה אתה עושה כאן ,What are you doing in there ,-what are you doing here,92
26,את יודעת שיש לנו בעיות עם הצירים ,You know the trouble we've been having with these hinges Why would I  ,You know we have problems with the hinges,64
27,-תשתקי!,Shut up!,- Shut up!,100
28,מה דעתך לשאוב את הסופגניות מהאוזניים ולהכניס קצת שכל לאיבר הרדום המסתתר במבוך העכברים שלך -באזיל!,Why don't you syringe the doughnuts out of your ear and get some sense into the dormant organ you keep hidden in that rat's maze of yours ,How about sucking the donuts out of your ears and putting some sense into the dormant organ hidden in your mouse maze - Basil!,69
29,אמש ג'ונסון הבריח אישה לחדר שלו ,- There is a woman in that room that Johnson smuggled in last night ,Last night Johnson smuggled a woman into his room,79
30,וזו האישה שאני מנסה לתפוס ,That's the woman I've been trying to get hold of ,And this is the woman I'm trying to catch,67
31,שמפניה ,- Champagne ,champagne,100
32,-מה ,- What ,-what,100
33,עוד בקבוק שמפניה ,Another bottle of champagne perhaps ,Another bottle of champagne,87
34,נפל לך בורג ,Have you got a screw loose ,You fell a screw,67
35,גב' ג'ונסון כאן ,Mrs Johnson is in here yes ,Mrs. Johnson is here,84
36,-כמובן!,Oh of course ,-of course!,86
37,כן כמובן הרעיה החביבה ,Oh yes Of course the little woman eh ,Yes of course the kind wife,67
38,העניין הוא שאישתי אמרה לי שאתה רווק ,The only thing is I thought you told my wife that you were single ,"The thing is, my wife told me you were single",77
39,-נכון ,Right right!,-Right,62
40,אז מי היא אותה גב' ג'ונסון ,So who's this Mrs Johnson then ,So who is that Ms. Johnson?,76
41,אישתו של הנשיא ,The late President's wife or  ,The president's wife,83
42,אמא שלך !,Your mother ,Your Mother !,100
43,את נהנית מהחופשה ,Are you enjoying your stay ,You are enjoying your vacation,82
44,-כן תודה ,Yes thank you ,-Yes thank you,100
45,אני אביא את השמפניה ,Well I'll get the champagne ,I'll bring the champagne,71
46,העצים היפים השדות סוגי הציפורים השונים ,All those beautiful trees and fields and variety of birds ,The beautiful trees are the fields and the different types of birds,71
47,ואתה יכול לנסוע לשם לשכוחמהכול הרחק מהמולת החיים המודרניים ,And you can just go there and get away from it all away from the helter-skelter of modern life ,And you can travel there to forget it all away from the hustle and bustle of modern life,74
48,לא קל בימינו למצוא את הזמן ואיך אומרים ,I mean nowadays it's not easy to find the time to  I don't know  ,It is not easy nowadays to find the time and how to say,80
49,ליהנות מהחיים ,Enjoy life ,Enjoy life,100
50,גמרת -כן ,Yes we do ,You're done - yes,67
51,-תודה ,Yes thank you ,-Thanks,63
52,-אישתי  נדמה לי שהחסילונים מקולקלים ,My wife thinks they're off ,- My wife thinks the shrimp are spoiled,67
53,-נדמה לי שלא ,Oh I don't think so ,- I do not think so,83
54,-איש מלבדך לא התלונן ,No one else has complained ,- No one but you complained,67
55,לדעתי הם מקולקלים ,Oh I don't think so ,I think they are spoiled,60
56,-כבר אכלת חצי מנה ,But you've eaten half of them ,- You have already eaten half a serving,61
57,-לא שמת לב בהתחלה ,You didn't notice at the start ,- You did not notice at first,67
58,זה הרוטב ,Well it was the sauce ,This is the sauce,68
59,לא הייתי בטוחה ,I wasn't sure ,I was not sure,74
60,-אז אכלת חצי מנה כדי לוודא ,So you ate half to make sure ,-So you ate half a serving to make sure,85
61,-רוצה להזמין מנה אחרת ,Did you want another first course ,-Want to order another dish,61
62,את בטוחה ,- Are you sure ,are you sure,100
63,-אני רוצה את המנה העיקרית ,I don't want this ,- I want the main course,62
64,-תבטל את הראשונה ,We'll just cancel it ,- Cancel the first one,65
65,תבטל משמע לנכות את זה מהחשבון ,Deduct it from the bill is that what you mean ,Undo means deducting it from the account,61
66,-זה בלתי אכיל ,- As it's inedible ,- It's inedible,90
67,רק חצי מהמנה בלתי אכילה ,- Only half of it is inedible apparently ,Only half of the dish is inedible,70
68,תנכה חצי עכשיו ואם אישתי תקיא בלילה נדרוש את מלוא ההחזר בבוקר ,Well deduct half now and if my wife brings the other half up during the night we'll claim the balance in the morning ,We will deduct half now and if my wife vomits at night we will demand the full refund in the morning,69
69,ועכשיו אנחנו רוצים את הטלה שלנו ,Now we'd like our lambs please ,And now we want our lamb,70
70,שלושה הלכו לעולמם השנה כולם בשנות ה-60 המוקדמות ,Three we know have passed on this year all in their early 60s so I've cut out butter ,Three passed away this year all in the early 60s,67
71,-לא באמת ,No really  ,-Not really,95
72,לא זה באמת לא נורא ,- No really Just the main  ,No it's really not terrible,64
73,-הכול כשורה -כן תודה ,Everything to your satisfaction Oh yes thank you ,"- Everything is fine - Yes, thank you",70
74,הכול לשביעות רצונכם ,Everything to your satisfaction Oh yes thank you ,Everything to your satisfaction,78
75,-כן תודה ,- Yes thank you ,-Yes thank you,100
76,-מה הטעם ,I want the salad ,-What's the point,69
77,אני אגיד לו!,Well I'm going to ,I'll tell him!,60
