,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,הילד בודאי ממש רעב ,The boy must be starved,The boy must be really hungry,69
1,הבאתי אוכל ,I brought food,I brought food,100
2,גם בשבילך ,For you too!,For you too,100
3,קח את זה!,Take it!,take it!,100
4,מה זה משנה ,What's the matter ,What does it matter,61
5,השלך את זה פנימה!,Throw it in!,Throw it in!,100
6,אין לי ספק בזה הוא סמוראי ,No complaints about that samurai ,I have no doubt he is a samurai,60
7,לפני שהוא יגיע לעיר ,Before he gets to town,Before he gets to town,100
8,שמי הוא קאטסושירו אוקמוטו ,My name is Katsushiro Okamoto,My name is Katsushiro Okamoto,100
9,ואין לי שום חסידים ,And I have no disciples,And I have no followers,74
10,אנחנו יכולים לדבר ,We can talk,we can talk,100
11,בוא נדבר כשאנחנו הולכים ,Let's talk as we walk,Let's talk when we go,76
12,אתה הבכת אותי ,Make me your disciple!,You made me cry,67
13,הקשב ,Listen,Listen,100
14,אני לא אדם עם כישורים מיוחדים ,I'm not a man with any special skill,I am not a person with special skills,77
15,אבל יש לי הרבה ניסיון בקרבות הפסדתי בקרבות בכולם ,But I've had plenty of experience in battles losing battles all of them,But I have a lot of experience in battles I lost in battles in all of them,79
16,בקצרה  זה כל מה שאני ,In short that's all I am,In short that's all I am,100
17,השלך את הרעיון הזה למען טובתך האישית ,Drop such an idea for your own good,Discard this idea for your own good,77
18,לא אדוני ,No sir ,Not sir,92
19,החלטתי נעשתה!,My decision has been made!,I made a decision!,71
20,אני אלך אחריך אדוני ,I'll follow you sir,"I will follow you, sir",80
21,אני אוסר זאת ,I forbid it,I forbid it,100
22,אני לא יכול להרשות לעצמי לקחת איתי ילד ,I can't afford to take a kid with me,I can not afford to take a child with me,89
23,מה אתה רוצה ,What do you want ,What you want,90
24,מה אתה רוצה ,What do you want ,What you want,90
25,אתה חסר נימוס!,You are rude!,You are rude!,100
26,אתה סמוראי ,Are you a samurai ,You're a samurai,97
27,מה הוא זומם ,What is it ,What is he plotting,62
28,בבקשה אדוני!,Please sir!,please sir!,100
29,מדוע אתה לא הולך הביתה ,Why don't you go home ,Why you do not go home,93
30,זה לא מספיק בשבילך ,Haven't you had enough yet ,It's not enough for you,61
31,אחרי שהוא יאכל הוא יעזוב ,After he's fed he'll leave,After he eats he will leave,83
32,זה בלתי אפשרי ,It's impossible,it's impossible,100
