,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,הם החזיקו אותו כאן למטה ,- Yeah They used to keep him down there ,They held him down here,60
1,חיה יפהפייה ,Beautiful animal ,A beautiful animal,94
2,לאן אנחנו הולכים ,Where are we going ,where are we going,100
3,פשוט תירגע ותהנה ארתור ,- Now just relax Arthur - Just relax and enjoy it ,Just relax and enjoy Arthur,75
4,פתגם סיני עתיק ,The old Chinese proverb ,An ancient Chinese proverb,61
5,נהדר לא כך ,Great isn't it ,Great not so,69
6,הרשה לי להראות לך משהו ,Here let me show you something ,Let me show you something,91
7,תראה את זה ,Look at that ,look at this,83
8,פיספסנו את זה ,- We've hit it ,We missed it,67
9,-פיספסנו מה ,What have we hit ,- We missed what,60
10,את מה פיספסנו ,What have we hit ,What we missed,60
11,את נקודת חצי הדרך ,The halfway point ,The halfway point,100
12,ישנו משחק קטן שאני משחק ,It's a little game I play ,There's a little game I play,83
13,אני תמיד מחשב כמה רחוק אני יכול לטוס עם דלק שיש לי ועדיין לחזור ,Each time I go out I calculate how much fuel I have and how far I can go and still get back on it ,I always calculate how far I can fly with the fuel I have and still return,65
14,ואז אני מחשב את נקודת חצי הדרך ואז אני טס ממש מעט מעבר לו ,Then I figure out the halfway point and I go just a little beyond it ,Then I calculate the halfway point and then I fly just a little beyond it,82
15,אתה מתכוון שאנחנו מעבר לנקודת חצי הדרך ,You mean we're beyond the halfway point Yeah ,You mean we're beyond halfway point,89
16,אתה מתכוון שאנחנו לא הולכים לחזור ,Well you mean we're not gonna make it back ,You mean we're not going back,76
17,אולי ואולי לא ,Well maybe maybe not ,Maybe and maybe not,77
18,ובכן תנחת ,Well land ,Well you will land,67
19,תנחת!,Land!,You land!,67
20,בחייך אנחנו בסדר ,How're we doing ,"Come on, we're fine",67
21,אם אנחנו מעבר לנקודת חצי הדרך אז אנחנו לא בסדר ,You mean we're beyond the halfway point Yeah ,If we are beyond the halfway point then we are wrong,71
22,תנחת!,Land!,You land!,67
23,הנה אנחנו באים!,Here we go ,Here we come!,82
24,תישען לאחור ,Heading back ,Lean back,76
