,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,הוא לא חייל מארינס ,He ain't a Marine ,He's not a Marine,76
1,אמרו שהוא ניצח את כולם במארינס ,They said he beat everybody in the Marine Corps ,They said he defeated them all in the Marines,70
2,אני לא חייל מארינס ,I ain't a marine ,I'm not a Marine,81
3,יש לי 2 800 דולר מהבחורים בבייקרספילד ,I got $2 800 from the boys in Bakersfield ,"I have $ 2,800 from the guys at Bakersfield",77
4,אם תפסיד בקרב הזה ניתקע בסיורים בעמק המוות למשך חמש השנים הבאות ,You lose this fight we'll be patrolling Death Valley for the next five years ,If you lose this battle we will be stuck on tours of the Death Valley for the next five years,71
5,אל תדאג סמל ,Don't worry about it Sarge ,Do not worry about a symbol,68
6,תאכל אותו ג'ו ,Eat him up Joe ,Eat it Joe,75
7,תאכל אותו ,Eat him up ,Eat it,62
8,תטפל בקלייד בסדר ,Take care of Clyde will you ,Take care of Clyde fine,72
9,אתה יודע איך הוא אוהב לחרבן בניידות ,You know he likes to crap in squad cars ,You know how he likes to shit in mobility,62
10,הוא הורג אותו!,He's killing him!,He's killing him!,100
11,זהו זה ,That's it ,that's it,100
12,אם אתה רוצה לתפוס את מקומו נוכל לסדר את זה ,If you want to take his place we can arrange that ,If you want to take his place we can arrange it,92
13,ניצחת אותו ,You got him ,You defeated him,67
14,-כמה הרווחנו ,- How much we pull down ,- How much we earned,67
15,-1 200 ,- $1 200 ,-1 200,100
16,איפה קלייד ,Where's Clyde ,Where's Clyde?,100
17,-שם ,- There ,-There,100
18,קלייד יש לך מעט מאוד כבוד כלפי החוק ,Clyde you got damn little respect for the law ,Clyde you have very little respect for the law,81
19,סמל סמית ,Sergeant Smith ,Sergeant Smith,100
20,זה עומד להיות הקרב האחרון שלי ,This is going to be my last fight ,This is going to be my last fight,100
21,פנייה ימינה קלייד ,Right turn Clyde ,Turn right Clyde,100
22,אני מתחיל לאהוב את הכאב ,I'm getting to like the pain ,I'm starting to love the pain,63
23,-טוב אז כנראה שהזמן הגיע ,- Well I guess it's time then ,-Well so probably the time has come,62
24,-כן אני חושב ,- Yeah I think ,"- Yes, I think so",77
25,אני לא מבין את זה ,I don't understand it ,I do not understand that,84
26,כיסחתי כל חייל מארינס אצלי במחלקה ,I whipped every marine in my division ,I mowed down every Marine in my platoon,68
27,-חבר'ה ממש קשוחים ,- Some real tough guys ,- Really tough guys,81
28,-איך אתם סובלים את הסירחון ,How can you stand the stench ,-How you suffer from the stench,66
29,-אני לא מריח שום דבר ,I can't smell nothing ,- I do not smell anything,64
30,'הסרן לא באמת יעביר אותנו נכון סרג ,The Captain won't really transfer us will he Sarge ,'The captain will not really get us right Serge,69
31,-חבר'ה ממש קשוחים ,- Some real tough guys ,- Really tough guys,81
32,-אולי תסתום ,- Shut up ,-Maybe shut up,70
33,סליחה אדוני זה היה 3 000 ,Pardon me sir was that $3 000 ,Sorry sir it was 3 000,60
34,לא זה לא 3 000 ,No it is not $3 000 ,"No it's not 3,000",86
35,מר פאולי מהמר 30 000 על המתמודד ,Mr Paoli bets $30 000 on the challenger ,"Mr. Pauli is betting 30,000 on the contestant",71
36,-זהו זה!,- That's it!,-that's it!,100
37,-הוא בכלל לא נגע בו ,- He never touched him!,- He did not touch him at all,60
38,החיה שלך תמות תוך 15 שניות ,Your animal's going to be dead in 15 seconds ,Your animal will die in 15 seconds,74
39,רבותיי ,Gentlemen ,Gentlemen,100
40,תחזיק את כלב השעשועים שלך בכלוב שלו ביקמן ,Keep your terrier in his cage Beekman ,Keep your toy dog ​​in his Bickman cage,78
41,ג'וניור הוא רק דואג לאינטרסים שלי זה הכל ,Junior he is only looking out for my interests that's all ,Junior is just taking care of my interests that's all,71
42,-הכסף שלך יגיע עד חמש בערב ,- Your money will be here by 5:00 p m ,- Your money will arrive by five in the evening,62
43,-לא ציפיתי לפחות מזה ,- I expected no less ,- I did not expect at least that,62
44,-עדיין לא ,- Not yet ,-Not yet,100
45,בחייך ,Come on ,Come on,100
46,למה לעזאזל אני משלם לו 5 000 דולר בחודש כדי שישב בחיבוק ידיים ,What the hell am I paying him $5 000 a month for to sit on his hands ,"Why the hell do I pay him $ 5,000 a month to sit idly by",78
47,לא אחרי מה שהוא עשה לשניים האחרונים ההם ,Not after what he did to those last couple of guys ,Not after what he did for those last two,80
48,אולי כדאי שנארגן קרב בין ווילסון לבין העכסן ,Maybe we ought to set up a match between Wilson and the rattler ,Maybe we should have a fight between Wilson and the squirrel,70
49,תאבד עכסן טוב ,You would lose a good rattler ,You will lose a good squirrel,72
50,יש אחד בחוף המערבי בשם פיילו בדו ,There is a guy on the West Coast named Philo Beddoe ,There is one on the west coast called Philo Bedou,80
51,פיילו בדו ,Philo Beddoe ,Filo Bedou,73
52,-בחיים לא שמעתי עליו ,- I never heard of him ,- I've never heard of him,93
53,והוא מפורסם בקליפורניה ,And he's well-known in California ,And he's famous in California,71
54,טוב לורטה דיברנו על זה במשך 20 שנה אבל עכשיו אנחנו עושים את זה ,Well Loretta we've talked about it for 20 years but now we're doing it ,Well Loretta we've been talking about this for 20 years but now we're doing it,88
55,אנחנו בקליפורניה ,We're in California ,We're in California,100
56,שמעתי שהאנשים פה קצת מוזרים ,I hear people here are a little peculiar ,I heard the people here are a little weird,76
57,לורטה אנשים הם פשוט אנשים בכל העולם ,Loretta folks are just folks the world over ,Loretta people are just people all over the world,67
58,-לותר ,- Luther ,- Luther,100
59,אני חושבת שצריך לחזור לאיווה ,I think we should go back to Iowa ,I think I should go back to Iowa,92
60,-לא אמרת לי שהיא כאן ,- You didn't tell me she was here ,- You did not tell me she was here,89
61,-לא ידעתי ,- I didn't know ,-I did not know,89
62,אפשר ללכת ,We can go ,You can go,74
63,אכפת לך אם אשב כאן ,Do you mind if I sit here ,Do you mind if I sit here,100
64,לא ,No ,No,100
65,זו מדינה חופשית ,It's a free country ,This is a free country,88
66,אתה עדיין כועס עליי אני מניחה ,You're still mad at me I guess ,You're still mad at me I guess,100
67,לא התכוונתי לפגוע בך ,I didn't mean to hurt you ,I did not mean to hurt you,94
68,-מה לדעתך אני הייתי ,- What do you think I was ,- What do you think I was?,100
69,-אני מצטערת ,- I'm sorry ,-I'm sorry,100
70,כן זה בטוח ,Yeah it sure is ,Yes it's for sure,69
71,אתה רוצה שאלך ,Do you want me to leave ,You want me to go,80
72,אני בא ,I'm coming ,I'm coming,100
73,ידעתי שאתה ופיילו מגיעים לפה הרבה ,I knew you and Philo came in here a lot ,I knew you and Philo come here a lot,93
74,אז אמרתי להם שאשיר בחינם בתמורה להזדמנות לדבר איתו ,So I told them I'd sing for nothing just to get a chance to talk to him ,So I told them I would sing for free in exchange for a chance to talk to him,78
75,-קלייד הוא קוף נקי ,- Clyde is a clean ape ,- Clyde is a clean monkey,74
76,אני הולך לסלק אותו מכאן לכל הרוחות ,I'm going to kick his ass out of here ,I'm going to get him out of here for hell,72
77,לו הייתי במקומך חבר הייתי יושב לי בנחת ושותה עוד בירה ,If I was you friend I'd sit back there and I'd have myself another beer ,"If I were your friend, I would sit comfortably and drink more beer",62
78,-אשתה עוד בירה ,- I'll have another beer ,- I'll have another beer,100
79,אתה מתחיל להתפרע קלייד ,You're getting rowdy Clyde ,You're starting to riot Clyde,65
