,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,יום אחד ביקרה האם את בתה שכבר נישאה וגם ניגנה בפסנתר,The mother comes to see her daughter  who also plays the piano,One day the mother visited her daughter who had already married and also played the piano,68
1,אני לא יודעת על מה את מדברת,Your imitation is not a homage but an insult! What are you talking about,I don't know what you are talking about,64
2,כל חיי השתדלתי לחקות אותך,I always wanted to beat you,All my life has tried to emulate you,60
3,היית חייבת לחזור כדי להוכיח שתוכלי לקחתו ממני אם תרצי,You wanted to prove to me that you could have him,You had to go back to prove you could take it from me if you would like,63
4,תסלחי לי רבקה,Forgive Me Rebecca,You will forgive me Rebecca,80
5,עכשיו את יכולה רק להקשיב,You can listen to me,Now you can only listen,74
6,לולא הרגתי אותו לא היה נותן לך גט ולא היית יכולה לשיר שוב לעולם לשחק בסרטים לאהוב,If I had not killed him he would have refused you a divorce  and you would not have sung nor made films nor loved,If I hadn't killed him wouldn't give you a divorce and you could never sing again to play movies to love,61
7,היא בטח לא אכלה כלום,She's eaten nothing,She must have eaten nothing,74
8,כן בואי ניקח אותה,Let's take her,Yes let's take her,88
9,קדימה קומי רבקה  אין לך מה לדאוג זה לא חמור את בהיריון,Come Rebecca  It is nothing you are pregnant,Come on Rebecca Rebecca you have nothing to worry about it is not severe in pregnancy,62
10,היריון,Pregnant,pregnancy,82
11,מה אעשה עכשיו,What now,What will I do now,62
12,-אמרתי לך חיים בריאים  וחכי,Lead a healthy life and wait,-I have told you a healthy life,66
13,שימו לב!,Attention,pay attention!,82
14,רבקה גינר לחדר הביקורים,Rebecca Giner please go to the visiting room,Rebecca Giner to the visiting room,87
15,אני חוזרת רבקה גינר לחדר הביקורים,Rebecca Giner please go to the visiting room,I return Rebecca Giner to the visiting room,80
16,היי את רבקה קוראים לך,I have your release,Hi the Rebecca call you,62
17,קוראים לך ברמקול!,It is you being called on the loudspeaker!,Call you on the speaker!,66
18,כן,Yes,Yes,100
19,כן,Yes,Yes,100
20,-רבקה זה אני השופט דומינגז,- It is Judge Dominguez,-Berka is I am a Domingz judge,68
21,אני עולה -לא עכשיו אני עסוקה תבוא מחר,I'll come up No not now  Tomorrow,I go up -no now i'm busy coming tomorrow,70
22,לפעמים הדברים פשוט קורים סתם כך בעת ובעונה אחת,Sometimes things happen like this,Sometimes things just happen just like that at the same time,67
23,נוכל לשבת,Shall we sit,We can sit,73
24,-למה,Why,-Why,100
25,כנראה רוצה לדבר אתך,He must want to speak to you,Probably want to talk to you,64
26,אתה טועה,You imagine wrongly,You are wrong,75
27,אין לי מה להגיד לו וכל מה שהוא יגיד לי לא מעניין אותי,I have nothing to say to him And nothing he has to say could interest me Will you go,I have nothing to say to him and everything he will tell me doesn't interest me,74
28,אני כן אלך אותי מעניין לשמוע מה יש לו להגיד,I have nothing to say to him And nothing he has to say could interest me Will you go,I will go interesting to hear what he has to say,65
29,ואתה עדיין מכחיש שלטאל מודיע שלך,And you deny he's your grass,And you still deny your informant,72
30,למהאתכל-כךתוקפניתאתי,How aggressive you are!,Why are you so aggressive with me,76
31,אבל אני מניחה ששחררת אותי כי הגעת למסקנה שאני חפה מפשע רק עשית את חובתך,I believed that you had released me because you thought me innocent,But I guess you released me because you have come to the conclusion that I am innocent,73
32,הייתי נואשת,I was desperate,I was desperate,100
33,היו לי רגשי אשם,I felt guilty,I had guilty feelings,71
34,אינך חייב להיות אשם כדי להרגיש אשם אתה מבין זאת,One can feel guilty without being it  Understand,You don't have to be guilty to feel guilty you understand that,64
35,כמובן  אותך אני לא מבין,Yes but you I do not understand,Of course you I don't understand,76
36,גם אני לא מבינה אותך,Yes but you I do not understand,I don't understand you either,70
37,אני לא מטיל ספק בחפותך,Not your innocence,I don't doubt your innocence,70
38,זה צריך להיות מספיק,That should be enough,It should be enough,80
39,יש דברים רבים שאיני יודע ושהייתי רוצה לשאול אותך,I would like to ask you so many questions,There are many things I don't know I would like to ask you,65
40,אבל אין לי זכות לכך למרות שאני חוקר את המקרה,But I do not have the right even if I am the Judge,But I have no right to this even though I investigate the case,68
41,הפעם אנו בדעה אחת,We agree on that,This time we are in one opinion,60
42,יש לך סיגריה,You have a cigarette,Do you have a cigarette,93
43,יש לך אש,You have a cigarette,You have a fire,80
44,"""אימא אני חופשייה",Mum I am free,“Mama I am free,89
45,"""אני עסוקה הערב אך הייתי רוצה לראות אותך מחר ""לנשקך להגיד לך שאני אוהבת אותך ושעדיין נותר לנו זמן",I would like to see you tomorrow  to kiss you and tell you I love you,"""I'm busy tonight but I would like to see you tomorrow"" to kick you to tell you that I love you and that we still have time left",68
46,"""אני אוהבת אותך כתמיד רבקה הקטנה שלך """,I adore you as always  Your little Rebecca,"""I love you as your little Rebecca""",76
47,לטאל!,Letal!,Latal!,80
48,אתה!,You!,are you!,60
49,אתהגםהשופט !,The Judge too,You are the judge!,73
50,-כן,Yes,-Yes,100
51,לשם כך אני כאן כדי להסביר לך ולבקש שתינשאי לי,That's what I'm here for  and to ask you to marry me,To that I am here to explain to you and ask you to sign up for me,69
52,עם הוגו עםלטאל השופט עםמי,Hugo Letal the Judge who,With Hugo with the judge with my people,63
53,למרות שתמיד המשטרה היא שחוקרת יום אחד עלה בדעתי להמציא דמות,The police are investigating but  I have created a character to unravel one of my cases,Although the police are always a one -day investigator in my opinion to make up a character,61
54,-לא זו האמת בדיוק כמו האמת שאת מצפה לילד שלי,Yes  also true that you're expecting my child,-Not the truth is just like the truth you expect my child,60
55,יכולתי לשקר גם אני יודעת לשקר,I was able to lie to you I too can lie,I could lie too I know to lie,60
56,תן לי שאיפה,- Give me,Give me ambition,61
57,זה המחסן של אמי אבל אני משתמש בו כמאורה שלי,My mother's warehouse: my den,This is my mother's warehouse but I use it as my light,61
58,איזה בלגן!,What a family!,What a mess!,67
59,אני לא יכול לשים את הזקן כשאני לובש חולצה,Put on your beard  The state my head is in,I can't put the beard when I wear a shirt,61
60,איזו משפחה!,What a family!,What a family!,100
61,איךאתהיכוללחיותככה,How can you lie to everyone,How can you live like this,64
62,משקר לכולם  לכולם חוץ ממך וממני,Everyone except you and me,Lying to everyone except you and me,85
63,לעולם אינך חושב על האנשים שהשארת מאחור  אנשים כמו פאולה שהתאהבה באחת הדמויות שלך,And those you leave behind   Paula who fell in love with your character,You never think of the people you left behind people like Paula who fell in love with one of your characters,69
64,איך אוכל לבטוח בך,How can you lie to everyone,How can I trust you,65
65,-איך אוכל להיות בטוח שאינך רוצחת,How do I know you're not a murderer,-How can be sure you don't murder,66
66,רבקה בואי לא נסבך לעצמנו את החיים בשאלות כאלה,Let's not complicate life with that,Rebecca Bowie will not complicate life with such questions,60
67,אף אחד מאתנו אינו מושלם,We are imperfect,None of us are perfect,63
68,אני לא רוצה להרוס אותך,I do not want to,I don't want to ruin you,75
69,אנא לטאל אל תבלבל אותי עוד,Letal don't confuse me more,Please do not confuse me more,71
70,אבל לי את חייבת לומר את האמת,But to me you owe the truth,But you must tell the truth,78
71,ספרי לי את האמת אני לא רוצה למות בלי לדעת אותה,Tell me the truth I do not want to die in ignorance,Tell me the truth I don't want to die without knowing her,76
72,אני הרגתי אותו,I killed him,I killed him,100
73,אני מניחה שאת לא האשמה היחידה,You are not the only culprit,I guess you're not the only charge,74
74,אל תגידי את זה,Do not say that,Don't say that,83
75,אני מרגישה כאילו גם אותך הרגתי,It is as if I had killed you too,I feel like I also killed you,62
76,אל תחושי רגשי אשם נוספים די לך במה שיש לך,Don't feel more guilty one is enough,Do not feel more guilty,75
77,-כן אבי היכנס בבקשה,Forgive me I was called Yes Father,-Yes my father please come in,65
78,רציתי להגיד לך שצדקת,I wanted to tell you You were right,I wanted to tell you you were justified,84
79,אני הרגתי את מנואל,I killed Manuel,I killed Manuel,100
80,הייתי בטוח,She wants,I was sure,63
81,אבל אל תבקש פרטים נוספים,But no more details,But don't ask for more details,69
82,אין לי זמן,There is no time,I have no time,60
83,אבל  אני זקוק להוכחה כל שהיא,I need proof,But I need proof of all,69
84,איזוהוכחהעודאתה רוצה אימא אל תדברי יותר בבקשה,What more proof do you need,What more proof do you want mom don't talk more please,62
85,רבקה תקראי לכומר בבקשה,Rebecca call the priest Yes mum,Rebecca will call a priest please,66
86,הייתי אז ילדה,I was a child,I was a girl then,67
87,-כדי להציל את בתי,To save my daughter,-To save my daughter,100
88,אבל אם בתך בצעה פשע כה חמור רק אלוהים יוכל להציל אותה באמצעות וידוי לא את,If your daughter committed so serious a crime  it is up to God to save her not you,But if your daughter has committed such a serious crime only God can save her through confession not the,72
89,אני אמה ואני בטוחה שאלוהים יבין,I am her mother God will understand,I am her mother and I am sure God will understand,83
90,למען האמת אני שמחה שעשיתי זאת,I am glad to have done it,To be honest I am glad I did this,69
91,כוונתך טובה אך אם תרצי שהאל ימחל לך עלייך להביע חרטה,Your intention is good  but for God to exonerate you you must repent,Your intention is good but if you want the god to apply you to express regret,71
92,"זה לא זה  השופט לא כ""כ השתכנע",No my daughter  but the Judge is not very convinced,This is not the judge not so convinced,68
93,אל תתעייפי,Do not tire yourself,Don't tire,60
94,זה הרתיח אותי ויריתי אבל לא בעצמי  אלא בו,Then I lost my temper and I fired not at me but at him,It boils me and I shot but not myself but in him,61
95,הוא נפל על גבו אך לא יכולתי לראות את פניו שהביעו הפתעה מוחלטת,He fell  but I could not look at his surprised expression  and I turned him over towards the right,He fell on his back but couldn't see his face who expressed a complete surprise,62
96,כן אימא כן,Yes mum,Yes Mama Yes,63
97,רבקה אני מוכרח להגיד לך משהו חשוב,Rebecca I must speak to you,Rebecca I have to tell you something important,60
98,היא מחכה לך -בבקשה קחי את המזוודה לחדרי,She's waiting for you Put the bag in her room,She is waiting for you -requesting the suitcase for my room,66
99,אני מרגיש יותר מדי מעורב אין זה אתי -אם תפרוש הסיוט הזה לא ייגמר לעולם,I am too involved  This nightmare will never end,I feel too mixed it is not ethy -if this nightmare will never end,70
100,אין לי הוכחות נגדה וברור לי שאין זה הזמן לבקש אותן ממנה,I do not have any evidence against her  And now is not the time,I have no evidence against it and it is clear to me that it is not the time to ask them for it,64
101,שוב אנחנו גרות יחד,We're living together again,Again we live together,90
102,-כן,Yes,-Yes,100
103,תמיד חיכיתי לך ערה עד שהייתי שומעת את העקבים הגבוהים שלך,I stayed awake  for the sound of your heels,I always waited for you until I heard your high heels,61
104,בוא עכשיו!,Come on,Come now!,80
105,יש לנו הזמנה נוספת בשביל גברת אוניל,We got another order for that O'Neil woman,We have another order for Mrs. O'Neill,71
106,אתה צוחק עליי,Are you kidding me,Are you kidding me,100
107,שוב,Again,again,100
108,היי גברות,Hey ladies,Hey ladies,100
109,אבל כשאעשה זאת אחלום על משהו רזה יותר,But when i do i'll dream of something a little thinner,But when I do it I will dream of something thinner,87
110,אפריל אוניל,April O'Neil,April O'Neill,96
111,-6קופסאות,- Six boxes,-6 boxes,62
112,בחורים אתם תחת מעצר!,You guys are under arrest,Guys are under arrest!,91
