,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אני אמריקני  ,- I'm an American  ,I'm American,89
1,הוא מזמין אותך לדבר ,He ask you to speak Speak ,He invites you to speak,71
2,אני רק רוצה לומר שאם תשבתו פועלי אמריקה לא יאכזבו ויתייצבו לצדכם ,I only want to say that if you strike the American workers will not feel betrayed ,I just want to say that if you sit down the American workers will not disappoint and stand by your side,70
3,להנהגתכם אם תסרבו לתמוך במכונת המלחמה הקפיטליסטית הם יילכו בדרככם ,If you refuse to support the capitalist war machine they will follow your example ,"Under your leadership, if you refuse to support the capitalist war machine, they will go your way",77
4,ואם פועלי כל העולם יתאחדו יחדיו ניתן יהיה לשים קץ למלחמה ,And if workers of the world stand together the war can be stopped ,And if the workers of the whole world unite together it will be possible to put an end to the war,68
5,הם תומכים בכם ויצטרפו למהפכה!,They support you and will join you in revolution!,They support you and will join the revolution!,88
6,אם כך חברים הבה נתאחד האינטרנאציונל,And the last fight Let us face The Internationale,If so friends let's unite the International,63
7,התובע הכללי ,- Attorney General ,Attorney General,100
8,תכין עותקים התובע הכללי ,The authority of the Attorney General ,Make copies for the Attorney General,68
9,"-התובע הכללי של ארה""ב ",- Attorney General ,- U.S. Attorney General,89
10,זה הפוך ,That's upside down ,It's up side down,63
11,לואיז!,- Louise!,Louise!,100
12,-מקס!,- Max!,-Max!,100
13,מקס ,- Max!,Max,100
14,ולאחר מכן נשוב לקרוטון והוא יעזור לי לערוך את אוסף המאמרים שלי ,And then we're gonna go back to Croton and he's gonna help me edit my collection of articles on women in the Revolution and then we're gonna help edit each other's books ,And then we'll go back to croutons and he's going to help me edit my collection of articles,66
15,על נשים במהפכה ,They support you and will join you in revolution!,On women in the revolution,62
16,ברוך שובך הביתה בוא נלך ,Welcome home ,Welcome home Let's go,73
17,הבנתי שהחלטתם להיות מאושרים ,Now what the hell is going on here Jack I understand you and Louise have decided to be happy ,I understand that you have decided to be happy,64
18,חשבנו שהרוסים בגדו בנו ,We thought the Russians had gone back on us ,We thought the Russians had betrayed us,83
19,המהפכה הבולשביקית בזמנה הייתה המאורע המדהים ביותר בהיסטוריה,The Bolshevik Revolution at the time was the most single striking event in the history of the times of the whole era ,The Bolshevik Revolution at the time was the most remarkable event in history,69
20,של ראשית המאה ה-20‎ שינוי מוחלט של פני החברה הרוסית והשתלטות האיכרים והפועלים,The complete transformation of Russian society and the taking over by the peasants and the workers of the machinery of the state ,Of the beginning of the 20th century a complete change of the face of Russian society and the takeover of the peasants and workers,71
21,לעולם ועד תתנוסס אתה הוא סמלה של ארץ אהבתי ,And forever and e'er may you wave You're the emblem of The land I love,Forever and ever you will be a symbol of the land I loved,71
22,מכורתם של החופשיים והאמיצים כל לב נאמן לאדום,The home of the free and the brave,The addict of the free and the brave all loyal to the red,68
23,""" שהיאנקים באים  """,Can they do that ,"""That the Yankees are coming""",60
24,אתה מכיר ,How are you ,You know,63
25,אני הוא יאנקי דודל דנדי  יאנקי דודל  אחיין הדוד סם ,Yankee Doodle went to London Just to ride the ponies I am the Yankee Doodle boy,I'm a Yankee Doodle Dundee Yankee Doodle Uncle Sam's nephew,64
26,זה היה להיט ענק ,That was a big hit ,It was a huge hit,69
27,את מאמינה באלוהים ,- Do you believe in God ,You believe in God,92
28,שאלה פשוטה מיס בריינט ,It's a simple question Miss Bryant Now do you want me to repeat it ,A simple question Miss Bryant,61
29,סליחה לרגע חשבתי ששאלת אם יש אלוהים  זה בדיוק מה ששאלתי ,I'm sorry for a moment I thought you asked me if I believed there's a God ,Sorry for a moment I thought you asked if there is a God that is exactly what I asked,76
30,ובכן אין לי שום דרך לדעת ,Well I have no way of knowing ,Well I have no way of knowing,100
