,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,שמי הוא דניאל קופר ,My name is Daniel Cooper!,My name is Daniel Cooper,100
1,ובכן ,Well ,Well,100
2,המטוס נחת בלוב ,The plane landed in Libya!,The plane landed in Libya,100
3,הצרפתים אומרים שהם לוקחים את האחריות ,The French say that he's taking responsibility!,The French say they are taking responsibility,86
4,כמה לא מפתיע הם נחתו בלוב ,I'm not surprised landed in Libya!,How unsurprisingly they landed in Libya,72
5,פלסטינים ,Palestinians  ,Palestinians,100
6,אתה חושב שהם ישארו בלוב ,You think you will stay in Libya ,You think they'll stay in Libya,73
7,לאיזה כיוון ,In what direction ,Which direction,75
8,כנראה שלכיוון הזה ,In what direction ,Probably in that direction,74
9,אתה מתכוון לישראל ,You mean in Israel ,You mean Israel,91
10,לא אבל  ישראל היא אחת האפשרויות ,But Israel and is one of the possibilities!,"No, but Israel is one of the options",75
11,זה יכול להיות מהלך מרהיב ,It could be a move that spectacular!,It can be a spectacular move,83
12,כן ,Yes!,Yes,100
13,יש לי תחושה שהפעם זה משהו שונה ,Presimt that this time things are different!,I have a feeling this time it's something different,72
14,שהפעם אנחנו אולי על האצבע הקטנה שלהם ,This time we may be small finger ,That this time we may be on their little finger,71
15,אני מתאר לעצמי את האווירה בתל אביב ,I imagine that is the atmosphere in Tel-Aviv ,I imagine the atmosphere in Tel Aviv,90
16,אנחנו יושבים כאן כבר שש שעות ,We sit here already for six hours!,We've been sitting here for six hours,77
17,מה יקרה כשהמטוס הזה ינחת ,What it will happen in the land that airport ,What will happen when this plane lands,63
18,אנחנו לא יודעים היכן אנחנו ,Nov know where we are ,We do not know where we are,83
19,אנחנו יודעים מה מצפה לנו ובקרוב זה יקרה ,know what will happen to us I'm glad we are together,We know what awaits us and it will happen soon,73
20,כולם בלי אוכל יקירי תצטרך לחכות ,I left without food baby We have to a wait ,Everyone without darling food will have to wait,70
21,שימו לב בבקשה!,Caution please!,Please note!,64
22,זה המפקד שלכם שמדבר ,I'm talking commander!,It's your commander who's talking,74
23,תתעוררו בבקשה!,Please wake up you!,Wake up please!,88
24,גבירותיי ורבותיי אני רוצה להודות לכם על שיתוף הפעולה שלכם בנחיתת הביניים ,Ladies and gentlemen thank you for your cooperation now as we ramp ,"Ladies and gentlemen, I would like to thank you for your cooperation in the intermediate landing",70
25,תודה לכם ,Thank you!,Thank you,100
26,לאן אנחנו הולכים ,Where are we going ,where are we going,100
27,הלו ,Hello!,Hello,100
28,מתי הם המריאו ,When they left ,When did they take off,67
29,לאן הם הולכים ,Where are we going ,Where are they going,89
30,אז זו אפריקה!,Somewhere in Africa!,So this is Africa!,67
31,אי שם באפריקה!,Somewhere in Africa!,Somewhere in Africa!,100
32,תודה לך ,Thank you!,Thank you,100
33,לילה טוב ,Good night!,Good night,100
34,כמה רחוקים אנחנו ,How far are we ,How far we are,100
35,זה צריך להיות 15 000 מייל עד ללוב אולי 2000 מייל מהבית ,I should be a 1 500 miles up in Libya Maybe 2000 miles away from home ,It should be 15 000 miles to Libya maybe 2000 miles from home,83
36,מאיפה לך לדעת ,How do you know that ,How do you know,86
37,צור קשר עם מגדל הפיקוח קפטיין אני אתן לך הוראות ,Contact tower Captain! I will give you instructions,Contact Captain Control Tower I'll give you instructions,85
38,שימו לב בבקשה!,Caution please!,Please note!,64
39,הגענואלהיעדהסופי ,I just arrived at your destination a final!,Genoa to its final destination,61
40,אתם נמצאים בידיהם של רשת לוחמי הפיכה בינלאומית ,You are in the hands of a mind-blowing moves revolution Ona's international network!,You are in the hands of a network of international coup fighters,72
41,"עשינו את זה כדי להעניש את הצרפתים 'על שמכרו מטוסי מיראז ועל כך שבנו לישראלים כור גרעיני וגם כדי לנקום את הריגתם של פלסטינים ברחבי העולם ע""י מדינה אימפריאליסטית וצמאת דם ישראל ",We did this to punish them the French who sold Mirage aircraft and a nuclear reactor fascia and fish Israelis is but and to avenge the killing of Palestinians nevinovaþi world whole imperialist State and the thirst for blood Israel!,We did this to punish the French for selling Mirage planes and for building a nuclear reactor for Israelis and also to avenge the killing of Palestinians around the world by an imperialist and bloodthirsty state of Israel.,79
42,צייתו להוראות שלנו!,Obey our instructions ,Obey our instructions!,100
43,השאירו את התריסים מוגפים עד אשר אגיד אחרת ,hold down the shutters until you are told to do otherwise!,Leave the shutters closed until I say otherwise,65
44,תודה רבה לך ,Thank you very much!,Thank you very much,100
45,סליחה היכן אנחנו ,Excuse me! Where are we ,Sorry where we are,70
46,אנטבה באוגנדה ,Entebbe in Uganda!,Entebbe in Uganda,100
47,ובאיזו שפה מדברים כאן ,and what language are you talking here ,And what language is spoken here,71
48,אנגלית  וסוואהילית ,English  and svahili!,Swahili English,82
49,זה יעזור לי המון ,That helps me a lot!,It will help me a lot,70
50,אנחנו נשוחרר כאן ,A release to be here ,We will be released here,73
51,בקרוב מאוד אני מקווה ,Very soon I hope!,Very soon I hope,100
52,אין לך מה לדאוג ,You do not have what you do not worry!,you have nothing to worry about,68
53,אם תשארי רגועה כך יהיו גם מחשבותייך ,If you stay calm things are resolved!,If you stay calm so will your thoughts,65
54,אוגנדה מי היה חושב על זה ,Who would have thought that ,Uganda who would have thought of that,84
55,למרבה הצער עבורנו אבל זה רעיון מבריק ,Unfortunately for us was a brilliant idea ,Unfortunately for us but it's a brilliant idea,85
56,והמון נסיונות על חשבוננו ,End lot of experience on our expense!,And lots of attempts at our expense,68
57,אז מה יש לך בתיקים על טרוריסטים פלסטינים עם מבטא גרמני ,So what you have in your files about me Terror Palestinians German accent ,So what do you have in the files on Palestinian terrorists with a German accent,82
58,זו המומחיות של דן שומרון ,This is specialitatea's Dan Shomron!,This is Dan Shomron's specialty,91
59,"אם תוכל לגלות מי הוא הגרמני תוכל לשלוח לו ""שי"" הוא יחזור למשכנו והכל ייסלח ",If you find out who is German can send a cable: boom! If you find out who is All is forgiven!,"If you can find out who the German is, you can send him a ""gift"" and he will return to our residence and everything will be forgiven",68
60,אף פעם לא היה לי כל כך חם ,I never was so hot!,I've never been so hot,75
61,כן ,Yes!,Yes,100
62,אתה יודע חבר   כבר עברו תשע שעות ,I know my friend passed nine hours!,You know a friend it's been nine hours,72
63,אתה קולט שאנחנו כאן כבר 9 שעות בלי אוכל  ,You know I stay here for nine hours Without food without water  ,You realize we've been here 9 hours without food,62
64,זה לא אנושי ,It is inhuman ,It's inhuman,80
65,אשתי המסכנה לבטח מה היא חושבת ,Poor my wife what her sons thought ind!,My poor wife for sure what she thinks,67
66,שימו לב בבקשה!,Please!,Please note!,71
67,גבירותיי ורבותיי עזבנו את אתונה בדיוק לפני 24 שעות ,Ladies and gentlemen I left Athens with just 24 hours ago,Ladies and gentlemen we left Athens just 24 hours ago,95
68,אני עדיין לא יודע אדון קופר  מה שיקרה מעכשיו תלוי בישראל ,I do not know yet Mr Cooper what's happening further depends on Israel ,"I still do not know, Mr. Cooper, what will happen from now on depends on Israel",81
69,ישראל ,For Israel ,Israel,75
70,מה עניין ישראל בכל זה ,What does Israel in all this ,What is Israel's interest in all this,77
71,אתה גורם לאנשים להאמין שהם חופשיים ללכת הביתה ,Did you make people like to believe that people are free and you go home  ,You make people believe they are free to go home,77
72,איזה סוג של חיה אתה ,What kind of animal are you ,What kind of animal are you,100
73,אני לא רוצה להרוג אותך אדון קופר אני רוצה להיות מתורבת ,I do not want to kill you Mr Cooper I want to be civilized,I do not want to kill you Mr. Cooper I want to be civilized,100
74,אז פשוט רד מהמטוס עם שאר הנוסעים ,So Board and the plane with other passengers!,So just get off the plane with the rest of the passengers,65
75,אם ננהל משא ומתן עם הפושעים האלה נמכור את הזכות הלאומית שלנו להגנה עצמית ,If you negotiate with these criminals did we sell the right of national and tere to have the seastã þarã ,If we negotiate with these criminals we will sell our national right to self-defense,72
76,אבל אם נתחמק מזה כל ישראלי שייסע אל מעבר לים יסכן את חייו ,But if you get away with it any Israeli traveling up its overseas and will put life in danger ,"But if we evade it, every Israeli who travels overseas will risk his life",62
77,זוהי בעיה בינלאומית ,This is an international problem ,This is an international problem,100
78,זה מעשה תקיפה של פירטיות ,It is an act of piracy ,It's an attack of piracy,70
79,בכל פעם שאני מנסה להסתכל רק על העובדות בפגישה הזאת מישהו מתחיל לנאום ,Every time I try to look only at the facts in this meeting someone hold a speech ,Every time I try to just look at the facts in this session someone starts giving a speech,80
80,ועכשיו בואו נראה מה האפשרויות שיש ,Now let's see what possibilities there!,And now let's see what the options are,71
81,במצב הזה לא ,Like situation is not!,In this situation no,68
82,מדוע ,Why ,why,100
83,מאיפה להתחיל ,Where to start ,Where to begin,64
84,ראשית יש מרחק עצום ,First there is a huge distance ,First there is a huge distance,100
85,ואין לנו חברים בדרך ,and we have no friends on the road ,And we have no friends on the way,87
86,חברה ישראלית בנתה אותו ,An Israeli company he built ,An Israeli company built it,89
87,כן אבל אומרים ששדה התעופה שבאוגנדה השתנה לחלוטין ,Yes but they said that the airport in Ugandaa fost complet schimbat!,Yes but it is said that the airport in Uganda has completely changed,74
88,מה בנוגע למרגלים ,But if we use spies ,What about spies,63
89,לא יעזור  מה שאנחנו צריכים זה מידע מדויק ,We need accurate information ,Will not help what we need is accurate information,72
