,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,קטיה מה שלומך ,- Katya how areyou ,"Katya, how are you?",79
1,תראה ,- Look ,Look,100
2,המספר שלי ,- My number ,My number,100
3,זה יפייפה ,It looks beautiful ,It's beautiful,88
4,אתה לא אוהב את הרעיון של מספר על הפנים ,You don't like the idea ofa number on your face ,You do not like the idea of ​​a number on the face,84
5,ניחשת נכון ,You guessed it ,You guessed it,100
6,ועכשיו כולנו נקבל בונוסים גדולים תודה לך דוד סאמיס ,And now we will all get big bonuses thanks toyou Uncle Sammys ,And now we'll all get big bonuses Thank you David Samis,72
7,צריך לברך את טובה ,Congratulations ,Congratulations to Tova,79
8,בוא הנה ,Come here Come here ,Come here,64
9,אתה עובד 24 שעות במכרה ומרוויחים כלום ,You work 24 hours in the mines it pays nothing ,You work 24 hours in a mine and earn nothing,73
10,הבאתי אותך לפה ואתה מנסה לשלם ,I broughtyou in here and you try to pay ,I brought you here and you're trying to pay,80
11,בסדר גמור אחי הצועני ,All right my gypsy brother ,All right my gypsy brother,100
12,קח משקה ,Have a drink ,Take a drink,83
13,מה שקרה יכול לקרות לכל אחד מאיתנו ,What happened could have happened to any ofus ,What happened can happen to any of us,78
14,זה משחק אלים ,It's a rough game ,It's a violent game,61
15,בגלל זה משלמים לנו ,That's whywe get paid ,That's why we're being paid,71
16,אתה עושה פי מאה ממה שאני עושה ,You make a hundred times what I do ,You do a hundred times what I do,88
17,מה הולך דני ,What's up Denny ,What's going on Danny,61
18,מה עם זאת לא היתה תאונה ,- What ifit wasn't an accident ,Which however was not an accident,69
19,על מה אתה מדבר ,- What areyou talking about ,What are you talking about,86
20,תראה לו ,Show him ,Show him,100
21,רצועת הסנטר נחתכה ,- The chin strap's been cut ,The chin strap was cut,77
22,מאיפה השגת את זה ,- Where'd you get this ,Where did you get it from?,76
23,מצאתי את זה במשרד של המאמן ,- I found it in the trainer's office ,I found it in the coach's office,79
24,תראה את זה ,- Look at this ,look at this,100
25,אולי תסתום תפה ,- Will you shut up a little bit ,Maybe you'll shut up,61
26,אנחנו צריכים לספר לפטרוביץ ,- We need to go tell Petrovich No ,We need to tell Petrovich,89
27,לא אנחנו בעצמנו נטפל בזה על המסלול ,We'll deal with this on the track ourselves ,No we ourselves will take care of it on the track,72
