,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,טוב לא הייתי אומרת שיש הבדל גדול בינינו מר פוארו ,I do not find them to myself what exists great difference between us Mr Poirot ,Well I would not say that there is a big difference between us Mr. Poirot,61
1,ולא תמיד הייתי טובה מאוד בידע כללי בבית הספר ,I always stood out in general culture in the school ,And I was not always very good at general knowledge in school,62
2,-עסקים מוצלחים גבירתי ,- A well succeeded businessman ,-Successful business ma'am,72
3,הוא איש צעיר ,A nice young person ,He's a young man,63
4,בחור צעיר ונחמד ,A nice young person ,A nice young guy,69
5,אני ועמיתי נעשה סיבוב בפארק המפורסם שלכם למשך  שעה אחת ,I and my colleague are going to walk in your public garden during an hour ,My colleague and I will take a tour of your famous park for one hour,60
6,זה צירוף מקרים מוזר שסימפסון עובד באותו בנק כמו הפקיד שברח ,It is a coincidence the guest Simpson to work in the same bank of the fugitive official ,It's a strange coincidence that Simpson works at the same bank as the fugitive clerk,71
7,הם צריכים להכיר אחד את השני ,- They had to know each other ,They need to know each other,84
8,או אולי דייויס ביקר אצל סימפסון התאהב בטבחית ושיכנע אותה להתלוות אליו בבריחתו ,Or then Davis visited the Simpson he fell in love with the cook and it convinced it accompanying it in his escape ,Or maybe Davis visited Simpson and fell in love with the cook and persuaded her to accompany him on his escape,76
9,שמעתי עליך פעם מר פוארו ,I heard already of you Mr Poirot not already ,"I once heard of you, Mr. Poirot",68
10,יתכן מר טוד ,- It is possible a Mr Todd ,Possibly Mr. Todd,75
11,-כן ,- Yes ,-Yes,100
12,אתה יודע אני מתעניין בפשע ,- I interest myself in crimes ,You know I'm interested in crime,75
13,אולי יש לך תיאוריות על ההיעלמות של הטבחית שלך  תיאוריות ,Perhaps have a theory on the disappearance of the cook Theories ,Maybe you have theories about the disappearance of your cook theories,73
14,לא ,No ,No,100
15,ראויה להערצה ,Admirable ,Admirable,100
16,עכשיו אנחנו רוצים להחליף כמה מילים עם מר סימפסון שלך אם זה אפשרי ,Now we were liking exchanging some words with you Simpson case is possible ,Now we want to exchange a few words with your Mr. Simpson if possible,77
17,תודה ,' - Thank you ,Thanks,67
18,מר סימפסון ,Mr Simpson ,Mr. Simpson,100
19,כן ,- Yes ,Yes,100
20,-מר סימפסון ,Mr Simpson ,- Mr. Simpson,100
21,שמי פוארו ,My name is Poirot ,My name is Poirot,100
22,הרקול פוארו ,Hercule Poirot ,Hercule Poirot,100
23,כן ,- Yes ,Yes,100
24,-תודה ,- Thank you ,-Thanks,67
25,מר סימפסון גב' טוד שכרה אותי כדי למצוא את אלייזה דאן  הטבחית ,Todd employed me to locate Eliza Dunn the cook ,Mr. Simpson Mrs. Todd hired me to find the cook Eliza Dunn,67
26,היכן היא ,- ' Where it is that she is ,Where is she,69
27,-זה מה שאנחנו לא יודעים אדוני ,- And that that we do not know ,"- That's what we do not know, sir",69
28,-ובכן  אני חושב שאני מכיר אותה ,- Well  I think that I knew it yes ,-Well I think I know her,70
29,-אני לא חושב ,I do not know ,-I do not think so,67
30,אני לא יודע ,I do not know ,I do not know,100
31,-כן ,- Yes ,-Yes,100
32,תודה מר סימפסון ,Thank you Mr Simpson ,"Thank you, Mr. Simpson",100
33,ערבי נגינה תיאטרון חובבים דברים כאלה ,Music amateur theater this type of things ,Musical evenings theater amateurs such things,67
34,-לא דברים שמעניינים אותך ,- It is not things that interest him ,- Not things that interest you,77
35,לצערי לא ,Unfortunately no ,"Unfortunately, no",100
36,תודה ,Thank you ,Thanks,67
