,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,﻿יש לי דואר  ממך ,I have mail    from you ,I have mail from you,100
1,קבלן החשמל התקשר המשאית שלו פגעה בצבי ,The electrical contractor hit a deer last night ,The electrical contractor called and his truck hit the deer,74
2,אז הוא לא יגיע לפני מחר ,So he won't be here till tomorrow ,So he will not arrive before tomorrow,60
3,ומדפי הקומות העליונות יאחרו כי העץ שהזמנו שורץ חיפושיות ,And upstairs the shelves are late    becausethepine we ordered has beetles ,And the shelves of the upper floors will be late because the tree we ordered is infested with beetles,64
4,טוב מאוד ,Very good ,Very Good,100
5,וחטפנו דוח של 50 000 דולר בגלל פועלים שהשתינו מן הגג למטה ,And we got a $50 000 ticket for workers peeing off the roof ,"And we snatched a $ 50,000 report because of workers urinating from the roof down",66
6,ממש שיגעון החשמלאי נמצא היום ,Is the electrician here ,A real electrician's craze is today,62
7,כרגע אמרתי לך שהוא התנגש בצבי ,I just told you he hit a deer ,I just told you he collided with a deer,74
8,ידעתי שאתה לא מקשיב לי ,I knew you weren't listening to me ,I knew you were not listening to me,96
9,אתה צודק ,You're right I wasn't ,You're right,73
10,אני חושב שכך זה הולך ,I think that's how it goes ,I think that's how it goes,100
11,משהו כזה ,Something like that ,Something like that,100
12,אתה ופטרישה התארסתם ,You and Patricia got engaged didn't you ,You and Patricia are engaged,75
13,לי אתה יכול לספר ,You can tell me ,You can tell me,100
14,התארסנו ,Engaged ,We got engaged,67
15,חשבתי שאתה מחבב את פטרישה ,I thought you liked Patricia ,I thought you liked Patricia,100
16,אני מת על פטרישה ,I love Patricia ,I'm dying for Patricia,65
17,פטרישה מצליחה לעצבן אפילו כוס קפה ,Patricia's amazing She makes coffee nervous ,Patricia manages to annoy even a cup of coffee,61
18,"צריך להכריז על בואנו לשכונה ""הנה אנו באים"" ","We should announce ourselves to the neighborhood: ""Here we come ""","We have to announce our arrival in the neighborhood ""Here we come""",77
19,"אני לא בטוח אנו ב""אפר-וסטסייד"" ",This is the Upper West Side ,I'm not sure we're at Upper Westside,57
20,זה כאילו נבשר להם על פתיחת מאורת קראק ,We might as well tell them we're opening a crack house ,It's like we're told them about opening a crack cave,62
21,הם ישנאו אותנו ,They're going to hate us ,They will hate us,59
22,ברגע שייוודע להם הם יעמדו בתור להפגין נגד הרשת הרעה שכל כוונתה להרוס  את כל מה שהם מוקירים ,They'll be lining up to picket the big bad chain store    that'soutto destroy-- Everything they hold dear ,Once they find out they will stand in line to demonstrate against the evil web that is all about destroying everything they cherish,63
23,ואתה יודע מדוע ,And you know why ,And you know why,100
24,מדוע ,Why ,why,100
25,כי נמכור להם ספרים זולים וסמים מעוררים חוקיים ,Because we'll sell cheap books and legal addictive stimulants ,Because we'll sell them cheap books and legal stimulants,87
26,בינתיים נציב רק שלט גדול:,In the meantime we'll just put up a big sign:,"In the meantime, we will only place a large sign:",64
27,"""כפי שהכרתם אותה""!","As You Know lt!""","""As you know it""!",79
28,בוקר טוב כריסטינה ,Good morning Christina ,Good morning Christina,100
29,בוקר טוב קתלין ,Morning Kathleen ,Good morning Kathleen,86
30,איזה יום יפה נכון שזה יום יפהפה ,Isn't it just the most beautiful day ,What a beautiful day it is true that it is a beautiful day,57
31,-אידיוט מה אתה עושה!,-Idiot what are you doing ,- Idiot what are you doing!,100
32,-לי יש אור ירוק!,-I got the green light!,- I have a green light!,68
33,את לא מתה על ניו-יורק בסתיו ,Don't you love New York in the fall ,You did not die for New York in the fall,75
34,מושלם ,Perfect ,perfect,100
35,סרט דביק ,Scotch tape ,duct tape,70
36,מה קורה לך ,-Idiot what are you doing ,What's happening to you,68
37,שום דבר ,Nothing ,Nothing,100
38,-את מאוהבת ,-You're in love ,-You're in love,100
39,-מאוהבת ,-In love ,-Love / A,77
40,לא ,No ,No,100
41,כן נכון ,Yes that's right!,Yeah right,62
42,אני מאוהבת בפרנק ,I'm in love with Frank ,I'm in love with Frank,100
43,למעשה אני חיה עם פרנק ,I'm practically living with Frank ,I'm actually living with Frank,67
44,את חושבת שתוכלי להוציא השבוע את פרסומי חג-המולד שלנו ,Could you get our Christmas mailers out this week ,Do you think you can put out our Christmas publications this week?,63
45,כן עד יום שני אני מבטיחה ,By Monday I promise ,Yes until Monday I promise,71
46,יש לי עבודה להגיש ביום שישי ,I have this paper due Friday ,I have a job to submit on Friday,57
47,מה קורה ,What is going on ,What's going on,84
48,כלום שום דבר ,Nothing at all ,Nothing nothing,62
49,תשמעי אני אעמוד כאן עד שתספרי לי ,You know I am just going to stand here until you tell me ,"Listen, I'll be standing here until you tell me",69
50,עשיתם סקס ,Have you had sex ,You had sex,81
51,מובן שלא אני בכלל לא מכירה אותו ,No I don't even know him ,Of course I do not know him at all,59
52,התכוונתי לסייבר-סקס ,I mean cybersex ,I meant cyber-sex,75
53,אל תעשי את זה הם מאבדים כל שמץ כבוד אלייך ,Don't do it The minute you do they lose all respect for you ,Do not do this they lose every trace of respect to you,64
54,זה בכלל לא כך ,Nothing at all ,This is not the case at all,59
55,בעצם זה שום דבר ,Because it's nothing ,Basically it's nothing,76
56,חוץ מזה אני בהחלט שוקלת להפסיק כי זה מתחיל  לצאת משליטה ,On top of which I'm thinking of stopping because it's getting   Out of hand ,Besides I'm definitely considering quitting because it's starting to get out of hand,57
57,להיות מבלבל ,Confusing ,Be confusing,86
58,אבל לא ,But not ,but no,92
59,כי זה שום דבר ,Because it's nothing ,Because it's nothing,100
60,איפה פגשת אותו ,Where'd you meet him ,Where did you meet him?,95
61,תשמעי אני כבר אפילו לא זוכרת ,Listen I can't even remember ,"Listen, I do not even remember",81
62,"ביום ההולדת שלי נקלעתי לצ'ט ""מעל לגיל 30"" סתם בצחוק ","On my birthday I wandered into the ""over 30"" room for a joke sort of ","On my birthday I came across a chat ""over the age of 30"" just kidding",57
63,והוא היה שם ,And he was there ,And he was there,100
64,והתחלנו לפטפט ,And we started chatting ,And we started chatting,100
65,על מה ,About what ,What,57
66,על ספרים ועל מוסיקה על כמה שנינו אוהבים את ניו-יורק ,Books and music how much we both love New York   ,About books and music about how much we both love New York,88
67,לא מזיק ממש לא מזיק  חסר משמעות ,Harmless harmless Meaningless ,Harmless really harmless meaningless,89
68,זרי עפרונות מחודדים ,Bouquets of sharpened pencils ,Wreaths of sharpened pencils,70
69,אנחנו לא מדברים על דברים אישיים ,What are you girls talking about ,We are not talking about personal things,64
70,אני לא יודעת את שמו  או מה עיסוקו או איפה בדיוק הוא גר  כך שיהיה לי קל מאוד להפסיק להיפגש איתו כי אני לא ,orwhathe does or where he lives exactly    soit'llbe easyfor metostop seeing him because I'm not ,I do not know his name or what his occupation is or where exactly he lives so it will be very easy for me to stop meeting him because I do not,59
