,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,ומי אתה ,And who might you be ,and who are you,74
1,טומוקו נוגטה מטצ'יקווה נוגטאס ,Tomoko Nogata of Tachikawa Nogatas ,Tomoko nougat from Tchikwa nougatas,81
2,"""וזו אישתך היפה"" ","""And is this your lovely wife ""","""And this is your beautiful wife""",71
3,-פרוקטור ,-Proctor ,-Practor,86
4,-כן  אדוני ,-Yes sir ,-Yes sir,100
5,-מה הסיפור פה עם פו מנצ'ו ,-What's the story here with Fu Manchu ,- What's the story here with Poe Manchu?,90
6,-פו מנצ'ו ,-Fu Manchu ,- Po Manchu,67
7,אין לי פה פו מנצ'ו ,I don't have a Fu Manchu ,I have no Fu Mancho here,67
8,אני מדבר על החסילון המטוגן ממחוץ לעיר!,I'm talking about the stir-fried shrimp from out of town!,I'm talking about the fried shrimp from out of town!,95
9,"הוא ממשטרת התנועה של טצ'יקווה הוא חלק מתוכנית בינ""ל לחילופי שוטרים הוא כאן כדי ללמוד את השיטות שלנו ",He's with the Tachikawa Highway Patrol  part of an international exchange program here to study our methods ,He's from the Czechoslovak Traffic Police is part of an international police exchange program. He's here to learn our methods.,68
10,אני לא מלמד את הצוערים שלי איך להשתמש בווק ,I'm not teaching my cadets how to use a wok!,I'm not teaching my cadets how to use a wok,100
11,שלח אותו לבית הספר של לאזרד ,You ship him off to Lassard's ,Send him to Lazard's school,61
12,-אתה לא נעלב ,-No offense ,- You are not offended,60
13,-תודה לך ,-Thank you ,-Thank you,100
14,-גבירתי!,-Ma'am!,- Ma'am!,100
15,-אני מצטערת ,-I'm sorry ,-I'm sorry,100
16,-את מדריכה ,What will the instructor think ,- The instructor,64
17,את מגויסת חדשה ,Are you a new recruit ,You are newly recruited,86
18,-כן  אני  ,-Yes I--,-Yes me,73
19,אבל היא מאוד ביישנית ,But she's terribly shy ,But she is very shy,83
20,עימדי זקוף שרה ,Stand up straight Sarah ,I stand upright Sarah,77
21,מה תחשוב המדריכה ,What will the instructor think ,What will the instructor think?,100
22,-עכשיו תשימי לב  ,-Now just pay attention--,-Now pay attention,87
23,-הפסיקי!,-Stifle it!,- Stop it!,62
24,אל תדאגי שרה ,Don't worry Sarah ,Do not worry Sarah,86
25,כשנסיים איתך יהיו לך עצבי ברזל קרח בורידים וזוג ביצים מברזל בגודל כזה ,When we're finished with you  you'll have nerves of steel ice in your veins  and a set of brass balls this big ,When we'll be done with you you will have iron veins in your veins and a pair of iron eggs of this size,67
26,-זה היה טוב ,-That was a good one ,-was it good,67
27,שמור על עצמך בני ,You take care of yourself son ,Take care of yourself my son,88
28,ותקשיב ליוג'ין ,And pay attention to Eugene ,And listen to Eugene,60
29,אני גאה בך ,I'm proud of you ,I'm proud of you,100
30,תודה אבא ,Thanks Dad ,Thanks dad,100
31,אל תשכח לחגור חגורת בטיחות ,Don't forget to buckle up ,Do not forget to fasten your seat belt,63
32,זה היה טוב ,-That was a good one ,was it good,67
33,מצטער ,Sorry!,Sorry,100
34,אלוהים לאבי ולי יש מערכת יחסים מצוינת ,Boy my dad and I have a terrific relationship ,God my father and I have a great relationship,71
35,מישהו יודע איך לסגור את הדבר הזה ,Does anybody know how to shut this thing off ,Anyone know how to close this thing,76
36,תודה ,Thanks ,Thanks,100
37,חכה רגע ,Wait a minute ,Wait a moment,77
38,מה זה ,What is this ,What is,74
39,מה אתה חושב שאתה נותן לי ,What do you think you're giving me here ,What do you think you're giving me?,93
40,אתה צוחק ,What are you kidding ,you are joking,71
41,אני לא לוקח כסף עם ציור של דג טונה ,I don't take any money with pictures of tuna fish on it ,I do not take money with a drawing of a tuna,67
42,קדימה כסף אמריקאי ,Come on American money ,Come on American money,100
43,קדימה 700 דולר זה מה שאתה חייב לי ,Let's go $700 that's what you owe me ,Forward $ 700 is what you owe me,68
44,חכה רגע ,Wait a minute ,Wait a moment,77
45,סליחה ,Sorry!,Sorry,100
46,מה קורה פה ,What's going on here ,What's going on here,100
47,-לא מספיק ,-Not enough ,-Not enough,100
48,הוא חייב לי 700 דולר וטיפ ‏,He owes me $700 plus tip ,He owes me $ 700 and a tip,77
49,-700 דולר לנסיעה במונית ,-$700 for a cab ride ,$ 700 for a taxi ride,76
50,-איפה תפסת את המונית הזו ביוקוהמה ,-Where did you catch this cab Yokohama ,- Where did you catch this taxi in Yokohama?,85
51,-יוקוהמה ,-Yokohama ,-Yokohama,100
52,סילחו לי ,Excuse me ,excuse me,100
53,אני השוטר קארי מאהוני ,I'm Officer Carey Mahoney ,I'm Officer Carrie Mahoni,88
54,-כן ,-Yes ,-Yes,100
55,הבחור הזה מנסה לרמות את זה ,This guy is trying to rip off this guy ,This guy is trying to cheat it,74
56,-קיראי את המונה ,-Read the meter ,-Read the counter,80
57,המונה לא משקר ,They don't lie ,The counter does not lie,63
58,-זה נכון ,-Is this true ,-This is true,100
