,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,ידעתי שתקנה עוד סוס גבוה ,- Trust you to ride another tall horse ,I knew she would buy another tall horse,64
1,-כן  הוא לא כמו בו אבל סטונהיל אומר שהוא יכול לדלג מעל גדרות גבוהות ,- Yeah He's not as game as Bo but Stonehill says he can jump a four-rail fence ,-Yes he is not like him but Stonehill says he can skip over high fences,63
2,אתה זקן ושמן מכדי לקפוץ על סוסים ,You're too old and too fat to be jumping horses ,You're too old and fat to jump on horses,85
3,טוב בואי לבקר את הזקן השמן מתישהו ,Well come to see a fat old man sometime ,Well let's visit the fat old man sometime,75
4,הו לא!,Oh no!,Oh no!,100
5,"באחריתו נושך הוא כמו נחש  ""","""At the last it biteth like a serpent  ","In the end he bites like a snake """,62
6,"""ועוקץ הוא כצפע  ""","""  and stingeth like an adder ""","""And a sting is like a viper""",72
7,ידידיי  זה מה שכתוב בספר הטוב  אבל בעיירה הזאת  המחיר הוא 5 סנט לכוס  חמישה סנט לכוס ,Now folks that's from the Good Book but in this town it's five cents a glass ,My friends this is what is written in the good book but in this town the price is 5 cents per glass five cents per glass,63
8,מישהו באמת חושב שזה המחיר למשקה ,Does anyone really think that is the price of a drink ,Someone really thinks this is the price for a drink,65
9,בואו ניכנס פנימה ,Let's fall in ,Let's go inside,64
10,בואו אחריי ,Follow me ,Follow me,100
11,- אני לי גבירתי תודה ,Thank you May I ,"- I'm a lady, thank you",80
12,תודה ,Thank you ,Thanks,67
13,היי תורנטון! תתעורר ,Thornton wake up!,Hey Thornton! Wake up,89
14,חיילים!,Soldiers!,soldiers!,100
15,הסתכל ,Look ,Look,100
16,לא אכפת לי מה התכוונת לעשות  מה שעשית לא מוצא חן בעיניי  ,I don't care what you meant to do it's what you did I don't like ,I do not care what you meant to do I do not like what you did,91
17,גרמת טרדה לגברת הזאת ועשית מעצמך שוטה  וממסילת הרכבת הזאת  עכשיו אני רוצה שתתנצל לפני ה  כן ,You inconvenienced this lady and made a fool of yourself and this railroad Now I want you to apologize to this  ,You harassed this lady and made yourself a fool and off this railroad track now I want you to apologize before the yes,82
18,אפשר לעזור לך ,Yes can I help you ,May I help you,75
19,אם הם זזים הרוג אותם ,If they move kill them ,If they move kill them,100
20,חכו עד שהם יוצאים ,Get down! Wait till they come out ,Wait until they leave,60
21,אני יכול להשחיל אותו ,I can nail him ,I can thread it,62
22,אמרתיחכה!,I said wait!,I said wait!,100
23,ומה אם הם ייצאו מאחור ,What if they go out the back ,And what if they come out from behind,65
24,אייב ,Abe ,Abe,100
25,התוססים האלה  כולל יין בירה וסיידר  ,"""  to abstain from liquor wine cider and beer """,These lively ones include beer wine and cider,60
26,להתנזר מליקר יין  סיידר ובירה ,"""  to abstain from liquor wine cider and beer """,Refrain from cider and beer liqueur,73
27,אנשים צועדים במורד הרחוב ,People marching down the street ,People are walking down the street,68
28,הם יעברו על פני הסוסים ,They'll pass by the horses ,They will pass the horses,78
29,נצטרף אליהם ,We'll join them ,We'll join them,100
30,היה כדאי שיספרו להם ,They should have been told ,They should have been told,100
31,כמה זמן יכול אדם לסתום את פיו בערימת הזבל הזאת ,How long can anybody in this manure pile keep his mouth shut ,How long can a person keep his mouth shut in this pile of garbage,75
32,"כן אנו מתאספים ליד הנהר""","""Yes we'll gather at the river","Yes we gather by the river """,87
33,"הנהר היפה כל כך""","""The beautiful beautiful river","The river is so beautiful """,78
34,"""נאספים עם הקדושים ליד הנהר""","""Gather with the saints at the river""","""Gathered with the saints by the river""",92
35,אחד  לא שלושה!,One No three!,One not three!,96
36,אולי יותר שם על הגג ,Maybe more there on the roof ,Maybe more there on the roof,100
37,בןכלבה!,Son of a bitch!,Son of a bitch!,100
38,לעזאזל לא הייתי יודע ,Hell I wouldn't know ,Hell I would not know,93
39,באק עם אייב ,Buck with Abe ,Buck with Abe,100
40,להרוגאותםעכשיו ,I kill them now ,Kill them now,93
41,תחזיק אותם כמה שאתה יכול ,Hold them here as long as you can ,Hold them as long as you can,92
42,אני אחזיק אותם עד שהגהינום יקפא או עד מתי שתגיד ,I'll hold them till hell freezes over or you say different ,I'll hold them until hell freezes or until you say so,77
43,כאשר אבעט אותו החוצה פוצץ אותו ,When I kick him out blast him ,When I kicked him out he blew him up,80
44,"הו הנהר היפה""","""The beautiful beautiful river","Oh the beautiful river """,78
45,"נתאסף עם הקדושים בנהר""","""Gather with the saints at the river""","We will gather with the saints in the river """,82
46,"""הזורם ליד כסא מלכותו של האל""","""That flows by the throne of God""","""Flowing near the throne of God""",72
47,בהצלחה בחורים!,Good luck boys!,Good luck guys!,64
