,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אני לא יכולה לשתות יותר מידי  תוכלי לשרוד שמונה שעות ,I can't drink a lot  You'll survive eight hours ,I can not drink too much you can survive eight hours,88
1,תיישר אותי ,Put me straight ,Straighten me up,71
2,-זה הפוך ,I'm upside down ,-It's up side down,75
3,-אני אפתח את זה ,- I'll open it ,- I'll open it,100
4,הכל בסדר ,Everything's fine ,Everything is fine,97
5,היא נפלה ,She'll fall ,She fell,74
6,-לתוך המכונית ,In the car ,-In the car,100
7,תצטרף לאיגוד אחר או שאני אזמין מונית אחרת ,Get another union or I'll get another cab ,Join another union or I'll order another cab,80
8,עוד קצת סבלנות ילדה ,A bit more patience girl ,A little more patience girl,78
9,המנעול תקוע ,The lock is stuck ,The lock is stuck,100
10,את בסדר ,Are you ok ,you are fine,73
11,תוציאו אותי ,Get me out ,Get me out,100
12,צא החוצה ,Get me out ,get out,82
13,תוציא את זה לשם ,Get it out We're there ,Get it out there,84
14,כמעט הגענו ,We're almost there ,We almost arrived,74
15,אני פותח את זה ,- I'll open it ,I'm opening it,77
16,מה שלומך ילדה שלי ,How are you my girl ,How are you my girl,100
17,אני לא עושה את זה יותר ,I'm not doing this anymore ,I'm not doing this anymore,100
18,תראה אני מדממת בכל מקום ,Look I'm bleeding everywhere ,Look I'm bleeding everywhere,100
19,עד שנגיע לשדה התעופה ,Till we get to the airport ,Until we get to the airport,83
20,נתראה לאחר מכן ,Are you ok ,See you later,61
21,תמשיכי להיות חזקה לעוד קצת זמן ,Be strong for a little longer ,Keep going strong for a little while longer,72
22,המנעול שבור ,The lock is broken ,The lock is broken,100
23,בקרוב האחרים יגיעו ,And soon the others will come ,Soon the others will arrive,82
24,אני הולך לחפש מונית ,I'm going to look for a cab ,I'm going to look for a cab,100
25,-למזנון שדה התעופה ,The airport bar ,- For the airport buffet,76
26,-אתה לא בא ,- You're not coming ,- You did not come,73
27,הם ייראו אותי במדים האלה ,They saw me in this uniform ,They will see me in this uniform,85
28,לשדה התעופה ,To the airport ,to the airport,100
29,אל תשים אותי בתא המטען ,Don't put me in that trunk ,Do not put me in the trunk,81
30,לשדה התעופה ,To the airport ,to the airport,100
31,שמח שאנחנו חוזרים הביתה ,Happy we're going home ,Glad we're back home,62
32,כן אבל היה שווה לבקר בניו יורק ,Yes But New York is a must see ,Yes but it was worth a visit to New York,66
33,אל תאבדו את זה אחרת תאלצו להישאר כאן ,Don't lose it or you'll have to stay here ,Do not lose it otherwise you will have to stay here,76
34,-אני האחרון שהגעתי צ 'יף ,The last one to arrive chief ,- I'm the last to arrive Chief,89
35,-שתוק ,- Shut up ,-Shut,73
36,המונית התקלקלה ,The cab broke down ,The taxi broke down,76
37,ראיתי שוטר אמריקאי שהיה דומה לך בדיוק ,I saw an American policeman who was your exact double ,I saw an American policeman who looked exactly like you,76
38,אני הולך לקנות כמה מלונים ,I'm going to buy some melons ,I'm going to buy some melons,100
39,לא סיגרים ,No cigars ,No cigars,100
40,הוא מעשן ,Does he smoke ,He smokes,73
41,סלחי לי גברת ,Excuse me miss ,"Excuse me, ma'am",69
42,מה אני  אתה צריך לברך אותי ,What do you have in mind ,What I need you to greet me,63
43,איפה השגת את זה ,Where did you get that ,Where did you get it,90
44,-מה התוכנית שלך ,What do you have in mind ,- What's your plan,60
45,-לטוס ,- To fly ,-fly,67
46,-הם בקושי מכירים אחד את השני ,- They hardly know each other ,-They barely know each other,74
47,-אני אטוס בטיסה 017 ,- I'm taking flight 017 ,- I'll fly on flight 017,70
48,-הבעיה היחידה  ,The only problem  ,- The only problem,100
49,-מה ,- What ,-what,100
50,-017היא הטיסה שלך ,017 is your flight ,-017 is your flight,100
51,-הטיסה שלנו ,017 is your flight ,- Our flight,71
52,-אבל לא בטיסה שלנו ,- But not in our plane ,-But not on our flight,63
53,תחשוב על משהו אבא ,Think of something daddy ,"Think of something, Dad",96
54,נתראה בהמשך ,See you later ,see you later,100
55,-איפה ,Where ,-where,100
56,-בסנט טרופה ,- In Saint-Tropez ,- In St. Tropez,89
57,קריאה אחרונה לטסים לפאריז ,Last call for the flight to Paris ,Last call for flights to Paris,92
58,-אני מחכה ,- I'm waiting ,-I'm waiting,100
59,והמזוודה שלי ,And my suitcase ,And my suitcase,100
60,אנו נפספס את המטוס ,We'll miss the plane ,We'll miss the plane,100
61,האם ראיתם את המזוודות שלי ,Did you see my luggage ,Did you see my luggage?,100
62,המטוס עומד להמריא לכו לחפש אותם חפשו!,The plane is about to take off ,"The plane is about to take off. Go look for them, look for them!",66
