,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אני לא שמעתי -את החו ק הזה,I've never heard of that law ,I have not heard - this law,64
1,כבר אי אפשר לעבור -את הרחוב,It's impossible to cross the road ,It is no longer possible to cross the street,65
2,--כן -כן,- Yes ,--Yes Yes,60
3,-אבל אני שומע את הכול,But I can hear everything ,-But I hear everything,91
4,מה הם כותבים שם הדגנרטים ,What are those degenerates writing over there ,What do the degenerates write there,78
5,"כל אזרח בר-דעת "" ""חייב לברך על שיפוץ פני עירנו-","""Citizens must welcome the improvements to our city ","Every sensible citizen """" must welcome the renovation of our city-",66
6,-דוו קא מאמר די אינטליגנטי,That's not a bad article ,-Dw ka article the intelligent,60
7,"- "" -ברם שיפורים אלה מבוצעים ע פ""י מיטב חו קי ההנדסה""","""and according to the most modern engineering methods ","- ""But these improvements are carried out according to the best engineering laws""",62
8,לא!,No!,No!,100
9,-היוזמה של שולטהייס שלך של האינריגנט הזה של הנחש הזה,Your Sholtheiss's initiative The master of intrigue That snake in the grass!,- Your Schulteheis' initiative of this initiator of this snake,72
10,- הלו שולטי!,Hallo Sholty!,Hello Hello!,61
11,אלף שנה שלא ראיתי אותך!,It's ages since I've seen you ,A thousand years I have not seen you!,62
12,-זה המכתב שלך דו קטור ,Is this your letter Doctor - Yes it is ,- This is your letter Du Cector,77
13,-תוציא את הידיים מהכיסים,Take your hands out of your pockets ,- Take your hands out of your pockets,100
14,שאין לי כל מושג,I have no idea what you' re talking about ,That I have no idea,64
15,- -אתה לא תיתן לנו הוראות -מה כן לעשות ומה לא לעשות בעיר הזאת,In this city I shall tell you what to do and what not to do ,- -You will not give us instructions -What to do and what not to do in this city,74
16,-אני כן אתן לך הוראות -מה לעשות ומה לא לעשות,In this city I shall tell you what to do and what not to do ,-I will give you instructions -What to do and what not to do,68
17,-הוא כן ידחוף את האף שלו,He will poke his nose in ,- He will push his nose,80
18,-דחוף את האף שלך ציגלר דחוף את האף שלך!,Poke your nose in! Zogler poke your nose in!,- Push your nose Ziegler pushes your nose!,74
19,אין לכם זכות תי קונים -בעיר הזאת,I have no idea what you' re talking about ,You have no right to buy in this city,62
20,אתם משעשעים אותי רבותיי!,You amuse me gentlemen!,You guys are entertaining me gentlemen!,63
21,-נראה מי יצח ק אחרון,We'll see who'll laugh last ,- We'll see who Isaac will be last,61
22,-לימון או חלב,- Lemon or milk ,-Lemon or milk,100
23,--לימון-,- Lemon ,--lemon-,100
24,-חצי חצי - -בב קשה,- Half and half ,- Half and half - - In a hard heart,62
25,שמע שולטהייס ר ק אני והמחל קה שלי אחראים -לכל התי קונים ברחוב אלנבי,Listen Sholtheiss only my department is responsible for all repairs on Allenby St ,I heard Schultehaus only me and my disease are responsible for all the shopping on Allenby Street,65
26,--אתה והמחל קה שלך אינכם מסוגלים לת קן אפילו זוג גרביים,- You and your department You can't even repair a pair of socks ,- You and your illness can not even wear a pair of socks,70
27,-לא ,No!,-No,100
28,כמו שאתה רואה אותי אני יכול להרוס את כל אלנבי -ולבנות אותו מחדש,As you can see I can destroy all of Allenby and build it up again ,As you see me I can destroy any Allenby - and rebuild it,69
29,--אז למה אתה מחכה,- So what are you waiting for ,- So what are you waiting for?,100
30,-אני מחכה,I'm waiting  ,-I'm waiting,100
31,הלו ,Hallo ,Hello,80
32,זלמן ,Zalman ,Zalman,100
33,-עכשיו החוצה שניכם,Now out both of you ,-Now out you two,65
34,--חז ק ואמץ  אביגדור,- Be strong Avigdor!,- Strengthen and embrace Avigdor,68
35,-החוצה!,Out!,-outside!,60
36,-בוא כבר,- Let's go already ,-come already,71
37,-אני חייב להגיע ללשכה,I have to get to the office ,- I have to get to the bureau,74
38,--אתה לא אני קחו ידיכם מתל-אביב יפו!,- You not me Take your hands off Tel-Aviv and Yaffo ,- You are not me Take your hands from Tel Aviv-Yafo!,86
39,-אני מזלזל בכם!,No You don't talk ,- I look down on you!,63
40,ציגלר כמה מכונות יש לנו בגוש שש ארבע ,Zigler how many machines do we have in block 64 ,Ziegler How many machines do we have in block six four,87
41,בערך 3 בולדוזרים מנוף אחד -ו-5 קומפרסורים,- 3 bulldozers one crane and 5 compressors ,About 3 bulldozers one lever and 5 compressors,84
42,-שוב ,Again ,-again,100
43,--רגע אחד קומפרסור אחד יש לנו,- One minute Do we have a compressor on Allenby ,- One moment we have one compressor,74
44,"-נכון ז""א שזה יחד 5 נכון ",- We do So together it's 5 right ,- It's true that it's together 5 true,68
45,-כבר הלך לאיבוד ,- Let's go already ,- Already lost,71
46,-ו-4 בולדוזרים קטנים,We've also got four small bulldozers ,And 4 small bulldozers,62
47,-אבל הם כולם עובדים בצ פון,But they' re all up north ,-But they all work in Tzfon,60
48,ציגלר אתה תהיה אחראי לכל המבצע -,Zigler you'll be responsible for the project ,Ziegler You will be responsible for the entire operation -,74
49,כן אתה,Yes You ,Yes you,100
50,- אני אראה להם -מי הוא הבוס בעיר הזאת,I'll show 'em who's the boss in this town ,- I'll show them - who's the boss in this city,80
51,ציגלר! מה אתה עושה ,Zigler what are you doing ,Ziegler! What are you doing,98
52,"""אוטם האוזן החדיש""","""The Latest Ear-Plugs""","""The new ear seal""",61
53,ר ק אתמול אמרתי לאשתי - בן-אדם אחד צריך לפתוח את כל אלנבי,Only yesterday I told my wife one man should open Allenby ,Just yesterday I told my wife - one person needs to open the whole Allenby,74
54,תסלח לי עם כל הכבוד לך אבל אתה לא קצת חרש בשמיעה ,I say with all due respect but aren't you a little deaf ,Forgive me with all due respect to you but you are not a little deaf in hearing,75
55,-לא אתה לא מדבר,No You don't talk ,-No you do not speak,78
56,-אין לך מה להגיד,Two nothing to me ,-You have nothing to say,70
57,-וואלה אני אותו דבר,I'm the same myself ,-Walla I'm the same,65
58,-כשאני אין לי מה להגיד,Two nothing to me ,-When I have nothing to say,65
59,-תודה רבה,Thank you ,-Thank you,100
60,-לאט לאט לומדים מה זה סדר,Slowly they' re learning what organization is ,-Slowly learn what order is,69
61,תגיד יש פה איזה ברז מים משהו ,Say is there a tap round here ,Say there's some water tap here,67
62,-הרג אותי העגבנייה הזה,Finished me off that tomato ,- That tomato killed me,75
