,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אני מייד חוזרת ,I'll be right back ,I'll be right back,100
1,אל תזוז!,Don't move!,do not move!,86
2,שלום אני רוצה גלידה ,Hello I'd like an ice cream ,Hello I want ice cream,73
3,שלום אני רוצה גלידה ,Hello I'd like an ice cream ,Hello I want ice cream,73
4,מה אתה רוצה ,What do you want ,What you want,90
5,שוקולד וניל קפה אפרסק שמנת ,Chocolate vanilla coffee peach fudge ,Chocolate Vanilla Coffee Peach Cream,89
6,-רום בננה ,- Rum banana ,-Banana rum,100
7,אני בקושי מכיר אותך ,I hardly know ya ,I hardly know you,91
8,כעת ברצינות אני רוצה גלידת דבש בשבילי  וגלידת שפיריות עבור חברי הצפרדע ,But seriously I'd like a honey ice-cream cone for me  and a dragonfly ripple for my friend the frog ,Now seriously I want honey ice cream for me and dragonfly ice cream for my frog friends,82
9,בסדר גלידת דבש עבור הדוב ,Okay one honey cone for the bear ,Fine honey ice cream for the bear,74
10,-וגלידת שפיריות אחת עבור הצפרדע ,- One dragonfly ripple for the frog ,-And one dragonfly ice cream for the frog,71
11,בסדר קמילה אקנה לך בלון ,All right Camilla I'll get you a balloon ,"Okay, Camilla, I'll buy you a balloon",72
12,אבל עלייך לבחור את הצבע ,But you have to pick the color ,But you have to choose the color,81
13,אדום או ירוק ,Red or green ,Red or green,100
14,-אני יכול לתת לך עצה ,- Can I give you a word of advice ,- I can give you advice,81
15,-מה ,- What ,-what,100
16,למה שלא תקנה את שניהם ,Why not take both ,Why not buy both,73
17,איזה רעיון פרוע!,What a wild idea!,What a wild idea!,100
18,כן תרנגולת יפה שכזו ראויה לשני בלונים ,Yeah a beautiful chicken like that deserves two balloons ,Yes such a beautiful chicken deserves two balloons,87
19,אתה צודק ,You're right ,You're right,100
20,לפעמים הם קונים צרור בלונים עבור החברות שלהם ,Sometimes they get a bunch of balloons for their girls ,Sometimes they buy a bundle of balloons for their girlfriends,83
21,-הן מקרקרות בעבור זה ,- They go gaga for it ,-They croak for it,67
22,אני אקנה את כל הצרור ,I'll take the whole bunch ,I'll buy the whole bundle,72
23,מעניין לאן הם הלכו ,I wonder where they went ,I wonder where they went,100
24,-היכן החברה החזירה שלך ,- Where's your pig friend ,- Where your company returned,60
25,-אני לא בטוח ,- I'm not really sure ,-I'm not sure,77
26,היא אמרה שהיא תבוא לאכול גלידה אבל  יוהו!,She said she was coming for ice cream but  Yoo-hoo!,She said she would come eat ice cream but yohu!,76
27,הנה אני!,Here I am!,here I am!,100
28,הנה אני!,Here I am!,here I am!,100
29,ארזתי!,I'm packed!,I packed!,89
30,ארזתי!,I'm packed!,I packed!,89
31,-כן אני רואה ,- Yeah so I see ,-Yes I see,73
32,-אמרת שאני יכולה לבוא אתך ,- You said I could come with you ,- You said I could come with you,100
33,כן אבל לקנות גלידה לא להוליווד ,Yeah but to buy ice cream not to Hollywood ,Yes but buying ice cream is not for Hollywood,78
34,-אנחנו נוסעים להוליווד !,- We're going to Hollywood!,- We're going to Hollywood!,100
35,-לא!,- No!,-No!,100
36,אני מתכוון תקשיבי ,I mean listen ,I mean listen,100
37,כלומר כאשר שמעת  או אחי ,When I said  Well when you heard  Oh brother ,I.e. when you heard or bro,69
38,מה ,- What ,what,100
39,-מה אתה עושה ,- What are you doing ,-What are you doing,100
40,-בערך שבעה קשרים (מהירות ) ,- About seven knots ,-About seven knots (speed),85
41,-אנחנו נעקוב אחרייך למכונית !,- We'll follow you To the car!,- We will follow you to the car!,86
42,-כן אדוני ,- Yes sir!,-Yes sir,100
43,גונזו אנחנו באים!,Gonzo we're coming!,Gonzo we're coming!,100
44,-כן אדוני ,- Yes sir!,-Yes sir,100
45,-קרמיט אתה מנהיג מלידה ,- Kermit you're a born leader ,-Kermit is a leader by birth,67
46,-היכן הוא ,- Where is he ,-where is he,100
47,זה לא אדיר ,Isn't this great ,It's not great,73
48,הנה אני מרחף בחלל ,Here I am floating in space ,Here I am hovering in space,67
49,זה המקום להיות בו ,This is the place to be ,This is the place to be,100
50,-מה ,What ,-what,100
51,זה ממש  ,- I'm not really sure ,It is really,65
52,תראו את המכונית הקטנה הזו שם ,Look at our little car down there ,Look at that little car over there,81
53,זה ממש כמו לעוף ,This is like flying ,It's just like flying,80
54,אני עף!,I'm flying!,I'm flying!,100
55,דוק יש שם צפרדע למעלה ,Doc isn't that a frog up there ,Doc has a frog up there,83
56,לא יש פה צפרדע פה למטה ,No that's a frog down here ,There's no frog down here,86
57,הוא תפס רוח צד פוזי ,He's caught in a crosswind Fozzie ,He caught a posey side wind,60
58,אנחנו עומדים לאבד אותו ,We're gonna lose him ,We're about to lose him,74
59,או לא!,Oh no!,or not!,73
60,-מה אתה עושה דוק ,- What are you doin' Doc ,"- What are you doing, Doc?",98
