,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,לא ראינו רכב כבר 18 שעות ,We haven't seen a car in 18 hours ,We have not seen a car in 18 hours,90
1,אנחנו עלולים לחכות כאן חודש ,We could wait months ,We may wait a month here,64
2,חוק מספר אחד:,Rule number one:,Rule number one:,100
3,אנחנו נשארים כאן ,We stay here ,We stay here,100
4,אני אחראי על המשימה ואני זה שמחליט ואני אומר שזזים!,I'm in charge I decide and I say we leave!,I am in charge of the task and I am the one who decides and I say move!,65
5,ואני אומר שלא נוטשים את הרכב תפסיק לשגע אותי ,And I say go to the car and stop bugging me ,And I say do not abandon the vehicle stop driving me crazy,61
6,זו פקודה ,That's an order ,This is an order,71
7,זו פקודה ,That's an order ,This is an order,71
8,אתה נותן לי פקודות עכשיו ,Are you giving me orders now ,You're giving me orders now,87
9,לטובתך תעשה מה שאני אומר ,For your own sake do as I say ,For your sake do what I say,79
10,אני אחראי על המשימה ,- I'm in charge ,I am in charge of the mission,62
11,מה זה ,What ,What is,73
12,אתה יודע למה בחרו בך ,Do you know why they chose you ,You know why they chose you,95
13,כי אתה כמו מארי בנץ ,You're just like Marie ,Because you're like Marie Benz,77
14,אתה לא יכול לעשות צעד אחד מבלי לגרום לקטסטרופה זו הסיבה שבחרו בך ,You can't take one step without causing a disaster That's why they chose you ,You can not take one step without causing a catastrophe this is why you were chosen,78
15,אנחנו אבודים בגלל הטמבל הזה מייר  והתיאוריות שלו על מזל רע ,We're lost because of that nitwit Meyer  and his theories on bad luck ,We're lost because of this idiot Meyer and his theories about bad luck,77
16,זה לא נכון ,- It's not true ,This is not true,83
17,אני מצטער אבל אני לא רוצה שתמות בג'ונגל הזה ,Sorry but I don't want you to die in this jungle ,I'm sorry but I do not want you to die in this jungle,89
18,לך לאוטו תישן קצת ,Go get some sleep in the car ,Go to the car and get some sleep,83
19,אני אשבור לך את הפרצוף קמפנה ,I'll bash your face in ,I'll break your Campana face,68
20,זה היה הרעיון שלהם לא שלי ,It was their idea not mine ,It was their idea not mine,100
21,תתכונן ,- Get ready ,Get ready,100
22,-אל תהיה טיפש אתה תכאיב לעצמך ,You'll hurt yourself ,"- Do not be stupid, you will hurt yourself",68
23,אמרתי לך אתה תכאיב לעצמך ,You'll hurt yourself ,I told you you would hurt yourself,74
24,תיזהר מהעץ!,Look out for the tree ,Watch out for the tree!,74
25,אתה שומע אותי ,Can you hear me ,do you hear me,83
26,הם ידאגו לך ,They're going to take care of you ,They will take care of you,75
27,הכל יהיה בסדר ,Everything's gonna be all right ,Everything will be fine,63
28,בטח זעזוע מוח ,Must be a concussion ,Probably a concussion,63
29,יש לכם כאן רנטגן ,Do you have a surgeon ,You have an X-ray here,60
30,אל תדאג ,Don't worry ,Do not worry,87
31,אנחנו נטפל בו ,We'll take care of him ,We'll take care of him,100
32,יש לכם מנתח ,Do you have a surgeon ,You have a surgeon,92
33,אולי הוא יצטרך ניתוח חירום ,He may need an emergency operation ,Maybe he's going to need emergency surgery,68
34,אל תדאג ,Don't worry ,Do not worry,87
35,אתה קרוב משפחה ,Are you a relative ,You're a relative,97
36,כן ,Yes ,Yes,100
37,תטפלו בו טוב אני מבקש ,Take good care of him please ,Take good care of him I ask,76
38,אני לא יודע ,I don't know ,I do not know,88
39,איזו תיאוריה מטורפת ,That was a crazy theory ,What a crazy theory,81
40,אתה רצית להאמין גם אני כמעט האמנתי בעצמי ,No don't feel guilty You wanted to believe it would work I almost did myself ,You wanted to believe too I almost believed in myself,70
41,איפה אני ,Where am I ,Where am I,100
42,אני לא יודע ,I don't know ,I do not know,88
43,את שומעת את הציפורים ,Do you hear the birds ,You hear the birds,92
44,איפה אנחנו ,Where are we ,where are we,100
45,איפה הוא ,Where is he ,where is he,100
46,מרלין ,Merlin!,Merlin,100
47,אני הוא החזק מכולם ,Merlin I am the strongest ,I am the strongest of them all,69
48,אני הוא האיש ,I am the one ,I'm the man,61
49,החרב ,The sword!,The sword,100
50,הבטחת לי את החרב!,You promised me the sword!,You promised me the sword!,100
51,אני זקוק לחרב בכדי למלוך ,I need a sword to be king ,I need a sword to reign,71
52,הראה את החרב ,Show the sword ,Show the sword,100
53,הבט! חרב הכוח ,Behold the sword of power ,Look! The sword of power,83
54,אקסקליבר!,Excalibur ,Excalibur!,100
55,היא חושלה כשהיקום היה צעיר כשהעוף החיה הפרח והאדם חיו בשלום והמוות היה חלום ,Forged when the world was young and bird and beast and flower were one with man and death was but a dream ,It was forged when the universe was young when the live chicken flower and man lived in peace and death was a dream,65
56,אמור את המילים!,Speak the words ,Say the words!,86
57,ארץ אחת מלך אחד!,One land one king!,One country one king!,65
