,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,נכון בוס ,Right Boss ,True boss,63
1,הו מי שחוזר מהעולם החופשי יש לו תיאבון בריא ,Oh man used to free-world food has got a big appetite ,Oh he who returns from the free world has a healthy appetite,65
2,ובכן החזקת מעמד שבוע בחור ,Well you made the week boy ,Well you lasted a week guy,73
3,כעת יש לך יום וחצי מנוחה עד יום שני ,Now you got a day and a half to rest up for old Monday ,You now have a day and a half of rest until Monday,77
4,אמרתי לו שהאדמה שבה היא שלך ,I told him that dirt in it is your dirt ,I told him that the land where he is is yours,64
5,מההאדמהשלךעושהבתעלהשלו ,What's your dirt doing in his ditch ,From your own land makes his own ditch,60
6,אני לא יודע בוס ,I don't know Boss ,I do not know boss,91
7,כדאי שתיכנס לשם ותוציא אותה בחור ,You better get in there and get it out boy ,"You better get in there and get her out, man",85
8,אתה צועד לעבר השולחן רואה את אותו הדבר הארור,"""  go march to the table see the same damn thing ",You walk towards the table and see the same damn thing,73
9,וכן הוא על השולחן סכין מזלג ומחבת,"""Well it's on the table a knife a fork and a pan ",And is on the table a fork knife and pan,85
10,אמור על זה משהו תיכנס לצרות עם הנאדם,"""Say anything about it you get in trouble with the man ",Say about it something will get in trouble with the person,68
11,אתה צרות עם הנאדם תן לאור ירח החצות המיוחד,"""Say anything about it you get in trouble with the man ",You trouble with the man let the light of the special midnight moon,62
12,להאיר עליי תן לאור ירח החצות המיוחד,"Shine a light on me ""Let the Midnight Special shine your ever-loving light on me ",To illuminate me let the light of the special midnight moon,62
13,אם תלך אי פעם ליוסטון בחור כדאי שתלך ישר,"""If you ever go to Houston boy you better walk right ",If you're ever going to Houston a guy you should go straight,65
14,כי השריף יאסור אותך לוק מהאתהחושבשאתה עושה ,"Because the sheriff will arrest you "" Luke what you think you're doing ",Because the sheriff will forbid you Luke from what you think you do,83
15,רק מוציא את האדמה שלי מהתעלה של בוס קין בוס ,Just getting my dirt out of Boss Kean's ditch Boss ,Just taking my land out of the Boss Cain Boss canal,65
16,שלא תעז להשליך את האדמה שלך לחצר שלי ,I'm damned if you're going to put your dirt in my yard ,Do not you dare throw your land into my yard,65
17,אתהשומעאותי ,You hear me ,do you hear me,88
18,עכשיו צא משם ,Now let's get it out of here ,Now get out of there,62
19,אמרתי לך להוציא את האדמהשלךמהתעלהשלבוסקין נכון ,I told you to get your dirt out of Boss Kean's ditch didn't I ,I told you to get your land out of the canal in the right bush,68
20,כן בוס ,Yeah Boss ,Yes Boss,82
21,אני לא יודע בוס ,I don't know Boss ,I do not know boss,91
22,אתה לא יודע ,You don't know ,you do not know,90
23,אין קבר שיכיל את גופי,"""Ain't no grave going to keep my body down ",There is no grave that will contain my body,62
24,אין קבר שיסגור על גופי,"""Ain't no grave going to keep my body down ",There is no grave to close on my body,62
25,שים לך אליי מלמעלה מלא לך אהבה,"""Keep Your mind on me above ""Keep Your heart full of love ",Put me to you from above full of love for you,62
26,אין קבר שיסגור על גופי,"""Ain't no grave going to keep my body down ",There is no grave to close on my body,62
27,אני לא יודע ,I don't know  ,I do not know,88
28,כשהייתי ילד קטנטן אמי נהגה לנדנד אותי עריסתי,"""When I was a little bitty baby my mamma used to rock me in my cradle ",When I was a tiny kid my mother used to rock me in my crib,70
29,לעבודה ,Get to work ,for work,63
30,לא בוס ,Don't Boss ,Not a boss,70
31,אל תכה אותי יותר ,Don't hit me anymore ,Do not hit me anymore,93
32,למען השם אל תכה אותי יותר ,For God's sake don't hit me anymore ,For God's sake do not hit me anymore,90
33,מהאמרת ,What was that you said ,what did you say,68
34,איזהשםהזכרת לוק ,What was that name you used Luke ,What name did you mention Luke,61
35,הו אלוהים!,Oh God!,Oh god!,100
36,הו אלוהים!,Oh God!,Oh god!,100
37,הו אלוהים אני מתפלל לאלוהים שלא תכה אותי יותר ,Oh God I pray to God you don't hit me anymore ,Oh God I pray to God that you will not strike me again,65
38,אעשה כל מה שתאמר אבל איני יכול יותר ,I'll do anything you say but I can't take anymore ,I'll do whatever you say but I can no longer,60
39,הו לא לא אשכח בוס ,Oh I got it right Boss ,Oh no I will not forget boss,64
40,הו לא אני לא ,Oh no I won't Boss ,Oh no I do not,69
41,אם תנסה לברוח שוב נהרוג אותך ,You try to run again we're going to kill you ,If you try to escape again we will kill you,69
42,אתה זקוק לזה ,Expect you need it ,You need it,76
43,קדימה בני ,Come on son ,Come on my son,88
44,צא משם ,Come on up outa there ,Get out of there,70
45,איפהאתה ,Where are you ,Where you,82
46,איפהאתהעכשיו ,Where are you now ,Where are you now,100
47,-כן אדוני ,- Yes sir ,-Yes sir,100
48,כן בוס ,Yes Boss ,Yes Boss,100
49,הבא את הרובה ,Fetch the rifle ,Bring the rifle,67
50,פגעת בו בוס ,You got him Boss You got him ,You hit him boss,68
51,לך הבא אותו  לוק ,Go fetch it Luke ,Go get him the same Luke,60
52,הנה הוא בוס ,There he is Boss ,Here he's a boss,75
53,הוא מת אבל הוא לא מרפה מהמוט ,Deader than hell but won't let go ,He's dead but he does not let go of the pole,62
54,חתוך אותו עבור ארוחת הצהרים שלנו לוק ,You cut that up for our lunch Luke ,Cut it out for our lunch Luke,79
55,כן אדוני בוס פול ,Yes Boss Paul ,"Yes, Mr. Boss Paul",90
56,הוא גנב את מפתחות המשאית של דוג-בוי ,He took the keys off of Dogboy's truck ,He stole the keys to Dogboy's truck,82
57,הוא לקח גם את המפתחות של המשאית הזו ,He took the keys off of Dogboy's truck ,He also took the keys to this truck,68
58,"""אני מנענע את הענפים כאן בוס ","""I'm shaking it here Boss ","""I've shaking the branches here boss",64
59,"אני מנענע אותם ""","I'm shaking it ""","I'm shaking them """,73
60,זה התינוק שלי לוק ,That's my baby Luke ,This is my baby Luke,77
61,"""אל תכה אותי בוס ","""Don't hit me Boss ","""Do not hit me boss",91
62,אל תכה אותי ,Only don't hit me ,Do not hit me,80
63,"""אעשה כל מה שתאמר ","""I'll do whatever you say ""","""I will do whatever you say",84
64,אתה משהו מיוחד זה מה שאתה ,You are an original that's what you are ,You're something special is what you are,66
