,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,תהיי ילדה טובה ,Be good ,Be a good girl,67
1,ואל תבטחי בבנים ,And don't trust boys ,And do not trust boys,93
2,מה זה ,What is it ,What is,82
3,זה אחי פרנק ,- My brother Frank ,This is my brother Frank,80
4,מצחיק מאוד ,Funny ,Very funny,67
5,אפשר להתקשר ללונדון ,Can I phone London ,You can call London,65
6,-זה יעלה לך ,It'll cost you ,- It will cost you,93
7,הלו ,Hello ,Hello,100
8,התגעגעתי אליך ,I miss you ,I missed you,91
9,אני חושק בך ,It'll cost you ,I long for you,64
10,הלוואי ויכולתי לגעת בך  כעת ,I wish I was touching you right now ,I wish I could touch you now,70
11,אני רוצה ללטף אותך ולנשק את כל כולך ,I want to stroke you and kiss you all over ,I want to pet you and kiss you all,87
12,היכן את ,Where are you ,where are you,100
13,במיטה ,In the bedroom ,In bed,60
14,תורידי את החזיה ,Take your bra off ,Take off your bra,100
15,די יקירי ,Stop it darling ,The darling,69
16,לא ,No ,No,100
17,כעת  החזיקי אותם  בעדינות לאט דמייני שזה אני ,Now hold them gently slowly imagine it's me ,Now hold them gently and slowly imagine it's me,96
18,כאשר נהיה בדרום אמריקה נעשה אהבה לאור השמש ,When we're in South America we'll make love in the sun ,When we are in South America we make love to sunlight,82
19,תעשי עוד פעם אהבה ,Make love again ,Make love again,100
20,ועוד פעם ,And again ,And again,100
21,איתי ,With me ,With me,100
22,אני ממש חושק בך ,I really fancy you ,I really crave you,78
23,לא יקירי ,No darling ,Not darling,95
24,רק עושה תרגילי התעמלות ,Just doing my exercises ,Just doing gymnastic exercises,75
25,כן נתראה מחר ,Yeah I'll come tomorrow ,"Yes, see you tomorrow",60
26,שמרי זאת ליום ראשון ,Save it till Sunday ,Save it for Sunday,76
27,אני אחזור עד אז ,I'll be back then ,I'll be back by then,92
28,ת'ורפי!,Thorpe!,Thorpe!,100
29,הם מחכים לנו בחניון ,They were waiting for us in the car park ,They are waiting for us in the parking lot,83
30,ג'ק ,- Jack ,jack,100
31,-ערב טוב ,- Good evening ,-good evening,100
32,אני רוצה לדבר איתך ג'ק ,What do you want to tell me ,"I want to talk to you, Jack",64
33,זה נחמד ,- That's nice ,It's nice,60
34,הישאר במכונית אני אבוא להקשיב ,You stay in the car I'll come and listen ,Stay in the car I'll come listen,89
35,מה רצית לומר לי ת'ורפי ,What do you want to tell me ,What did you want to tell me Thorfie?,83
36,התבקשתי למסור לך את זה ,I've been asked to give you this ,I was asked to give it to you,72
37,זה מאוד אדיב מצידו של מישהו ,That's very kind of somebody ,This is very kind on the part of someone,68
38,למי עלי להודות ,Who do I have to thank ,To whom should I thank,68
39,מה יקרה אם אחמיץ את הרכבת ,What happens if I miss the train ,What will happen if I miss the train,91
40,התבקשתי לוודא שלא ,- I've been asked to make sure you don't ,I was asked to make sure not,64
41,-באמת ,- Oh really ,-really,80
42,נהיית אופטימי בגילך ת'ורפי ,You're getting very optimistic in your old age aren't you Thorpey ,You become optimistic at your Thurphy age,64
43,ת'ורפי!,Thorpe!,Thorpe!,100
44,'הי קית ,Hello Keith ,'Hi Keith,74
45,הישאר שם ת'ורפי ,Stay there Thorpey ,Stay there Thorfie,89
46,מה לעזאזל אתה עושה ,What are you going to do ,what the hell are you doing,78
47,אני מצטער ,- I'm sorry ,I'm sorry,100
48,-זה לא נראה כך ,- You don't look it - No ,- It does not look like that,65
49,לא אני באמת מצטער ,- I'm sorry ,No I'm really sorry,64
50,אין לך שום התחשבות באחרים ,Have you no thought for others ,You have no regard for others,81
51,אנו נכנסים פנימה ,- We're going inside ,We go inside,80
52,במעלה המדרגות הדלת מימין ,- Upstairs the door on the right ,Up the stairs the door on the right,74
53,-כולם מכירים אותך עדנה גארפוט ,- Everybody knows you Edna Garfoot ,- Everyone knows you Edna Garpott,86
54,כולם ידעו שיהיו צרות כאשר הגעת לכאן ,They knew there'd be trouble when you moved in ,Everyone knew there would be trouble when you got here,66
55,-אשלח את בעלי אליך!,- I'll send the old man to see you ,- I'll send my husband to you!,61
56,והוא בטח יאהב זאת ,And wouldn't he love it ,And he will probably love it,71
57,לאן אתה חושב שאתה הולך ,Where do you think you're going ,Where do you think you're going,100
58,למה שלא תכיני לנו תה ,Why don't you make us all a nice cup of tea ,Why not make us tea,61
59,ומה אתה מתכוון לעשות ,What are you going to do ,And what you intend to do,78
60,תכיני לנו תה ואומר לך ,Make us a cup of tea and I'll tell you ,Make us tea and I'll tell you,87
61,אולי אתן לך אפילו לראות ,I might even let you watch ,Maybe I'll even let you see,64
62,אני אזעיק את המשטרה ,- I'll call the police ,I'll call the police,100
63,-לא את לא ,- You don't look it - No ,-No you do not,73
64,ובכן ת'ורפי ,Well now Thorpey ,Well Thorpe,81
65,נראה  שיש לי תורם סודי ,It seems that I've got a secret benefactor ,I seem to have a secret donor,62
66,יש רק בעיה אחת ,There's only one trouble ,There is only one problem,61
67,אני לא יודע למי עלי להודות ,I don't know who to thank ,I do not know to whom I should thank,79
68,כעת  אני רוצה לדעת מי זה ת'ורפי ,Now I want to know who it is Thorpey ,Now I want to know who Thorpe is,94
69,מישהו לא מעוניין שאדחוף את האף שלי במשהו ואני במקרה יודע מהו המשהו הזה ,Somebody doesn't want me poking my nose into something and I happen to know what that something is ,Someone does not want me to poke my nose into something and I happen to know what that something is,90
70,מי שילם לך כדי שאסתלק ,Who paid you to see me off ,Who paid you to leave?,72
71,אני לא יכול ג'ק! איך אוכל ,Well I can't Jack!,I can not Jack! How to eat,62
72,כן אתה יכול ,- Yes you can ,Yes you can,100
73,מי שלח אותך ,Who sent you ,Who sent you,100
74,בראמבי ,Brumby ,Bramby,83
75,נו אתה רואה ,Who sent you ,Well you see,67
76,כעת אתה יכול לומר לי נכון ,Now you could tell me couldn't you ,Now you can tell me right,68
77,מי זה בראמבי ,- Who's Brumby ,Who's Bramby?,92
78,-קליף בראמבי ,- Cliff Brumby ,- Cliff Bramby,92
79,טוב אז רוב הסיכויים שהן שייכות לקליף בראמבי ,Well 10-to-1 it belongs to Cliff Brumby ,Well then chances are they belong to Cliff Bramby,70
80,וכנראה כמו גם רוב מקומות מכונות המשחק  לכל אורך קו החוף ,Like as not the bloody arcade as well Right along the coast ,And probably as well as most gaming machine locations along the coastline,61
81,היכן הוא מתגורר בימים אלו ,- Where's he living these days ,Where does he live these days,81
82,והכתובת ,- Address ,And the address,64
83,-בדרך דורהם ,- On Durham Road ,- On the way to Durham,71
84,אולי תגיד לי מה לעזאזל קורה פה ,Suppose you tell me what the hell is going on!,Maybe tell me what the hell is going on here,74
85,זה הבית שלי!,It's my house ,This is my house!,83
86,תדאג להרחיק אותו מהטלפון ,Keep him away from the telephone ,Be sure to keep it away from the phone,74
87,הי רק רגע!,- Now just a minute!,Hi just a minute!,79
88,-קליף אל תתעצבן ,Now Cliff don't get mad ,"- Cliff, do not get upset",76
89,ולזה את קוראת להזמין כמה חברים לקפה ,This is what you call having a few friends over for coffee ,And that's what you're calling to invite some friends for coffee,74
90,ערב טוב ,Good evening Sandra!,good evening,77
91,-סנדרה איפה שמת את  דלת הכניסה פתוחה ,Where do you want  The front door is open ,-Sandra where you put the front door open,78
92,מי אתה ,Who are you ,Who are you,100
93,אני חבר ותיק של קליף אז רציתי לפגוש אותו ,I'm an old friend of Cliff's I want to see him ,I'm an old friend of Cliff's so I wanted to meet him,90
94,זה דחוף ,It's urgent ,it's urgent,100
95,-עסקים ,- Business ,Business,100
96,ובכן אני יודעת הכל על העסקים שלו ,I know all about Cliff's business ,Well I know everything about his business,65
97,כן אז תאמרי לו שפלטשר שלח אותי ,Yeah well tell him the Fletcher's sent me ,Yes then tell him Fletcher sent me,85
98,קליף קליף!,Cliff Cliff!,Cliff Cliff!,100
99,מה קורה פה לעזאזל ,Suppose you tell me what the hell is going on!,What the hell is going on here,67
100,אתה יודע מה השעה עכשיו!,Do you know the time ,You know what time it is now!,62
101,השעה שתיים לפנות בוקר! -אני יודע!,- It's 2:00 in the morning!,It's two in the morning! -I know!,74
102,אשתי אומרת שפלטשר שלח אותך ,The Fletcher's sent you ,My wife says Fletcher sent you,79
103,מה כל כך חשוב שלא יכולת לחכות לבוקר ,What is so important it can't wait till the morning ,What's so important is that you could not wait for the morning,73
104,תשמע אין לי מצב רוח למשחקים מטופשים ,I'm not in the mood for playing silly buggers ,Listen I'm not in the mood for silly games,69
105,עשיתי טעות ,I made a mistake ,I made a mistake,100
106,מה ,- What ,what,100
107,-עשיתי טעות!,I made a mistake ,-I made a mistake!,100
108,לגבי מה ,- What about ,about what,100
109,אתה חייב לעזאזל לומר לי מי שלח אותך!,Bloody well tell me who sent you!,You must damn well tell me who sent you!,76
110,אתה אמנם איש גדול אבל בכושר גרוע ,You're a big man but you're in bad shape ,You may be a big man but in poor shape,79
111,לילה טוב גברת בראמבי ,Goodnight Mrs Brumby ,"Good night, Mrs. Bramby",73
112,הם חזרו ,They came back ,they came back,100
113,תראה את זה בנזונה שכמוך ,Look at this you bastard ,Look at this bastard like you,91
114,אני אקנה לך אחת אחרת ,I'll buy you another one ,I'll buy you another one,100
115,הם לקחו אותו ,They took him away ,They took him,84
116,מה הם יעשו לו ,What'll they do to him ,What will they do to him,83
117,הם פגעו בי לעזאזל ,They kill as well ,They damn well hit me,68
118,יש לך מזל ,You're lucky ,You are lucky,72
119,ומה לגביך ,And what about you ,and how about you,86
120,הרגת את בראמבי ,Did you kill Brumby ,You killed Bramby,78
121,ת'ורפי כמעט מת מצחוק ,Thorpey nearly died laughing ,Thorpe almost died of laughter,66
122,החרא הקטן!,That little shit!,The little shit!,90
123,'ומה לגבי קית ,What about Keith ,'And what about Keith,89
124,-מה אתה מתכוון לעשות ,- What you going to do ,-What are you going to do,91
125,-אתה חלאה ,Are you awake ,- You're a scumbag,62
126,מה אני אמור לעשות ,What am I supposed to do ,What am I supposed to do,100
127,אין לי מושג לאן הם לקחו אותו את יודעת ,I don't know where they've taken him ,I have no idea where they took him you know,63
128,אז תסתמי את הפה!,So shut up!,So shut up!,100
129,מה עושה הרובה הזה בחדר שלך ,What's that gun doing in your room ,What is this rifle doing in your room?,76
130,נניח שאתקשר למשטרה  ואומר להם שיש בחור במלון שלי שמתכנן לירות במישהו ,Suppose I phone the police told them there's a bloke in my hotel who's planning to shoot somebody ,Suppose I call the police and tell them there's a guy in my hotel planning to shoot someone,78
131,את לא תעשי זאת ,You wouldn't do that ,You will not do that,80
132,איך אתה יודע שלא ,How do you know I wouldn't ,How do you know not,76
133,כי אני יודע שאת לובשת תחתונים סגולים ,'Cause I know you wear purple underwear ,Because I know you're wearing purple panties,76
134,ומה זה אמור להביע ,What's that supposed to mean ,And what it is meant to express,61
135,אתה ער ,Are you awake ,Are you awake,100
136,לא ,No ,No,100
137,אתה רוצה ארוחת בוקר ,Do you want breakfast ,You want breakfast,92
138,את בטח צוחקת ,You must be joking ,You must be laughing,79
139,אני לעולם לא אוכל ארוחת בוקר ,I never eat breakfast ,I never eat breakfast,100
140,ישנת טוב ,Did you sleep well ,you slept well,81
141,ואתה ישנת טוב ,Did you sleep well ,And you slept well,83
142,כן תודה ,Yes thank you ,Yes thank you,100
143,את עייפה ,Are you tired ,Are you tired,100
144,לא ,No ,No,100
145,אתה עייף ,Are you tired ,you are tired,100
146,לא אני לא עייף ,No I'm not tired ,No I'm not tired,100
147,את אוכלת ארוחת בוקר ,Do you eat breakfast ,You're eating breakfast,79
148,תכניס אותנו לעניינים ג'ק ,Put us in it Jack ,"Get us started, Jack",61
149,אל תיתן לנו להפריע לך ,Don't let us interrupt you ,Do not let us disturb you,67
150,הייתי צריך לנחש ,I might have guessed ,I had to guess,71
151,מצטער שהתפרצנו כך ג'ק אבל חייבים לציית לפקודות ,Sorry about this Jack Orders are orders ,Sorry we broke out like that Jack but must obey orders,60
152,ג'ראלד התקשר אלינו באמצע הלילה ,Gerald phoned us up in the middle of the night ,Gerald called us in the middle of the night,81
153,הוא שמע שהפכת למטרד ,He'd heard you'd been making a nuisance of yourself ,He heard you had become a nuisance,68
154,אנו צריכים להחזירך ללונדון ,We've got to take you back to London ,We need to get you back to London,84
155,הוא אמר שמבחינתו זאת תהיה טובה גדולה ,He said it'd be doing him a big favor ,He said that for him it would be a great favor,60
156,אנחנו יודעים שאתה רותח מזעם וכך גם ג'ראלד וסיד ,We know you're all steamed up so do Gerald and Sid ,We know you're boiling with rage and so are Gerald and Sid,69
157,אבל הם היו חייבים לנהוג בדרך דיפלומטית ,But they have to be diplomatic ,But they had to behave diplomatically,84
158,כעת  נסו להחזיר אותי ללונדון ,We've got to take you back to London ,Now try to get me back to London,71
159,ג'ק אינך חושב שעדיף שתתלבש קודם ,Jack don't you think you ought to get dressed first ,"Jack, you do not think it's better for you to get dressed first",81
160,אתה יודע שלא תשתמש בזה ,You know you won't use it ,You know you will not use it,87
161,לרובה הוא התכוון ,The gun he means ,For the rifle he meant,63
162,החוצה!,Out!,outside!,60
163,החוצה!,Out!,outside!,60
164,החוצה!,Out!,outside!,60
