,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-אני לא רוצה ,- I don't want to  ,-I do not want,79
1,טוני  הי תרזה תישארי כאן ,Tony  Hey Teresa stay here ,Tony Hi Theresa Stay here,92
2,-בואי קחי משקה ,Have a drink ,- Let's have a drink,80
3,-אני לא רוצה לשתות ,- I don't want to  ,- I do not want to drink,81
4,-קרל תן לתרזה לשתות ,- Carl give her a drink ,-Carl let Theresa drink,74
5,-אני לא רוצה!,- I don't want one!,-I do not want!,83
6,ממזר מטורף יש על הגג ,Crazy bastard's on the roof ,There's a crazy bastard on the roof,87
7,ג'וני!,Johnny!,Johnny!,100
8,זה אני צ'רלי!,It's me Charlie!,It's me Charlie!,100
9,אני אירה באורות של האמפייר סטייט בילדינג ,I'll shoot the light out in the Empire State Building ,I'll shoot the Empire State Building lights,88
10,זה אני ,It's me ,This is me,71
11,הי מה יש לך שם למעלה ,Hey what do ya got up there ,Hi what do you have up there,76
12,38!,A 38!,38!,67
13,מה לא בסדר אצלו ,What's wrong with him ,What's wrong with him?,100
14,אני אעיף את המזדיין הזה מהגג ,I'll throw that fucker off the roof ,I'll blow this fucker off the roof,78
15,אוי חרא ,Oh shit ,Oh shit,100
16,גברת אני מצטער ,Hey lady I'm sorry ,Madam I'm sorry,67
17,גברת לא התכוונתי אני נשבע באלוהים!,Lady I didn't mean it I swear to God!,Madam I did not mean I swear to God!,79
18,אני נורא מצטער ,I'm very sorry ,I'm so sorry,69
19,מה התחרפנת ,What are you doin' ,What you freaked out,70
20,מה אתה עושה ,What are you doin' ,What are you doing,97
21,הפחדתי אותם מהתחת!,I scared the shit out of 'em!,I scared them out of my ass!,74
22,מצחיק מאוד ,Very funny ,Very funny,100
23,תן לי את זה ,Give me that ,give me that,100
24,דפקתי באישה ההיא ,- What the fuck ,I fucked that woman,62
25,ניסיתי לפגוע בחבל כביסה שלה ,I tried to get her clothesline ,I tried to hit her clothesline,87
26,מה לא בסדר אצלך ,What's wrong with you ,What's wrong with you?,100
27,למה אתה מתכוון לא בסדר אצלי ,What's wrong with you ,What do you mean wrong with me?,78
