,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,"טודי ניהל את הקאבסטאנד 'ואת הפיצרייה 'בלה וויסטה  ועוד מקומות בשביל אח שלו פולי שהיה אז ה""בוס"" של השכונה",Tuddy ran the cabstand and the Bella Vista Pizzeria and other places for his brother Paul who was the boss of the neighborhood,"Todudi managed the Cubsand 'and the pizzeria' Bella Vista and other places for his brother Polly who was then the neighborhood's ""boss""",86
1,פולי אולי זז לאט  אבל זה היה רק בגלל שפולי לא היה צריך לזוז בשביל אף אחד,Paulie might have moved slow but it was only because Paulie didn't have to move for anybody,Polly may have moved slowly but it was just because Polly shouldn't have been moved for anyone,67
2,-אתה התחלת עם זה!,- You started it!,-You started with that!,63
3,אני התחלתי,I started it,I started,86
4,זאת אשמתך,- It's your fault,This is your fault,85
5,בהתחלה הוריי אהבו תעובדה שמצאתי עבודה בצד השני של הרחוב,At first my parents loved that I found a job across the street from the house,At first my parents loved to work that I found work on the other side of the street,66
6,אבי שהיה אירי נשלח לעבוד בגיל 11,My father who was Irish was sent to work at the age of 11,My father who Irish was sent to work at the age of 11,96
7,הוא אהב את זה שהשגתי לעצמי עבודה,He liked that I got myself a job,He loved that I have achieved myself work,63
8,הוא נהג לומר שהילדים האמריקנים הם חבורה של עצלנים מפונקים,He always used to say that American kids were spoiled lazy,He used to say that American children are a bunch of spoiled laziness,69
9,הנרי!,Henry!,Henry!,100
10,אמי שמחה לאחר שגילתה שסיסרו  הגיע מאותו חלק של סיציליה ממנו היא באה,My mother was happy after she found out the Ciceros came from the same part of Sicily as she did,My mother was happy after discovering that Basero came from the same part of Sicily from which she came,78
11,בשביל אמי  זו הייתה התשובה לכל תפילותיה,To my mother that was the answer to all her prayers,For my mother it was the answer to all her prayers,85
12,הייתי הילד הכי בר-מזל בעולם,I was the luckiest kid in the world,I was the most lucky boy in the world,81
13,יכולתי ללכת לכל מקום לעשות הכל,I could go anywhere do anything,I could go anywhere to do everything,66
14,הכרתי את כולם וכולם הכירו אותי,I knew everybody and everybody knew me,I knew everyone and everyone knew me,86
15,אבל לא לקח הרבה זמן  עד שהורי שינו את דעתם בקשר לעבודה שלי בקאבסטאנד,But it wasn't too long before my parents changed their minds about myjob at the cabstand,But it didn't take a long time for my parents to change their minds about my work in Kabastand,67
16,בשבילם זו הייתה אמורה להיות עבודה במשרה חלקית,For them it was supposed to be a part-timejob,For them it was supposed to have a part -time job,84
17,אבל בשבילי  עבדתי במשרה מלאה,But for me it was definitely full time,But for me I worked full time,72
18,זה כל מה שרציתי לעשות,That's all I wanted to do,That's all I wanted to do,100
19,אנשים כמו אבי לעולם לא יבינו אבל אני לקחתי חלק במשהו,People like my father could never understand but I was part of something,People like my father will never understand but I have taken part in something,81
20,תגיד לו ש-519,Tell him 519,Tell him that 519,83
21,בכל יום למדתי לחשב,Every day I was learning to score,Every day I learned to calculate,65
22,דולר פה דולר שם,A dollar here a dollar there,Dollar dollar there,81
23,חייתי בתוך פנטזיה,I was living in a fantasy,I lived in a fantasy,80
24,עצבני בגלל שהוא הרוויח מעט כסף עצבני בגלל שאח שלי מייקל  היה על כיסא גלגלים,Pissed that he made such lousy money that my brother Michael was in a wheelchair,Nervous because he made a little nervous money because my brother Michael was on a wheelchair,65
25,ספר לי על זה,Tell me about this,tell me about it,76
26,"זה מכתב מבי""ס",It's a letter from school,This letter from Shas,61
27,זה אומר שלא היית שם כבר כמה חודשים,It says you haven't been there in months,This means you haven't been there for a few months,69
28,חודשים!,In months!,Months!,80
29,רוצה לגדול להיות בטלן,Want to grow up to be a bum,Would like to grow to be a void,62
30,לאחר זמן מה הוא היה עצבני בעיקר בגלל שאת רוב זמני ביליתי בהקאבסטאנד,After a while he was mostly pissed because I hung around the cabstand,After a while he was nervous mainly because most of you spent in the Cubsand,66
31,הוא ידע מה הולך שם,He knew what went on there,He knew what was going there,74
32,אבל האמתי שלא היה אכפת לי,But by then I didn't care,But I real I didn't care,73
33,אני לא יכול לבצע יותר משלוחים,I can't make any more deliveries,I can't make more deliveries,93
34,מה,What,what,100
35,אבא שלי אמר לי שהוא יהרוג אותי,My dad says he'll kill me,My dad told me he would kill me,68
36,בוא איתי,Come with me,Come with me,100
37,-זה זה ששם,- Is that him there,-The one that is there,68
38,-לא,- No,-No,100
39,-ומה עם זה,- That's the guy,-No with that,62
40,-לא,- No,-No,100
41,-זה הבחור!,- That's the guy,-It's the guy!,69
42,-תפסו אותו,- Get him,-Caught him,71
43,-בוא הנה חתיכת חרא,- Come here you piece of shit,-Mo here is a piece of shit,72
44,-יודע מי זה הילד הזה,- Know this kid,-We know who this kid is,72
45,-יודע איפה הוא גר,- Know where he lives,-We know where he lives,93
46,מעכשיו כל מכתב שיגיע מבית הספר לבית שלו מועבר ישירות לכאן,From now on any letter from school to his house comes directly here,From now on every letter coming from school to his home is transferred directly here,78
