,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,ניק ,- Nick!,Nick,100
1,תרד ותן לנו יד ,- Get off and give us a hand!,Come down and give us a hand,74
2,ניק איימי ,Nick Amy ,Nick Amy,100
3,היי איימי בן הזוג שלך כאן ,Hey Amy your date's here ,Hi Amy your partner here,67
4,תמהרו הוא בא ,Hurry up He's coming!,Hurry he's coming,92
5,כאן!,- Down here!,Here!,62
6,מר זלינסקי ,- Mr Szalinski!,Mr. Zlinsky,82
7,למטה!,- Down here!,down!,62
8,הצילו!,- Help! - Help!,H E L P!,62
9,הצילו!,- Help! - Help!,H E L P!,62
10,הצילו!,- Help! - Help!,H E L P!,62
11,איפה הספה שלי ,Where's my couch ,Where's my couch?,100
12,מה הוא חירש ,What is he deaf ,What is deaf,89
13,אנחנו קטנים מדי ,We're too small ,We're too small,100
14,הוא לא יכול לשמוע אותנו ,He can't hear us ,He can not hear us,94
15,אני לא מאמין לזה ,I don't believe this ,I can not believe this,86
16,איזה יום ,What a day ,What a day,100
17,זה הכל באשמתך ,This is all your fault!,It's all your fault,88
18,חמש שנים ,- Five years  ,five years,100
19,לא אבא זה עובד!,- No Dad it works!,No Dad it works!,100
20,זלינסקי אל תעשה את זה ,- Szalinski don't do it!,Zlinsky Do not do that,70
21,לא מר זלינסקי אבא ,- No! Mr Szalinski! - Dad!,Not Mr. Zlinsky Dad,86
22,את אפילו לא עובדת ,You don't even work!,You're not even working,71
23,רוץ ניק!,Run Nicky!,Run Nick!,94
24,תישאר שם יש זכוכיות בכל מקום ,Stay there! There's glass everywhere here now ,Stay where there is glass everywhere,85
25,לא אבא!,- No! - Dad!,Not Dad!,92
26,רוץ ניק!,Run Nicky!,Run Nick!,94
27,לכו ,Go!,Go,100
28,לא!,No!,No!,100
29,מישהו!,Somebody!,someone!,67
30,לא עכשיו קוורק ,Not now Quark ,Not now Quark,100
31,או ניק ,Ow! Nick ,Or Nick,86
32,אני כאן ,- I'm over here ,I'm here,76
33,אז של מי היד הזאת ,- Then whose arm is this ,So whose hand is this,74
34,אני לא יודע אבל אני לא מחכה לברר ,I don't know but I'm not waitin' around to find out ,I do not know but I am not waiting to find out,85
35,תזוז ,Move over ,Move,62
36,זה מזכיר לי את החצר האחורית ,Reminds me of the backyard ,It reminds me of the backyard,95
37,משהו אומר לי שאנחנו לא הולכים לדוג בסוף השבוע הזה ,Something tells me we're not going fishing this weekend ,Something tells me we're not going fishing this weekend,100
38,זה יעשה אותך שמח ,- That should make you happy ,It will make you happy,67
39,אבא יכול לתקן אותנו נכון ניק ,Dad can fix us right Nick ,Dad can fix us right Nick,100
40,אני אני חושב  או נהדר ,L  I think so - Oh great ,I I think or great,82
41,אנחנו רק צריכים לחזור לבית ,- We just have to get back to the house ,We just need to get back home,76
42,אני לא חוזר אף פעם לבית שלכם ,I'm never goin' back to your house!,I'll never go back to your house,92
43,אני הולך הביתה ,I'm goin' home ,I'm going home,96
44,בוא ראס ,Come on Russ ,Come Russ,86
45,ראס ,- Russ ,Russ,100
46,תגיד לי את האמת ,- Tell me the truth ,Tell me the truth,100
47,האם אביך יכול לעזור לנו ,- Could your Dad help us - Russ!,Can your father help us,64
48,ראס אנחנו אמורים ללכת לדוג ,We're supposed to go fishing!,Russ we're supposed to go fishing,92
49,איך אתה הולך כפיתיון ,How are you going as bait ,How do you go as bait,78
50,איזה מכשיפה ,What a witch!,What an witch,96
51,ראס אתה יורד או מה ,Russ you comin' down or what ,Russ are you coming down or what,92
52,ובכן אי אפשר להישאר כאן ,Well we can't stay here ,Well you can not stay here,73
53,אני חושבת שעלינו להישאר ביחד ,Well I think we should stick together ,I think we should stay together,85
54,אז בואי ,Come on Ron ,so come,67
55,ניקי ,Nick!,Nikki,67
56,אני לא חושבת שאנחנו בקנזאס יותר טוטו  אני לא חושב שאנחנו בשרשרת המזון דורותי ,I don't think we're in Kansas anymore Toto I don't think we're in the food chain anymore Dorothy ,I do not think we are in Kansas more Toto I do not think we are in the Dorothy food chain,90
57,בוא רון ,Come on Ron ,"Come on, Ron",100
58,אנחנו הולכים איתם ,We're gonna go with them ,We go with them,77
59,מה אתה נותן לבחורה להגיד לך מה לעשות ,What You let a girl tell you what to do ,What do you let a girl tell you what to do,96
60,תראה רון פה למטה אתה הולך להקשיב לי ,Look Ron down here you're gonna listen to me ,Look Ron down here you're going to listen to me,92
61,מעכשיו אתה הולך לעשות מה שאני אומר!,From now on you're gonna do what I say!,From now on you are going to do what I say!,82
62,רוץ!,Run!,Run!,100
63,נהדר סיר ראסל טומסון זה רק פרפר ,Great Sir Russell Thompson stalking the rogue butterfly ,Great Potter Russell Thomson is just a butterfly,66
64,"אנחנו עכשיו בגובה של חצי סנטימטר  ו-19 מטר מהבית  זה שווה ערך ל-2 ק""מ!",We're now a quarter of an inch tall  and 64 feet from the house That's the equivalent of 3 2 miles ,We are now at a height of half an inch and 19 feet from the house it is equivalent to 2 miles!,67
65,זאת דרך ארוכה אפילו לאיש מדע ,That's a long way even for a man of science ,This is a long way even for a scientist,73
66,ניק יש לי שש שעות להגיע הביתה לגדול ולהגיע לקניון ,Nick I've got six hours to get home get big and get to the mall ,Nick I have six hours to get home to grow up and get to the mall,82
67,עכשיו תזוזו ,Now get moving!,Now move,64
68,לפרפר היתה תפרושת כנפיים בגודל של 12 5 מטר!,That butterfly had a wingspan of 42 feet!,The butterfly had a wingspan of 12 5 meters!,77
69,ניק ,Nick!,Nick,100
70,נחש מה ,- Guess what I s  ,Guess what,83
71,תראי דיאן ,- Look Diane  ,Look at Diane,87
72,מכרתי בית ,- I sold a house ,I sold a house,100
73,באמת זה נהדר ,- Really That's great!,It really is great,65
74,כן אתה מכיר את האחוזה הגדולה ,Yeah you know that big estate ,Yes you know the big estate,89
75,הייתי צריכה להראות אותה להם 12 פעמים ,I only had to show it to them 12 times ,I had to show it to them 12 times,93
