,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,תראו תראו הוק שלי,Looky looky I got Hooky,Look Look at my Hook,79
1,הוק!,Hook!,Hook!,100
2,לא!,No!,No!,100
3,-אתה יודע מה הייתי רוצה,- Do you know what I wish - What,-You know what I would like,67
4,אבא אני מצטער,Oh Dad I'm sorry,Dad I am sorry,73
5,אתה מוכן פיטר,Are you ready for me Peter,You are ready for Peter,94
6,אני רוצה ללכת הביתה,I wanna go home,I want to go home,81
7,על מה אתה מדבר,What are you talking about,What are you talking about,100
8,אתה בבית,You are home,You're home,70
9,לאן אתה הולך,Where are you going,Where are you going,100
10,משתה ניצחון!,Victory banquet!,Finance Victory!,73
11,פיטר!,Peter!,Peter!,100
12,לאן אתה הולך,Where are you going,Where are you going,100
13,חזור הנה והילחם איתי!,Come back here and fight me!,Repeat here and fight with me!,61
14,אתה זקוק לאמא מאוד-מאוד,You need a mother very very badly!,You need a very very-very,69
15,סמי עקוב אחריי,Smee follow me,Sami followed me,80
16,במדרגות,Stairs,In the stairs,63
17,אתה שומע אותי,Do you hear me,do you hear me,100
18,מה אתה רוצה זקן,What do you want old man,What do you want old,91
19,והקרס מחכה פיטר פן,And the Hook is waiting Peter Pan,And the hook awaits Peter Penn,67
20,-מוות הוא ההרפתקה הגדולה ביותר,Death is the only adventure you have left,-Death is the biggest adventure,62
21,מוות הוא ההרפתקה היחידה שעוד נותרה לך,Death is the only adventure you have left,Death is the only adventure you still have,87
22,אתה יודע שאתה לא ממש פיטר פן,You know you're not really Peter Pan don't you,You know you don't really Peter Penn,83
23,כשתתעורר תהיה שוב פיטר בנינג  אדם קר ואנוכי שמפריז בשתייה רדוף תאווה להצליח  הבורח ומסתתר מאשתו ומילדיו,When you wake up you'll just be Peter Banning  a cold selfish man who drinks too much is obsessed with success  and runs and hides from his wife and children,"When you wake up, Peter Benning will again be a cold and selfish man who overstate a haunted drinking lust for the escape and hides from his wife and children",73
24,-אני מאמין בך,I believe in you,-I belive in you,97
25,-אני מאמין בך,I believe in you,-I belive in you,97
26,-אני מאמין בך פיטר,I believe in you Peter,-I believe in you Peter,100
27,אני מאמינה בך,I believe in you,I believe in you,100
28,אתה פיטר פן,You are the Pan,You fired Penn,62
29,אני מאמינה בך  פיטר פן,I believe in you  Peter Pan,I believe in you Peter Penn,94
30,אני חושב שלא אני חושב שהוק מפחד מהזמן שחולף!,I think not I think James Hook's afraid of time ticking away!,I think I don't think it's afraid of the past time!,65
31,אני נופל,I am fallen,I'm falling,64
32,אתה חייב לי משהו,You owe me something,You owe me something,100
33,מגיע לך למות,You deserve to die,You deserve to die,100
34,אבא  בוא נלך הביתה בבקשה,Daddy  let's go home please,Dad let's go home please,96
35,הוא סתם איש זקן בלי אמא,He's just a mean old man without a mommy,Is just an old man without a mother,75
36,בוא נלך,Let's go,let's go,100
37,ככלות הכל איפה היה העולם בלי  קפטן הוק,After all what would the world be like without  Captain Hook,In all of all where the world was without Captain Hawk,67
38,אני רוצה שתיקח את ספינתך ותסתלק,I want you to take your ship and go,I want you to take your ship and get away,89
39,מה קורה,What's happening,What's going on,65
40,מה קורה,What's happening,What's going on,65
41,אני רוצה את אמא שלי!,I want my mommy!,I want my mom!,93
42,הוק איננו,No more Hook!,Hook is not,70
43,מה קרה פיטר,What's happening,What happened to Peter,63
44,אני לא יכול להישאר ולשחק,I can't stay and play,I can't stay and play,100
45,עשיתי את מה שהייתי צריך לעשות עתה עליי לחזור,I've done what I came to do and now I have to go back,I did what I had to do now I have to come back,81
46,לא פיטר בבקשה,No Peter please,Not fired please,65
47,ג'ק מגי  כל שעליכם לעשות הוא רק לחשוב מחשבה אחת נעימה ותוכלו לעוף כמוני,Jack Maggie  all you have to do is think one happy thought and you'll fly like me all you have to do is think one happy thought and you'll fly like me,Jack Maggie all you have to do is just think one pleasant thought and you can fly like me,66
48,אבא שלי פיטר פן,My dad  Peter Pan,My dad Peter Penn,91
49,טינק את יודעת את הדרך,Tink you know the way,Tink you know the way,100
50,אל תעזוב אותנו פיטר אל תגיד שלום,Don't leave us Peter and don't say good-bye,Don't leave us Peter Don't Say Hello,81
51,אתם הילדים האבודים שלי,You're all my Lost Boys,You are my lost kids,70
52,לא אשכח אתכם,I'll never forget you,I will not forget you,71
53,לעולם לא,Never,Never,100
54,על הקטנים,Little ones,On the little ones,76
55,זה היה משחק נהדר,That was a great game,It was a great game,90
56,אני מכיר אותה,I know her,I know her,100
57,היא נראית כמו מלאך,She looks like an angel,She looks like an angel,100
58,לא נעיר אותה עדיין,Let's not wake her yet,We will not wake her yet,70
