,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-ממה ,- A what ,- From what,67
1,מאבנים!,A stone!,From stones!,67
2,את בום מבומיטוני גרופ ,- Are you Bom from Bomitoni group ,The boom from Bumitoni Group,78
3,מותק איתי אל תשחקי את הכוכבת אל תדאגי היא מתה על זה שמזהים אותה תשתי אתנו משהו,Don't come the star with me twat She loves being recognised Have a drink with us ,Honey with me do not play the star do not worry she died for being recognized drink something with us,65
4,חשבתי שאמרת קולה ,I thought you said Coca-Cola ,I thought you said her voice,68
5,התבלבלתי,I got confused ,I was confused,71
6,-איפה הבנים מהלהקה ,- Where are the guys from the band - They're on military service ,-Where are the boys from the band,63
7,-בצבא בצבא אני מהכפר של טוני,- I come from the same place as Toni ,-In the Army I'm from Tony's village,61
8,-באמת ,- Really ,-really,100
9,-גם אני אומנית,- I'm an artist too ,- I'm an artist too,100
10,-מה את עושה ,- What do you do ,-What do you do,100
11,אני שרה ,I'm a singer ,IM singing,64
12,אבל לא בסגנון שלך פלמנקו רוק,Not like you a different style Flamenco rock ,But not in your style flamenco rock,78
13,-פלמנקו רוק מה זה ,- What - Flamenco rock What's that ,- Flamenco Rock What is it?,67
14,זה כמו רומנסה אבל עם נגיעה בינלאומית,It's kind of like a ballad but international ,It's like a romance but with an international touch,69
15,תני לי לדבר ,Let me speak ,Let me talk,78
16,את עובדת ,Are you working ,You are working,100
17,עכשיו אני עובדת בבר אמריקאי מגישה משקאות לא יותר מזה,I'm working in a bar to pay the rent but just serving drinks ,I now work at an American bar serving drinks no more than that,61
18,-מה היא אמרה ,- What did she say ,-what did she say,100
19,-שהיא עובדת בבר אמריקאי,- She's working in a bar ,- That she works in an American bar,62
20,-מגישה משקאות לא יותר,- Just serving drinks ,- Serves no more drinks,60
21,-אף אחד לא אמר אחרת הסוכן שלי מארגן לי מסע הופעות בצפון בילבאו סאן סבסטיאן והסביבה כנראה גם תקליט,- No one suggested anything else My agent's promised me a tour in the north Bilbao San Sebastian all around there ,-No one said otherwise my agent is organizing a tour for me in North Bilbao San Sebastian and the surrounding area probably also a record,66
22,אולי אני אוכל לעזור לך יש לי סוכנות,I might be able to help you I've got an agency ,Maybe I can help you I have an agency,65
23,-באמת ,- Really ,-really,100
24,-אולי  ,- Maybe  ,-Maybe,100
