,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אני אנסה ,I'll try ,I'll try,100
1,אתה יודע מה אתה צריך לעשות ,You know what you gotta do ,You know what you need to do,74
2,עשה את זה ,Do it ,Do it,100
3,עשה את זה ,Do it ,Do it,100
4,תודה דיוק ,Thanks Duke ,Thanks Duke,100
5,לא יכולתי להישאר שם יותר ,I couldn't stay away any more ,I could not stay there anymore,68
6,התגעגעתי אליך ,I missed you ,I missed you,100
7,התגעגעתי אליך ,I missed you ,I missed you,100
8,אני איתך יהיה מה שיהיה ,I'm with you no matter what ,I will be with you whatever it is,60
9,דראגו!,Drago!,Drago!,100
10,שלום וחג מולד שמח ממקום יוצא דופן ,Hello and merry Christmas from a very unusual place ,Peace and Merry Christmas from an extraordinary place,65
11,אנחנו במוסקווה ,We're in Moscow ,We are in Moscow,77
12,אני בארי טומקינס יחד עם אל בנדיארו וזה עתיד להיות הקרב הנצפה ביותר בתולדות האיגרוף ,I'm Barry Tompkins along with Al Bandiero and this promises to be the most watched event in boxing history ,I'm Barry Tomkins along with Al Bandiaro and it's going to be the most watched fight in boxing history,85
13,סוס הברזל מאמריקה רוקי בלבואה מגיע לברית המועצות ,The Iron Horse from America Rocky Balboa comes here to the Soviet Union  ,The Iron Horse from America Rocky Balboa arrives in the Soviet Union,82
14,איוון דראגו ,Ivan Drago:,Ivan Drago,100
15,"מאז הטרגדיה בלאס וגאס ומותו של אפולו קריד הוא זכה לכינוי החדש ""מוות מלמעלה"" ","Since that tragedy in Las Vegas and the death of Apollo Creed he's been re-nicknamed ""Death from Above"" ","Since the tragedy in Las Vegas and the death of Apollo Creed, he has been nicknamed ""Death from Above""",94
16,המזכיר הכללי של ברית המוצעות וחברים נוספים בפוליטבורו עשו את דרכם למושבים המשקיפים על הזירה מלמעלה ,The general secretary of the Soviet and other members of the Politburo have now made their way to their seats high above the ring here in Moscow ,The Secretary-General of the Proposed Alliance and other members of the Politburo made their way to the seats overlooking the arena from above,73
17,אני יודע שאתה עסוק אבל אני רוצה לומר לך משהו שלא אמרתי מעולם ,I know you're kinda busy but I wanna tell you some things I never told you ,I know you're busy but I want to tell you something I never said,77
18,אני יודע שלפעמים אני מתנהג בטפשות ואומר דברים טפשיים אבל נשארת איתי כשאחרים היו אומרים תיפטר מהאפס הזה נתת לי כבוד ,"I know sometimes I act stupid and I say stupid things but you kept me around when other people would've said ""Drop that bum "" You give me respect ",I know sometimes I act stupid and say stupid things but stay with me when others would say get rid of this zero you gave me respect,74
19,קשה לי לומר את זה כי זה לא הסגנון שלי אבל אם הייתי יכול להפשיט את עצמי ולהיות מישהו אחר הייתי רוצה להיות אתה ,It's hard for me to say these kinda things because that ain't my way but if I could unzip myself and step out and be someone else I'd wanna be you ,It's hard for me to say this because it's not my style but if I could undress myself and be someone else I would want to be you,80
20,אתה נשמה רוקי ,You're all heart Rock ,You're a Rocky soul,65
21,תודה פולי ,Thanks Paulie ,Thanks Polly,72
22,אני אנסה ,I'll try ,I'll try,100
23,אחד המתאגרפים עושה את דרכו דרך הקהל אל הזירה ,One of the fighters is starting to make his way through this crowd toward the ring ,One of the boxers makes his way through the crowd to the arena,65
24,-הקשיבו לקהל הזה !,- Listen to this crowd!,- Listen to this audience!,74
25,-זה גובל בשנאה טהורה ,- This borders on pure hatred ,-It borders on pure hatred,85
26,פניו של רוקי ממש כמו אבן כולו מרוכז לא נראה שקריאות הבוז של הקהל מטרידות אותו ,Rocky's face: Absolutely like stone a picture of concentration and the booing crowd here does not seem to bother him one bit ,Rocky's face just like a whole concentrated stone does not seem to be bothered by the crowd's shouts of contempt,67
27,לאלוף יש מבט שיכול לחדור דרך עופרת ,The champ has a look that could burn through lead ,The champion has a look that can penetrate through lead,79
28,נראה שלקריאות הבוז של הקהל פשוט אין שום השפעה על האיש ,It seems the booing crowd has absolutely no effect on the man ,It seems that the contemptuous cries of the audience simply have no effect on the man,63
29,הריכוז שלו כמו סלע ,His concentration is like stone ,Its concentration is like a rock,83
30,-זה אבא שלי ,- That's my dad ,-This is my dad,67
31,-אנחנו יודעים ,- We know ,-we know,100
32,מה אתה חושב שאנחנו חנונים ,What do you think we are - nerds ,What do you think we're nerdy,85
33,תקשיבו לקהל ,Listen to this crowd ,Listen to the audience,67
34,זה נשמע מטורף ,- That's my dad ,That sounds crazy,60
35,ועכשיו נכנס האלוף הלאומי הרוסי ,And now the entrance of the Russian national champion ,And now the Russian national champion has entered,84
36,איוון דראגו אדם שמדינה שלמה ניצבת איתו בפינה ,Ivan Drago a man with an entire country in his corner ,Ivan Drago is a man with whom an entire country stands in the corner,83
37,תראו את ההבעה על פניו של דראגו ,Look at the expression on the face of Ivan Drago ,Look at the expression on Drago's face,86
38,הוא נראה אטום לגמרי לטירוף הזה של הקהל ,He seems impervious to this madness of the crowd ,He seems completely opaque to this crowd madness,67
39,הוא כמו הר געש שרק ממתין להתפרץ ,He's like a volcano just waiting to erupt ,It's like a volcano just waiting to erupt,95
40,הרוסי קר-רוח מרכין ראשו כלפי המנהיג ,The Russian is cool as he acknowledges his premier ,The cold-blooded Russian bows his head towards the leader,60
41,זה איננו קרב על תואר ,This is not for the title ,This is not a title fight,76
42,ועדת האיגרוף האמריקנית לא אישרה אותו ,The American Boxing Commission has not sanctioned it ,The U.S. Boxing Commission did not approve it,71
43,גבירותי ורבותי  זה לא יאומן ,Ladies and gentlemen  Rocky Balboa! It's unbelievable ,Ladies and gentlemen it is unbelievable,80
44,איוון דראגו!,Ivan Drago!,Ivan Drago!,100
45,הם מריעים לאלוף שלהם!,Roaring for their champion!,They cheer for their champion!,69
46,שני הגברים מתקרבים למרכז הזירה ,The two men are walking to the centre ,The two men approach the center of the arena,67
47,הרוסי מתנשא מעל האמריקאי ,The Russian towers above the American ,The Russian towers over the American,85
48,זה ממש דויד וגולית ,It's a true case of David and Goliath here ,It's really David and Goliath,65
49,זה לא ייאמן  ,It's unbelievable the  ,It's unbelievable,89
50,הכושר של שני הגברים ,the condition of both men ,The fitness of both men,79
51,אני חייב לשבור אותך ,I must break you ,I have to break you,74
52,זוכר שאמרתי שאני רוצה להיות אתה ,Remember what I said about wanting to be you ,Remember I said I want to be you,79
53,שכח מזה ,Forget it ,forget about it,75
54,תודה פול ,Thanks Paul ,Thanks Paul,100
55,תכה בו ישר ותהיה כמו סלע בשבילי אתה מבין ,Take it straight to him and be a rock for me you understand ,Hit it straight and be like a rock for me you see,72
56,תהיה סלע בשבילי ,Be a rock for me! Be strong!,There will be a rock for me,72
57,תהיה חזק בסדר ,Be a rock for me! Be strong!,Be strong and fine,64
58,תעשה את זה!,Do it!,do it!,100
59,הנה הפעמון ,There's the bell ,Here's the bell,71
60,רוקי נע למרכז הזירה כמו הרוסי נכנס לפינה של בלבואה ,Rocky comes to the centre of the ring like the Russian way back into Balboa's corner now ,Rocky moves to the center of the arena as the Russian enters the corner of Balboa,72
61,-צא משם !,- Get outta there!,- Get out of there!,84
62,בלבואה יוצא מהפינה ודראגו מכה אותו לאחור ,Balboa gets out of the corner and it is Drago backing Rocky up with a jab ,Balboa comes out of the corner and Drago hits him backwards,67
63,רוקי מאבד את שיווי המשקל בגלל הסנוקרת הארוכה של הרוסי ,And Balboa is not staying on balance because of the long jab of the Russian ,Rocky loses his balance because of the Russian's long snooker,68
64,תמוך את עצמך!,Brace yourself!,Support yourself!,67
65,תמוך את עצמך!,Brace yourself!,Support yourself!,67
66,ידיים למעלה!,Hands up!,Hands up!,100
67,-עכשיו !,- Now!,-Now!,100
68,דראגו פשוט מחייך אליו ,And Drago just smiled at him ,Drago just smiles at him,88
69,-המשך להכות !,- Keep chopping' away!,- Keep hitting!,60
70,רוקי בלבואה בצרות רציניות ,Rocky Balboa is in serious trouble!,Rocky Balboa in serious trouble,95
71,ייתכן שייאלצו להפסיק לפני שמישהו ייהרג ,They might have to stop this one before somebody gets killed ,They may have to stop before someone is killed,74
72,התקרב ותפוס אותו!,Reach and grab him!,Get up and grab it!,61
73,התקרב ותפוס אותו!,Reach and grab him!,Get up and grab it!,61
74,רוקי העיר את הענק הישן ועכשיו הוא משלם את המחיר!,Rocky woke the sleeping giant and now he's paying the price!,Rocky woke up the old giant and now he's paying the price!,86
75,ימנית מדראגו שולחת את רוקי חמישה מטר לאורך הזירה והאלוף נפל!,A right hand from Drago sends Rocky Balboa 15 feet across the ring and the champ is down!,Right from Drago sends Rocky five yards along the arena and the champion falls!,69
76,קום!,Get up!,get up!,100
77,ידיים למעלה!,Hands up!,Hands up!,100
78,ידיים למעלה!,Hands up!,Hands up!,100
79,דראגו ממשיך למחוץ את רוקי ,Drago continuing to punish Rocky ,Drago continues to crush Rocky,71
80,הוא לא נותן לו לצאת מהפינה ורוקי בלבואה פשוט מנסה לשרוד את הסיבוב הראשון ,He will not let him out of that corner and Rocky Balboa is just trying to get through this first round ,He does not let him out of the corner and Rocky Balboa is just trying to survive the first round,83
81,הרוסי השליך את רוקי בלבואה לפינה שלו כאילו היה בובת סמרטוטים ,The Russian just threw Rocky Balboa into his own corner like a rag doll ,The Russian threw Rocky Balboa into his corner as if he were a rag doll,80
82,שלוש דקות קשות מאוד עבור רוקי ,What a tough three minutes for Rocky Balboa ,Three very difficult minutes for Rocky,64
83,הוא לא רק נאבק ביריב בלתי-מנוצח הוא נאבק גם בקהל עויין מאוד כשהמנהיג הרוסי ורוב חברי הפוליטבורו צופים ,He's not only fighting an invincible opponent he's also fighting a hostile crowd and the Russian premier and most of the Politburo looking on ,He not only fights an invincible opponent he also fights a very hostile crowd while the Russian leader and most of the Politburo members watch,78
84,-מה קורה שם ,- What's happenin' out there ,-What is going on there,64
85,-הוא מנצח ,- He's winnin' ,- He wins,67
86,-תחבוט בזה שבאמצע ,- Hit the one in the middle ,- Hit the one in the middle,100
87,-בסדר לחבוט בזה שבאמצע !,- Hit the one in the middle ,- Okay to hit the one in the middle!,86
88,אתה לא עושה מה שאומרים לך ,Do what you gotta do!,You do not do what you are told,71
89,האמריקאי קטן וחלש ,The American is small and weak  ,The American is small and weak,100
90,חלש ,Weak ,weak,100
91,פגע לו בלב ,If you hurt him you'll take his heart ,It hit him in the heart,63
92,אם תכאיב לו אתה תפגע לו בלב ,If you hurt him you'll take his heart ,If you hurt him you will hurt his heart,84
93,תמשיך לעבוד!,Keep workin'!,Keep working!,96
94,סיבוב שני ,Round two ,second round,67
95,זה היה קרב חד צדדי עד עכשיו ,It's been a one-sided fight so far ,It has been a one-sided battle until now,62
96,רוקי יזדקק ליותר ממזל כדי לשרוד את הסיבוב הזה ,It'll take more than luck for Rocky to survive this round ,Rocky will need more than luck to survive this round,77
97,בלבואה מנסה להישאר במרכז הזירה כנגד הרוסי הגדול ,Balboa trying to stay in the middle of the ring against the big Russian ,Balboa tries to stay in the center of the arena against the Great Russian,75
98,תעשה מה שאתה צריך!,Do what you gotta do!,Do what you have to do!,76
99,תישאר איתו!,Stay with him!,Stay with him!,100
100,לכאורה בלבואה כבר אמור להיות גמור אבל הוא ממשיך להיאבק בזעם ,For all intent Balboa should be all finished but he's fighting back ferociously ,Allegedly Balboa is already supposed to be finished but he continues to fight the rage,63
101,רוקי!,Rocky!,Rocky!,100
102,הוא הורג אותו שם!,He's gettin' killed out there!,He kills him there!,65
103,רוקי בלבואה ספג עד עכשיו את המכות הכי מוצלחות של איוון דראגו ,Rocky Balboa has taken Ivan Drago's best punches so far ,Rocky Balboa has so far suffered the most successful blows from Ivan Drago,67
104,הוא פצוע והוא מדמם אבל הוא עדיין ניצב על הרגליים והוא ממשיך!,He's cut and he's bleeding but he's on his feet and he's on the run!,He is injured and he is bleeding but he is still standing on his feet and he continues!,75
105,-הוא פגע!,Get him!,- He hit!,62
106,הוא פגע !,Get him!,He hit!,62
107,-הרוסי נפגע !,- The Russian's cut!,- The Russian was hit!,72
108,וכעת רוקי בלבואה תוקף את איוון דראגו ,And now it's Rocky Balboa coming after Ivan Drago!,And now Rocky Balboa is attacking Ivan Drago,73
109,הכה בו!,You hurt him!,hit him!,63
110,הוא תופס את בלבואה בגרון!,He grabs Balboa by the throat!,He grabs Balboa by the throat!,100
111,בלבואה מרים את הרוסי ומטיח אותו ברצפה כמו מתאבק ,Balboa picking up the Russian and throws him to the ground like a wrestler ,Balboa picks up the Russian and slaps him on the floor like a wrestler,78
112,זאת מלחמה מלוכלכת!,It's a gutter war!,This is a dirty war!,61
