,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-דאיימונד אחד:,One diamond ,- One Diamond:,100
1,-ספייד:,Spade ,-Speed:,60
2,-פאס ,Pass ,-Pass,100
3,-פאס ,Pass ,-Pass,100
4,-תרוקן בבקשה את המאפרה ג'ו ,Empty the ashtray will you Joe dear ,-Please empty the ashtray Joe,67
5,-כמה גברים בחוץ מבקשים אותך ,- Some men outside asked for you ,-Some men out there are asking for you,72
6,-אני לא כאן ,- I'm not here ,- I'm not here,100
7,-זה מה שאמרתי ,- That's what I told them ,-that's what I said,68
8,אבל הם מצאו את המכונית שלך במוסך והם הולכים לגרור אותה ,But they found your car and they're going to tow it away ,But they found your car in the garage and they're going to tow it,84
9,איפה המאפרה  ,Where's the ashtray ,Where is the ashtray,97
10,ג'ו אפשר אולי לקבל את המאפרה ,Joe can't we have the ashtray ,"Joe, maybe you can get the ashtray",74
11,-אני רוצה לדבר איתך ,I want to talk to you for a minute ,-I want to talk to you,76
12,באו לקחת לי את המכונית ,They've come for my car ,They came to pick up my car,60
13,עכשיו שכחתי כמה ספייד כבר שמו ,Now I've forgotten how many spades are out ,Now I forgot how much Spade had already been named,63
14,-אני צריך כסף עכשיו ,- Look I need some money right now ,- I need money now,67
15,-אתה לא יכול לחכות שאהיה דאמי  ,- Can't you wait until I'm dummy ,- You can 't wait for me to be Dami,71
16,-לא ,No ,-No,100
17,-נו אז איפה היא  ,Where's the fire ,- Well then where is she,68
18,איפה השריפה  ,Where's the fire ,Where is the fire?,97
19,-איבדתי את המכונית ,- I've lost my car ,- I lost the car,80
20,ואני חשבתי שזה עניין של חיים ומוות ,- Oh! And I thought it was a matter of life and death ,And I thought it was a matter of life and death,97
21,מבחינתי כן לכן באתי לבית הזה ,It is to me That's why I came to this house ,For me yes that is why I came to this house,81
22,עכשיו אתה פשוט משתטה אנחנו לא צריכים שתי מכוניות כבר יש אחת ,Now you're being silly We don't need two cars We have a car ,Now you're just fooling around we do not need two cars already have one,65
23,לא אחת הגרוטאות הזולות האלה מכרום וריר יש לנו איזוטה פרסקיני ,Not one of those cheap new things made of chromium and spit An Isotta-Fraschini ,Not one of those cheap scraps from chromium and mucus we have ischa peach,64
24,כולה עבודת יד:,All handmade ,All handmade:,100
25,היא עלתה לי 00082 דולר ,Cost me $28 000 ,It cost me $ 00082,80
26,אז מקס הוציא את האוטובוס הישן ממקומו וצחצח אותו למשעי ,So Max got that old bus down off its blocks and polished it up ,So Max took the old bus out of its place and brushed it neatly,63
27,המכונית כולה היתה מרופדת עור נמר והיה בה טלפון מיוחד כזה מצופה זהב,The whole thing was upholstered in leopard skin  and had one of those car phones all gold-plated ,The whole car was upholstered in leopard skin and had such a special gold-plated phone,85
28,מק ס איזו חנות לבגדי גברים היא הכי טובה בעיר ,Max what's a good men's shop The very best ,Max's Men's Clothing Store is the best in town,61
29,סע לשם ,Well go there ,Go there,76
30,אני לא צריך בגדים ובטח לא שאת תיקני לי אותם ,I don't need clothes and I don't want you buying them for me ,I do not need clothes and certainly not that you will fix them for me,73
31,אני פשוט רוצה שתיראה טוב ואתה חייב ללעוס מסטיק ,I just want you to look nice And must you chew gum ,I just want you to look good and you have to chew gum,82
32,אין כמו פלנל כחול לגבר ,Ah there's nothing like blue flannel for a man ,There is nothing like a blue flannel for a man,93
33,את זו עם שורת כפתורים אחת כמובן ,This one single-breasted of course ,The one with one row of buttons of course,61
34,עכשיו אנחנו צריכים מעיל ,Now we need a topcoat ,Now we need a coat,67
35,תראו לי מעילים שעשויים שיער גמל ,The camel's hair will do ,Show me coats made of camel hair,61
36,-אולי כמה בגדי ערב  ,- How about some evening clothes ,-Maybe some evening clothes,75
37,-אני לא צריך סמוקינג ,- I don't need a tuxedo ,- I do not need smoking,62
38,ודאי שכן סמוקינג פראק ואם לא תיזהר גם חליפת יום ,You do A tuxedo and tails and if you aren't careful a cutaway ,Of course there is a tuxedo and if you are not careful also a day suit,69
39,-פראק ,Tails!,-tails,100
40,מגוחך!,That's ridiculous ,ridiculous!,74
41,-איפה בגדי הערב שלכם ,- Where are your evening clothes ,-Where are your evening clothes,100
42,אלה משיער גמל אבל אני רוצה שתרגיש את זה רגע זה מוויקוניה ,Here are some camel's hair but I'd like you just to feel this It's vicuna ,These are from camel hair but I want you to feel it this moment from Viconia,70
43,-זה קצת יותר יקר  ,Of course it's a little more expensive ,- It's a little more expensive,85
44,-שיער גמל זה בסדר ,The camel's hair will do ,- Camel hair is fine,62
45,הרי הגברת משלמת למה שלא תיקח את הוויקוניה ,Well as long as the lady's paying for it why not take the vicuna ,"After all, the lady pays for what she does not take the vicuña",73
46,בשבוע האחרון של דצמבר הגיעו הגשמים ,The last week in December the rains came ,In the last week of December the rains came,96
47,חבילה עצומה של גשם והכל במידות גדולות כמו כל דבר אחר בקליפורניה ,A great big package of rain-- oversized like everything else in California ,A huge package of rain and everything in large sizes like everything else in California,70
48,הוא חדר דרך התקרה הישנה של החדר שלי שמעל המוסך ,It came right through the old roof of my room above the garage ,He penetrated through the old ceiling of my room above the garage,79
49,היא הורתה למקס להעביר אותי אל הבית ,She had Max move me to the main house ,She ordered Max to move me into the house,79
50,לא אהבתי את הרעיון במיוחד:,I didn't much like the idea ,I did not particularly like the idea:,70
51,השעות בחדר היו השעות היחידות שבהן יכולתי להיות לבד:,The only time I could have to myself was in that room ,The hours in the room were the only hours I could be alone:,61
52,אבל זה היה עדיף על שינה במעיל גשם ובערדליים ,But it was better than sleeping in a raincoat and galoshes ,But it was better than sleeping in a raincoat and hammocks,91
53,-של מי היה החדר הזה ,Whose room was this ,- Whose room was this?,100
54,-זה היה החדר של הבעל ,It was the room of the husband ,- It was the husband's room,87
55,של הבעלים למעשה גבירתי היתה נשואה כבר שלוש פעמים ,Of the husbands I should say Madame has been married three times ,Of the owner in fact a lady has been married three times already,69
56,מה הסיפור עם הדלת ,Say what's this with the door There isn't any lock ,What's the story with the door,68
57,אין מנעולים בשום מקום בבית הזה אדוני ,There are no locks anywhere in this house sir ,There are no locks anywhere in this house sir,100
58,בטח יש לזה סיבה ,There must be a reason ,There must be a reason for that,83
59,-הרופא המליץ על כך ,- The doctor suggested it ,-The doctor recommended it,71
60,-איזה רופא  ,- What doctor ,- What a doctor,92
61,הרופא של גבירתי ,Madame's doctor ,My lady's doctor,77
62,לגבירתי יש רגעי מלנכוליה ,Madame has moments of melancholy ,My lady has moments of melancholy,86
63,היו מספר ניסיונות התאבדות ,There have been some attempts at suicide ,There have been several suicide attempts,88
64,יש להיזהר מאוד:,We have to be very careful ,Be very careful:,73
65,בלי כדורי שינה בלי סכיני גילוח ,No sleeping pills no razor blades ,"No sleeping pills, no razors",87
66,אנו מכבים את הגז בחדר השינה של גבירתי ,We shut off the gas in Madame's bedroom Why ,We turn off the gas in my lady's bedroom,75
67,בגלל הקריירה שלה  ,Her career ,Because of her career,65
68,-היא עדיין מקבלת מכתבי מעריצים ,She still gets those fan letters ,- She's still getting fan letters,79
69,-לא הייתי בודק את חותמות הדואר ,I wouldn't look too closely at the postmarks ,- I would not check the postage stamps,60
70,אתה שולח אותם נכון מקס ,You send them Is that it Max ,You're sending them right Max,60
71,מוטב שאגהץ את בגדי הערב שלך אדוני ,I'd better press your evening clothes sir ,"I better iron your evening clothes, sir",89
72,מר גיליס לא שכח את מסיבת ראש השנה של גבירתי כן ,Mr Gillis has not forgotten Madame's New Year's party ,Mr. Gillis did not forget my lady's New Year's party,79
73,אני מניח שבובות השעווה מגיעות  ,I suppose all the waxworks are coming ,I guess the wax dolls are coming,64
74,והמיטה כמו סירה מוזהבת ,And that bed like a gilded rowboat ,And the bed like a gilded boat,75
75,התפאורה המושלמת למלכת הסרטים האילמים מסכנה קטנה ,The perfect setting for a silent movie queen Poor devil ,The perfect setting for the Queen of Silent Movies is a little poor,80
76,עדיין מנופפת בגאווה לתהלוכה שעברה חלפה לה זה עידן ועידנים ,Still waving proudly to a parade which had long since passed her by ,Still waving proudly at a procession that has passed her for ages and ages,60
77,רק במסיבת ראש השנה גיליתי מה היא מרגישה כלפיי ,It was at her New Year's party that I found out how she felt about me ,It was only at the Rosh Hashanah party that I found out how she felt about me,82
78,אולי הייתי אידיוט שלא הרגשתי שזה הולך לקרות איזו תגלית עצובה ומביכה ,Maybe I'd been an idiot not to have sensed it was coming-- that sad embarrassing revelation ,Maybe I was an idiot who did not feel it was going to happen some sad and embarrassing discovery,65
79,ג'ו ,Joe!,Joe,100
80,אתה נראה ממש אלוהי ,You look absolutely divine ,You look truly divine,64
81,תסתובב,- T urn around ,Turn around,96
82,-נו באמת ,- Please Come on ,-come on,67
83,-קדימה מושלם!,Perfect ,- Perfect forward!,64
84,-בוא רגע ,Her career ,-come here,63
85,אני לא אוהבת את הכפתור ,Don't bend back like that ,I do not like the button,61
86,אני רוצה שתהיה לך פנינה קורנת ,I want you to have a pearl A big luscious pearl ,I want you to have a radiant pearl,69
87,עגילים אני לא אענוד זה אני יכול להבטיח לך ,Well I'm not going to wear earrings I can tell you that ,Earrings I will not wear it I can assure you,71
88,-חמוד מאוד:,Cute ,-Very cute:,62
89,בוא נשתה משהו ,Let's have a drink ,Let's have a drink,100
90,-לא כדאי שנחכה לאחרים  מק ס שמפניה ,- Shouldn't we wait for the others ,- We should not wait for others from Champagne,66
91,"ולנטינו אמר ""אין כמו אריחים לריקוד טנגו' בוא ",Valentino said there's nothing like tile for a tango Come on ,Valentino said ‘there is nothing like tiles for tango dancing’ come on,88
92,-לא על אותה רצפה כמו ולנטינו ,Not on the same floor with Valentino Just follow me ,- Not on the same floor as Valentino,73
93,-אל תתכופף ככה לאחור ,Don't bend back like that ,- Do not bend back like this,86
94,-זה הדבר הזה זה מדגדג ,It's that thing It tickles ,-It's this thing it's tickling,73
95,22 מתי הם אמורים לבוא ,What time are they supposed to get here ,22 When are they supposed to come,69
96,-מי  -האורחים האחרים ,- The other guests ,-Who -the other guests,89
97,-אין אורחים אחרים ,There are no guests ,- No other guests,82
98,אנחנו לא רוצים לחלוק את הלילה הזה עם אחרים הוא שלך ושלי ,We don't want to share this night with others This is for you and me ,We do not want to share this night with others is yours and mine,85
99,-החזק אותי חזק יותר ,- Hold me tighter ,- Hold me tighter,100
100,-כל העניין הזה נראה לך מצחיק ,You think this is all very funny ,- This whole thing seems funny to you,69
101,הרגשתי לכוד כמו הסיגריה בצעצוע על היד שלה ,I felt caught like the cigarette in that contraption on her finger ,I felt trapped like a cigarette in a toy on her hand,68
102,איזו שנה נפלאה תהיה השנה הזאת ,What a wonderful next year it's going to be ,What a wonderful year this year will be,66
103,אני אמלא למענך את הבריכה או שניסע לבית במליבו ויהיה לנו אוקיינוס שלם ,I'll fill the pool for you I'll open my house in Malibu and you can have the whole ocean ,I'll fill the pool for you or we'll drive home to Malibu and we'll have a whole ocean,79
104,וכשהסרט יושלם אקנה לך ספינה ונפליג להוואי  מספיק את לא תיקני לי יותר דברים ,When our picture is finished I'll buy you a boat  and we'll sail to Hawaii-- Stop it You're not gonna buy me anything more ,"And when the movie's done, I'll buy you a ship and sail to Hawaii enough. You will not fix things for me anymore",60
105,אל תדבר שטויות קח התכוונתי לתת לך את זה בחצות ,Don't be silly Here I was going to give it to you at midnight ,Do not talk nonsense Take I meant to give it to you at midnight,63
106,אני לא יכול לקחת את זה ,Norma I can't take it ,I can not take it,89
107,כבר קנית לי מספיק דברים ,You've bought me enough ,You've already bought me enough stuff,77
108,שקט אני עשירה אני יותר עשירה מכל הזבלים החדשים של הוליווד:,Shut up I'm rich I'm richer than all this new Hollywood trash ,Quiet I'm rich I'm richer than all the new junk in Hollywood:,74
109,-' יש לי מיליון ד -תשמרי אותם ,- I've got a million dollars ,- 'I have a million d - save them,63
110,באיזו זכות את מתייחסת אליי כאל מובן מאליו ,What right do you have to take me for granted ,By what right do you take me for granted,87
111,באיזו זכות  ,What right ,By what right,87
112,אתה רוצה שאני אגיד לך  ,Do you want me to tell you ,You want me to tell you,94
