,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-לא אכפת לי מגיע לה למות ,She deserves to die ,- I do not care she deserves to die,73
1,אתה מתכוון שאתה הולך להרוג את אשתך ,You're gonna   kill your wife ,You mean you're gonna kill your wife,86
2,תתקשרי לעיתון הזה תגידי להם שזה עניין של חיים ומוות!,Call that newspaper Tell 'em it's a matter of life and death!,Call this newspaper and tell them it's a matter of life and death!,89
3,נורמן למה ,Norman why ,Norman why,100
4,אמרת שמגיע לה למות מדוע ,You said she deserved to die How ,You said she deserved to die why,88
5,מה היא עשתה שהיא צריכה לשלם על זה בחייה ,What did she do that she should pay with her life ,What did she do that she had to pay for it in her life,72
6,היא הרשתה לעצמה להיכנס להריון!,She let herself get pregnant!,She allowed herself to get pregnant!,76
7,חשבתי ששכנעתי אותה איזו טעות זו תהיה להביא ילד ,- l thought I'd convinced her what a mistake it'd be to have kids ,I thought I had convinced her what a mistake it would be to have a child,81
8,"הרבה לפני שהתחתנו אמרתי לה: ""בלי ילדים קוני"" ",Before we got married I said:,"Long before we got married I told her: ""No kids Connie""",62
9,אני אולי בסדר עכשיו אבל אני לא בריא אני לעולם לא יהיה בריא ,I may be well now but I'll never be cured ,I may be fine now but I'm not healthy I'll never be healthy,66
10,אני עדיין מי שתמיד הייתי הגנים שלי הם אותם אלה שקיבלתי מאימא שלי אני עדיין הבשר ודם שלה ,I'm still who I always was My genes are the ones I got from my mother I'm still her flesh and blood!,I'm still the one who's always been my genes are the same ones I got from my mom I'm still her flesh and blood,86
11,אמרתי ששושלת בייטס מסתיימת בי ולבסוף היא אמרה  בסדר ,"The Bates line ends with me "" And finally she said okay ",I said the Bates lineage was ending in me and finally she said okay,82
12,אולי היא נכנסה להריון בטעות ,Maybe she got pregnant by accident ,Maybe she got pregnant by mistake,75
13,כשהיא התקשרה אליי היא בדיוק שמעה מהרופא ,- When she called she'd just heard from the doctor ,When she called me she had just heard from the doctor,91
14,היא אמרה שהיא לא אמרה לי שהיא הפסיקה לקחת גלולות כי היא לא רצתה שאני יפסיק לעשות איתה אהבה ,She didn't tell me she went off the pill because she didn't want to stop making love ,She said she did not tell me she stopped taking pills because she did not want me to stop making love to her,76
