,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,"ובהמשך הביקורת של פונגו על ""רוקי חמש  ","Coming up: Pongo's review of ""Rocky Five","And further Pongo's critique of ""Rocky Five",60
1,"אלף"" ","Thousand"" ","Thousand""",100
2,פונגו ,Pongo ,Pongo,100
3,שמעת ,Did you hear that ,You heard,62
4,עכשיו אנו לא צריכים לשלם לו את המיליון ,Now we don't have to pay him the million ,Now we do not have to pay him the million,91
5,נוכל לשמור אותו לעצמנו ,We can keep it for ourselves ,We can keep it to ourselves,87
6,או אבא!,Oh Daddy!,Oh Dad!,86
7,חשבתי שלא אראה אותך שוב!,I thought I'd never see you again ,I thought I would not see you again!,79
8,בתי המתוקה!,Oh my sweet little daughter ,My sweet daughter!,77
9,אני כה שמח שאת בבית! ובסדר!,I'm so happy that you're home and safe ,I'm so glad you're home! And okay!,69
10,וספה הקטנה הנה עוד מישהו ששמח לראות אותך ,And little Vespa here's someone else who's happy to see you ,And the little couch here's someone else who's happy to see you,87
11,שלום היכן היית ,Oh hello Where have you been ,Hello where have you been,94
12,היי חלום ,Hi dream ,Hey dream,82
13,מה תאכלו ,- What'll you have ,What will you eat?,61
14,אני יכולה להביא לכם מרק חלל או חלל מיוחד ,I got the space soup or the space special ,I can bring you a space soup or a special space,73
15,אני אקח את המרק ,- Um I'll have the soup ,I'll take the soup,67
16,-בסדר ,- OK ,-OK,100
17,אני אקח את המחשוף ,I'll have the cleavage ,I'll take the cleavage,77
18,את המיוחד ,Uh the special ,You are special,62
19,בסדר מיוחד אחד ומרק אחד ,OK one special and one soup ,One special order and one soup,88
20,מוכנים להזמין ,- Ready to order - Hi ,Ready to order,90
21,-כן שנינו ניקח את דג הירח ,Yes we'll both have the lunafish ,"-Yes, we'll both take the moonfish",75
22,תסתכל לאן אתה תוקע את הדבר הזה ,Hey watch where you stick that thing!,Look where you're sticking this thing,71
23,מה ,- Jeez! - What ,what,62
24,איש מאיתנו לא ידע איפה אנחנו ,None of us knew where we were ,None of us knew where we were,100
25,"ואז הוא אמר ""זהו אנחנו בפלוטו"" ","Then he said ""I got it We on Pluto"" ","Then he said ""This is us in Pluto""",71
26,"ואז אמרנו ""הרי איך אתה יכול לדעת "" הוא אמר ""בגלל הנביחות טיפשים שכמוכם"" ","And we said ""Harry how can you tell "" He said ""From the bark you dummy!""","Then we said ""how can you know"" he said ""because of the stupid barks like you""",64
27,-אני לא יודע ,- I don't know!,-I do not know,88
28,תביאו לו מים!,- Bring him some water!,Bring him water!,86
29,תביאו לו סודה לשתייה!,- Bring him some water!,Bring him baking soda!,63
30,מלצרית!,Waitress!,waitress!,100
31,מלצרית!,Waitress!,waitress!,100
32,מה הוא הזמין ,What did he order ,What he ordered,81
33,את המיוחד ,- Oh he had the special ,You are special,61
34,-זה מה שאני הזמנתי ,What did he order ,- This is what I ordered,67
35,תשני את ההזמנה שלי למרק ,- Change my order to the soup ,Change my order to soup,92
36,-רעיון טוב ,- Good move ,-A good idea,60
37,לא לא שוב ,Oh no Not again ,No not again,89
38,* Hello my baby Hello my honey,* Hello my baby Hello my honey,* Hello my baby Hello my honey,100
39,* Hello my ragtime gal,* Hello my ragtime gal,* Hello my ragtime gal,100
40,* Send me a kiss by wire,* Send me a kiss by wire,* Send me a kiss by wire,100
41,* Baby my heart's on fire,* Baby my heart's on fire,* Baby my heart's on fire,100
42,* If you refuse me Honey you'll lose me,* If you refuse me Honey you'll lose me,* If you refuse me Honey you'll lose me,100
43,* Then you'll be left alone Oh baby telephone,* Then you'll be left alone Oh baby telephone,* Then you'll be left alone Oh baby telephone,100
44,* And tell me I'm your own,* And tell me I'm your own,* And tell me I'm your own,100
45,החשבון בבקשה ,Check please ,The account please,60
46,חמש דקות לזמן הקסום ,Five minutes to magic time ,Five minutes to the magical time,90
47,את נראית קצת  מטופשת ,You look a little  flighty ,You look a little silly,71
48,אל תדאג בקשר אלי אבא ,Don't worry about me Father ,Don 't worry about me Dad,78
49,התגברתי עליו לגמרי ,I'm completely over him ,I completely overcame it,81
50,אפילו לא נשאר לחתונה ,Huh! Didn't even stay for the wedding ,Not even left for the wedding,74
51,הוא לא לקח את המיליון ,He didn't take the million ,He did not take the million,94
52,לא ,- No ,No,100
53,-לא ,- No ,-No,100
54,"הוא לקח רק 248 דולרי חלל לאש""ל דלק ואגרות כבישים ",He just took 248 space bucks for lunch gas and tolls ,He took only $ 248 space for ESL fuel and road tolls,71
55,אני עדייו לא יכול להאמין שסירבת לקבל את הסף ,I can't believe you refused the money ,I still can not believe you refused to accept the threshold,69
56,-לא ,- No ,-No,100
57,רגע אחד יוגורט נתן לי עוגיית מזל ,Oh wait a minute Yogurt gave me that fortune cookie ,One moment yogurt gave me a fortune cookie,80
58,-תודה ,- Wow thanks ,-Thanks,75
59,יוגורט ,- Yogurt!,yogurt,100
60,פתחת את עוגיית המזל שלך אז הנה הגורל שלך ,Well you opened your fortune cookie so here's your fortune ,You've opened your fortune cookie so here's your destiny,88
61,לון סטאר אתה יודע המדליה שאתה עונד על צווארך שאתה לא יודע מה פירוש הכתוב בו ,Lone Starr you know that medallion that you wear but you don't know what it means ,Lon Star You know the medal you are wearing around your neck that you do not know what it says,72
62,זוהי תעודת לידה מלכותית ,It's a royal birth certificate ,This is a royal birth certificate,92
63,כן!,Yes!,Yes!,100
64,אביך היה מלך אמך היתה מלכה מה שהופך אותך לנסיך מוסמך ,Your father was a king your mother was a queen which makes you a certified prince ,Your father was your king's king was a queen making you a qualified prince,70
