,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-נחמד,- Nice,-Nice,100
1,-יין אדום,- Red wine,-Red wine,100
2,-אוקיי,- Okay,-Okay,100
3,-עכשיו אפשר לאכול,- Now we can eat,-now you can eat,83
4,מחר נאכל סנדוויצ'ים,Tomorrow we eat sandwiches,Tomorrow we will eat sandwiches,91
5,אתה חייב לעשות דיאטה ויני,You got to go on a diet Vinnie,You must make a vinyl diet,61
6,מה אתה עושה,What are you doing,What are you doing,100
7,יוצא להליכה בפארק,Going for a walk in the park,Going to walk in the park,83
8,תודה,Thanks,Thanks,100
9,-יש עוד,- Is there any more,-there's more,69
10,-לא זה הכל,- Is there any more,-Thery is all,62
11,שיהיה לך סוף שבוע טוב,Have a good weekend,Have a nice weekend,74
12,בנות תישארו פה,You girls stay right here,Girls will stay here,71
13,-תחזיקו ידיים,- Hold hands,-Hold hands,100
14,מה,What,what,100
15,ראיתי תשם שלה ברשימה,I saw her name on the register,I saw her put on the list,69
16,רוצה שהיא תבקר אותך,Want her to visit you,Want her to visit you,100
17,תן לה להישאר ערה כל הלילה בוכה וכותבת מכתבים לועדת השיחרורים,Let her stay up all night crying and writing to the parole board,Let her stay awake all night cry and write letters to the liberation committee,62
18,מה אני עושה פה,What am I doing here,what am I doing here,100
19,איפה אני,Where am I,Where am I,100
20,אני לא יכול לעצור אנשים מלבקר אותי,I can't stop people from visiting me,I can't stop people from visiting me,100
21,תן לה להבריח את הדברים האלה לפה בכל סוף שבוע,Let her sneak this stuff in for you every week,Let her smuggle those things here every weekend,60
22,תן לה להילחם בממזרים האלה בכל שבוע!,Let her fight these bastards every week!,Let her fight these bastards every week!,100
23,תראי מה את עושה!,Look what you're doing!,Look what you do!,84
24,אני מצטער,I'm sorry,I'm sorry,100
25,תן לה להבריח את כל החרא הזה לפה,Let her sneak this shit in for you,Let her smuggle all this shit here,65
26,-תן לה לעשות את זה!,- Let her do it!,-Let her do it!,100
27,אף אחד לא עוזר לי,Nobody's helping me,No one helps me,65
28,אני לבד,I am all alone,I'm alone,61
29,ביקשתי מהחבר שלך רימו את הכסף שהוא חייב לך,I asked your friend Remo for the money he owes you,I asked your boyfriend lifted the money he owed to you,79
30,הוא אמר לי לקחת את הילדים לתחנת המשטרה ולקבל קצבת סעד,He told me to take the kids down to the police station and get on welfare,He told me to take the kids to the police station and get a relief pension,82
31,לא ראיתי את אף אחד,I never see anyone,I haven't seen anyone,67
32,זה מה שקורה כשאתה מתרחק,That's what happens when you go away,This is what happens when you move away,83
33,תשכחי מפולי,Forget Paulie,Forget about poly,60
34,כל זמן שהוא משוחרר על תנאי הוא לא רוצה שאף אחד יעשה כלום,As long as he's on parole he doesn't want anybody doing anything,As long as he is released on probation he wants no one to do anything,65
35,-כן את כן כל מה שאני צריך זה שתמשיכי להביא לי את הסחורה,All I need is for you to bring me this stuff,-Yes yes all I need is that you will continue to bring me the goods,65
36,יש פה בחור מפיטסבורג שיעזור לי להעביר אותה,A guy in here from Pittsburgh will help me move it,There is a guy from Pittsburg to help me move her,81
37,אנחנו לא נזדקק לאיש,We won't need anybody,We will not need a man,65
38,הוא כבר לא עוזר לנו,He is not helping us out,He no longer helps us,67
39,אנחנו מוכרחים לעזור אחד לשני,We've got to help each other,We have to help each other,81
40,אנחנו חייבים להיות ממש ממש זהירים כשאנחנו עושים זאת,We got to be really really careful while we do it,We must be really cautious when we do that,66
41,אני לא רוצה לשמור עליה יותר,I don't want to hear about her anymore,I don't want to keep her anymore,77
42,לעולם,Never,forever,67
43,-התגעגענו אליך,- We missed you,-we missed you,100
44,-אתה נשאר,- We missed you,-You stayed,61
45,ראית את הציורים שלנו,Did you see our pictures,You saw our paintings,62
46,ציירתי לך אחד עם בית וקשת,I did the one with the house and rainbow,I painted you one with a house and a bow,68
47,אני ציירתי את השמש,I did the sun,I painted the sun,73
48,הקונצרט של המקהלה שלי הוא בעוד שבועיים אתה תבוא,My chorus concert is in two weeks Are you coming,My choir's concert is in two weeks you will come,81
49,אתה אוהב את הבית,Do you like the house,You like the house,92
50,-עם מה,- With what,-with what,100
51,אל תדאגי,Don't worry,Do not worry,87
52,רק תתחילי לחפש לנו בית חדש,Just start looking for a new house,Just start looking for us a new home,91
53,אני חייב לעבור לפיטסבורג,I got to go to Pittsburgh,I have to move to Pittsburg,69
54,החברה האלה חייבים לי 15 000,Those guys owe me $15 000,This company owes me 15 000,75
55,אני אסדר את הכל,Everything will be fine,I will arrange everything,79
56,פיטסבורג,Pittsburgh,Pittsburg,95
57,אל תדאגי בקשר לזה,Don't worry about it,Don't worry about this,90
58,הכל יהיה בסדר,Everything will be fine,Everything will be fine,100
59,מי רוצה לבקר את הדוד פולי,Who wants to go to Uncle Paulie's,Who wants to visit Uncle Polly,67
60,מה את רוצה,What do you want,What do you want,100
61,אתה נראה טוב,You look good,you look good,100
62,אני לא רוצה עוד את החרא הזה,I don't want any more of that shit,I don't want this shit,71
63,-על מה אתה מדבר,- What are you talking about,-What are you talking about,100
