,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אני מניח שיש לך תוכנית משלך ,- I suppose you have a plan of your own ,I guess you have your own plan,75
1,תקשיב אל תתפרק עכשיו ,Listen Don't come apart now ,Listen do not fall apart now,69
2,הרוח הזו חכמה מאוד ,This spirit is very clever ,This spirit is very smart,75
3,היא יודעת שהחוזקה שלכם היא האהבה שלכם  והוא שונא אתכם בגלל זה ,He knows your strength is your love  and he hates you for that ,She knows that your strength is your love and he hates you because of it,83
4,הוא מנסה לפרק את המשפחה הזו  והוא ימשיך לנסות ,He's been trying to pull this family apart  and he will continue to try ,He's trying to break up this family and he'll keep trying,71
5,אם הוא יצליח  הוא ישתלט על קרול-אן  והוא ישמיד את הרוח שלכם ,If he succeeds  he will possess Carol Anne  and destroy your spirit ,If he succeeds he will take over Carol-an and he will destroy your spirit,83
6,-טנג\'ינה!,- Tangina!,-Tangina!,100
7,היי -טנג\'ינה!,- Tangina! - Hi!,Hi -tangina!,100
8,היי דיאן ,Hi Diane ,Hey Diane,82
9,מה את עושה כאן ,What are you doing here ,what are you doing here,100
10,אני שמחה לראות אותך ,I'm glad to see you ,I'm happy to see you,82
11,יופי משום שהזמן אוזל לנו ,Good 'cause we're running out of time ,Beauty because time is running out for us,68
12,מי הם ,Who are they ,who are they,100
13,החוקרים לא יודעים מי האנשים האלו היו ,The researchers don't know who these people were ,Investigators do not know who these people were,63
14,אין שום קברים מסומנים ,There are no marked graves ,There are no marked graves,100
15,אבל יש עם זאת עדויות על כת דתית  שנעלמה באופן מסתורי ,There are however records of a religious sect  that mysteriously disappeared ,But there is evidence of a religious cult that has mysteriously disappeared,73
16,מה קרה ,What happened ,What happened,100
17,המנהיג הרוחני היה מדיום  אשר הוביל את מאמיניו לקליפורניה בתחילת המאה ה19  בכדי להקים קהילה אוטופית ,Their spiritual leader was a medium  who led his followers out to California in the early 1800s  to start a utopian society ,The spiritual leader was a psychic who led his followers to California in the early 19th century to establish a utopian community.,75
18,הם נעלמו ליד קוסטה-ורדה  והאמינו כי  הם נטבחו בידי האינדיאנים ,They disappeared near Cuesta Verde  and were believed  massacred by Indians ,They disappeared near Costa Verde and were believed to have been massacred by the Indians,88
19,זה מצחיק ,This funny ,It is funny,76
20,אני מת על מועדון הספא אתה יודע ,I love the health club you know ,I'm dying for the spa club you know,64
21,אני רק תוהה מתי אקבל את המפתח לארונית שלי ,I'm just wondering when I get the key to my locker ,I'm just wondering when I'll get the key to my locker,97
22,חוש הומור זה טוב ,Sense of humor is good ,This sense of humor is good,90
23,היישות חשפה את קיומה אליך האויב שלו ,The entity has revealed his essence to you his enemy ,The entity revealed its existence to you its enemy,88
