,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,נבוכים ,Embarrassed ,Embarrassed,100
1,זה נראה לך הגיוני מקס ,Does this make sense to you Max ,It makes sense to you Max,79
2,היה לה ברונכיט היה לה דלקת ריאות ,Sure She had bronchitis she had pneumonia ,She had bronchitis and she had pneumonia,89
3,היה היתה בסדר כשהגיעה לכאן היא גססה כשהיא הגיעה לכאן ,She was fine when she got here she was dying when she got here ,Was fine when she got here she was dying when she got here,97
4,הצהרות כמו אלוהים נראה לי כמו נוהל רפואי רגיל ,God-like pronouncements sound like normal medical procedure to me ,Statements like God seem to me like a normal medical procedure,80
5,אז מקס מה הבעיה שלך ,So Max what's your problem ,So Max what's your problem,100
6,למה אתה מתכוון ,Does this make sense to you Max ,What do you mean,60
7,1982 ,'82 ,1982,67
8,השותף שלי ואני הולכים לאיזה מלון זול כדי לעצור שודד בנק נרקומן ,My partner and I go into this fleabag SRO to pick up some junkie bank robber ,My partner and I are going to some cheap hotel to arrest a drug addict bank robber,61
9,אני שם עליו את האזיקים החברה שלו באה משומקום וקופצת עלי ,I'm putting the cuffs on him his girlfriends comes from out of nowhere j umps me ,I put the handcuffs on him and his girlfriend comes out of nowhere and jumps on me,73
10,התגלגלנו וחבטתי את הראש שלי ברדיאטור ,we're rolling around I hit my head against the radiator ,We rolled over and I hit my head on the radiator,74
11,חבר זה כאב כמו גיהנום אבל זה לא עניין גדול ,It hurt like hell but it's no big deal ,This friend hurt like hell but it's not a big deal,80
12,שבוע לאחר מכן התחלתי להבליע מילים ,A week later I start slurring words ,A week later I started swallowing words,70
13,אני הולך לראות נוירולוג ,I go see a neurologist ,I'm going to see a neurologist,85
14,"ציטוט: ""הרופא הכי טוב במנהטן ""","Quote ""Top guy in Manhattan ""","Quote: ""The Best Doctor in Manhattan""",70
15,"הוא מסתכל עלי הוא אומר: ""אני רוצה שתלך לביה""ח ושתעשה בדיקת סי טי ""","He looks at me he says ""l want you in the hospital I'm going to do a CAT scan ""","He looks at me and he says, ""I want you to go to the hospital and have a CT scan.""",81
16,כן בהחלט הייתי משתגע ,Yeah well I would definitely freak ,Yes I would definitely go crazy,68
17,"ביום למחרת ד""ר אלוהים נכנס הוא אומר: ""יש לך גידול מוחי שאי אפשר לנתח במוח הקטן ""","The next day Dr God comes in he says ""You have an inoperable brain tumor in your cerebellum ""","The next day Dr. God comes in. He says, ""You have a brain tumor that cannot be operated on in the cerebellum.""",78
18,הוא אמר את זה כאילו הוא מספר לי שהולכים להגיש עוף בערב ,He said it like he was telling me they'd be serving chicken for dinner ,He said it like he's telling me they're going to serve chicken in the evening,72
19,החלטנו לקחת חוות דעת נוספת ,we decide to get a second opinion ,We decided to take another opinion,72
20,אני הולך לראות עוד ניורולוג מוביל ,"I go see another ""top neurologist """,I'm going to see another leading neurologist,82
21,"הוא עושה עוד בדיקת סי טי הוא נכנס ואומר: ""אין לך גידול מוחי במוח הקטן יש לך שטף דם פנימי כאן ""","He does another CAT scan he comes in and says ""You don't have a brain tumor in your cerebellum you have a subdural hematoma here ""","He does another CT scan and he comes in and says, ""You have no brain tumor in the cerebellum. You have an internal hemorrhage here.""",80
22,חודש לאחר מכן הייתי בסדר ,A month later I was fine ,A month later I was fine,100
23,הי לפחות הוא תפס את הטעות נכון ,Hey at least he caught the mistake all right ,Hi at least he caught the mistake right,92
24,וכשהם לא מוצאים הם פשוט קוברים אותם ,And when they don't they just bury them ,"And when they do not find them, they simply bury them",79
25,"ד""ר אוסטר יראה אתכם עכשיו ",Dr Auster will see you now ,Dr. Oster will see you now,75
26,בוא נלך לראות את הרופא הראשי ,Let's go see the Chief of Medicine ,Let's go see the chief doctor,70
27,אני בטוח שגם הוא יתנהג כמו אלוהים ,I'm sure he'll be God-like too ,I'm sure he too will act like God,79
28,מאבחן רפואי זה כמו בלש ,A diagnostician is like a detective ,This medical diagnoser is like a detective,70
29,"למעשה קונן דויל עיצב את דמות שרלוק הולמס על ד""ר ג'וזף בל ",As a matter of fact Conan Doyle modeled Sherlock Holmes on Dr Joseph Bell ,In fact Conan Doyle designed the character of Sherlock Holmes on Dr. Joseph Bell,70
30,פתרתם כל מקרה שעבדתם עליו ,You solve every case you work on ,You solved every case you worked on,96
31,תראו פציינטית נכנסת לכאן עם כאב ראש ,Look a patient walks in with a headache ,Look at a patient coming in here with a headache,76
32,נותנים לה אספירין או שמנסרים לה את הגולגולת ,Do you give her j j an aspirin or do you saw open her skull ,They give her aspirin or saw her skull,72
33,אתה נואם את הנאום הזה בהלוויות ,You make this speech at funerals ,You are giving this speech at funerals,80
34,ראיתי את הבחורה הזאת בחדר מיון כשעשינו סבב ,I saw that girl in the emergency room on rounds ,I saw this girl in the emergency room when we did a round,79
35,היא היתה בידיהם של צוות מוכשר ,She was in the hands of competent staff ,She was in the hands of a talented team,69
36,הבחורה מתה ,The girl is dead ,The girl is dead,100
37,אנשים אוהבים להאמין שרפואה זה מדע מדויק ,People like to believe that medicine is pure science ,People like to believe that medicine is an exact science,87
38,רפואה זה אכן סוג של מדע אבל הרופאים יודעים שזו גם הגרלה ,Medicine is a science but doctors know it's also a lottery ,Medicine is indeed a kind of science but doctors know it is also a lottery,86
39,רואה למה אני מתכוון ,See what I mean ,See what I mean,100
40,הבחור הוא מרופא הראשי וכל מה שהוא יכול להגיד זה:,The guy's Chief of Medicine and all he can come up with is ,The guy is from the chief doctor and all he can say is:,75
41,"""זו הגרלה ""","""It's a lottery ""","""This is a lottery""",84
42,המשך שרלוק ,Proceed Sherlock ,Continued Sherlock,71
43,מה עושים כשעושים טעות משתמשים בטיפקס ,what do you do when you make a mistake ,What to do when making a mistake using Teapacks,61
44,זה לא מכתב לאבי היקרה התרשים הזה צריך להראות הכל ,These charts got to show everything or there could be serious legal repercussions ,This is not a letter to my dear father this chart should show everything,61
45,השלכה משפטית רצינית זה מה שיש לנו כאן ,Serious legal repercussions that's what we have here ,Serious legal implication is what we have here,67
46,מישהו השתמש בטיפקס על התרשים של סוזן מורטון ,Somebody used white-out on Suzanne Morton's chart ,Someone used Teapacks on Susan Morton's chart,72
47,הבדל גדול ,Big difference ,A big difference,93
48,מי שלא עשה זאת כנראה לא ציפה לחקירה ,whoever did it probably wasn't expecting an investigation ,Those who did not do so probably did not expect an investigation,74
49,מי שכתב את המפרידין כתב גם את האצטמופין ,whoever wrote meperidine also wrote acetaminophen ,Whoever wrote the separidin also wrote the acetaminophen,90
50,תסתכל על האות א' באצטמופין ,look at the E's in acetaminophen ,Look at the letter A in acetamopin,73
51,רואה את הכתב המחובר ואת סגנון האנגלית שמאוד פופולרי במושבות ,See the kind of like cursive penmanship and English style popular in the colonies ,Sees the connected writing and the English style that is very popular in the colonies,66
52,רואה את הצורה ואת הזווית של הלולאה ,You see the shape and the angle of the loop ,Sees the shape and angle of the loop,89
53,"כולם חתומים בראשי תיבות א""ר ","All of them initialed ""ER """,All are signed with the initials AR,64
54,חדר מיון ,Emergency room ,Emergency Room,100
