,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,הגוף מאיר ואינו מפגין תנועה בליסטית ,The traffic is luminous and exhibiting non-ballistic motion ,The body illuminates and does not exhibit ballistic motion,74
1,המשך בירידה לפי שיקול דעתך ,Continue descent at your discretion ,Continue descending at your discretion,93
2,בסדר מרכז ,Okay Centre ,OK center,80
3,אושרה ירידה על פי שיקול דעת הטייס ,Descent at pilot's discretion is approved ,A drop was approved at the pilot's discretion,72
4,ממש עכשיו!,Right now!,right now!,100
5,הוא היה קרוב מאוד!,Now that was really close ,He was very close!,62
6,אייר-איסט 31 יצא מ-340  תשאל אותו אם הם רוצים לדווח בצורה רשמית ,Air East 31 is out of 340   Ask if they want to report officially ,Air-East 31 came out of 340 and asked him if they wanted to report officially,87
7,"האם אתם TWA 517 מעוניינים לדווח על עב""ם ",Air East 31  do you wish to report a UFO ,Are you a TWA 517 interested in reporting a UFO,65
8,"האם אתם TWA 517 מעוניינים לדווח על עב""ם ",Air East 31  do you wish to report a UFO ,Are you a TWA 517 interested in reporting a UFO,65
9,שלילי ,Negative ,Negative,100
10,"אייר-איסט 31 האם אתם מעוניינים לדווח על עב""ם ",Air East 31  do you wish to file a report of any kind ,Air-East 31 Are you interested in reporting a UFO,67
11,שלילי ,Negative ,Negative,100
12,אייר-איסט 31 האם אתם מעוניינים לדווח על משהו ,Air East 31  do you wish to file a report of any kind ,Air-East 31 Are you interested in reporting something,63
13,אינני יודע איזה דוח להגיש מרכז ,I wouldn't know what kind of report to file Centre ,I do not know what report to submit a center,68
14,אייר-איסט 31 גם אני לא ,Air East 31  me neither ,Air-East 31 Neither do I.,87
15,בארי ,Barry ,Barry,100
16,בארי!,Barry ,Barry!,100
17,אני לא צריך לפתור לך את השאלות ,I don't have to do your problems for you ,I do not have to solve your questions,60
18,זו הסיבה שגמרתי אוניברסיטה כדי שלא אצטרך לפתור בעיות ,That's why I graduated so I don't have to do problems ,That's why I graduated from university so I would not have to solve problems,73
19,אני לא מבין את השברים האלה ,I don't understand these fractions ,I do not understand these fragments,84
20,זה שבר ,That's a fraction ,It's a fracture,62
21,אני לא מבין את זה ,I don't understand it ,I do not understand that,84
22,בוא נגיד  שהקרון הזה באורך 18 מטר ,Let's say that this boxcar is 60 feet long ,Let's say this trailer is 18 feet long,72
23,ועכשיו מגיעה רכבת נוספת ,And now another train is coming ,And now another train arrives,80
24,לאיזה מרחק צריך להזיז אתהקרוןהזה  כדישהרכבתהשנייהלאתמחץ אותו ,How far do you have to move this boxcar off the track so that the other train doesn't smash it ,How far should this car be moved when you take the second train to crush it,64
25,מהר בראד אלפי בני אדם נתונים בסכנה ,Quickly Brad there are thousands of lives at stake ,Fast Brad Thousands of people are in danger,60
26,בראד כל תשובה  אתה זוכר שבסוף השבוע שעבר  הבטחת לכולם שנלך לסרט בסוף השבוע הזה ,Brad any answer Remember last weekend you promised everybody a movie this weekend ,Brad Any Answer do you remember last weekend promising everyone we'll go to a movie this weekend,86
27,מותק ,Honey ,honey,100
28,והבטחת גם שנשחק גופי-גולף ,And you also promised Goofy Golf ,And you also promised that we would play golf bodies,67
29,רוי מה כל הבלגן הזה עלהשולחןשלי ,Roy what is all this stuff on my table ,Roy what's all this mess on my desk,74
30,חשבתי שאמרתי לך שהשולחן נועד לדברים שלי ,I thought I told you this was for my stuff ,I thought I told you the table was for my stuff,90
31,כלומר השולחן הזה יכול לשמש אותך ,I mean you can have that table ,That means this table can be used by you,66
32,אני לא רוצה למצוא דברים על השולחן שלי ,I don't want this on my table ,I do not want to find things on my desk,65
33,זה יכול לגרום לטטנוס!,This can cause tetanus!,It can cause tetanus!,81
34,-מה זה !,-What is this ,-What is !,74
35,-את יודעת מה מציג ,! -You know what's playing ,- You know what shows,71
36,פינוקיו!,Pinocchio!,Pinocchio!,100
37,הילדים אף פעם לא ראו את פינוקיו ,The kids have never seen Pinocchio ,The children never saw Pinocchio,76
38,לא ראיתם את זה מעולם ,You guys have never seen it ,You've never seen it,72
39,אתם תאהבו את זה ,You'll love it ,You will love it,73
40,אני לא מאמינה ,I don't believe this ,I do not believe,78
41,מי רוצה לראות סרט מצויר טיפשי לילדים ,Who wants to go see some dumb cartoon rated G for kids ,Who wants to see a silly cartoon for kids,74
42,-בן כמה אתה ,-How old are you ,-How old are you,100
43,-שמונה ,-Eight ,-eight,100
44,-אתה רוצה להגיע לתשע ,-You want to be 9 ,- You want to get to nine,72
45,אז אתה חייב לראות את פינוקיו מחר בערב ,Then you're gonna see Pinocchio tomorrow night ,So you must see Pinocchio tomorrow night,79
46,רוי איזו שיטה נפלאה לכבוש את לבם של ילדיך ,That's a wonderful way to win over your children ,Roy What a wonderful way to win the hearts of your children,80
47,אני לא רציני ,I'm not serious ,I'm not serious,100
48,אני רק אומר שאני גדלתי על פינוקיו ,I'm just saying that I grew up with Pinocchio ,I'm just saying I grew up on Pinocchio,84
49,טוב אני טועה ,Okay I'm wrong ,Well I'm wrong,71
50,אני רוי הטועה בסדר ,Okay I'm wrong ,I'm Roy wrong,89
51,טובי!,Toby!,Toby!,100
52,בוא הנה!,Come out here!,Come here!,82
53,אתן לכם לבחור ולא אהיה משוחד בשום אופן ,I'll give you your choice I'm not gonna be biased in any way ,I will let you choose and I will not be biased in any way,68
54,אפשר ללכת לשחק גופי-גולף שזה אומר לחכותולהדחף  או שאפשר ללכת לראות את פינוקיו  שזה אומר הרבה חיות שעירות וקסמים והרבה כיף ,You can either play Goofy Golf which means a lot of waiting and pushing or you can see Pinocchio which is a lot of furry animals and magic and a wonderful time ,You can go play golf golf which means wait for the urge or you can go see Pinocchio which means a lot of hairy animals and magic and a lot of fun,78
55,-עכשיו בואו נצביע ,-Now let's vote ,-Now let's vote,100
56,-גולף!,-Golf!,-golf!,100
57,"אבא אמר שנוכל לראות את ""עשרת הדברות""!",Dad said we could finish watching The Ten Commandments!,"Dad said we could see the ""Ten Commandments""!",79
58,רוי הסרט הזה נמשך 4 שעות ,Roy that movie is four hours long ,Roy This movie lasted 4 hours,68
59,אמרתי להם שהם יוכלו לראות רק חמש דברות ,I told them they'd watch only five commandments ,I told them they could only see five commandments,85
60,רוני זה ארל ,Hi Ronnie it's Earl ,Ronny is Earl,69
61,אני זקוק לבעלך בשטח ,I need your old man in the field ,I need your husband in the field,75
