,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אודם הוא איש ראוי לציון שנינו יודעים נטלי אבל הזהרתי אותך עוד קודם זה עסק מאד מסוכן ,Udam's a remarkable fellow we both know Natalie but I warned you before this is a very dangerous business ,Ruby is a noteworthy man we both know Natalie but I warned you even before this is a very dangerous business,81
1,אתה חושב שאיכפת לגרמנים איך אנחנו מבדרים את עצמנו ,You think Germans care how we amuse ourselves ,You think the Germans care how we entertain ourselves,80
2,אהרון מה זה ,Aaron what's this ,Aaron what is it,85
3,מהיכן הם הגיעו ,Where did these come from ,Where did they come from,94
4,הם הגיעו כבר לפני זמן ארוך ,They arrived a while ago ,They arrived a long time ago,81
5,אפשטיין הגיע איתם להסביר אפשטיין בעצמו ,Epstein came with them to explain ,Epstein came with them to explain Epstein himself,80
6,אף לא אחר מה הוא אמר ,What did he say ,No other what he said,61
7,אנחנו צריכים ללכת מחר למטה האס ,We're to go to SS headquarters tomorrow but there's no danger ,We have to go down to Haas tomorrow,65
8,הוא נשבע על זה נטלי ,He swears that Natalie ,He swore it Natalie,68
9,"לראיון עם שטאנדרטנ-פיהרר אל""מ] אייכמן] אייכמן ",For an audience with Standatenfuhrer Eichmann ,For an interview with Standarten-Fuhrer Col. [Eichmann] Eichmann,62
10,הבגדים האלה הם בהחלט סימן מעודד ,These clothes are rather an encouraging sign ,These clothes are definitely an encouraging sign,80
11,אינך חושבת כך נטלי ,Don't you think so Natalie ,You don 't think so Natalie,100
12,מישהו לפחות רוצה לראות אותנו במיטבנו בואי נשתדל לעשות זאת בסדר יקירה ,Somebody at least wants us to look our best ,Someone at least wants to see us at our best let's try to do it okay darling,66
13,למרות הדרגה הצנועה אישיותו היא טרור העומד לא רחוק מתחת להימלר והיטלר ,despite the modest rank a figure of terror standing not far below Himmler and Hitler ,Despite the modest rank his personality is terrorism standing not far below Himmler and Hitler,83
14,אני מאמין שאנו הולכים לגלות מדוע אנחנו נמצאים בטרזינשטאט ,I believe we are about to find out why we are in Theresienstadt ,I believe we're going to find out why we're in Theresienstadt,79
15,הלוואי והאל שלא חייב כלום לזקן כופר וקשה-עורף יעזור לי להגן על נטלי ולואיס הם הסיבה היחידה עבורי להמשיך לחיות ,may god who owes nothing to a stiff-necked old heretic help me to protect Natalie and Louis-- the one reason for me to go on living ,I wish God who owes nothing to an infidel and hard-hearted old man would help me protect Natalie and Lewis are the only reason for me to continue living,70
16,את נראית מאד מהודרת ונחמדה גברת הנרי ,you look very chic and pretty Mrs Henry ,"You look very elegant and nice, Mrs. Henry",76
17,את אוהבת את עבודתך במפעל המיקה ,You like working at the mica factory ,You love your job at the Mika factory,74
18,אני מאד שמחה לעבוד שם איך הבריאות שלך ,I am very glad to be working there ,I am very happy to work there how is your health,63
19,תודה אדוני הוא טוב ,Your health Thank you it's good ,Thank you sir he's good,74
20,בנך נראה טוב ,Your son looks well ,Your son looks good,74
21,נראה שהילדים בטרזינשטאט מטופלים היטב ,it seems the children of Theresienstadt are well treated ,The children in Theresienstadt seem to be well cared for,80
22,הוא בסדר גמור ואתה פרופסור ,He's very well and you professor ,He's fine and you're a professor,72
23,היית חולה מאד בפאריס החלמתי ,You were quite ill in Paris ,You were very ill in Paris I recovered,71
24,והיחס אליך בטרזינשטאט ,I have recovered And your treatment in Theresienstadt ,And the treatment of you in Theresienstadt,80
25,טוב אין טענות ,No complaints ,Well there are no complaints,63
26,טוב ,Ah good ,are good,80
27,כן אדוני זה נכון אני אסביר ,I will explain ,Yes sir it's true I will explain,61
28,כאשר התגלית בפאריס המשטרה החשאית האיטלקית רצתה לקחת אותך בחזרה מיידית ,When you turned up in Paris the Italian secret police wanted to take you back immediately ,When the discovery in Paris the Italian secret police wanted to take you back immediately,85
29,ועכשיו המשא ומתן הופך למורכב ומקשה על החילופין של קבוצת באדן-באדן וזה גם  ,Now that would've complicated negotiations for the exchange of the Baden-Baden group and also would've meant your deaths ,And now the negotiations are becoming complex and making it difficult for the Baden-Baden group to exchange and that too,71
30,לכן  נראה לי ש  שליחתך יחד עם האחיינית שלך לטרזינשטאט תוך השהיית האיטלקים על ידי בדיקת התביעות שלהם תחת עיון מדוקדק ,So it occurred to me that sending you and your niece to Theresienstadt while delaying the Italians by taking their demands under advisement was the most considerate solution ,It therefore seems to me that your sending together with your niece to Theresienstadt while delaying the Italians by examining their claims under close scrutiny,69
31,האם אתה מסכים פרופסור ,Don't you agree professor ,Do you agree Professor,94
32,אנחנו מאד אסירי תודה לך על התחשבותך בעניין אדוני האלוף ,We're very grateful for your consideration in the matter Herr Standaten-- yes ,"We are very grateful to you for your consideration of the matter, General",73
33,בהוצאה לפועל של המדיניות היהודית המדויקת של הפיהרר  שאני כמובן מסכים איתה באופן מוחלט ,Well I always try to be as fair and humane as possible in carrying out the strict Jewish policies of the Führer  Which of course I totally agree with ,In the execution of the exact Jewish policy of the Fuhrer with which I of course completely agree,60
34,עכשיו לעניין שעל הפרק ,Now to the matter in hand ,Now for the matter at hand,75
35,פרופסור  אתה מרוצה מגטו גן-העדן ,Professor  You are satisfied with paradise ghetto hmm ,"Professor, you are pleased with the Paradise Ghetto",80
36,לא ,No ,No,100
37,שבו אתה כחבר מיוחד מאד תהיה חלק ממנו ואתה תיהנה מכך ,Over the next three weeks we will see a great beautification which you as a very special permanent will be part of and you will benefit from ,Where you as a very special friend will be a part of it and you will enjoy it,61
38,אתה  והאחיינית שלך  ובנה הקטן ,You  And your niece  And her little son ,You and your niece and her little son,100
39,מועצת הזקנים מקימה מחלקה תרבותית חדשה ואנחנו רוצים לבחור בך כמנהל בכיר לניהול המחלקה הזאת ,As part of the great beautification the council of elders is creating a new department of culture and we want to elect you an elder to head this department ,The Council of Elders is establishing a new cultural department and we want to elect you as a senior manager to manage this department,72
40,ההרצאות הטובות שלך והתדמית שלך כסופר אמריקאי מפורסם הופכים אותך לאדם הנכון ,Your fine lectures and your fame as an American author make you the right man ,Your good lectures and your image as a famous American writer make you the right person,76
41,זה היה בבירור הרעיון של אייכמן ,this was obviously Eichmann's' idea ,This was clearly Eichmann's idea,73
42,והדבר האחרון שרציתי בו היה להימנות על הזקנים הללו שבעבור כמה הטבות גורמים לשאר היהודים סבל אכזרי מידיו של האס אס ,the last thing I wanted was to become one of these elders who for a few privileges inflict on fellow Jews the harsh decrees of the SS ,And the last thing I wanted was to be among these elders who for some benefits cause the rest of the Jews cruel suffering at the hands of the SS,69
43,ובכן פרופסור ,well professor ,Well Professor,100
44,האם אני יכול לשאול אדוני האם יש לי אפשרות בחירה בעניין ,May I inquire sir have I any choice in the matter ,Can I ask my lord if I have a choice in the matter,77
45,"אם לא הייתה לך בחירה ד""ר ג'אסטרו אז כל השיחה הזאת הייתה חסרת טעם כעט אני אדם מאד עסוק ",If you do not have a choice Dr Jastrow this whole conversation has been pointless ,If you did not have a choice Dr. Gastro then all this conversation was pointless now I am a very busy person,70
46,עם-כל הכבוד אדוני בריאותי רופפת ועבודתי בספריה גוזלת את רוב הזמן והאנרגיה שלי ,With respect sir my health is frail and my work in the library occupies much of my time and energy ,"Sincerely, my health is loose and my work in the library consumes most of my time and energy.",71
47,אם אני יכול אדוני הייתי רוצה לדחות את התפקיד ,If I may sir I would like to decline ,If I can sir I would like to postpone the job,69
48,כן כמובן שאתה יכול ,Yes of course you may ,Yes of course you can,81
49,אנחנו לא נדבר על כך יותר ,We will say no more about it ,We will not talk about it anymore,75
50,אנחנו גם נפריד בין הילד הקטן מחבריו למשחק ,We're also keeping the little boy from his playmates ,We will also separate the little boy from his playmates,82
51,מי אתה חושב שאתה לעזאזל‎! ,Who the devil do you think you are ,Who the hell do you think you are!,87
52,ואיפה אתה חושב שאתה נמצא!  ובכן!,And where do you think you are ,And where do you think you are! Well!,92
53,אני אומר לך מה אתה ,I'll tell you what you are ,I'm telling you what you are,89
