,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,- אל תצא ,- No! Don't walk out ,- Do not go out,60
1,- אתה מוכן בבקשה להקשיב לי ,- Will you please listen to me ,- Will you please listen to me?,100
2,- כבר עברתי את זה ,- I've already been through this ,- I've been through this before,78
3,למה אתה לא יכול להבין שהיא הלכה ושהיאלאתחזור ,Why can't you just realise that she's gone and she's not gonna come back ,Why can you not understand that she went and that he will come back,62
4,- היא לעולם לא תחזור ,- She's never coming back!,- She will never come back,77
5,- תשתקי ,- Shut up!,Shut up,100
6,למהאתהלא יכוללקבלאתזה ,Why can't you accept it ,Why you can not get it,71
7,היא פשוט איננה היא,She's just gone!,She just is not her,65
8,למהאתהלא יכוללקבלאתזה ,Why can't you accept it ,Why you can not get it,71
9,כי  אניאוהבאותה בגללזה ,Because  I love her that's why ,Because I love her because of her,61
10,גםאניאהבתיאותה אתה יודע ,Well I loved her too you know ,"I also love her, you know",72
11,היאפשוטלא אהבהאותנובחזרה ,She just didn't love us back ,She simply did not love us back,71
12,היאניסתה אני,OK she tried ,I tried,63
13,לאיודעת היאפשוטלא יכלהלהתמודדעםזה ,I don't know she just couldn't handle it ,Do not know she just can not handle it,74
14,אבלאניידעתיאתזה ,Yeah but I knew it ,But I knew it,84
15,ידעתיאתזה כל הזמן ,I knew it all along ,I knew that all along,80
16,כשהייתיבתחמש הרגשתיאתזה ,When I was five I felt it ,When I was five I felt it,100
17,ידעתיאתזה אז ידעתי,I knew it then ,I knew that so I knew,63
18,הייתיבת14 וידעתיאתזה ,I was 14 and I knew it ,I was 14 and I knew it,100
19,אתההייתבן 50 ולאידעת ,You were 50 and you didn't ,You were 50 and did not know,81
20,אתה יודע אתה לא יכול להמשיך לחיותכליוםבעבר ,You know you can't go on living every day in the past ,You know you can not continue to live in the past,71
21,היאעזבהאותנו אנחנו,She left us ,She left us we,88
22,לאעזבנו אותה ,We didn't leave her ,We left her,67
