,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אני גבר ואני גבר שמחקה נשים ,I've been a man and I've been a man who emulated a woman ,I'm a man and I'm a man who imitates women,67
1,מעולם לא הייתי אישה ,I've never been a woman ,I've never been a woman,100
2,מעולם לא קיבלתי פעם בחודש ,I never had that service once a month ,I never received once a month,73
3,מעולם לא הייתי בהריון ,I've never been pregnant ,I have never been pregnant,84
4,את יודעת אני לא יכול להגיד איך אישה מרגישה ,You know I could never say how a woman feels ,You know I can 't say how a woman feels,83
5,אני רק יכול להגיד איך גבר שמתנהג כמו אישה או מתלבש כמו אישה מרגיש ,I can only say how a man who acts like a woman or dresses like a woman feels ,I can only say how a man who acts like a woman or dresses like a woman feels,100
6,מעולם לא רציתי לעבור שינוי מין ,I never wanted to have a sex change ,I never wanted to have a sex change,100
7,זה לקחת את זה קצת יותר מדי רחוק את יודעת ,That's just taking it a little too far you know ,It's taking it a little too far you know,90
8,כי אם תחליט בשלב יותר מאוחר בחיים לשנות את דעתך אתה לא יכול ,Because if you decide later on in life to change your mind you can't ,Because if you decide later in life to change your mind you can not,98
9,ברגע שזה נעלם זה נעלם ,Once it's gone it's gone ,Once it's gone it's gone,100
10,הרבה ילדים שאני מכיר הם עברו שינוי מין כי הם הרגישו:,A lot of kids that I know they got the sex change because they felt:,A lot of the kids I know have undergone sex reassignment because they felt:,70
11,"""אוח התייחסו אליי כל כך רע בתור מלכת דראג ","""Oh I've been treated so bad as a drag queen ","""Oh, they treated me so badly as a drag queen",79
12,אבל נשים מקבלות יחס רע ,But women get treated bad ,But women are treated badly,81
13,את יודעת מכים אותן שודדים אותן מטרידים אותן ,You know they get beat they get robbed they get dogged ,"You know they are beaten, robbed, harassed",62
14,אז זה שיש לך פות לא אומר שהולכים להיות לך חיים נהדרים ,So having the vagina that doesn't mean that you're gonna have a fabulous life ,So just because you have a vagina doesn't mean you're going to have a great life,66
15,זה יכול למעשה להיות יותר גרוע את יודעת ,It might in fact be worse you know ,It could actually be worse you know,64
16,אז אני מעולם לא המלצתי על זה ואני עצמי לעולם לעולם לא אעשה את זה ,So I've never recommended it and I myself would have never ever got it ,So I have never recommended it and I myself will never do it,88
17,ואני אסיר תודה שהייתי כל כך חכם ,And I'm so thankful that I was that smart ,And I'm grateful I was so smart,61
18,כי בדיוק עכשיו לארבעים ומשהו שנים הבאות שאני אהיה פה אני אחיה ,Because right about now this next 40 or so years that I'm gonna be here I'm gonna live ,Because right now for the next forty-something years that I will be here I will live,72
19,ולכל אותם ילדים שלא יכולים לקבל את העובדה שאני עדיין נראה צעיר:,And for those children that can't take the fact that I still look youthful:,And to all those kids who can not accept the fact that I still look young:,63
20,חה!,Ha!,Ha!,100
21,שום שקיות שום קמטים ,No bags no lines ,No bags no wrinkles,63
22,אמריקה נחמדה ,America's nice ,America is nice,83
23,אתה יכול לעשות מה שאתה רוצה אם יש לך כסף ,You can do what you want if you have the money ,You can do whatever you want if you have money,91
24,אתה בטוח יכול להיות מה שאתה רוצה ,You can be what you want certainly ,You sure can be whatever you want,78
25,עשיתי ניתוח להרמת עצמות הלחיים עשיתי השתלת סנטר והשתלת חזה ,In '84 I've had a nose reconstructed job I've had my cheekbones risen I've had a chin implant and breast implants ,I had cheekbone lifting surgery I did a chin transplant and a breast transplant,61
26,כן ,Yes ,Yes,100
27,ספרי להם כמו שזה ,Tell them like it is ,Tell them as it is,79
28,הגורם החשוב ביותר בחיי שהושלם לאחרונה זה שעברתי ניתוח טרנסקסואלי ,The most important factor in my life that has been completed recently is that I've had a transsexualism operation ,The most important factor in my recently completed life is that I underwent transsexual surgery,77
29,זאת אומרת שעשיתי שינוי מין ,That means I've had a sex change ,I mean I made a sex change,69
30,אני כבר לא גבר ,I'm no longer a man ,I'm no longer a man,100
31,אני אישה ,I am a woman ,I am a woman,100
32,אני מרגישה נהדר ,I feel great ,I feel great,100
33,-אני מאוד שמחה ,I'm very happy ,-I am very happy,83
34,ואני מרגישה שהחלק בחיים שלי שהיה סוד עכשיו נסגר ,And I feel like the part of my life that was a secret is now closed ,And I feel like the part of my life that was a secret now is closed,100
35,אני יכולה לסגור את הדלת ,I can close the closet door ,I can close the door,85
36,אין שם יותר שלדים בארון ואני חופשייה כמו הרוח שנושבת בחוף הים ,There are no more skeletons in there and I'm as free as the wind that's blowing out on this beach ,There are no more skeletons in the closet and I am as free as the wind that blows at the beach,81
37,חוץ מהקול שעוד שם ,Except that voice is still there ,Except for the voice that's still there,87
38,"""חופשייה כמו הים הזה ""","""As free as this beach ""","""Free as this sea""",65
39,נסו את האלגנטיות היום ,Sample the elegance today ,Try elegance today,65
40,פויזן של דיור ,Dior's Poison ,Poison of Housing,60
41,כן ,Yes ,Yes,100
42,פויזן של דיור ,Dior's Poison ,Poison of Housing,60
43,-נחמד מאוד ,Very nice ,-Very nice,100
44,-טעים נכון ,Delicious yes ,- Delicious right,71
45,רבותיי בבקשה תמשיכו לזוז ,Please keep moving ,Gentlemen please keep moving,78
46,אנחנו מנסים שהמעברים יהיו פנויים ,We're trying to keep the aisles clear ,We are trying to make the aisles free,84
47,בבקשה תמשיכו לזוז ,Please keep moving ,Please keep moving,100
48,החיפוש אחר דוגמנית - העל של השנה החיפוש השביעי מסוגו ,The search for the Supermodel of the Year - the seventh search of this type ,The search for a model - the super of the year The seventh search of its kind,78
49,גברת פורד כאן עם שתיים מדוגמניות העל המובילות שלה ואנחנו מראיינים מועמדות שמקוות להיות דוגמנית העל של השנה ,Mrs Ford is here with two of her top models and we're interviewing candidates who hope to become the Supermodel of the Year ,Mrs. Ford is here with two of her top supermodels and we are interviewing candidates who hope to be the supermodel of the year,90
50,לקוחות אוהבים דוגמניות מועילות שלעולם לא יגידו שהבגדים נוראים גם אם זה נכון ,Clients like models who are helpful who never say the clothes are terrible even if they are ,Customers love helpful models who will never say that the clothes are terrible even if it is true,76
51,כי אחרי הכל שום דבר לא מושלם ,Because after all not everything is perfect ,Because after all nothing is perfect,81
52,הן צריכות לגרום לבגדים הכי עלובים להראות כמו דיור ,They have to make the least perfect of clothes look like a Dior ,They should make the poorest clothes look like housing,67
53,אז הן לא יכולות פשוט לומר ,And so they can't just say ,So they can not just say,80
54,"""זה הדבר הכי נורא שלבשתי ""","""That's the worst thing I've ever seen ""","""This is the worst thing I've ever worn""",72
55,הם צריכות לגרום לזה להראות טוב ,They have to make it look good ,They should make it look good,75
56,הן צריכות להיות מאוד מאוד משתפות פעולה ,They have to be very very cooperative ,"They need to be very, very cooperative",92
57,והן צריכות להיות שמחות ,And so they can't just say ,And they should be happy,60
58,אף אחד לא מעוניין לשמוע את הצרות שלך את יודעת ,Nobody likes to go in and hear your troubles you know ,No one wants to hear your troubles you know,71
59,כשאנשים שואלים אותך איך את מרגישה אל תגידי להם אם חולה כי לא באמת אכפת להם ,When people ask you how you feel don't tell them if you're sick 'cause they don't really care ,When people ask you how you feel do not tell them if they are sick because they do not really care,80
60,שלוש שתיים אחד ,Three two one ,Three two one,100
61,'בעוד שהפנים של שנות ה-80 צועדים קדימה 'הרגליים של שנות ה-80 היו צריכים לחכות ,But while the faces of the '80s stood on line the feet of the '80s did some waiting ,‘While the face of the 80s is stepping forward’ The legs of the 80s had to wait,67
62,חצי שעה ומסביב לבלוק כל הדרך לשדרה השלישית ,Half an hour and 'round the block all the way to Third Avenue ,Half an hour and around the block all the way to Third Avenue,89
63,אחת מהנערות הצעירות האלה תוכל להיות דוגמנית העל של העולם ,One of these young ladies could become the Supermodel of the World ,One of these young girls could be the supermodel of the world,91
64,מרגש ,Exciting ,exciting,100
65,נסה שוב ,Try again ,Try again,100
66,איך דבר כזה מסתדר עם שחרור האישה ,How does this type of thing square with women's lib ,How does such a thing work out with the liberation of the woman,65
67,מה לגבי גברים ,What about men ,What about men,100
68,הם לוקחים אותך ברצינות ,Do they take you seriously ,They take you seriously,94
69,או כשהם שומעים שאת דוגמנית האם היחס שלהם משתנה אליך ,Or when they hear you're a model how does their reaction change to you ,"Or when they hear that you are a model, their attitude towards you changes",74
70,מה לגבי כמו ששאלתי מקודם זה מסתדר עם התנועה לשחרור האישה ,What about like I asked before does this square with the women's lib movement ,What about like I asked earlier it gets along with the woman liberation movement,73
71,או קיי ,OK ,Okay,67
72,-הי ,Hi ,-Hi,100
73,מה שלומך ,How are you ,How are you,100
74,-טוב ,Good ,-are good,67
75,נעים להכיר גם אותך ,Nice to meet you too ,Nice to meet you too,100
76,אז את רוצה להיות דוגמנית ,Hi Janet So you want to be a model ,So you want to be a model,85
77,-כן ,Yes ,-Yes,100
78,ככה התחלתי ,That's how I started ,That's how I started,100
79,זאת אני ,I'm Shari ,It's me,62
80,-אני לא מאמינה ,I can't believe that ,-I do not believe,67
81,-כן זה היה לפני חמש שנים ,Yeah that's five years ago ,-Yes it was five years ago,75
82,את עדיין נראית נהדר ,You still look great ,You still look great,100
83,-תודה ,Thanks ,-Thanks,100
84,- תודה רבה ,Thanks ,- Thank you,67
85,אנחנו מסתכלים על 75 000 תמונות ,We look at 75 000 pictures ,"We're looking at 75,000 photos",79
86,טוב את יודעת זאת הכמות הממוצעת שאנחנו רואים בכל תחרות ,Well you know that's the average amount that we look at each contest ,Well you know this is the average amount we see in any competition,70
87,למה הבנות נהפכות ,What have girls become ,Why girls become,79
88,הן נשארות אותו דבר ,Are they the same ,They remain the same,86
89,איך הן משתנות ,How are you ,How they change,62
90,הבנות לא שונות מאיך שהן היו אתמול או ביום שלפניו ,Girls are not different from yesterday or the day before ,The girls are no different from how they were yesterday or the day before,85
91,לכל מי שהוא צעיר יש תקווה וחלום ואני לא חושבת שזה אי פעם היה אחרת בהיסטוריה של העולם ,Everybody who's young has a hope and a dream and I don't think that it's ever been any different in the history of the world ,Everyone who is young has hope and a dream and I do not think it has ever been different in the history of the world,87
92,אני מאמינה שיש עתיד גדול שם בחוץ עם הרבה דברים יפים הרבה גברים יפים הרבה מותרות ,I believe that there's a big future out there with a lot of beautiful things a lot of handsome men a lot of luxury ,I believe there is a great future out there with a lot of beautiful things and a lot of beautiful men and a lot of luxuries,80
93,אני רוצה מכונית ,I want a car ,I want a car,100
94,אני רוצה להיות עם הגבר שאני אוהבת ,I want to be with the man I love ,I want to be with the man I love,100
95,אני רוצה בית נחמד - רחוק מניו יורק בפיקסקילס בצפון או אולי בפלורידה ,I want a nice home away from New York - up the Peekskills or maybe in Florida ,I want a nice home - far from New York in Pixkills in the north or maybe in Florida,83
96,איפהשהו רחוק איפה שאחד לא יכיר אותי ,Somewhere far where no one knows me ,Somewhere far away where no one will know me,86
97,אני רוצה את השינוי מין שלי ,I want my sex change ,I want my sex change,100
98,אני רוצה לחיות חיים נורמלים שמחים ,I want to live a normal happy life ,I want to live a happy normal life,100
99,אם זה להיות נשואה ולאמץ ילדים או אם זה להיות מפורסמת ועשירה ,Whether it's being married and adopting children whether it's being famous and rich ,Whether it's being married and adopting children or whether it's being famous and rich,98
100,אני רוצה להתחתן בכנסייה בלבן ,I want to get married in church in white ,I want to get married in a white church,94
101,לפעמים אני יושבת וקוראת במגזין ,Sometimes I sit and look at a magazine ,Sometimes I sit and read in the magazine,74
102,אני מנסה לדמיין את עצמי בעמוד השער או אפילו בפנים ,I try to imagine myself in the front cover or even inside ,I try to imagine myself on the front page or even inside,85
103,אני רוצה להיות אישה שלמה ,I want to be a complete woman ,I want to be a whole woman,73
104,ואני רוצה להיות דוגמנית מקצועית מאחורי מצלמות בעולם האופנה הגבוהה ,And I want to be a professional model behind cameras in a high-fashion world ,And I want to be a professional model behind cameras in the world of high fashion,94
105,אני רוצה כל-כך הרבה יותר ,I want so much more ,I want so much more,100
106,אני רוצה  אני רוצה שהשם שלי יהיה מוצר לבית ,I want  I want my name to be a household product ,I want I want my name to be a home product,92
