,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-אתה קורא יפה ,- You read nice ,- You read beautifully,61
1,-תודה ,- Thank you ,-Thanks,67
2,את משקרת יפה ,You lie nice ,You're lying nicely,71
3,תודה ,- Thank you ,Thanks,67
4,-ושאלה אחת אחרונה ,- And one last question ,-And one last question,100
5,יש לך עבר פלילי ,Do you have a criminal record ,You have a criminal record,95
6,אפשר להיות כן ,Can I be honest ,You can be yes,69
7,אף אחד לא יציע לך עבודה משרדית ,No one's going to offer you an office job ,No one will offer you an office job,82
8,יש יותר מדי תחרות ,There's too much competition ,There is too much competition,91
9,קראתי איפשהו שאתה מתאגרף טוב מאוד ,I've read somewhere you're a very good fighter ,I read somewhere that you are a very good boxer,77
10,טוב  הרביצו לך פעם בפרצוף ׂ500 מכות בלילה אחד ,Well  Was you ever punched in the face 500 times a night ,"Well, you were once beaten in the face with 500 blows in one night",63
11,תודה רבה על זמנך ,Thank you very much for your time ,Thank you so much for your time,88
12,אני מעריך את זה ,I appreciate it ,I appreciate it,100
13,מר בלבואה אני מאוד מצטער ,Mr Balboa I'm very sorry ,Mr. Balboa I'm very sorry,100
14,אין לנו כלום ,We have nothing ,We have nothing,100
15,-אתה בטוח ,- Are you sure ,-Are you sure,100
16,שמע בחור אתה צריך להיות ריאלי ,Look pal you gotta be realistic ,Listen dude you need to be realistic,60
17,תודה ,Thanks ,Thanks,100
18,כמו שאני רואה את זה יכולתי למצוא עבודה אחרת אילו רציתי ,The way I see it is I can get another job if I wanna ,As I see it I could have found another job if I had wanted to,67
19,אבל אני רוצה בזה ,But do I wanna ,But I want it,74
20,ובנוסף אתה יודע אנחנו צריכים את הכסף עכשיו באטקוס ,Plus you know we need the money now Butkus ,Plus you know we need the money now at Atcos,88
21,אפילו כלבים לא רוצים לשמוע את הבעיות שלי ,Dogs don't wanna hear my problems ,Even dogs do not want to hear my problems,78
22,הייתי רוצה להיות כלב לפעמים ,I wish I was a canine sometimes ,I would like to be a dog sometimes,62
23,תן לי נשיקה ,Gimme a kiss ,give me a kiss,77
24,זה כל מה שיש לי וגם שם מקצצים ,That's all I got and we're cutting back too ,That's all I have and also there are cuts,62
25,זה בסדר מבחינתי אבל מתי אוכל להתחיל ,That's OK with me but when can I start ,That's fine with me but when can I start?,90
26,-מה דעתך על מחר ,- How about tomorrow ,- What do you think about tomorrow?,64
27,בסדר ,OK ,OK,100
28,הי פולי אתה נראה די רזה ,Hey Paulie you look kinda skinny there ,Hi Polly you look pretty skinny,64
29,-כן הוא יורד במשקל לא ,- Yeah he's losin' weight ain't he ,-Yes he is losing weight no,70
30,-אל תטרח להודות לי ,- Don't bother to thank me ,- Do not bother to thank me,94
31,גם אתה לא צריך להודות לי על השעון ,You don't have to thank me for the watch either ,You also do not have to thank me for the watch,84
32,זה הדבר הכי טוב שראיתי כל היום ,There's the best-lookin' thing I seen all day ,This is the best thing I've seen all day,79
33,-אתה נראה עייף ,- You look tired ,-you look tired,100
34,-לא הפנים שלי עייפות ,- No no My face is tired ,- Not my face is tired,90
35,אני מרגיש בסדר ,I feel OK ,I am feeling OK,75
36,-רוצה לעשות אמבטיה חמה ,- You wanna take a hot bath ,-Want to take a hot bath,79
37,אני מרגיש דינמי ,I feel dynamic ,I feel dynamic,100
38,הי תשמעי מחר  ,Hey listen tomorrow  ,"Hi, listen tomorrow",92
39,חשבתי בעבודה אולי אחרי העבודה אני אקח אותך לבילוי ,I was thinking at work maybe after work I'll take you out ,I thought at work maybe after work I will take you for fun,75
40,את רוצה לעשות משהו נחמד הא ,You wanna do somethin' nice huh ,Do you want to do something nice?,81
41,רוצה לעשות את זה ,You wanna do that ,Want to do it,60
42,-הייתי רוצה לעשות את זה ,- I'd like to do that ,-I would like to do that,81
43,איך הבטן שלך ,How's your stomach ,How is your stomach,97
44,את נראית נהדר ,You look great ,you look great,100
45,את יודעת את זה ,Do you know that ,You know it,67
46,-הי רוק הם כמו חברים ותיקים ,- Hey Rock they just like old friends ,- Hi Rock are like old friends,73
47,ככה שמעתי ,I heard that ,That's how I heard,80
48,יו רוק!,Yo Rock!,U Rock!,77
49,רצית אותי פרנק ,You wanted me Frank ,You wanted me Frank,100
50,אני עובד קשה ,I'm workin' hard ,I work hard,85
51,כן אבל אנחנו צריכים לקצץ בכוח אדם ואתה לא עובד כאן מספיק זמן ,Yeah but we gotta cut back on manpower and you ain't got enough time in ,Yes but we need to cut manpower and you are not working here long enough,69
52,ותק ,Seniority ,seniority,100
53,אני לא יכול לעשות את זה ,Can't do it ,I can 't do that,85
54,חוקי האיגוד ,Union rules ,Union laws,76
55,-אני יכול לעבוד עד סוף היום ,- Can I finish out the day ,- I can work until the end of the day,61
56,הי רוקי  ,Hey Rocky  ,Hi Rocky,82
57,אני מצטער ,I'm sorry ,I'm sorry,100
58,כן גם אני ,Yeah me too ,Yes me too,86
59,יש לך יותר סיפורים מבספר אתה יודע את זה ,(Paulie) You got more stories than a book you know that ,You have more stories than a book you know that,86
60,זה גיסי רוקי ,There's my brother-in-law Rocky ,It's my brother-in-law Rocky,85
61,תן לי את החמישיה ,Gimme the five ,Give me the quintet,61
62,גיסי בא לבקר אותי ,My brother-in-law come to visit me ,My brother-in-law came to visit me,97
63,מה שלומך ,How you doin' ,How are you,70
64,איך הולך ,How you doin' ,How's it going,62
65,איך העסקים בסדר ,How's business ,How's business fine,85
66,-חשבתי שאתה אוהב אותה ,- I thought you liked it ,- I thought you liked her,89
67,אני לא יכול לפנות ימינה עם העין הפגועה שלי ,I can't make these right turns with my bad eye ,I can not turn right with my injured eye,70
68,אני פוגע בפחי זבל ודברים כאלה כל הזמן ,Keep hittin' trash cans and things like that ,I hit trash cans and stuff like that all the time,72
69,-יש לך בעיות ,- You got problems ,-you have problems,79
70,אתה צריך כסף ,You need bread ,You need money,71
71,-לא הכל בסדר ,- No everything's OK ,-Not everything is okay,80
72,המכונית הזאת תיראה טוב כשתהיה כרוכה סביבך לא ,This car'd look great wrapped around you wouldn't it ,This car will look good when it's wrapped around you no,77
73,לא אני לא צריך עזרה פולי ,No I don't need no hand-out Paulie ,No I do not need help Polly,69
74,תראה אתה רוצה את המכונית ,Look you wanna buy the car ,Look you want the car,85
75,למה שלא תהיה חכם ותתאגרף שוב ,Why don't you be smart and fight again ,Why not be smart and box again,76
76,אתה רוצה לקנות את המכונית ,You wanna buy the car ,You want to buy the car,86
77,אתה רוצה אותה בשביל לגבות את התשלומים ,You wanna pick up the payments ,You want it to collect the payments,65
78,אחותי עושה לך צרות ,My sister giving' you a hard time ,My sister is making trouble for you,66
79,אם כן שבור לה את השיניים ,If she is you break her teeth ,"If so, break her teeth",80
80,אני מעריך את העצה פולי אבל אני די אוהב את השיניים שלה במקומן ,I appreciate the advice Paulie but I kinda like her teeth where they are ,I appreciate Polly's advice but I quite like her teeth in place,73
81,זהו זה ,That's OK ,that's it,78
82,קנית לעצמך מכונית ,You bought yourself a car ,You bought yourself a car,100
83,מכונית טובה אתה יודע ,Good car you know ,A good car you know,94
84,לאן אתה הולך ,Where you goin' ,Where are you going,85
85,לא ,No I  ,No,67
86,להתראות ,See you around ,See you,67
87,תמסור דרישת שלום לאחותי!,Hey! Say hi to my sister for me!,Say hello to my sister!,73
88,הי שמע אם אתם צריכים את המכונית רק תבקשו!,Hey listen if you two need the car just ask!,Hi hear if you need the car just ask!,78
89,מתי חזרת הביתה ,When did you get home ,When did you get home,100
90,חשבתי שאתה בעבודה ,I thought you were at work ,I thought you were at work,100
91,לא אני  ,No I  ,not me,60
92,אני לא בעבודה יותר ,I ain't at work no more ,I'm not at work anymore,78
93,-מה קרה ,- What happened ,-What happened,100
94,-אני לא יודע ,- I don't know ,-I do not know,88
95,הייתי   זה לא באשמתו של אף אחד ,I was  It was nobody's fault ,It was not anyone's fault,65
96,זה פשוט כלכלה ,It was economics ,It's just economics,80
97,-אני לא יודע ,- I don't know ,-I do not know,88
98,אני   חשבתי על איגרוף ,I was um thinkin' about fightin' ,I was thinking about boxing,77
99,מה עם העין שלך ,What about your eye ,What about your eye,100
100,הרופא אמר שאסור לך להתאגרף ,The doctor said you shouldn't fight any more ,The doctor said you should not box,74
101,לא לא ,No no ,no no,100
102,הוא המליץ שלא אתאגרף ואני ממליץ שכן ,He recommended I don't fight and I recommend that I do ,He recommended that I not box and I recommend that I do,84
103,-אתה תתעוור ,- You'll go blind ,- You'll go blind,100
104,-אף אחד לא יתעוור ,- Nobody's goin' blind ,- No one will go blind,67
105,אני מתכוונת אם אנחנו צריכים כסף אני יכולה לעבוד ,I mean if we need money I could get a job ,I mean if we need money I can work,72
106,את לא חייבת לעשות את זה ,You don't have to do that ,You do not have to do that,94
107,אתה יודע משרה חלקית בחנות החיות ,I can get my job back you know part time at the pet shop ,You know a part-time job at the pet store,78
108,אבל אני זה שאמור לפרנס ,But I'm the one who's supposed to support ,But I'm the one who's supposed to make a living,75
109,תקשיבי מה יקרה אם תידבקי באיזו מחלה של חנות חיות-מחמד ,Listen what if you catch some pet-shop disease ,Listen to what happens if you get infected with some pet store disease,64
110,אין מחלת חנות-חיות רוקי ,There are no pet-shop diseases Rocky ,There is no Rocky Pet Store disease,85
111,באמת אני רוצה לעבוד ,I mean I  really I wanna work ,I really want to work,69
112,טוב אולי את צודקת את יודעת ,Well maybe you're right you know ,Well maybe you're right you know,100
113,את יודעת מה הכי טוב ,You know what's best you know ,You know what's best,82
114,את יכולה להכין ארוחת ערב ,Could you start dinner ,You can make dinner,68
115,אני מתחיל להיות רעב ,I'm startin' to get hungry ,I'm starting to get hungry,98
116,אני רק רוצה לגמור להתאמן כאן בסדר ,I just wanna finish my workout here OK ,I just want to finish training here okay,74
117,מי זה לעזאזל ,Who the hell is that !,Who the hell is that?,100
118,-אייבון ליידי ,- Avon lady ,- Avon Lady,100
119,-זה רוקי ,- Is that Rocky ,- It's Rocky,70
