,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,א' זה על הצלחת שבה אכלתם את הארוחה ,When they hear about this on Mypos they'll throw me a parade ,A. It's about the plate on which you ate the meal,61
1,בסדר ,Okay ,OK,67
2,סטרייק! -מה הוא עושה ,Strike one!,Strike! -What is he doing,61
3,קדימה בנדי!,Come on Balki!,Come on Bendy!,69
4,קדימה בנדי!,Come on Balki!,Come on Bendy!,69
5,אני שונא את כולכם ,Will you look at that ,I hate you all,69
6,היי ילד מה שלומך ,Boy you hit that ball a mile ,Hi boy how are you?,61
7,זהירות!,Cousin ,Caution!,62
8,כנראה שלא הבנת אותי נכון הבוקר אמרתי שאת צריכה לקנות צמח,You must have misunderstood me this morning I said you should buy a vegetable ,You probably did not understand me right this morning I said you should buy a plant,64
9,בחיי ואני חשבתי שאני הבנתי אותך לא נכון אתמול בלילה כשאמרת תאזרי כוחות,"And I guess I must have misunderstood you last night when you said: ""Brace yourself ",In my life and I thought I misunderstood you last night when you said mobilize forces,70
10,הפעם זה יהיה טוב,"This time it's gonna be good """,This time it will be good,75
11,הגיע דואר כן משהו כן הגיע היום,-Any mail -Oh yeah Something did come today ,Mail arrived Yes something Yes arrived today,68
12,היי זה מתיכון פולק על מה הם יכולים לכתוב לי אחרי ,Hey this is from Polk High School What could they be writing to me about after all these years ,Hey it's from folk high school about what they can write me after,74
13,כל השנים האלה אולי הם פירקו את התא שלך בשירותי גברים,Well maybe they've retired your stall in the boys' bathroom ,All these years maybe they dismantled your cell in the men's bathroom,63
14,הת דיגי דה דיגי בום זה מה שאת עושה לי,Hot diggety dog diggety Boom What you do to me ,The Digi De Digi boom is what you do to me,73
15,היי תראי הם רוצים שאני יראיין את השחקן המצטיין של נבחרת הפוטבול במסיבה ביום שישי,Hey look! They want me to introduce the football team's MVP at the homecoming dance Friday night ,Hey look they want me to interview the outstanding player of the football team at a party on Friday,72
16,אנחנו מחפשים את שחקן הפוטבול הכי טוב בכל הזמנים בכל איזור שיקאגו,"""We're seeking one of the great football heroes of the Chicago-land area ",We are looking for the best football player of all time in any area of ​​Chicago,62
17,לכן ביקשנו ממך  מר גייל סירס,"That's why we've asked you Mr Gale Sayers  ""","That's why we asked you, Mr Gail Sears",90
18,מר אלף באנדי,"""Mr Alf Bundy """,Mr. Alef Bandy,88
19,הם עדיין זוכרים אלף,They still remember Oh Alf Yup ,They still remember a thousand,77
20,כן ואני בטוח שהם ירצו לשמוע נאום קטן את יודעת יש לי הרבה מה לומר לנוער האמריקאני,And I'll bet they'll wanna hear a speech I've got much to say to America's youth ,Yes and I'm sure they will want to hear a little speech you know I have a lot to say to American youth,70
21,אם אני יוכל לעזור אפילו לילד  אחד לא להתחתן עבודתי הסתיימה,If I could just help one kid not marry my job is done ,If I could help even one child not get married my job was over,66
22,שמעת את זה ואפילו חושבים שלמורה למדע יהיה יותר מכובד  אז חנון  כולם יהיו במסיבה,Did you hear that You'd think a science teacher would have more dignity So everyone will be at the homecoming dance ,You've heard it and even think a science teacher will be more respected so a nerd everyone will be at a party,62
23,הט'ר מק'ואי ,Heather McCoy ,Heather McCoy,100
24,'הבחורה שאתה מאוהב בא מכיתה ו האחת שלקחה אותך לעשות  סקי בעירום גנבה את כל הבגדים שלך ותלתה את ,The one you were in love with in sixth grade Who took you skinny-dipping stole your clothes then ran your underwear up a flagpole ,'The girl you're in love comes from a class and the one who took you skiing naked stole all your clothes and hung up,62
25,התחתונים שלך על עמוד לדגל כן באד למה שלא תצא עם מישהי שמחבבת אותך,Yup Why don't you go out with somebody who likes you ,Your panties on a flag page yes bud why not go out with someone who likes you,65
26,בדיחה טובה טרמפולינה אנושית,Good one human trampoline ,Good joke human trampoline,94
27,תיהיה בשקט מתוקה הנה היא באה,Hush hush sweet harlot Here she comes ,Be quiet sweet here she comes,67
28,היי באד אנחנו עדיין יוצאים ביחד ,Hi Bud Are we still on for the dance Friday ,Hi Bud we'm still going out together,61
29,למיסבה ביום שישי  אני ישתה מהיופי שלך כמו שהדבורה שותה את הצוף של הפרח,I shall drink in your beauty as the bee does the nectar of the flower ,For the bear on Friday I will drink from your beauty as the bee drinks the nectar of the flower,74
30,נכון הוא חלומי,Isn't he a dream ,True he is dreamy,79
31,ועכשיו זה הזמן הנכון להכות כי אני בשיא של הגבריות שלי,And now the time is right to strike for I am at the zenith of my studliness ,And now is the right time to strike because I'm at the height of my masculinity,66
32,חמש שנים ארוכות ועכשיו סוף סוף היא שלי ,Five long years and now finally she's mine ,Five long years and now she's finally mine,100
33,אתה עדיין אוהב אותה אה לא אני רודף אחרי הנקמה בייבי,You still love her huh Nope I'm after revenge baby ,You still love her Oh no I'm chasing revenge Baby,77
34,נקמה מתוקה וטהורה למה לטרוח כלומר זה היה לפני 5 שנים,Sweet pure uncut revenge Why bother I mean that was five years ago ,Sweet and pure revenge why bother ie it was 5 years ago,79
35,אף אחד לא זוכר את התחתונים שלך על עמוד הדגל אני מצדיע לתחתונים המאוחדים של באד באנדי,Nobody remembers your underwear up on a flagpole I pledge allegiance to the underwear of the united shorts of Bud Bundy ,No one remembers your panties on the flagpole I salute the Budy United panties,61
36,כן אף אחד חוץ מ 75 ילדים שעושים לי את זה כל יום לכן אני ינקום בהט'ר מק'ואי,Yeah no one but the 75 kids who do that to me every day That's why I'm gonna get Heather McCoy ,Yes no one except 75 kids do this to me every day so I will take revenge on Heather McCoy,71
37,שלב א' עכשיו הושלם ,Phase one is now completed ,Phase A has now been completed,75
38,"תתחיל לבכות לא בדיוק ""הראש שלי אף פעם לא נראה במכונית""",Not quite O-she-whose-head- can-never-be-seen-in-a-car ,"Start crying not exactly ""my head is never seen in the car""",62
39,שלב ב' מגיע ביום שישי  אנחנו רוקדים היא מסתכלת עליי,Phase two comes Friday We dance she's looking up at me engulfed in the cool that is I ,Step B comes on Friday we are dancing she is looking at me,67
40,והעולם יראה את התחתונים שלה !,And the world will see her underwear!,And the world will see her panties!,74
41,נקמה!,Revenge!,Revenge!,100
42,נקמה,Revenge!,Revenge,100
43,מזה שחור ולבן ומצחיק בכל מקום גארי קולמן ונאד בייטי באיתן והג'קל,Gary Coleman and Ned Beatty are: Ethan and the Jackal ,It's black and white and funny everywhere Gary Coleman and Nad Beatty in Ethan and the Jackal,68
44,שני פרופסורים שילחמו ואוהבים את הקלאסיקות ושונאים את הפשע,Two wrongly fired Harvard professors who love the classics and hate crime ,Two professors who will fight and love the classics and hate crime,83
45,בואו תצפו בי עכשיו,Come watch us now ,Let's watch me now,80
46,היי פגי  בחיי את יודעת חשבתי,Hi Peggy Gee you know I was thinking ,Hi Peggy in my life you know I thought,62
47,בחייך אל אתה יודע שאתה אוהב את התחת שלי,Oh come on Al You know you love your honey buns ,"Come on, you know you love my ass",73
48,זוכר היית ממשש אותו כל לילה לפני שהלכת לישון,Remember You used to rub them every night before you went to sleep ,Remember you would feel it every night before you went to bed,68
49,כן אבל אם לא הייתי הולך לישון עם ריח של רגליים בידיים שלי,It's just that I hate to go to sleep with the smell of feet on my hands ,Yes but if I did not go to bed with the smell of feet in my hands,63
50,עכשיו תיהי בשקט תני לי לעבוד על הנאום שלי תראה אל כל מה שהם רוצים שתעשה,All right now be quiet let me work on my speech here ,Now be quiet let me work on my speech and look into everything they want you to do,63
51,ותעזוב אותם לנפשם זה פשוט הורג אותך שמישהו זוכר ,It's just killing you that someone remembers me isn't it ,And leaving them alone it just kills you that someone remembers,76
52,אותי נכון שמישהו חושב עליי כאל יותר   מסתם מוכר נעליים  מהארנק המשפחתי הבדיחה הרצה במכון היופי,That someone thinks of me as more than just a shoe salesman or the family wallet or the running joke at the beauty parlour ,I'm right that someone thinks of me as more than just selling shoes from the family wallet The joke ran at the beauty salon,83
53,האנשים האלה רוצים אותי כי אני גיבור פוטבול מקורי,These people want me because I'm a genuine football hero ,These people want me because I'm an original football hero,84
54,והם בטח ירצו לראות כמה מהגביעים שלי גם איפה הקסדה הישנה שלי ,They'll probably wanna see some mementos too Where's my old football helmet ,And they will probably want to see some of my trophies also where my old helmet is,71
55,של הפוטבול ובכן לשפוט על ידי הצורה של הראש שלך הייתי אומרת שהקרקפת שלך צמחה עליה,Well judging from the shape of your head I'd say your scalp grew over it ,Of football Well judging by the shape of your head I would say your scalp grew on it,85
56,את יודעת כשאת מדברת ככה אני רק רוצה להוריד אותך על הבירכיים ולנשוך לך את הרגליים כמו פיטבול,You know when you talk like this I just wanna get down on my knees and bite your ankles like a pit bull ,You know when you talk like that I just want to get you down on your knees and bite your feet like a pit bull,84
57,בסדר פג תני לספה לנשום קצת אוויר ולכי תביאי את הקסדה שלי,All right Peg let the couch have a little air and go get that helmet ,"Okay, let the couch breathe some air and go get my helmet",61
58,ועודמסמלי הגבורה שלי בסדר,And other symbols of my heroism Oh all right ,And my other symbols of heroism are fine,76
