,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,בכלל לא ,Not at all ,Not at all,100
1,חשבתי לעזוב לפני שהמפקח ישנה את דעתו ,I thought I should leave before the Inspector changes his mind eh ,I thought of leaving before the inspector changed his mind,86
2,תשמע אם תראה אותי בנמל תעמיד פנים שאתה לא מכיר אותי טוב ,Look if you see me at the harbor pretend you don't know me hm ,"Listen, if you see me at the port, pretend you do not know me well",72
3,"לאן מועדות פניך רס""ן ",Where are you headed Major ,Where are you headed Major?,100
4,איך ידעת ,How did you know that ,how did you know,86
5,חשבתי שתרצה להיות שם לעונת הציד של היענים ,Well I assumed you'd want to be there for the Ostriche's shooting season ,I thought you would like to be there for the ostrich hunting season,65
6,שלום מיסייה פוארו ,Goodbye Monsieur Poirot ,Hello Monsieur Poirot,77
7,אני מקווה שניפגש שוב ,I hope we shall meet again ,I hope we meet again,87
8,להתראות מדמואזל ,Au revoir Mademoiselle ,Goodbye Mademoiselle,62
9,כשאני מזנק לחייהם של אנשים אחרים אני מרגיש מאוד כמו דון קישוט ,[Sam Narrating] Leaping into other people's lives I feel a lot like Don Quixote ,When I jump into other people's lives I feel very much like Don Quixote,72
10,ורוחותיו הרחבים של הגורל' ישאו אותי הלאה או לכל מקום אליו ינשבו',# And the wild winds of fortune will carry me onward # # Oh whithersoever they blow #,And the broad spirits of fate 'will carry me on or wherever they will blow',75
11,אלך',# I go #,I'll go,73
12,אם זאת תהילה משהו אומר לי שאני בצרות צרורות ,If this is glory something tells me I'm in big trouble ,If it's glory something tells me I'm in big trouble,91
13,שמעת אותו ,Did you hear him ,You heard him,83
14,-או בוי ,Oh boy ,-Oh boy,100
15,ג'וליאן ,Julian ,Julian,100
16,אתה וודאי שמעת אותו ,You must have heard him ,You must have heard it,93
17,אני לא חושב כך ,I don't think so ,I dont think so,90
18,אבל הוא קרא בשמי שוב ושוב ,But he kept calling my name over and over again ,But he called my name over and over,80
19,"""טרויאן!","""Troian!","""Trojan!",83
20,"טרויאן!"" -טרויאן ","Troian!"" Troian ","Trojan! ""-Troyan",85
21,בבקשה אמור לי ששמעת אותו ,Please tell me you heard him ,Please tell me you heard it,95
22,שם בפנים זה לא בדיוק מה שחשבתי עליו ,In there's not exactly what I had in mind ,Inside there is not exactly what I thought,72
23,זה לא הדמיון שלי ,It's not my imagination ,This is not my imagination,90
24,ובכן יש  יש כאן משהו ,[Clears Throat] Well there  there is something here ,Well there is something here,74
25,איך זה יכול להיות ,How can that be ,How can it be,86
26,ג'וליאן מת כבר שלוש שנים ,Julian's been dead for three years ,Julian has been dead for three years,91
27,מה שאת צריכה זה אש חמימה ומשקה חמה ,What you need is a warm fire and a hot toddy ,What you need is a warm fire and a hot drink,86
28,אנחנו לא מרשים אש 'בבית קלרידג ,We don't allow fires at Claridge House ,We're not allowing fire at Claridge's house,81
29,למה לא ,Why not ,Why not,100
30,-זאת אשמתי ,It's my fault ,-It's my fault,100
31,הייתי צריכה לנקות את הארובות לפני הפתיחה מחדש של הבית ,I should have had the chimneys cleaned before reopening the house after three years ,I had to clean the chimneys before reopening the house,77
32,הציפורים וחיות אחרות מקימים את קיניהם בארובה ,The birds and uh other animals make their nests in the chimney ,The birds and other animals set up their nests in the chimney,91
33,אש יכולה להיות מסוכנת ,A fire could be dangerous ,Fire can be dangerous,83
34,כך גם תהיה דלקת ריאות ,So would be pneumonia [Thunderclap],So too will pneumonia,63
35,אני בדיוק ניקיתי את הרצפה ,I've just cleaned the floor ,I just cleaned the floor,94
36,מצטערת ,Sorry ,Sorry,100
37,אני אכין את המשקאות שלכם ,I'll prepare your drinks ,I'm going to make your drinks,64
38,אם זו לא טרחה רבה מדי ,If it's not too much trouble ,If it's not too much trouble,100
39,אם היית רוצה לחסוך לי איזו טרחה דוקטור לא היית כאן ,If you wanted to uh save me from some trouble Doctor you wouldn't be here ,If you wanted to save me some hassle Doctor you would not be here,80
40,גברת סטולץ דר' מינץ הוא האורח שלי ,Miss Stoltz Dr Mintz is my guest ,Mrs. Stoltz Dr. Mintz is my guest,95
41,וכל עוד אני בעלת הבית כאן הוא ימשיך להרגיש רצוי ,And as long as I'm mistress here he will be made to feel welcome ,And as long as I own the house here he will continue to feel welcome,77
42,היי אחות רק למקרה ששניכם פספסתם אותן הדברים האלו בארון בכניסה הן מטריות ,Hey Sis just in case you two missed them those things in the hall closet they're umbrellas ,Hi Sister just in case you both missed the same things in the closet at the entrance are umbrellas,77
43,ג'ימי שמעתי את קולו של ג'וליאן שוב ,Jimmy I heard Julian's voice again ,Jimmy I heard Julian's voice again,100
44,דר' מינץ קיבל הוכחה סוף סוף ,Dr Mintz has finally got proof ,Dr. Mintz has finally received proof,80
45,טרויאן ,Troian ,Trojan,83
46,ג'וליאן מת והוא לא הולך לחזור ,Julian is dead and he's not coming back ,Julian is dead and he is not going to return,67
47,זה נורא וזה לא הוגן אבל זה המצב אחותי ,It's terrible and it's unfair but that's the way it is Sis ,It's awful and it's not fair but it's my sister's situation,62
48,אני יודעת שג'וליאן מת ,I know Julian is dead ,I know Julian is dead,100
49,אז למה את מאמינה שהוא מדבר אליך ,Then why do you believe he's talking to you ,So why do you believe he's talking to you?,90
50,-בגלל ששמעתי את קולו ,Because I heard his voice ,-Because I heard his voice,100
51,את בטוחה שזה לא המתחזה ,Are you sure it's not the quack's ,You're sure it's not the impostor,73
52,נמאס לי מזה שאתה יורד על דר' מינץ ,I'm tired of you putting Dr Mintz down ,I'm tired of you coming down on Dr. Mintz,82
53,הוא פראפסיכולוג מוסמך והוא כאן כדי לעזור לי ,He's an accredited parapsychologist and he's here to help me ,He's a certified parapsychologist and he's here to help me,83
54,לאדם יש תארים ב בוודו ערפדים וזומבים ,The man has got degrees in  [Jimmy] Yeah in voodoos vampires and zombies ,Man has degrees in voodoo and vampires and zombies,77
55,מה אין הכחשות ,[Disgusted Sigh] What no denials ,What are no denials,61
56,אני לא מאמין בערפדים ,I don't believe in vampires ,I do not believe in vampires,95
57,ג'ימי גם אני לא רוצה להאמין בזה אבל אני שמעתי את הקול של ג'וליאן ,[Troian] Jimmy I don't want to believe it either but I heard Julian's voice ,Jimmy I also do not want to believe it but I heard Julian's voice,83
58,הוא קרא לי קרא לי לחדר הקבורה המשפחתי ,He was calling me calling me out to the family crypt ,He called me and called me to the family burial room,65
59,אני לא יודעת ,I don't know ,I do not know,88
60,אולי אני באמת מאבדת את שפיותי ,Maybe I am losing my mind ,Maybe I'm really losing my sanity,62
