,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,שחקן האולימפיידה לשעבר צבר 180 דקות עונשין העונה אבל עדיין כבש 55 שערים ,The former Team USA player has racked up a record 1 80 minutes of penalties this season and yet still leads in goals with 55 ,The former Olympian has amassed 180 minutes of penalties this season but still scored 55 goals,67
1,אם קירבי לא היה מגורש מהמשחק הראשון המצב אולי היה שונה ,Had Kirby stuck around in game one it might have been a different story ,If Kirby had not been expelled from the first game the situation might have been different,65
2,המשחק השני בסדרת 3 המשחקים יצא לדרך ,Game two in this best of three series is underway ,The second game in the 3 game series is underway,76
3,זהו המשחק השני והמכריע וקירבי בא נחוש לשחק ,The all important second game and Kirby has got the play in this one ,This is the second and decisive game and Kirby comes determined to play,60
4,ניתן לראות שהוא רודף אחרי הדסקית בכל הזדמנות ,You can tell he really wants the puck at every opportunity ,You can see him chasing the disk at every opportunity,67
5,קירבי לוקח את הדסקית לקו הכחול למאחורי השער  מבצע שוב את תרגיל הסיבוב מאחורי השער והוא מבקיע!,Kirby takes it to the blue line now to the end court This could be the patented wraparound move and he scores!,Kirby takes the disk to the blue line behind the goal and again performs the rotation exercise behind the goal and he scores!,61
6,כפי שאמרתי קירבי בא נחוש לשחק הוא השתמש במהלך בו הוא מסתובב סביב השער ואז מבקיע את הדסקית לצדו הקצר של השער ,As I said Kirby has come to play and he used that move where he goes around the net and then tucks it in the short side ,As I said Kirby came determined to play he used the course in which he revolves around the goal and then scores the disc to the short side of the goal,69
7,"או שקירבי רק מנסה להרוויח את מקומו בליגה הארצית ולהרשים את שני המאמנים של קבוצת ""מוסטנג"" שיושבים עם אביו ביציע ",Or is Kirby trying to earn his ticket to the NHL by impressing those two Mustang coaches sitting with his dad in the stands ,"Or Kirby is just trying to earn his place in the national league and impress the two coaches of the ""Mustang"" team sitting with his father in the stands",78
8,קירבי מחזיק בדסקית הוא נע לעבר קצה הגדר עוצר מסתובב ומגיע חזרה אל הנקודה ,He drives toward the end boards stops turns around comes back to the point now he's picking up speed driving towards the net  ,Kirby holds the disc and he moves towards the edge of the fence stopping and turning back to the point,61
9,אל תשכב שם קום בן!,Don't just lie there get up son!,Do not lie there get up son!,79
10,אולי הוא נפצע אולי הוא נכנס להלם ,Maybe he's hurt maybe he's really shaken up ,Maybe he was injured maybe he went into shock,64
11,השעון נעצר נותרו 2: 08 דקות לסיום הסיבוב השני ,Clock is stopped with two minutes eight seconds remaining in the period ,The clock stopped 2:08 minutes left in the second round,68
12,"התוצאה עומדת עדיין על 3-1 לטובת ""התוקפים"" ",The score still Raiders three Hawks one ,"The result is still 3-1 in favor of the ""attackers""",61
13,"ל-2 מהשערים של ""התוקפים"" אחראי דרק קירבי שלמרבה ההפתעה עוד לא ביצע אפילו עבירה אחת ",Two of those Raider goals coming from Derek Kirby who surprisingly enough has yet to receive a single penalty ,"Derek Kirby is responsible for 2 of the ""attackers""'s goals, which surprisingly has not yet committed a single offense.",66
14,שתי דקות ,Two minutes ,Two minutes,100
15,"קירבי מרוצה ""התוקפים"" מחזיקים ביתרון מספרי ",Kirby is happy the Raiders have the man advantage ,"Kirby is pleased the ""attackers"" hold a numerical advantage",62
16,קירבי וקבוצתו מוכנים הם מפסידים בזריקת הפתיחה ,Kirby and the Raiders are set they lose the face-off ,Kirby and his team are ready they lose on the opening shot,73
17,קירבי נמצא בתחום הקו הכחול שלו ,Kirby in his own blue line ,Kirby is within range of his blue line,78
18,מהלך נפלא של דרק קירבי!,What a great move by Derek Kirby!,A wonderful move by Derek Kirby!,73
19,מהלך מעט רברבני אבל הוא בהחלט עבד קירבי מוסר למלצ'ק ,A bit of a showboating move but it certainly worked as Kirby passes to Malachuk ,A bit of a boastful move but he definitely worked for Kirby to be handed to Melchek,63
20,מלצ'אק מחפש למי למסור ,- Looking for somebody to pass to ,Melchak is looking for someone to deliver,61
