,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,הלוואי וכל נפש חיה בקהילה הזאת היתה זוכה לכך ,I wish every soul in this community could get the benefit ,I wish every living soul in this community would benefit from this,76
1,אתה חייב להישאר לפיקניק שלנו ביום ראשון ,Oh you've just got to stay for our picnic Sunday ,You must stay for our picnic on Sunday,84
2,נכון ילד פעמים רבות האח המסכן בן סיפר לי על הצעירים האלה ,Many's the time poor Brother Ben told me about these young 'uns ,True boy many times poor brother Ben told me about these young people,82
3,מה הוא אמר לך ,What'd he tell you ,what did he say to you,75
4,הוא סיפר לי איזה טלאים טובים הייתם אתה ואחותך ,Why he told me what fine little lambs you and your sister both was Is that all ,He told me what good patches you and your sister were,63
5,לא ילד הוא סיפר לי דברים רבים ,He told me lots and lots of things ,Not a kid he told me many things,70
6,דברים טובים ילד ,- Nice things boy ,Good things boy,73
7,-תודה ,- Thank you ,-Thanks,67
8,זה עבור הפיקניק ,It's for the picnic ,It's for the picnic,100
9,ולא תקבל אפילו טיפה מהקרמל שלי אם לא תישאר לפיקניק ,And you don't get a smidgen of my fudge unless you stay for the picnic ,And you will not get even a drop of my caramel if you do not stay for a picnic,61
10,אין לו את קול השירה הכי נפלא ,Don't he have the grandest singing' voice ,He does not have the most wonderful singing voice,67
11,איפה ,- Where ,where,100
12,הבחור משתוקק להתבסס עם איזו אישה נחמדה ולהקים בית ,That f ella's just achin' to settle down with some nice woman  and make a home for himself ,The guy is eager to settle down with some nice woman and set up a home,73
13,טרם ראיתי כזה סימן מהשמיים ,- If ever I saw a sign from heaven ,I have never seen such a sign from heaven,63
14,ג'ון לא כל כך מחבב אותו ,- John don't like him much ,John does not like him so much,85
15,הילד מדאיג אותי ,- The boy worries me ,The boy worries me,100
16,אני יודעת שזה מטופש אבל זה כאילו עדיין יש משהו בינו לבין אביו ,I know it's silly but it's like there's something still between him and his dad ,I know it's silly but it's like there's still something between him and his father,96
17,מה שחסר לו זו מנת מלחים ,What he needs is a dose of sauce ,What he lacks is a dose of salts,78
18,יש משהו אחר ,- No there's somethin' else ,There's something else,91
19,-מה ,- What ,-what,100
20,הכסף ,- The money ,the money,100
21,-אני מצהירה ווילה הארפר שאת תיתני לכסף הזה לרדוף אותך עד לקבר ,- I declare Willa Harper  you'll let that money haunt you to your grave ,- I declare to Villa Harper that you will let this money haunt you to the grave,83
22,אייסי אשמח להשתכנע שהארי פאוול לא חושב שהחבאתי את הכסף באיזה מקום ,Icey I would love to be satisfied  that Harry Powell don't think I got that money hid somewhere ,Icy would love to be convinced that Harry Powell does not think I hid the money somewhere,81
23,צאי מיד ותשאלי את איש האלוהים ,You come right out and ask that man of God ,Come out at once and ask the man of God,74
24,מר פאוול!,Mr Powell!,Mr. Powell!,100
25,תנקי את הבוץ הרע הזה מנשמתך ,Clear that evil mud out of your soul ,Cleanse this evil mud from your soul,72
26,אני לא רוצה קרמל!,- I don't want no fudge ,I do not want caramel!,62
27,-תעשה את מה שאומרים לך!,- You do what you're told!,- Do what you are told!,74
28,לכי שבי ליד הנהר ,- You go sit down by the river ,Go sit by the river,81
29,אתה!,You!,are you!,60
30,היא לא הדג היחידי בנהר!,She's not the only fish in the river ,She's not the only fish in the river!,100
31,אתם תישארו במקום ,Now you two stay put ,You will stay in place,67
32,האם בן הארפר סיפר לך מה הוא עשה עם הכסף שהוא גנב ,Did Ben Harper ever tell you what he done with the money he stole ,Did Ben Harper tell you what he did with the money he stole?,92
33,ילדתי היקרה את לא יודעת ,My dear child don't you know ,"My dear child, you do not know",95
34,היא עורגת לבן הארפר ,She's moaning' about Ben Harper ,She longs for Ben Harper,70
35,כשנשואים לגבר 40 שנה יודעים שכל זה לא יותר ממשהו שטחי ,When you've been married to a man for 40 years  you know all that don't amount to a hill of beans ,When you have been married to a man for 40 years you know that all this is nothing more than something superficial,68
36,אני נשואה לוולט כל כך הרבה שנים ואני נשבעת שבכל הזמן הזה שכבתי שם וחשבתי על השימורים שאני מכינה ,I've been married to my Walt that long and I swear in all that time  I just lie there thinkin' about my canning ,I've been married to Walt for so many years and I swear I've been lying there all this time thinking about the preserves I make.,70
37,זה משהו לגבר האל הטוב לא התכוון שאישה הגונה תרצה את זה ,The Good Lord never meant for a decent woman to want that ,This is something the good God man did not mean for a decent woman to want,72
38,לא ממש לרצות את זה ,Not really want it ,Not really wanting it,92
39,הכל זה זיוף וחלום באספמיה ,It's all just a fake and a pipe dream ,It's all a fake and a dream in aspemia,75
40,ג'ון למר פאוול יש משהו לספר לך ,John Mr Powell has something to tell you ,John Mr. Powell has something to tell you,100
41,ובכן ג'ון בלילה לפני שאביך מת הוא סיפר לי מה הוא עשה עם הכסף ,Well John the night before your father died  he told me what he did with that money ,Well John the night before your father died he told me what he did with the money,98
42,הכסף בתחתית הנהר כרוך מסביב לאבן במשקל חמישה קילו ,That money's at the bottom of the river  wrapped around a 12-pound cobblestone ,The silver at the bottom of the river is wrapped around a five-pound stone,75
43,תודה הארי ,Thank you Harry ,Thanks Harry,81
44,אני מרגישה עכשיו נקייה ,I f eel clean now ,I feel clean now,91
