,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אני צריך שתמצא את  מספר הביטוח הלאומי שלך ,Now I'll need to find   your social insurance number ,I need you to find your Social Security number,69
1,שמונה שש ארבע שלוש  שש שבע ארבע בי ,I know it off by heart Jim It's   eight six    four three    six seven    four B ,Eight six four three six seven four in me,71
2,נתת למייקל להיכנס לשם לבד ,You let Michael go in there on his own ,You let Michael get in there alone,75
3,ג'קי הוא מעולם לא שיקר ,Jackie he's never told a lie in his life ,Jackie is never lied to,70
4,הוא מפצה על כך עכשיו ,Well he's making up for it now so ,He's making up for it now,86
5,אל תתמהמה ג'ים ,Don't take too long now Jim ,Don 't linger Jim,65
6,אני אאבד עניין בכסף ,I'll be losing interest on that money!,I'll lose interest in money,75
7,כדאי שאחזור לדבלין ,Right I'd best get back to Dublin ,I should go back to Dublin,68
8,עליי לטפל בהרבה ניירת ,There's a lot of paperwork to be sorted out ,I have to handle a lot of paperwork,59
9,נד כתבת את שמך על גב הטופס נכון ,You did write your name on the back of the ticket ,Ned wrote your name on the back of the form correctly,67
10,-נהגת בשכל ,- Mind your head ,- You drove with your mind,58
11,לוודא שאתה נד דיווין ,To make sure that you are Ned Devine ,Make sure you Ned Devin,78
12,ברכותיי נד שמור על עצמך ,Oh well congratulations Ned ,Congratulations Ned take care of yourself,71
13,אנחנו עשירים בנאדם ,- Are we rich man ,We are rich man,100
14,או שאתם תישלחו לכלא ,- Or are you off to prison ,Or you will be sent to jail,59
15,-אנחנו לא עשירים ואני אגיע לכלא מהר מאוד ,We're not rich and I'm off to prison soon enough ,- We're not rich and I'll get to jail very quickly,58
16,אבל ראיתי את פניו של האיש כשעזב ,But I saw his face when he left ,But I saw the man's face when he left,79
17,הוא חושב שאתה נד ,He thinks you're Ned ,He thinks you've shaken,70
18,הוא מאמין עכשיו אך הוא יחזור לשאול שאלות בכפר ,He believes it now but he's coming back in a few days to ask questions in the village ,He believes now but he will return to ask questions in the village,73
19,אבל כל הצחוק הזה ,- But all that laughing!,But all this laughter,76
20,-ג'קי סכום הזכייה הוא כמעט 7 מיליון ,- Jackie    the winnings is almost seven million ,-Jackie The winning amount is almost 7 million,82
21,-אלוהים שבשמים ,God in heaven!,-God in heaven,100
22,לפחות לא התעוררנו מתים בגן עדן ,At least we've not woken up dead in heaven!,At least we did not wake up dead in heaven,86
23,אתם חיים ומצפה לכם כלא ,No You're alive with prison to go to ,You live and look forward to prison,62
24,לו ידעתי מה הסכום לא הייתי מתחיל בזה בכלל ,If I'd have known how much was won    I'd never have started in the first place ,If I had known the amount I would not have started at all,62
25,מצבנו נואש ,It's desperate ,Our situation is desperate,65
26,היית מצוין היום ,Oh God you did well today man ,You were great today,61
27,-אני והוויסקי ,Me and the whiskey ,- Me and the whiskey,100
28,אבל אנני עדיין כועסת ,But Annie is still livid ,But Annie is still angry,75
29,איזו הופעה זו הייתה ,What a performance that was!,What a show this was,64
30,ג'סי שלך הייתה ודאי גאה בך ,Your Jessy would have been proud of you ,Your Jesse must have been proud of you,83
31,אלוהים יברך אותה ,God bless her ,God bless her,100
32,אני נשבע שהיא הייתה שם היום ,I'd swear she was there today ,I swear she was there today,96
33,אבל ג'סי או לא לא אוכל להמשיך בזה ,But Jessy or not I can't keep it up ,But Jesse or not I can not continue this,69
34,-נד לא רוצה שנגיע לכלא אבל אני לא מאמין שהוא רוצה שנהיה מולטי-מיליונרים ,Ned doesn't want us in prison    but I can't believe he wants us to be multimillionaires either ,Nend does not want us to go to jail but I do not believe he wants us to be multi-millionaires,78
35,האם משהו מזה היה בחלום ,Was any of this in the dream ,Was any of this in the dream,100
36,לא ,No no ,No,57
37,לא את זה אתה ואני נצטרך לפתור מייקל ,No this is for you and me to work out Michael ,Not that you and I will have to solve Michael,69
38,לילה טוב ,- Good night ,Good night,100
39,-לילה טוב ,- Good night ,-Good night,100
40,פין אתה שם ,Finn are you there ,Finn you are there,100
41,מובן שאני כאן ,Of course I'm here ,Of course I'm here,100
42,אני תמיד כאן ,- I'm always here ,I'm always here,100
43,אתה בסדר ,Are you sure ,Are you okay,67
44,אתה בטוח ,Are you sure ,Are you sure,100
45,-מה עשית ,What have you been doing ,-What did you do,62
46,אני חשבתי ,- Right ,I thought,57
47,על מה חשבת ,What have you been thinking ,what did you think about,67
48,-היו לי כמה מחשבות ,Oh I've had a few thoughts ,- I had some thoughts,71
49,חשבתי להכניס אגרוף לפאט מוליגן בפרצוף אמש ,I thought about punching Pat Mulligan in the face last night ,I was thinking of punching Pat Mulligan in the face last night,82
50,חשבתי לומר למוריס שאני אביו האמיתי ,I thought about telling Maurice I was the real father ,I was thinking of telling Morris that I was his real father,68
51,וחשבתי שסבון תות יפתור את כל הבעיות ,And I thought  -  strawberry soap'd make all the difference ,And I thought strawberry soap would solve all the problems,71
52,פין אני אוהבת אותך אתה יודע זאת לא ,- Finn I love you You know that don't you ,Finn I love you you know not,78
53,לולא החזירים הייתי נישאת לך מחר ,If it weren't for the pigs I'd marry you tomorrow ,"Were it not for the pigs, I would marry you tomorrow",82
54,הכול כבר נאמר ,It's all been said before ,Everything has already been said,63
55,בכל אופן אני אוהב לעבוד עם החזירים ,Anyway I quite like working with the pigs!,Anyway I like working with the pigs,92
56,אני נקשר אליהם ,I get very attached to them ,I'm attached to them,77
57,למרות הריח ,Despite the smell ,Despite the smell,100
58,הוא הבטיח לטפל בי ,He's promising to look after me ,He promised to take care of me,62
59,בי ובמוריס ,I'm sorry Finn ,In me and Morris,60
60,את מתכוונת שיטפל או שישלם עליכם ,Do you mean look after or do you mean pay for What ,Do you intend for him to take care of or pay for you?,67
61,מוריס צריך להיות עם אביו האמיתי ,Maurice belongs with his real father!,Morris needs to be with his real father,75
62,או שפאט מוליגן הוא האב ,Or is Pat Mulligan the father Is that what all this is about ,Or Pat Mulligan is the father,65
63,אני מצטערת פין ,I'm sorry Finn ,I'm sorry Finn,100
64,-את מוכנה לגלות לי ,- Well will you tell me !,- You're ready to tell me,59
65,עליי ללכת ,I have to go ,I have to go,100
66,הוא שלי מגי ,Is he mine Maggie ,He's mine Maggie,85
67,אתה חושב שתוכל להערים על אדם מהעיר ,Do you think you can outsmart the man from the city ,You think you can outwit a person from the city,78
68,אני יודע מה נד רוצה אנני ,I know what Ned wants Annie ,I know what Ned wants Annie,100
69,אני בטוח בזה עכשיו ,- I'm sure of it now ,I'm sure of it now,100
70,ג'קי נד מת ,- Jackie Ned is dead ,Jackie Ned is dead,100
71,בוצע פשע זו הונאה ,A crime has been committed It's a fraud ,This crime was committed fraud,75
72,-אני לא רוצה שתדאגי לי ,I don't want you  worrying about me ,- I do not want you to worry about me,87
73,אני לא דואגת לך ג'קי ,I'm not worried about you Jackie ,I'm not worried about you Jackie,100
74,אבל אם משהו יקרה למייקל אלוהים יעזור לך ג'קי כי הוא יסבול ,But if anything happens to Michael then God help you Jackie For he will suffer ,But if anything happens to Michael God help you Jackie because he will suffer,89
75,כמה אני שווה לך ג'קי ,How much am I worth to you Jackie ,"How much am I worth to you, Jackie?",100
76,כמה בשביל מייקל ,How much How much for Michael ,How much for Michael,82
77,בשביל החווה ,For the farm ,For the farm,100
78,"למען השם מה תעשה עם 7 מיליון ליש""ט ",For God's sake what are you going to do with   seven million pounds ,For God's sake what will you do with £ 7 million,72
79,אני יודע  ,- I know  ,I know,100
80,-לא ,- No ,-No,100
81,תפסיק ,Stop ,Stop,100
82,אני לא טוב בלספר דברים כמו שהם ,I'm not a great man for telling things the way they are ,I'm not good at telling things the way they are,82
83,ידוע שאני נוהג להוסיף קצת צבע לסיפור לטובת המאזינים ,I've been known to add a little colour to stories for the benefit of those   that'll listen ,It is known that I tend to add some color to the story for the benefit of the listeners,74
84,אולם כאן הערב אני נשבע שכל מה שאמרתי לכם אמת ,Yet here tonight    l can swear that all I've told you   is true ,But here tonight I swear that everything I told you is true,76
85,נתבע את הכסף ונחלקו באופן שווה בין כל ה-52 איש ,The money will be claimed and divided equally between the fifty-two of us ,We demanded the money and it was divided equally among all the 52 people,66
86,טעיתי כשחשבתי שאוכל לתבוע את הכסף לעצמי ,Now I was wrong to think I could claim the money myself ,I was wrong when I thought I could claim the money for myself,79
87,זה לא מה שנד רצה ,That's not what Ned wants ,This is not what Shand wanted,70
88,הוא רצה שנחלוק בזכייה ,He wants us to share the winnings ,He wanted us to share the win,87
89,אז אם איש הלוטו יגיע לכפר תגידו שנד דיווין בריא ושלם ותצביעו על מייקל אוסליבן ,So now if the lotto man comes to the village    you say that Ned Devine is alive and well    and you point your finger   to Michael O'Sullivan ,So if the lottery man comes to the village say Sand Devin is healthy and whole and vote for Michael O'Sullivan,72
90,ג'קי  ,- Jackie ,Jackie,100
91,-כן יקירתי ,- Yes darling ,-Yes Dear,74
92,-איך נזהה את איש הלוטו כשיגיע ,How will we recognise the lotto man when he comes ,-How will we identify the lottery man when he arrives,69
93,הוא מתעטש ,He sneezes ,He sneezes,100
94,מספיק עם ההתעטשויות ,Enough of the sneezing ,Enough with the sneezes,71
95,מה סכום הזכייה ,He wants us to share the winnings ,What is the winning amount,61
96,כן תכף ,- Yes darling ,Yes right away,64
97,כל מי שבעד תביעת הכסף צריך לבקר אצלי לפני השקיעה מחר ,Now    everyone in favour of claiming the money   should visit me before sunset tomorrow ,Anyone in favor of the money claim should visit me before sunset tomorrow,85
98,אם לא נהיה מחויבים כולנו לא נתבע את הכסף ,If we're not all committed    there'll be no claim ,If we are not committed we will not all claim the money,78
99,ואני אסע לדבלין לעמוד בפני הרשויות בעצמי ,I'll make my way to Dublin to face the authorities alone ,And I'll go to Dublin to face the authorities myself,81
100,עכשיו נעבור אל הזכייה עצמה ,And so   we move on to the claim itself ,Now let's move on to the win itself,69
101,הסכום הכולל של הקופה 52-אותו נתבע ונחלק ל,The total amount of the jackpot the total which will be   claimed and divided into shares of fifty-two  ,The total amount of the 52-box is claimed and divided into,65
102,"הוא שישה מיליון שמונה מאות תשעים וארבעה אלף שש מאות ועשרים ליש""ט ",is six million    eight hundred and ninety-four thousand    six hundred and twenty pounds!,He is six million eight hundred and ninety-four thousand six hundred and twenty pounds,98
103,מה גרם לך להתחרט ,What changed your mind ,What made you regret,57
