,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,מצחיק לשמוע את זה ממך ,That's funny coming from you ,Funny to hear that from you,73
1,כשלא הסכמת לתת לי את הגט מיד  קיוויתי שאולי זה מפני שאתה מקנא קצת ,When you wouldn't give me the divorce I sort of hoped it was because you were jealous ,When you did not agree to give me the divorce I immediately hoped that maybe it was because you were a little jealous,73
2,בוא נדבר בפנים ,Let's talk in here ,Let's talk inside,74
3,קצת מאוחר להתחיל לחזר אחרי בעל שנפטרת ממנו ,It's pretty late to start flirting with a discarded husband ,A little late to start courting a husband who gets rid of him,63
4,במיוחד כשאת עומדת ללדת תינוק של גבר אחר ,especially when you're going to have another man's baby ,Especially when you're about to give birth to another man's baby,82
5,אתה יודע אני חושבת שאתה נאה מאי פעם ,You know I think you're handsomer than ever ,You know I think you're prettier than ever,78
6,בואי נלך לעורך הדין שלך ונגמור עם זה ,Let's get this over with ,Let's go to your lawyer and get over this,65
7,הבאת את הכסף ,You bring the money ,You brought the money,85
8,עורכי דין הם יקרים ,Lawyers are expensive ,Lawyers are expensive,100
9,כן ,Yes ,Yes,100
10,לו ידעתי לאן תוביל השטות הזאת של הטניס לא הייתי עוזבת אותך ,If I'd known what all that tennis nonsense of yours would lead to I wouldn't have run out on you ,If I knew where this nonsense of tennis would lead I would not leave you,69
11,מה את מנסה להגיד מרים ,What are you trying to say Miriam ,"What are you trying to say, Miriam?",100
12,אני לא מתגרשת ,I'm not getting a divorce ,I'm not divorcing,81
13,את רצית את הגירושים האלה לא אני ,I didn't want this divorce you did ,"You wanted this divorce, not me",75
14,את מטרטרת לי על זה כל השנה!,You've been harping about it all year!,You're been nagging me about it all year!,78
15,מותר לאישה לשנות את דעתה ,It's a woman's privilege to change her mind ,A woman is allowed to change her mind,70
16,עכשיו אני יכולה לקנות לי כמה בגדים נחמדים ,Now I can buy me some pretty new clothes ,Now I can buy myself some nice clothes,82
17,לא הייתי רוצה שתתבייש בי בוושינגטון כשנצא לכל הארוחות והמסיבות האלה ,I wouldn't want you to be ashamed of me in Washington when we go to all those swanky parties ,I would not want you to be ashamed of me in Washington when we go out to all these meals and parties,84
18,-למה את מתכוונת ,- What do you mean by that ,-What do you mean,80
19,תמיד אתה מחייך כשמצלמים אותך לעיתון במיוחד כשאן מורטון תלויה על הזרוע שלך ,You smile when your picture's taken for the newspaper especially with Anne Morton on your arm ,You always smile when you are photographed for a newspaper especially when Anne Morton is hanging on your arm,74
20,בואי לא נדבר על אן מורטון ,Let's not talk about her ,Let's not talk about Anne Morton,79
21,זה רציני ביניכם אה ,It's serious between you two huh ,It's serious between you ah,81
22,אתה יכול לזרוק לפח האשפה את כל החלומות שלך לגביה ,You can throw all your dreams about her into the ashcan ,You can throw all your dreams about it in the trash,81
23,-אני באה לוושינגטון ,- I'm coming to Washington ,- I'm coming to Washington,100
24,-בשביל מה ,- What for ,-for what,100
25,-ללדת ולהיות איתך ,- To have my baby and be with you ,-Birth and be with you,65
26,-למה איתי ,- Why me ,- Why with me,71
27,זה לא התינוק שלי ,It's not my baby ,This is not my baby,86
28,כן אבל אנשים לא יודעים את זה ,Yes but people don't know that ,Yes but people do not know it,75
29,"סיפור נחמד: ""בתו של הסנטור מנהלת רומן עם גבר נשוי"" ","Make a pretty story: ""The Senator's Daughter involved With A Married Man ""","Nice story: ""The senator's daughter has an affair with a married man""",78
30,-במיוחד כשהוא עומד להיות אבא ,- especially when he's to be a father ,-Especially when he's about to be a father,92
31,-מה קרה ,- What happened ,-What happened,100
32,הוא עזב אותך ,Not even you ,He left you,61
33,אפילו אתה ,Not even you ,Even you,80
34,הביטי מרים ניסית להיפטר ממני מספיק זמן ,You've been trying to get rid of me long enough ,Look Miriam you tried to get rid of me long enough,76
35,אז שמעי אותי : אני לא רוצה לשמוע ממך או לראות אותך יותר ,I don't want to see or hear you again ,So hear me out: I do not want to hear from you or see you anymore,63
36,-מי יאמין לך ,- Who would believe you ,-Who will believe you,88
37,-אני מזהיר אותך ,- I'm warning you ,-I'm warning you,100
38,זה מה שצריך לקרות לאנשים כמוך ,That's what should happen to people like you ,This is what needs to happen to people like you,75
39,זה לא המקום למריבה משפחתית ,This isn't the place for a family quarrel ,This is not the place for a family quarrel,94
40,אני מצטער ,I'm sorry ,I'm sorry,100
41,שמעת מה אמרתי גיא היינס ,You heard what I said Guy Haines ,You heard what I said Guy Haynes,97
42,אתה לא יכול לזרוק אותי כמו נעל מרופטת ,That's what should happen to people like you ,You can not throw me like a tattered shoe,61
43,אני באה ללדת בוושינגטון -אמור את זה לסנאט !,You can't throw me away! I'm coming to Washington to have my baby!,I'm coming to give birth in Washington - tell the Senate!,61
44,אן ,Anne ,An,67
45,לא הכל לא הלך חלק ,No everything didn't go smoothly ,Not everything did not go smoothly,88
46,היא לא רוצה להתגרש ,She doesn't want the divorce ,She does not want a divorce,80
47,לא עכשיו ,Not now ,Not now,100
48,לא ייאמן ,It's unbelievable ,unbelievable,83
49,כן אני יכולה לנחש איך אתה מרגיש ,Yes I know how you must feel ,Yes I can guess how you feel,64
50,אבל אתה נשמע ברוטלי ממש גיא ,But you sound so savage Guy ,But you sound really brutal guy,66
