,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אליסון לך לשם!,Allison get over here!,Alison you go there!,75
1,שתוק ,Shut up ,Shut,73
2,אני נשאר כאן ,I'm staying here ,I'm staying here,100
3,בואו נהרוג את הממזר עכשיו חברים ,Let's kill the bugger now lads ,Let's kill the bastard now friends,66
4,אמרתי עזבו אותו!,I said leave him!,I said leave it!,90
5,תוריד את הידיים שלך!,Take your hands off him now!,Take your hands off!,83
6,בואו נהרוג אותו תוריד את ידיך ממנו עכשיו!,You take you hands off him! Let's kill him ,Let's kill him get your hands off him now!,78
7,הרוג אותו!,Kill him!,Kill him!,100
8,תוריד את ידיך ממנו עכשיו!,Get your hands off him Now!,Get your hands off him now!,100
9,מר כריסטיאן אני מודה לך אדוני ,Mr Christian I appeal to you sir ,Mr. Christian I thank you sir,80
10,הפסק את הטירוף הזה והכל ישכח ,Put aside this madness and it will be forgotten ,Stop this madness and everything will be forgotten,76
11,אני נותן לך את מילתי ,I give you my word ,I give you my word,100
12,זה מאוחר מדי ,It's too late ,It's too late,100
13,חשוב על משפחתי והחברות שלנו ,Think of my family and my friendship Think of my wife ,Think about my family and our friendships,68
14,אני בגיהינום ,I am in hell ,I'm in hell,78
15,גיהינום אדוני! מדוע אתה כה הגיוני כעת ,Why are you being so damn reasonable now ,Hell sir! Why you make so much sense now,61
16,לעזאזל עם הדם שלך ולעזאזל עם שלי אדוני!,God damn your blood to hell with mine sir!,Damn with your blood and damn with mine sir!,79
17,לעזאזל הדם שלך!,God damn your blood!,Damn your blood!,88
18,מר כריסטיאן שלוט בעצמך!,Mr Christian get a hold of yourself!,Mr. Christian Control yourself!,78
19,אתה תהיה בשקט או שאני אדקור אותך ,You be quiet or I will run you through ,You'll be quiet or I'll stab you,66
20,עשה זאת כריסטיאן!,Do it Christian Kill him!,Do it Christian!,77
21,הרוג אותו! סתום את פיך!,Shut your mouth!,Kill him! shut your mouth!,77
22,סתום את פיך!,Shut your mouth!,shut your mouth!,100
23,אני אדקור אותך!,I will run you through!,I will stab you!,65
24,ואני אהרוג את עצמי לאחר מכן ,And then I will kill myself after ,And I'll kill myself afterwards,72
25,הלבישו אותו עכשיו ,You get him dressed now ,Dress him now,72
26,הלבישו אותו!,Get him dressed!,Dress him up!,67
27,ממזר!,Bastard!,bastard!,100
28,תירה בו לעזאזל אתך!,What's the matter with you all ,Shoot him to hell with you!,64
29,אתה תהיה בשקט או שאני אהרוג אותך!,You will be silent or I will have you killed!,You'll be quiet or I'll kill you!,63
30,ממזר שכמותך!,You bastard!,A bastard like you!,76
31,האם יש בך הרצון להיות עם הדם שלי על ידך ,You do and you will have my blood on your hands ,Do you have the desire to be with my blood by you,65
32,עצרו!,Stop!,Stop!,100
33,שקט!,Quiet!,Quiet!,100
34,אנחנו נכניס אותו לסירה ,We will get him in the boat ,We'll get him in the boat,85
35,הלבישו אותו!,Get him dressed!,Dress him up!,67
36,קדימה הזיזו את עצמכם ,Come on move yourselves ,Move yourself forward,64
37,בוגדים שכמותכם!,You blackguard! Traitors!,Traitors like you!,75
38,מר בליי בוא לכאן בבקשה ,Mr Bligh come here please ,"Mr. Blay, come here please",90
39,אם ברצונך להשאיר מספר אנשים על הספינה אני מבטיח לך שלא יפגעו בהם ,If you wish to leave some of these men on the ship I give you my word they will not be harmed Lads ,If you want to leave a number of people on the ship I promise you will not hurt them,62
40,חברים אחד מכם יאלץ לרדת ,One of you will have to come out ,Friends one of you will have to go down,73
41,אין מספיק מקום ,There's no room ,There is not enough space,60
42,מר פרייר אתה תבוא לכאן ,Mr Fryer you come up here ,"Mr. Fryer, you'll come here",88
43,אנו נסתדר בלעדיו ,(Seaman) We'll do without him ,We'll do without him,85
44,אנו לא רוצים אותך ,We don't want you Mr Fryer ,We do not want you,73
45,מר פרייר בוא לכאן ,Mr Fryer you come up here ,"Mr. Fryer, come here",84
46,השאר במקומך ,Stay where you are ,Stay in your place,61
47,או שאפוצץ את ראשך ,Or I'll blow your head off ,Or I'm blowing your head off,89
48,לעזאזל אתך!,God damn you!,Damn you!,80
49,אתה חלאת האדמה!,You're the scum of the earth!,You are the scum of the earth!,88
50,מהר יותר בן אדם ,Faster man ,Faster human,91
51,ידווח כי אתה לא היית חלק מכל זה ,It will be fairly reported that you were not part of this rabble ,Will report that you were not a part of any of this,80
52,תודה לך ,Thank you ,Thank you,100
53,סמית' הבא את התיבה ההיא אלי ,Smith bring that chest to me ,Smith brought that box to me,79
54,עשה זאת עכשיו ,Do it now ,Do it now,100
55,הכנס לסירה ,Get in the boat ,Get in the boat,100
