,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,נשר המדבר חצי אוטומטי,Desert Eagle semiautomatic,The Semi -Automatic Desert Eagle,63
1,זה הוא,- That's him,This is him,76
2,-חיישני חום ותנועה,- Motions and heat scan,-Hat and movement sensors,62
3,עוקב אחרי תנועה,Follow tracking,Followed by traffic,65
4,שלושה צוותים צפון מזרח ומערב,Three teams north east south,Three teams north and east west,75
5,צאו החוצה!,Move out!,Get out!,67
6,צאו החוצה!,Move out!,Get out!,67
7,כל החיילים סוגו לאחור מיד!,All UniSols retreat immediately!,All soldiers type back immediately!,62
8,בואו נלך!,Let's go!,lets go!,93
9,צאו משם!,Get out of there!,Get out of there!,100
10,-מה היה כל זה,- What the hell was that,-What was all this,72
11,אלוהים אדירים הם עולים באש,Oh my God They're on fire,Graded God they are on fire,65
12,'וודוורד גארת!,Woodward Garth!,'Woodward Gareth!,97
13,גארת'!,Garth!,Gareth!,91
14,וודוורד לכאן!,Woodward Garth!,Woodward here!,74
15,לעזאזל איתך!,Damn you!,Damn with you!,76
16,וודוורד הבא אותם לכאן!,Woodward get 'em over here!,Woodward next here!,70
17,בוא לכאן!,- Come on,come here!,62
18,בוא לכאן!,- Come on,come here!,62
19,שים את זה עליו!,Put him out I said!,Put it on him!,71
20,אנחנו צריכים עוד מטפים!,- We need more extinguishers!,We need more flips!,68
21,ובכן הנה זה מתחיל שוב,Well here I go again,Well here it starts again,76
22,אנחנו נאבד את שני אלו קולנול,We're gonna lose these two Colonel,We'll lose these two collenol,76
23,-כל אחד שווה 250 מיליון דולר,- $250 million apiece,-Everyone is worth $ 250 million,60
24,אנחנו לא יכולים להרשות לעצמנו לאבד אף אחד מהם,- we can't afford to lose any of 'em,We cannot afford to lose none of them,74
25,סע!,Go!,Go!,100
26,אנחנו נוסעים הביתה,We're headin' home,We are traveling home,63
27,בואו נזוז,- Let's go! Let's move it!,Let's move,62
28,וודוורד מה לעזאזל אתה עושה,Woodward what the hell are you doin',Woodward what the hell do you do,90
29,כן זה קרח,Yes it's ice!,Yes it's ice,100
30,תחזור למשאית!,Get back in the truck!,Get back to the truck!,86
31,המשימה בוטלה,GR13 this mission has been cancelled,The task has been canceled,71
32,אמרתי שזה נגמר,I said it's over,I said it was over,82
33,השם שלי הוא הסמל אנדרו סקוט,My name is Sergeant Andrew Scott,My name is the icon Andrew Scott,78
34,סגן האם תוכל לצור קשר עם קולנול פרי,Lieutenant could you contact Colonel Perry,Deputy if you can contact Colonel Perry,74
35,היינו רוצים שהוא יהיה כאן תודה,We'd like to have him back in here Thank you,We would like him to be here thank you,78
36,אתה מבזבז את הזמן שלך,You're wasting your time,You spend your time,70
37,הוא לא יכול לשמוע אותך,- He can't hear you,He can't hear you,100
38,שחררתי את קולנול פרי מתפקידו,I've relieved Colonel Perry of his command,I released Colanol Perry from his job,66
39,ג'י-אר 13 המשימה בוטלה,GR13 this mission has been cancelled,Ji A 13 task has been canceled,67
40,אני פוקד עליך לחזור לחדר הקירור עכשיו!,I order you back to the cooling chamber now!,I visit you to go back to the cooling room now!,70
41,אני נותן את הפקודות מעכשיו והלאה,I'm giving the orders from now on,I give the commands from now on,66
42,יש לנו משימה להשלים,We have a mission to complete,We have a task to complete,84
43,יש שאלות,Any questions,Have questions,81
44,משהו לשתות,- Somethin' to drink,Something to drink,97
45,-כן,Yes Joe,-Yes,60
46,בסדר ואתה,Okay You,"OK, and you",67
47,ברנדה,Brenda,Brenda,100
48,כן ג'ו,Yes Joe,Yes Joe,100
49,היי אתה רוצה משהו לשתות כן,Hey uh you want something to drink,Hey you want something to drink yes,90
50,בסדר,Okay,OK,67
51,-אתה מוכן לשתוק,- Will you just shut up,-You are willing to shut up,72
52,הוא ישמע אותך,He'll hear you!,He will hear you,93
53,-תראה אם הוא יחשוב שנכשלנו  הוא יהרוג את שנינו,- Look if he thinks that we failed he's gonna kill us both,-In if he thinks we failed he will kill both of us,76
54,מה הוא עושה,What's he doing,What is he doing,97
