,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,﻿אני רוצה לשמור אחד ,I want to keep one ,I want to save one,72
1,הו אני אופיע בחדשות ,Oh I'm gonna be on the news ,Oh I'll appear in the news,64
2,את יודעת שאת לא יכולה לשמור את אחד התינוקות האלה ,You know you can't keep one of these babies ,You know you can not save one of these babies,84
3,למה לא אולי אני יכולה ,Maybe I can ,Why not maybe I can,73
4,את לא יודעת ,You don't know ,you do not know,90
5,אני כן יודעת ,I do ,I do know,62
6,פראנק ואליס ירצו לשמור את כל הילדים שלהם ,Frank and Alice will want to keep all their children ,Frank and Alice will want to keep all their children,100
7,אולי לא את יודעת ,Maybe not You know ,Maybe you do not know,92
8,אני לא רוצה להפסיד הזדמנות רק כי לא ביקשתי ,I hate to miss an opportunity because I didn't ask ,I do not want to miss an opportunity just because I did not ask,78
9,פיבי לא ,Phoebe no ,Phoebe does not,75
10,רק תשאלי אותם ,Just ask him ,Just ask them,64
11,אני לא יכולה לשאול אותם ,I can't ask him!,I can not ask them,73
12,את יודעת כמה לא הולם זה יהיה ,Do you know how inappropriate that would be ,You know how inappropriate it would be,86
13,אני רק מבקשת שתדברי עם פראנק ,All I'm saying is just talk to Frank ,I'm just asking you to talk to Frank,67
14,שכחי מזה אני לא אבקש מפראנק לתת לך את אחד מילדיו ,No I will not ask Frank to give you one of his kids ,Forget it I will not ask Frank to give you one of his children,80
15,תגידי לו שזה בשבילך ,Tell him it's for you ,Tell him it's for you,100
16,מרגיש יותר טוב מותק ,Feeling better sweetie ,Feels better baby,62
17,אולי קצת ,Maybe a little ,maybe a little,100
18,גם אני ,Me too ,me too,100
19,היי כרגע שמעתי ,I just heard ,Hi I just heard,89
20,אבנים בכליות!,Kidney stones!,kidney stones!,100
21,בדרך כלל אנחנו מנסים לשבור את האבנים עם גלי הלם ,Ordinarily we try to break the stones up with shock waves ,Usually we try to break the stones with shock waves,83
22,הן קרובות מידי לשלפוחית עכשיו ,But they're too close to the bladder ,They're too close to the bladder now,89
23,אנחנו יכולים לחכות שתעביר אותם או שיעלו בשופכה ,Either we wait for you to pass them or else go up the urethra  ,We can wait for you to pass them or they will come up in the urethra,78
24,לא לא לא לא ,No no no no ,No no no no,100
25,שום דבר לא עולה אוקי ,Nothing is going up okay ,Nothing costs ok,65
26,עליה היא לא אפשרות מה זה שופכה ,Up is not an option What's a urethra ,On it is not an option what it urinates,67
27,אתה משוגע !,Are you crazy ,You're crazy!,72
28,שאלת אותו ,Did you ask him ,You asked him,86
29,עוד לא יצא לי להיות איתו לבד ,No I haven't had a chance yet ,I have not yet been alone with him,63
30,אתה יודע את מי אהבתי ,You know who I always liked ,You know who I liked,85
31,מורק ,Mork ,Mork,100
32,מורק הקפיא את פאנזי ,Mork froze Fonzie ,Mork froze Panzi,61
33,פאנזי בכל מקרה היה מגניב ,But Fonzie was already cool ,Fancy was cool anyway,62
34,איך הולך ,How you doing ,How's it going,67
35,בסדר ,Mork ,OK,67
36,היי את יודעת אליס תהיה פה ממש בקרוב ,You know Alice is going to be here so soon ,Hey you know Alice will be here real soon,72
37,את יכולה אולי לעשות לי טובה ולהחזיק אותם בפנים ,You couldn't just do me a favor and like hold them in ,Maybe you can do me a favor and keep them inside,73
38,סליחה פראנק אני עדיין באמצע הטובה הקודמת שביקשת ממני ,Sorry I'm in the middle of the last favor you asked me to do ,Sorry Frank I'm still in the middle of the previous good you asked of me,71
39,מוניקה זה דן אחד הבחורים שנצא איתם ביום שבת ,This is Dan one of the guys we're dating on Saturday ,Monica is discussing one of the guys we'll be dating on Saturday,72
40,נחמד לפגוש אותך ,Nice to meet you ,nice to meet you,100
41,אני ממש מצפה לשבת בערב ,I'm really looking forward to Saturday night ,I'm really looking forward to sitting in the evening,67
42,ממש ממש!,Really!,Really really!,63
43,אז דן  אח ולא רופא הא ,So Dan nurse not a doctor huh ,So Dan is a brother and not a doctor,62
44,"אני עושה את זה כדי להתקבל לביה""ס לרפואה ",I'm doing this to get through medical school ,I'm doing this to be admitted to medical school,77
45,וזה לא היה כל כך נשי במלחמת המפרץ ,"And it didn't feel ""girlie"" during the Gulf War ",And it was not so feminine in the Gulf War,62
46,היי תודה שאתה עושה את זה בשבילנו דרך אגב ,Thanks for doing that for us by the way ,Hi thanks for doing this for us by the way,89
47,למה לחכות עד יום שבת ,Why wait till Saturday ,Why wait until Saturday,93
48,אתה חופשי מחר ,Are you free tomorrow ,You're free tomorrow,88
