,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,תסתכלו על עצמכם אתם שניכם מעוררי רחמים אתם יודעים מה ,Look at you You two are pitiful You know what ,Look at yourself you two are pitiful you know what,95
1,לא אני לא רוצה לדעת אני מבינה דברים כאלה בכל אופן כולם הלכו הביתה וזה הלך טוב אני נעלתי,No I don't want to know I understand these things Anyway everybody went home ,No I do not want to know I understand things like that anyway everyone went home and it went well I locked up,75
2,אתם שניכם תוכלו לקרוא על זה מחר במדור החברה נשואים תריאים,You two can read about it tomorrow in the society columns NewIyweds ,You two can read about it tomorrow in the Healthy Married Society section,79
3,דונה חיפשה אותכם היא התקשרה היא וקרוליין ביחד עם הפסיכיאטר הזה מה השם שלו מהבית ספר את חייבת לדבר איתו,Donna's been looking for you She called She and carol Anne are with that shrink  what's-his-name from the school ,Donna was looking for you. She called Caroline and this psychiatrist. What's his name from school? You must talk to him.,70
4,הוא כנראה לא פגש אף אחד עם פטיש לחניונים,He's probably never met anybody with a garage fetish ,He probably did not meet anyone with a hammer for parking lots,63
5,מר וגברת סטנלי מה שלומכם הערב ,Mr and Mrs stanley how are you tonight ,"Mr. and Mrs. Stanley, how are you tonight?",100
6,עשיתי קצת שרברבות ,I did some plumbing ,I did some plumbing,100
7,מצטער על האי נוחות ,Sorry for the inconvenience ,Sorry for the inconvenience,100
8,איזה אי נוחות ,What inconvenience ,What an inconvenience,92
9,לא היו לנו בעיות אם הייתה איזושהי בעיה אני מצטער אבל המים החמים יפעלו בקרוב,We didn't have a problem If there was a problem I'm sorry But the hot water's gonna be on very soon ,We had no problems if there was any problem I'm sorry but the hot water will run soon,78
10,הייתי חייב להגיד משהו ,I had to say something ,I had to say something,100
11,אני מתכוון סתכלי עלינו ,I mean look at us ,I mean look at us,100
12,לא יצא לי להשתמש מהמשכורת של שנה שעברה אני חושב שאת נראית נהדר רטובה,I didn't get much use out of last year's salary I think you look great wet ,I did not get to use from last year's salary I think you look great wet,86
13,-אתה יכול לשקר כך מתי שתרצה,-You can lie like that anytime you want to ,-You can lie like this whenever you want,70
14,-זה מה שאני עושה בדרך כלל אני יודעת ,-I usually do I know ,-That's what I usually do I know,76
15,אני לא יכול לחכות לעלות למעלה להמתח על המיטה  ולהתנהג נורמלי ,I can't wait to get upstairs stretch out in bed  and act normal ,I can not wait to go upstairs to stretch on the bed and behave normally,78
16,-לעלות למעלה נשמע מצוין,-Getting upstairs sounds great ,- Going upstairs sounds great,93
17,-מה עולה לך בראש לארוז כל מה ששייך לפרחחית  ולשלוח אותה הביתה לאחותי ,-What have you got in mind Packing everything that belongs to that brat  and sending her home to my sister ,-What does it cost you to pack everything that belongs to the brat and send it home to my sister,80
18,זה לא היה אשמתה,It wasn't her fault ,It was not her fault,92
19,כן זה היה,Yes it is!,Yes it was,63
20,אלוהים אדירים!,Oh my God!,My God!,80
21,-מבחוץ פנימה,-Outside in!,- From the outside in,69
22,-מה ,-What ,-what,100
23,לעזעזל!,Damn it!,damn it!,100
24,מבחוץ פנימה ,-Outside in!,From the outside in,69
25,זה מה שטנג'ינה אמרה ,That's what Tangina said ,That's what Tanjina said,96
26,הוא שולט על מה שבפנים אבל לא על מה שבחוץ!,He controls the inside but not the outside!,He controls what is inside but not what is outside!,83
27,אנחנו עדיין יכולים להגיע אליו ,We can still get to him ,We can still get to it,93
28,אל תסתכלי למטה ,Don't look down ,Do not look down,90
29,לא משנה מה קורה אל תעזבי את זה ,No matter what happens don't let go ,No matter what happens do not leave it,82
30,בן זונה!,Fucking son of a bitch!,Son of a bitch!,78
31,לכי מפה!,Go away!,go away!,100
32,הוא לא רוצה אותם!,He doesn't want them!,He does not want them!,93
33,הוא רוצה רק אותי!,He only wants me!,He just wants me!,69
34,את לא אוהבת אותי ,You don't love me ,you do not like me,80
35,את לא רוצה אותי פה!,You don't want me here!,You do not want me here!,93
