,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-חכה  אז תצטרפו למפונים אחרים שלא משלמים 'כלום לדירות חינם שיש שם הסקה מרכזית חשמל וכו הקהילה של מילנו לעולם לא תזנח הומלסים ,Then you join the other evictees where you pay   almost nothing and there's central heating electricity etc ,-Wait then join other evacuees who do not pay 'Nothing for free apartments where there is central heating electricity etc. The community of Milan will never abandon homeless people,65
1,-מה הבלאגן הגדול ,- What's the big rush ,-What is the big rush,87
2,היום יש עבודה - שלג   דבוק לאדמה ,Nothing Today there's work for us The snow ,Today there is work - snow stuck to the ground,72
3,תזוז או שיהיה מאוחר מדי ,Move along or we'll be too late ,Move or it's too late,65
4,תראה יורד שלג! תראה!,Luca look it's snowing - The snow!,"Look, it's snowing! Look!",72
5,תראה יורד שלג ,Luca look it's snowing - The snow!,"Look, it's snowing",71
6,-רוקו אתה כבר חולה תלבש את אחד מהצעיפים שלי ,Rocco you've been sick - Wear one of my sweaters ,-Roko You're already sick. Wear one of my scarves,67
7,- אבל זה של אישה ,- But it's a woman's ,- But it's a woman's,100
8,תקשיב לאימא שלך שים את זה ,Let them tease away Listen to your mother ,Listen to your mom put it on,64
9,-אל תיפול ,- Careful not to fall ,- Do not fall,60
10,סימון! - הקפה כמעט מוכן ,Simone! - The coffee's almost ready ,Mark! - The coffee is almost ready,73
11,- הנה אני ,- Here I am ,- here I am,100
12,הם טריים ובריאים ,Drink the eggs they're fresh and healthy!,They are fresh and healthy,76
13,יש המון לחם ,Put in lots of bread ,There's a lot of bread,67
14,תכין כמה גם לאחים שלך ,Fix some for your brother too ,Make some for your siblings too,60
15,אלוהים הרחום הוא שלח לנו את השלג ,The Lord is merciful He sent us the snow ,The merciful God is sending us the snow,81
16,אתה לובש את הסוודר שלי כן ,- You wearing my sweater ,You're wearing my sweater yes,86
17,קדימה העיר מחכה לנו בטלנית!,Come on the city's waiting for us lazybones!,"Come on, the city is waiting for us idle!",85
18,- זה כאן מתחת למיטה ,- It's here under the bed ,- It's here under the bed,100
19,אתן לך את זה - מהר!,- I'll get it for you ,I'll give it to you - fast!,74
20,היי עצלן אעזור לך עם המעיל ,Hey lazybones I'll help you with your coat ,Hey lazy i will help you with the coat,82
21,אלוהים יברך את העיר ,God bless this city!,God bless the city,92
22,תודה לך רוקו מלאך שלי ,You happy now ! Rocco my angel ,Thank you Rocco my angel,69
23,- הקפה רותח - קדימה צ'ירו ,The coffee's boiling hot ,The coffee is boiling - Kadima Chiro,69
24,יש מספיק ליום אחד של עבודה ,There's enough for a day's work ,There is enough for one day of work,85
25,-אל תשכחו את הכובעים בנים ,Don't forget your hats ,- Do not forget the boys hats,69
