,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,קח את זה בקלות!,Take it easy!,take it easy!,100
1,- ג'ו יש לך צווארון נהדר,- Great collar Joe,- Joe you have a great collar,74
2,חשבת שתוכל להתעסק עם הילד שלי,Think you could mess with my boy,You thought you could mess with my child,72
3,אוסטי כאן,Ousty here,Osti here,84
4,תניח את זה בכיסא הזה,Put it in that chair,Place it in this chair,76
5,- אני רוצה לראות עורך דין,- I want to see a lawyer,- I would like to see a lawyer,76
6,ורופא,And a doctor,And a doctor,100
7,תגיד לרוס שאני ואמא שלי פתחנו את המקרה הזה,Tell Ross me and my mother cracked his case wide open,Tell Ross I and my mom we opened this case,72
8,לפני שאת אומרת משהו  מה זה היה,Before you say anything  What was that,Before you say something what it was,71
9,"אני רק כ""כ שמחה שלא שמרת בתוכך את הרגשות החבויים שלך",I'm just happy you've unlocked those hidden feelings,I just so happy that you haven't kept your hidden feelings inside you,60
10,למה הכוונה,What do you mean,What is meant by,62
11,- הפרחים,- The flowers,- the flowers,100
12,"אף פעם לא ראיתי כ""כ הרבה ורדים",I've never seen so many roses,I have never seen so many roses,87
13,אני לא מאמין לזה!,I don't believe it,I can not believe this!,75
14,- מה,- What,- what,100
15,- מה,- What,- what,100
16,זו הייתה אמא שלי,It was my mom,It was my mom,100
17,אתה מתכוון שלא אתה שלחת את הורדים,You mean you didn't send the roses,You mean you haven't sent the roses,87
18,לא התכוונתי לזה,I didn't mean it,I did not mean it,91
19,אמא קחי את האזרח הבכיר שלך ואת התחת שלו מפה!,Mom get your senior citizen's butt in here!,Mom take your senior citizen and his ass!,66
20,מה,- What,what,100
21,או שלא תגידי מילה!,Oon't say a word!,Or don't say a word!,86
22,משהו בקשר לגוואן,Something about Gwen,Something about Guan,90
23,- אני רוצה לדבר איתך!,- I want to talk to you!,- I want to talk to you!,100
24,- זה הבית שלי,- This is my house,- This is my house,100
25,אני יודע שזה יהיה קשה בשבילך אבל יש לי רשימה של חוקים בשבילך,I know this is hard for you but I've drawn up a list of rules,I know it will be hard for you but I have a list of laws for you,66
26,אני לא אוהבת את טון הקול שלך,I don't like the tone of your voice,I don't like your voice tone,89
27,חוק מס' 1-אף פעם אל תגידי שאת לא אוהבת את טון הקול שלי!,Rule no 1: Never say you don't like the tone of my voice!,Act # 1-no time don't say you don't like my voice tone!,75
28,כתבת רשימה,You've written a list,A list wrote,67
29,חוק מס' 2  אף פעם אל תתעסקי עם חיי האהבה שלי,No 2: Oon't interfere with my love life,Act # 2 never tested with my love life,68
30,היא לא אהבה את הפרחים,She didn't like the flowers,She did not like the flowers,87
31,- הם היו מושקעים!,- They were a big hit!,- They were invested!,65
32,אני לא ינקה! 4:,Oon't clean!,I won't clean!4:,62
33,אני לא אכבס את התחתונים שלי!,4: Oon't iron my underwear!,I will not wash my underwear!,64
34,הנה שלט אזהרה לציבור:,Here's a public safety message:,Here's a public warning sign:,62
35,אף פעם אל תגידי שארוחת הבוקר היא הארוחה הכי חשובה 9:,Never say breakfast is the most important meal And 9:,Never say that breakfast is the most important meal 9:,91
36,ו התמונות נשארות בניו ג'רזי,The photos stay in New Jersey,And the pictures stay in New Jersey,81
37,לפעמים תשכחי שאני הבן שלך ותתייחסי אליי כמו אל כל בן אדם אחר,Sometimes forget I'm your son and treat me like a human being,Sometimes you forget that I am your son and refer to me like any other person,68
38,אתה לא יכול להתייחס אלייי ככה,You can't treat me like this,You can't treat me like that,93
