,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אינני יכולה לספר לאף אחד אפילו לא למרגוט ,I can't tell anyone not even Margot ,I can 't tell anyone not even Margot,100
1,מצטערת ,- Sorry ,Sorry,100
2,-כולו שלך ,- It's all yours ,- All yours,78
3,ומרגוט לא תספר לי שום דבר ,And Margot won't tell me anything ,And Margot will not tell me anything,90
4,כתפיים אחורה ,Shoulders back ,Shoulders back,100
5,הייתה זו ז'קלין שסיפרה לי שתינוקות לא יוצאים מהבטן של האמהות שלהם ,It was Jacqueline who told me that babies don't come out of their mother's tummies ,It was Jacqueline who told me that babies do not come out of their mothers' wombs,85
6,"אנה יקירתי  היא אמרה: ""המקום שאליו המרכיבים הולכים ","Anna darling  She said ""Where the ingredients go in that's where the finished product comes out ""","My dear Anna she said: ""The place where the ingredients go",67
7,פעם אחת ניסיתי לגעת בחזה שלה אך היא לא הניחה לי ,Once I tried to feel her breasts but she wouldn't let me ,I once tried to touch her chest but she would not let me,79
8,אנו לא יכולות ללבוש את החצאיות הללו אמא ,- We can't wear these skirts mother ,We can not wear these skirts mom,86
9,-הן לא רעות בכלל ,- They're not that bad ,-They are not bad at all,60
10,היא נראית כמו שק תפוח-אדמה ,They look like potato sacks!,It looks like a sack of potatoes,71
11,היא השתמשה בכל תלושי רכישת הבגדים שלה ,She used up all her clothing coupons ,She used all of her clothing purchase slips,71
12,הכל מתבלה ,Everything's wearing out ,Everything wears out,86
13,המחוך של אמא נקרע דברים נשברים ואין לנו אפשרות להחליפם,Mother's corset's snapped things get broken and we can't replace them ,Mom's corset is torn things are broken and we can not replace them,76
14,והכסף של משפחת ואן-דאן הולך ואוזל ,And the Van Daans' money is running out ,And the Van Dunn's money is running out,91
15,-על גופתי המתה!,- Over my dead body!,- On my dead body!,88
16,למה החברה לא משלמת לנו ,Why can't the firm pay for us ,Why the company does not pay us,70
17,היא משלמת למשפחת פרנק!,It pays for the Franks!,She's paying the Frank family!,63
18,זה העסק שלו חתיכת פרה מפגרת!,It's his business you stupid cow!,It's his business a retarded cow piece!,69
