,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,מסריח פה!,It stinks in here!,Stinks here!,79
1,בוא נכניס כאן אוויר  בלאגן!,Let's get some air in here! Whew! It's a mess!,Let's get a messy air here!,72
2,הם והבלאגנים החגיגיים שלהם!,Them and their wild parties!,They and their festive messes!,64
3,האקדח שלי!,My gun!,My gun!,100
4,-לא רק הסתכלתי !,- L-l-I just looked in!,- I did not just look!,67
5,היה לי אקדח בפרשה הזו ,I had a gun in this case ,I had a gun in this affair,84
6,לא לקחת אותו ,You didn't take it ,Do not take it,69
7,מה אני יעשה עם אקדח ,- What would I want with a gun ,What will I do with a gun?,68
8,-ובכן מישהו רוצה אותו !,- Well somebody wanted it!,-Well someone wants it!,82
9,אם לא שם אותו הבחור ממשפחת גרנדי על השולחן בבוקר ,[Whimpering] If they hadn't put that Grandi boy on the desk this morning ,"If not, the guy from the Grandy family put it on the table in the morning",63
10,אף אחד מזה לא יתרחש ,- None of this would've happened ,None of this will happen,81
11,-גרנדי ,- Grandi ,-Grandy,83
12,אז למי אתה חושב שזה שייך בכל מקרה ,- Well who do you think this belongs to anyway ,So who do you think it belongs to anyway,81
13,-איפה הם ,- Where are they ,-where are they,100
14,אנא ,- Yes - Please ,please,75
15,-רנצ'ו!,- Rancho Grande!,-Rancho!,63
16,- Yeah!,- Yeah!,- Yeah!,100
17,תפסת אותה ערומה ,- You got her undressed ,You caught her naked,68
18,פיזרנו עוד בדלי חשיש מסביב ,We have scattered more reefer stubs around ,We scattered more cannabis buckets around,63
19,אתם חברה לא השתמשתם בזה בעצמכם אהה ,You kids didn't use none of that stuff yourself huh ,You guys did not use it yourself aha,64
20,חושב שאנחנו מסטולים ,Think we're crazy ,Think we're stoned,69
21,נופפנו את העשן מבגדיה זה הכל ,We blew the smoke in her clothes that's all ,We waved the smoke from her clothes that's all,79
22,כמו שאמרת ,Like you said ,like you said,100
23,העמדנו הופעה טובה בכדי להפחיד אותה ,We put on a good show to scare her ,We put on a good show to scare her,100
24,בוא נקווה שזה מספיק טוב ,Let's hope it was good enough ,Let's hope it's good enough,96
25,כשתתעורר היא תחשוב אולי שמשהו באמת קורה ,When she wakes up she's gonna think maybe something really did happen ,When she wakes up she may think something is really going on,82
26,תתחיל עם זה ,That's the rule ,Start with that,60
27,-מה בקשר לשכר ,- What about our dough ,-What about salary,65
28,אנחנו לא עושים את זה לכיף דוד ג'ו ,- We were not doing this for fun UncleJoe ,We're not doing this for fun Uncle Joe,81
29,בסדר ,Okay ,OK,67
30,-למה ,- But why ,-Why,60
31,-בטח שאני בטוח ,- Of course I'm sure ,- Of course I'm sure,100
32,היי מה אתה עושה ,- Hey what are you doing ,"Hey, what are you doing",100
33,אני אפילו לא מבין למה רצית שנביא אותה לכאן  כל הדרך לכאן ,I don't even see why you wanted us to bring her  all the way into town here ,I do not even understand why you wanted us to bring her here all the way here,85
34,לא יכולתי לנסוע מחוץ למוטל ,I couldn't drive out to the motel ,I could not drive outside the motel,82
35,אז מה ,So what ,So what,100
36,אתה שוטר המבצע מעצר ,You're a cop making an arrest ,You're a police officer making an arrest,72
37,למי זה ,Who's that for ,for who is that for,85
38,תסתובב ,Turn around ,Turn around,100
39,לך לטלפון ,Get the phone ,Go to the phone,79
40,לטלפון ,The phone ,To the phone,86
41,עכשיו חייג 2 12 1 ,Now dial 1 21 2 ,Now dial 2 12 1,93
42,זה למשטרה ,- That is the police station ,It's for the police,62
