,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,אל תהרוג אותה ,Don't kill her ,Do not kill her,90
1,לא אל תהרוד אותי ,-No don't kill me ,"No, do not harass me",63
2,אתה צודק ,You're right ,You're right,100
3,אני חייב להיות בטוח ,-I gotta be sure ,I have to be sure,69
4,-תהיה בטוח מר טלבוט ,-Be sure Mr Talbot ,"- Be sure, Mr. Talbot",100
5,תירה בה ברגליים ,-Shoot her in the legs ,Shoot her in the legs,100
6,לא! השתגעת ,Are you crazy ,No! are you mad,67
7,אם תירה בי ברגליים אני אפוצץ לעצמי את המוח ,If you shoot me in the legs I'll blow my brains out ,If you shoot me in the legs I will blow my mind,76
8,זה רק עוד בלוף ,TALBOT: It's just another bluff ,This is just another bluff,79
9,אני אתאבד ,I'm gonna kill myself ,I'll lose myself,65
10,האצבע על ההדק ,Finger on the trigger ,The finger on the trigger,91
11,תישארו שם ,Stay right there ,Stay there,77
12,אסור לה לעזוב את הקונסוליה ,She can't leave the consulate ,She is not allowed to leave the consulate,71
13,עלה במדרגות ,Take the stairs ,Climbed the stairs,61
14,יש כאן גברת עם אקדח!,Ah! There's a lady with a gun!,There's a lady here with a gun!,86
15,מה יש לה ביד ,MAN: What has she got in her hand ,What does she have in hand,76
16,-יש לה נשק!,-She's got a weapon!,- She has a weapon!,82
17,תתקשרי למשטרה ,TERRY: Call the police ,Call the police,83
18,-אלוהים אדירים את טרוריסטית ,-My God you're a terrorist ,"- My God, you're a terrorist",100
19,תתקשרי למשטרה ,TERRY: Call the police ,Call the police,83
20,אני דורשת שתתקשרי למשטרה המזויינת ,I demand you call the fucking police ,I demand that you call the armed police,75
21,אני דורשת שתתקשרי למשטרה המזויינת!,I demand you call the fucking police ,I demand that you call the armed police!,75
22,רוצה בת ערובה ,Want a hostage ,Wants a hostage,97
23,אני מאיימת על עצמי ,I'm threatening myself ,I'm threatening myself,100
24,בסדר עצרי!,All right freeze!,All right!,72
25,בסדר!,Okay!,OK!,67
26,אלוהים ,God ,God,100
