,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,או אני כל-כך מצטער אני מרגיש נורא ,oh i'm so sorry i feel terrible ,Or I'm so sorry I feel terrible,97
1,לא אמרתי לך תודה ,didn't i thank you ,I did not say thank you,83
2,"לא אמרתי ""תודה""  על שחשפת אותי בצורה מושפלת ","did i not say ""thanks ""  for subjecting me to humiliation ","I did not say ""thank you"" for exposing me in a humiliating way",69
3,על שכמעט זה עלה לי במקום העבודה ,for almost costing me my job ,For almost it costing me in the workplace,67
4,על כך שנכנסתי לכלא בשביל  תקפיא את המחשבה הזאת!,for landing me in jail for  hold that thought!,For going to jail for freezing that thought!,67
5,לארי מדבר על המשבר במזרח התיכון עם מועמר קדאפי וצ'ארו ,larry is discussing the middle east crisis with qaddafi and charo ,Larry talks about the crisis in the Middle East with Muammar Gaddafi and Charo,67
6,אבא לגביי הטלפון  אני יודע היה לי זמן לחשוב בכלא ,about the phone  i know i had time to think in jail ,Dad about the phone I know I had time to think in jail,96
7,החלטתי שזה שווה את ה-25$ לקו הפרטי שלך ,i decided it's worth the $25 for your own line ,I decided it was worth the $ 25 to your private line,76
8,או אבא תודה ,oh daddy thanks!,Or Dad thank you,71
9,תעשה מזה נסיכה ,make it a princess ,Make it a princess,100
10,זה לא בשבילך זה בשבילה!,it's not for you it's for her!,It's not for you it's for her!,100
11,מה אתה מביא לי ,what are you getting me ,What are you bringing me,85
12,מברשת שיניים משלך ,your own toothbrush ,Your own toothbrush,100
13,למה ,why ,Why,100
14,תודי לי על זה ,you'll thank me ,Thank me for that,62
15,שלישי  6: 30 בערב ,[ alf ] thursday 6:30 pm ,Tuesday 6:30 p.m.,78
16,זה התחיל כמו כל ערב רגיל  לין אנחנו נאחר בסוף ,it started out like any other night  lynn we'll be late for the shower ,It started like every normal Lynn night we were late,69
17,ראית את הסרט הצהוב ,have you seen the yellow ribbon ,You saw the yellow ribbon,82
18,מה הצבע שלו ,what color is it ,What's his color,88
