,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,לאיש אסור לצוד אותו אלא אם נסכים לכך ,No one else may hunt it down and kill it unless we say so ,No one is allowed to hunt it unless we agree to it,69
1,אתה חולק על כך ,Do you dispute that ,You disagree with that,63
2,אני לא ,- I do not ,I do not,100
3,-טוב ,- Good ,-are good,67
4,אם כך אנו מאשרים לך להפליג בים שלנו ,Then you have our permission to sail our sea ,If so we approve you to sail in our sea,60
5,לחיי הנער חברים ,Drink to this boy mates ,To the boy's life friends,67
6,לווייתנים יכולים לעשות זאת ,Can whales do that ,Whales can do this,89
7,-לווייתנים מסוגלים להכל!,Why bless me whales can do anything!,Whales are capable of anything!,68
8,לווייתן יכול להתפרץ מעלה כמו רעידת אדמה ולרדת עליך כמו הר שהוטל אל הים!,A whale can jump up like an earthquake  and come down on you like a mountain that's somehow put to sea ,A whale can erupt up like an earthquake and descend on you like a mountain thrown into the sea!,79
9,לווייתן מסוגל לפגוע בספינה הגדולה ביותר לבלוע את אנשי הצוות ולנקות את שיניו עם התורן ,A whale can stave in the ribs of the biggest ships  swallow whole crews pick its teeth with the oars ,A whale is able to hit the largest ship to swallow the crew and clean its teeth with the mast,70
10,אחאב ,Ahab ,Ahab,100
11,מי זה אחאב ,Who's Ahab ,Who is Ahab,95
12,קפטן אחאב בשבילך ,Captain Ahab to you ,Captain Ahab for you,92
13,אבל מי זה קפטן אחאב ,- Who's Captain Ahab ,But who is Captain Ahab,88
14,-ובכן  אחאב הוא אחאב ,- Aye Ahab's Ahab ,-Well Ahab is Ahab,69
15,מוזיקה ,Music ,Music,100
16,מי הוא מטיל הצלצל איתו אשן הלילה ,Who's Ahab ,Who is he casts?,64
17,הוא יגיע ברגע שיגמור למכור את הראשים שברשותו ,He'll be along as soon as he finishes selling his head ,He will arrive as soon as he finishes selling the heads in his possession,71
18,את מה ,- His what ,The what,75
19,-את הראשים שברשותו ,- Selling his head ,-The heads in his possession,60
20,במה ,- His what ,in what,80
21,-בראשים כמובן ,- Heads of course!,-In the heads of course,81
22,-מי אתה לעזאזל ,- Who the devil are you ,-who the hell are you,88
23,אם לא תגיד ארצח אותך!,Who no speak I kill you!,If you do not say I will kill you!,68
24,בעל הבית!,Landlord!,Landlord!,100
25,פיטר קופין!,Peter Coffin!,Peter Coffin!,100
26,קופין תציל אותי!,Coffin save me!,Coffin will save me!,85
27,על מה כל המהומה ,What is all this about ,What is all the fuss about,83
28,למה לא אמרת לי שאני ישן עם קניבל ,Why didn't you tell me I was sleeping with a cannibal ,Why did not you tell me I was sleeping with a cannibal,93
29,חשבתי שידעת!,I thought you knowed ,I thought you knew!,89
30,לא אמרתי לך שהוא מוכר ראשים בעיר ,Didn't I tell you he was around the town selling heads ,I did not tell you he sells heads in the city,67
31,תגיד לו להוריד את הטומהוק או המקטרת או מה שזה ,Landlord tell him to stash that tomahawk or pipe or whatever you call it ,Tell him to take off the tomahawk or pipe or whatever,77
32,חלומות נעימים ,Well pleasant dreams ,sweet Dreams,62
33,נו טוב  עדיף כבר קניבל פיכח על פני נוצרי שיכור ,Better a sober cannibal than a drunken Christian ,"Oh well, a sober cannibal is better than a drunken Christian",90
34,בעיר ניו בדפורד נמצאת כנסיית ויילמן ולא רבים הם הימאים המפליגים אל האוקיאנוסים שלא באים לבקר בה ,In this same New Bedford there stands a Whaleman's Chapel  and few are the fishermen shortly bound for the Indian Ocean or Pacific  who fail to visit there ,The town of New Bedford is home to Weilman Church and not many sailors sail to the oceans who do not come to visit it.,60
35,חברים חטאו של יונה היה באי ציות לציווי האל ,Shipmates  the sin of Jonah  was in his disobedience of the command of God ,Friends Jonah's sin was in disobeying God's command,67
36,יונה האמין שספינה מעשה ידי אדם תישא אותו לארצות בהן האלוהים אינו מושל ,Jonah thinks that a ship made by men  will carry him into countries where God does not reign ,Jonah believed that a man-made ship would carry him to lands where God does not rule,73
37,"""האל שבשמיים בורא הים והיבשה"" ","""the God of heaven who hath made the sea and the dry land ""","""The God in the sky creates the sea and the land""",66
38,ושוב המלחים לועגים לו ,Again the sailors mark him ,And again the sailors mock him,86
39,והלווייתן הגדול נועל את מלתעות השנהב כמו בריחים לבנים הסוגרים עליו ככלא ,And the great whale shoots to all his ivory teeth  Like so many white bolts upon his prison ,And the great whale locks the ivory jaws like white bolts closing in on him like a prison,68
40,ויונה זועק הוא לאל מתוך בטן הדג ,And Jonah cries unto the Lord  out of the fish's belly ,And a dove cries out to God from the belly of the fish,80
41,הוא יודע שעונשו מוצדק ,He feels his punishment is just ,He knows his punishment is justified,75
42,ואף ממעמקי הגיהנום מרותק לקרקעית הים,And even out of the belly of hell  grounded upon the ocean's utmost bones  ,And even from the depths of hell is bound to the bottom of the sea,65
43,שומע האל את זעקתו ,God heard him when he cried ,God hears his cry,64
44,ואלוהים מדבר אל הלווייתן ,And God spake unto the whale ,And God speaks to the whale,91
45,וממעמקי האפילה הקפואה מפציע הלוויתן אל אור השמש ומקיא את יונה אל היבשה ,And from the shuddering cold and blackness of the deep  the whale breached into the sun  and vomited out Jonah upon the dry land ,And from the depths of the frozen darkness the whale wounds into the sunlight and vomits its dove into the land,67
46,ויונה חבול ומוכה אוזניו כשתי קונכיות רחש האוקיאנוס עוד מהדהדות בקירבן ,And Jonah  bruised and beaten  his ears like two seashells  still multitudinously murmuring of the ocean  ,A dove bruised and beaten in his ears like two seashells still echoes in the victim,68
47,להטיף לאמת אל מול דבר השקר!,To preach the truth in the face of falsehood!,Preach the truth in the face of the lie!,80
48,אבוי לו למי שיבקש ליצוק שמן על מים סוערים כאשר האלוהים הרתיחם לכדי סופה ,Woe to him who seeks to pour oil on the troubled waters  when God has brewed them into a gale ,Woe to him who seeks to pour oil on turbulent waters when God has boiled to a storm,81
49,אכן אבוי לו לאיש כדברי השליח פאולוס אשר מטיף הוא לאחרים בעוד הוא עצמו נאלח ,Yea woe to him who as the pilot Paul has it  while preaching to others is himself a castaway ,"Indeed, woe to the man according to the apostle Paul who preaches to others while he himself is being forgiven",63
50,שלך ביקשתי להיות יותר מאשר בעולם הזה או בשביל עצמי ,"""I have striven to be thine  ""more than to be this world's  ""or mine own ",Yours I asked to be more than in this world or for myself,61
51,אך אין בכך דבר ,"""Yet this is nothing ",But there is nothing in it,62
52,כי מהם חיי אנוש אל מול נצחיות האל ,"""For what is man  ""that he should live out the lifetime of his God """,For what is human life in the face of the eternity of God,60
53,‏שלוש פעמים ספרתי עד 50 ,Three time I count 50 ,Three times I counted to 50,88
54,אתה מכיר את המילים ,You know words ,You know the words,88
55,אני מכיר את התמונה ,I know picture ,I know the picture,88
56,הלווייתן הזה  ,This whale ,This whale,100
57,אתה מבין את המילים ,You speak words ,You understand the words,62
58,"""לב הלווייתן גדול יותר מהתעלות בגשר לונדון ","""The heart of the whale is larger  ""than the pipe of the waterworks at London Bridge ","""The heart of the whale is larger than the canals on the London Bridge",81
59,"""זרם המים בתעלות אלו לא חזק או מהיר כמו הדם הזורם בלב הלווייתן ""","""The water in that pipe is not so thick or fast  ""as the blood pumping from the heart of the whale ""","""The flow of water in these canals is not as strong or fast as the blood flowing in the heart of the whale""",72
60,קוויקווג מי אתה ,Queequeg  who are you ,Quickwag Who are you?,75
61,איפה נולדת ,Where are you from ,where were you born,70
62,אבי הוא מלך ,My father king ,My father is a king,85
63,הדוד שלי הוא הכוהן הגדול באיים בכיוון דרום-מערב הרחק מכאן ,My uncle a high priest in islands  west south far away ,My uncle is the high priest in the islands in a southwesterly direction far from here,64
64,ספינה באה לאי ,Ship come by island ,A ship came to the island,73
65,טיפסתי בחבל התחבאתי ,I climb rope I hide ,I climbed a rope and hid,74
66,ספינה לקחה אותי רחוק ,Ship take me far ,A ship took me far,82
67,לפני הרבה שנים ,Many years ,Many years ago,83
68,ואתה מחר אני מקווה להצטרף לצוות של ספינת ציד לווייתנים ,Tomorrow I hope to sign aboard any ship in search of whales ,And you tomorrow I hope to join the crew of a whaling ship,68
69,גם אני אצטרף ,I sign too ,I will join too,64
70,נאכל את אותו האוכל ,I eat same food ,We'll eat the same food,74
71,נפליג באותו הים ,We sail on same waters ,We will sail in the same sea,72
72,נהרוג את אותו הלווייתן ,We kill same whale ,We'll kill that whale,77
73,אנחנו חברים ,We friends ,we are friends,83
74,אותו דם אותו ראש דומים בכל ,Same blood same head all same ,Same blood same head similar in all,84
75,ספינה לא רעה ,Not a bad ship ,Not a bad ship,100
76,"מה אתה אומר על ""מלתעות השטן"" ",What do you say to the Devil-dam ,"What do you say about ""Devil's Jaws""",70
77,טוב נו  ,Well now ,"okay, well",71
78,האטבים האלו נוצרו משיני לווייתנים ,Those cleats made from whale's teeth ,These clips were formed from whale teeth,68
79,היי יש מישהו על הסיפון ,Ahoy there! Someone aboard ,Hey there's someone on board,83
80,"אתה הקפטן של ה""פיקווד"" ",Is this the captain of the Pequod ,You're the captain of the Pickwood,69
81,מה רצונך הוא מהקפטן ,What doest thee want of the captain ,What do you want from the captain?,76
