,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,היא לא היתה מוכנה לכך אליוט היא לא בנאדם מהסוג הזה היא לעולם לא תהיה שם כשתזדקק לה בנאדם ,She wasn't ready to jump in Elliot That's not who she is She's never going to jump in when you need her man ,She was not ready for that Elliott she's not that kind of person she's never going to be there when you need her man,76
1,"אז עפ""י הרשות הפדרלית הארצית ורשויות החוק המקומיות יש להם תוכנית לקטסטרופה כזו ",So do federal state and local officials have a plan in place for this type of catastrophe ,So according to the national federal authority and local law enforcement agencies they have a plan for such a catastrophe,61
2,שמשתמשת בכל כוח האדם והכסף  ,Are they utilizing all the manpower or the money  ,That uses all the manpower and money,71
3,ארזת ,- Are you packed - Yes ,You packed,71
4,מה הם אומרים -הם מפנים את ניו-יורק ,They're evacuating New York City ,What they're saying - they're evacuating New York,68
5,בזמן שמוחנו מגיע מצויד במנגנון להגנה עצמית בכדי למנוע מאתנו לעשות פעולות מזיקות ,Well our brains come equipped with a self-preservation mechanism to stop us from harmful actions ,By the time our brain arrives equipped with a self-defense mechanism to prevent us from doing harmful actions,76
6,"הדבר הזה נשלט ע""י שילוב של אותות אלקטרו-כימיקליים במוח שחוסמים את שדר הנירונים",This is controlled by a combination of electrochemical signals in the brain ,This is controlled by a combination of electrochemical signals in the brain that block the neurons' transmission.,81
7,באופן עקרוני הרעלן החדש משנה את מנגנון ההגנה וחוסם את שדר הנירונים בסדר ספציפי הגורם לנזק עצמי ספציפי ולהשפעות הרסניות ,This new neurotoxin is basically flipping the preservation switch blocking neurotransmitters in a specific order causing specific self-damaging and catastrophic effects ,In principle the new toxin changes the defense mechanism and blocks the neuronal transmission in a specific order that causes specific self-harm and destructive effects,60
8,כך הרעלן פועל  זה גורם לך להרוג את עצמך ,Just how the toxin works and who the terrorists are  It makes you kill yourself ,This is how the toxin works and it causes you to kill yourself,74
9,בדיוק כשחשבנו שלא ניתן להמציא יותר רוע ,Just when you thought there couldn't be any more evil that could be invented ,Just when we thought no more evil could be invented,72
10,אסיים לארוז תוך 2 דקות ,I'll be packed in two minutes ,I will finish packing in 2 minutes,63
11,הלו ,Hello ,Hello,100
12,אין צורך למהר ,- No need to rush ,No need to rush,100
13,אליוט ,Elliot!,Elliott,92
14,אליוט ,Elliot!,Elliott,92
15,זה הרגע הגיע לחדר החדשות של איי וויטנס ואלו ההתפתחויות האחרונות ,This just in to the Eyewitness News room and this is the latest development ,It's just arrived in the Ai Witness newsroom and these are the latest developments,73
16,ניתוחים שלאחר המוות על הקרבנות הראשונים מאשרים שהרעלן הוא תרכובת טבעית ,Autopsies on the first victims confirm the toxin is a natural compound ,Post-mortem analyzes on the first victims confirm that the toxin is a natural compound,82
17,ההתקפות נשארו בגדר העיר ניו-יורק רבתי ,The attacks remain confined to the New York metropolitan area ,The attacks remained within the confines of greater New York City,71
18,זהו סיפור מאוד מאוד מטריד  רציף שלוש עליה כעת לרכבת להוליסברג ,This is a very very disturbing story  Track three now boarding for Harrisburg ,"This is a very, very disturbing story and a continuous three on board now to the train to Hollisberg",74
19,היא הלכה לעשות קניות בצד השני של העיר ונתקעה בפקק ,She was at a shop across town she got stuck in traffic ,She went shopping on the other side of town and got stuck in a traffic jam,67
20,היא תיקח את הרכבת הבאה ,- She's gonna take the next train - We'll wait ,She will take the next train,74
21,לא לא לא היא רצתה שנעלה לרכבת הזו עם ג'ס כך היא תרגיש בטוחה יותר ,She wanted us to get on this train with Jess She'll feel a lot safer ,No no no she wanted us to get on this train with Jess so she would feel safer,86
22,איפה אלמה ,- Where's Alma ,Where is Alma?,96
23,היי ג'וליאן ,Hey Julian!,Hi Julian,84
24,קניתי אותם ,I bought them ,I bought them,100
25,זה היה כמו להשיג את אחת מבובות ראש-הכרוב כשהן רק יצאו כמו בית משוגעים ,It was like getting one of those Cabbage Patch Dolls when they first came out Madhouse How are you ,It was like getting one of the cabbage head dolls when they just came out like a madhouse,80
26,תודה ,Thanks ,Thanks,100
27,אליוט אני יכולה לדבר איתך רגע ,Elliot can I talk to you for a second Yeah ,Elliott I can talk to you for a moment,82
28,סיפרת לו על המריבה שלנו -לא ,- You told him about our fight ,You told him about our quarrel - no,72
29,למה הוא אמר זאת ,- Why did he say that - He guessed ,Why did he say that?,78
30,-הוא ניחש אני אוהבת אותך אליוט אבל אני לא אוהבת לשתף את כולם ברגשותיי אני לא סוג האדם הזה ,I love you Elliot but I don't like to put my feelings out there for everyone to see ,- he guessed I love you Elliott but I do not like to share my feelings with everyone I'm not that type of person,72
31,אליוט אלו הבעיות שלנו ,Elliot these are our problems ,Elliott these are our problems,98
32,אני אשב לבד וארגע אהיה בסדר עד שנגיע לשם ,I'm going to sit alone and cool off By the time we get there I'll be fine ,I'll sit alone and calm down and I'll be fine until we get there,70
33,זה בסדר מצידך ,- What's wrong with you - What ,That's fine with you,65
34,אני אעלה לרכבת ובמילא לא נשב ביחד ,I'm going to get on the train We're not gonna get to sit together anyways Okay ,I'll get on the train and not sit together anyway,68
35,מה שלומך ,- How you doing ,How are you,67
36,גם אני ,- Me too ,me too,100
37,בסדר אם אתה לא רוצה את עזרתי  אני לא רוצה את עזרתך ,- Okay fine If you don't want my help  ,Okay if you do not want my help I do not want your help,69
38,-בסדר ,- Okay ,-OK,67
39,שמעתי אותך -ג'ס את יכולה לבקש מאביך את הכרטיס שלי ,Jess could you ask your dad for my ticket please ,"I heard you - Jess, you can ask your father for my card",60
40,תודה ,Thank you ,Thanks,67
41,נתראה ברכבת ג'ס ,I'll see you on the train Jess ,See you on the Jess train,91
42,עליה ברציף שלוש כעת לכל הנוסעים בעלי הכרטיסים ,Track 3 now boarding all ticketed passengers ,Boarding on platform three now for all passengers with tickets,68
43,הנה אנו הולכים ,Here we go ,Here we go,100
44,מתי אמא תגיע לסבתא ,When will Mom meet us at Grandma's ,When will mom come to grandma,73
45,-אמא תיקח את הרכבת הבאה את יודעת שהיא תמיד מאחרת ,Mommy's gonna get on the next train You know how she's always late ,"- Mom will take the next train, you know she's always late",74
46,אני ברכבת ואני רק רוצה להגיד משהו בסדר ,I just want to say something okay ,I'm on the train and I just want to say something okay,76
47,אתה חייב להפסיק להתקשר אלי ,You've got to stop calling me ,You must stop calling me,75
48,אתה מתנהג כמו הבחור מחיזור גורלי אני מרגישה שאני עומדת להתקלח,You're acting like the Fatal Attraction guy here I feel like I'm going to take a shower and see your silhouette on the shower curtain ,You're acting like the guy from a fateful courtship I feel like I'm about to take a shower,67
49,אכלנו ביחד טירמיסו וזהו אמרתי לך שזה כל מה שיהיה ,We ate tiramisu together that is it I told you that would be it ,We ate tiramisu together and that's I told you that was all there was to it,72
50,מה ,What ,what,100
51,מתי ,When ,When,100
52,בפילדלפיה ,In Philadelphia ,In Philadelphia,100
53,מה החדשות ,What's the news ,What's the news?,100
54,מתוקה איפה את ,Where are we ,Sweet where are you?,77
55,מה ,What ,what,100
56,מה אני לא יכול לשמוע אותך ,I can't hear you ,What I can not hear you,82
57,אמרתי שאני לא יכול לשמוע אותך תשלחי לי הודעה ,I said I can't hear you! Text me ,I said I can not hear you send me a message,70
58,תשלחי לי הודעה אני לא שומע אותך ,I said I can't hear you! Text me ,Send me a message I do not hear you,67
59,הם חושבים שזה התחיל בפארק ריטנהאוס ,They think it started in Rittenhouse Square Park Another park ,They think it started in Rittenhouse Park,80
