,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,-הרגת אותי ,-You' re killing me ,-You killed me,73
1,אני צחקתי ,Was I laughing ,I laughed,61
2,מוזיקה ,Music  ,Music,100
3,איפה היינו כל השנים ,Where have we been all those years ,Where have we been all these years,97
4,התרוצצנו -כן התרוצצנו ,We were running around ,We ran - yes we ran,62
5,אולי כל הזמן ר ק התאמנו ל קטע הזה ,Maybe we were just practicing for this moment ,Maybe all the time we just practiced for this segment,67
6,אבל עכשיו אתה הולך לי לצבא ,But now you' re going to the army ,But now you're going to my army,89
7,עכשיו לפחות אני יודע למה ,But at least now I know what for -What for ,Now at least I know why,69
8,למה -כדי לשמור עליך ,To defend you ,Why -to keep you,64
9,"""צבא הגנה לרותי"" זה מה שאני ",Ruthie's Defence Forces That's me ,"""Defense Army for Ruthie"" is what I am",64
10,אני כבר מתגעגעת אליך חייל שלי ,I miss you already my soldier ,I already miss you my soldier,100
11,חבר שלך ,Your boyfriend ,your friend,88
12,-חבר שלי ,-My boyfriend ,-My friend,86
13,אורנה!,Orna!,Orna!,100
14,את תעירי את כל הצלבנים ,You' ll wake the Crusaders!,You will wake up all the Crusaders,75
15,-אני מחפשת כדורים ,-l' m looking for my pills ,- I'm looking for pills,89
16,-לא את הגלולות ,-No The Pill ,- Not the pills,92
17,אז נו תיקחי מחר מרותי או משהו ,Take one from Ruthie tomorrow ,So come take Maruti or something tomorrow,66
18,מה ,What ,what,100
19,שכחתי לקחת גם אתמול ,I forgot to take one yesterday too ,I forgot to take yesterday too,94
20,בגלל הבלבול נו טיול ,Because of the rush ,Because of the confusion no trip,63
21,-נו אז מה ,What ,-so what,73
22,צריך למצוא שם לילד ,We' ll have to choose a name for the child ,Need to find a name for the child,68
23,אה זה נ קרא לו דורון ג'מצ'י ,We' ll call him Doron Jamchi ,Oh that's what Doron Jamchi called him,74
24,-ומה אם זה בת ,-And if it's a girl ,-What if it's a girl,76
25,'אין בעיה נ קרא לה ברקוביץ ,No problem We' ll call her Berkowitz ,"No problem, Berkowitz called her",88
26,תסתכלי מה את אומרת ,Look What do you think ,Look at what you're saying,71
27,מה זה ,-What is it ,What is,82
28,מה זה ,-What is it ,What is,82
29,את חושבת שעל פשטידה כזו הולך פטרוזיליה ,Think parsley will do on a pie ,Do you think parsley goes on such a pie?,75
30,מה שאת עומרי ימוטט זה רק העסקים שלו ,The only thing Omri loves is his business deals ,What Omri will collapse is just his business,64
31,מה הוא כותב לי חצי מכתב מה לקנות ומה למכור ,Half his letters are about what to buy and what to sell,What is he writing me half a letter what to buy and what to sell,77
32,אבל בחצי השני  ,But the other half  ,But in the second half,70
33,-מה יהיה ,What ,-What will,62
34,אני חושבת שכדאי שת קחי את רוני תלכו ביחד למעבדה ותעשו את הבדיקה ,I think you should take Ronny go to the lab and do the test ,I think you should take Roni and go to the lab together and do the test,88
35,האמת היא שהייתי הולכת אתך אבל עומרי! מחר מחר אני יכולה ללכת אתך ,I'd go with you but Omri  I could go with you tomorrow ,The truth is I would go with you but Omri! Tomorrow tomorrow I can go with you,72
36,זה הוא!,It's him!,This is him!,74
37,התגעגעתי אליך נורא!,I missed you terribly ,I missed you terribly!,100
38,גנב אחד ,Thief!,One thief,71
