,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,זה מפגר ,This is retarded ,It's retarded,83
1,ברדשו ,- Bradshaw ,Bradshaw,100
2,-מה ,- What ,-what,100
3,מה התוכנית ,The plan ,what is the plan,67
4,גיבוש אלפא כפא גאמה ,Formation Alpha Kappa Gamma ,Formation of Alpha Kafa Gamma,89
5,מה זה היה ,What was that ,what was that,100
6,היא כאן ,She's here ,She is here,95
7,היא צופה בנו ,She's watching us ,She's watching us,100
8,בואי לפה ,Come here ,Come here,100
9,אני לא יכולה ,I can't ,I can not,88
10,בואי ,Come here ,Come on,62
11,-אני לא יכולה ,I can't ,-I can not,88
12,מה את עושה ,What are you doing ,What do you do,75
13,כלום ,Nothing ,is nothing,82
14,אנחנו כבר נחזור ,We'll be right back ,We'll be back,81
15,תחכו תחכו תחכו ,Wait wait wait Hold on hold on ,Wait wait wait,64
16,מה ,- What ,what,100
17,זו מלכודת ,- It's a trap ,It's a trap,100
18,נו אז מה ,- What ,so what,73
19,תחכי!,- Wait!,Wait!,100
20,למה את נותנת לי כאלה מקרים קשים ,Why are you giving me such a hard time ,Why are you giving me such difficult cases,68
21,פשוט מלכודת ,- It's a trap ,Just a trap,73
22,את חושבת שאני לא מסוגלת לעשות זאת ,- You think I can't handle it ,You think I can't do that,81
23,-לא ,- No ,-No,100
24,לא איכפת לי שאת עם הציון המעולה ,I don't care if you are the perfect score ,I do not care that you are with the excellent score,70
25,את אפילו לא ידעת על אלפא וגאמה גם אם זה היה כתוב לך על המצח ,You wouldn't know Alpha Gamma if it was tattooed on your forehead ,You did not even know about Alpha and Gamma even if it was written on your forehead,70
26,-זה מטופש ,- This is stupid ,- That's stupid,81
27,אנחנו הולכות למות ,We are going to die ,We're going to die,81
28,-את מצווה עלי ,- You heard me ,-You command me,69
29,! שמעת אותי ,- You heard me ,! Did you hear me,81
30,אני חושבת שאתן חייבות לי התנצ  מלכודת ,I think you guys owe me an ap  Trap ,I think you owe me a trap blast,86
31,מה את עושה פה ,- What are you doing here ,what are you doing here,100
32,אני רק רוצה להתנצל על אמש ,- I wanted to apologize for last night ,I just want to apologize for last night,91
33,אני ,Damn it!,I am,73
34,את חייבת לשחרר אותם ,- You have to release them ,You must release them,76
35,-את מי ,- Who ,-Who,100
36,את בני הערובה ,The hostages ,The hostages,100
37,ואת צריכה להחזיר את הכסף ,- You have to release them ,And you have to return the money,64
38,לעזאזל!,Damn it!,damn it!,100
39,לעזאזל!,Damn it!,damn it!,100
40,לעזאזל!,Damn it!,damn it!,100
41,אל תעשני ,Please don't smoke ,Do not smoke,60
42,בבקשה ,- You heard me ,you are welcome,67
43,אלוהים תגידי לה לא לעשן ,Oh my God tell her not to smoke ,God tell her not to smoke,89
44,מלכודת ,Trap ,trap,100
45,את לא מבינה ,Don't you understand ,You do not understand,93
46,מצטערת ,I'm sorry ,Sorry,71
47,אני לא רוצה להלחיץ אותך ,I didn't mean to stress you out ,I do not want to stress you out,77
48,אני לא לחוצה!,I'm not stressed out!,I'm not stressed!,89
49,לא ,- No ,No,100
50,לא!,- No ,No!,100
51,-זה לא באמת ,- It's okay ,- It's not really,67
52,את חייבת להבין את זה ,Don't you understand ,You must understand that,77
53,אני לא ,- I don't ,I do not,80
54,-אני רק  אני לא רוצה שתביני לא נכון ,Don't you understand ,- I just do not want you to misunderstand,64
55,-בסדר אוקיי ,- Yeah okay ,-Okay okay,67
56,-אני מתכוונת  אני באמת מחבבת אותך ,- I mean  - I mean I really like you ,- I mean I really like you,87
57,-בסדר ,Okay ,-OK,67
58,אבל אני לא  אוהבת אותך ,But I don't like like you ,But I do not love you,74
59,כן בסדר הבנתי ,Don't you understand ,Yes ok i understood,62
60,בגלל זה הבאתי אותך לפה כדי שנבין אחת את השנייה ,That's why I brought you here so we could clear the air between us ,That's why I brought you here so we can understand each other,68
61,זה באמת נחמד מצידך לגרום לכל זה  אבל חברות שלי בטח תוהות איפה אני ,It's really sweet of you to go to all this trouble the chute and all But my friends are gonna wonder where I am ,It's really nice of you to cause all this but my girlfriends must be wondering where I am,69
62,-לא הן לא ,- No they're not ,-No they are not,76
63,בלי סיבה ,No reason ,For no reason,82
64,לוסי!,Lucy!,Lucy!,100
65,-אוי לא!,- Oh no!,-Oh no!,100
66,אוי לא!,- Oh no!,Oh no!,100
67,-אלוהים אדירים לוסי!,- Oh my God Lucy!,"- My God, Lucy!",88
68,-אל תדאגי ,- No they're not ,-Do not worry,62
69,זה לא שהן עומדות למות או משהו כזה ,It's not like they're gonna die or anything ,It's not that they're going to die or anything,81
70,לא!,No!,No!,100
71,לא!,No!,No!,100
72,אוי לא!,- Oh no!,Oh no!,100
73,אני רצינית ,I'm serious ,I'm serious,100
74,אוקיי ,Okay ,Okay,100
75,בסדר ,Okay ,OK,67
76,זה א היה משעשע ,It was kind of funny ,It was a lot of fun,72
77,-לא לא אני אלך ,- No no I'll go ,-No no I'll go,100
78,אני מבינה שכל זה לא היה מצליח בנינו כי בכנות אני פירשתי את כל זה לא נכון ,I understand this whole thing isn't gonna work out between us because obviously I misinterpreted the whole situation ,I understand that all of this would not have worked for our sons because I honestly interpreted it all incorrectly,60
79,אבל  אבל אני רוצה שתדעי שאמש זה היה הלילה הטוב ביותר שהיה לי ,But  I just want you to know that last night was the most alive I've felt in a while ,But but I want you to know that last night was the best night I've had,76
