,hebrewFromSub,englishFromSub,englishTranslation,ratio
0,﻿מה בנוגע לאבא שלי ,What about my father ,What about my dad?,81
1,רק אימך ידעה מי הוא ,Only your mother knew who that was ,Only your mother knew who he was,88
2,היא אפילו לא סיפרה לי ,She never even told me ,She did not even tell me,70
3,ואם אוכל למצוא אותו ,Well what if I could find him ,And if I can find him,60
4,אם הוא ידע מי אני ,If he knew what I was like ,If he knew who I was,83
5,אתה לא יכול לחשוב כך ,You can't think that way ,You can not think so,73
6,אתה תלוי רק בעצמך ,You have only yourself to depend on now ,You only depend on yourself,82
7,אתה מבין ,Understand ,Do you understand,74
8,אז ידעתי שלשחק את משחק הניחושים עם סיימון פשוט כבר לא יספיק ,I knew then that playing the guessing game  with Simon wasn't going to be enough anymore ,So I knew that playing the guessing game with Simon would just not be enough anymore,78
9,אני כבר לא רוצה רק לדעת מי הוא אבי הייתי חייב לדעת ואזל לי הזמן ,I no longer just wanted to know just who my father was I had to know and I was running out of time ,I no longer just want to know who my father is I had to know and I ran out of time,89
10,חשוד בשעה 2: 00 ,Suspect at 2:00 ,Suspicious at 2 p.m.,59
11,מר ואן גנדי ,- Mr Van Gundy ,Mr. Van Gandhi,80
12,-הוא לימד את אימא שלך פסנתר נכון ,- He taught your mother piano right ,- He taught your mother the right piano,94
13,זה היה לפני 5 שנים דיימון ,That was five years ago Simon ,That was 5 years ago Damon,80
14,אני בן 12 זוכר ,I'm 12 remember ,I'm 12 years old remember,75
15,אתה די קטן בשביל הגיל שלך לא ,You're kind of small for your age aren't you ,You're pretty small for your age no,71
16,מר פרסקוט ,- Mr Prescott ,Mr. Prescott,100
17,-הוא תמיד שמר את הבשר הכי הטוב לאימא שלי ,- He always saved the best cuts of meat for my mom ,-He always kept the best meat for my mom,78
18,אני לא רואה איך צלעות חזיר יובילו לחדירה ולא משנה עד כמה הם טובים ,I don't see how pork chops could lead to intercourse no matter how good they are ,I do not see how pork ribs will lead to penetration no matter how good they are,67
19,מה אתם עושים ,- What are you guys doing ,What are you doing,88
20,-אנחנו רק  ,- We were just  ,- We're just,82
21,-זה אישי ,- It's personal ,- It's personal,100
22,היי בן ,- Hi Ben ,Hi Ben,100
23,-היי בוב ,- Hey Bob ,- Hi Bob,77
24,מה שלומך ,How are you ,How are you,100
25,היי מר בייקר ,Hi Mr Baker ,Hi Mr. Baker,100
26,היי חבר'ה ,- Hi Ben ,Hi friend,67
27,היי ג'ו ,Hi Joe ,Hi Joe,100
28,לא הייתה לי הזדמנות לדבר איתך לאחר ההלוויה ,You know I didn't get a chance to talk to you after the funeral ,I did not have a chance to talk to you after the funeral,89
29,היו הרבה אנשים ,There were a lot of people ,There were a lot of people,100
30,כי אימך הייתה בנאדם מאוד מיוחד ,That's because your mother was a very special person ,Because your mother was a very special person,93
31,אם תצטרך משהו פשוט תתקשר בסדר ,You need anything just call okay ,If you need anything just call okay,96
32,בסדר ,- Okay ,OK,67
33,-בסדר ,- Okay ,-OK,67
34,"בהצלחה ביום הראשון שלכם בבי""ס חבר'ה ",Well good luck on your first day of school guys ,Good luck on your first day at School Guys,88
35,תצעק אם תזדקק למשהו בן ,You need anything just call okay ,Shout out if you need anything son,61
36,המשרד לא עוזר ממש ,The office isn't usually much help ,The office does not really help,58
37,בסדר תודה ,Okay thanks ,Ok thank you,70
38,אולי אנסה להתקבל לנבחרת השחייה השנה מר בייקר ,I might try out for the swim team this year Mr Baker ,Maybe I'll try to get accepted into this year's swimming team Mr. Baker,64
39,אני שחיין בדיוק כמוך ,I'm a swimmer just like you ,I'm a swimmer just like you,100
40,אני בדיוק כמוך ,I'm just like you ,I'm just like you,100
41,היי מישהו מכם לוקח שיעורי דרמה בסתיו הזה ,Hey either you guys taking any drama courses this fall ,Hi any of you taking drama classes this fall,76
42,אז אתם יודעים מה אעשה ,So you know what I'm gonna do ,So you know what I'll do,83
43,"אסיים את העניינים שלי ואם יתחשק לכם תבואו להגיד ""שלום"" מחר ","I'm gonna finish off my errands and uh if you guys feel like it uh come say ""hi"" tomorrow ","I'll finish my business and if you feel like it, come say ""hello"" tomorrow",71
44,בסדר ,Okay ,OK,67
45,"-בנאדם ""מאוד"" מיוחד ","- A ""very"" special person ","-A ""very"" special person",100
46,הם בילו את הלילה בשיחות בישיבת הורה-מורה ,They did spend the night talking at the parent-teacher conference ,They spent the night talking at a parent-teacher meeting,81
47,למה לא ציינת את זה לפני כן ,Why didn't you mention this before ,Why did you not mention it before,84
48,זו ישיבת הורה-מורה הם אמורים לשוחח ,It's a parent-teacher conference they're supposed to talk ,This is a parent-teacher meeting they are supposed to talk about,74
49,לא כל הלילה ,Not all night ,Not all night,100
50,במיוחד עם מורה להתעמלות ,Especially with a gym teacher ,Especially with a gymnastics teacher,89
51,מה חשבת שהם עושים ,What did you think they were doing ,What did you think they were doing?,100
52,דנים בנוגע לעתידך במשחק מחניים ,Discussing your future in dodgeball ,Discuss your future in a dummy game,69
53,מר בייקר כן ,Mr Baker ,"Mr. Baker, yes",80
54,שהרגליים ימשיכו לעבוד!,Keep your legs kicking right to the end!,That the legs will continue to work!,57
55,היי זה מצוין זה מצוין ,- Hey that's great ,Hey it's great it's great,59
56,עבודה טובה חבר'ה ,Good work you guys ,Good job guys,71
57,זו עבודה די טובה ליום האימונים הראשון ,That's pretty good for a first day of practice ,This is a pretty good job for the first day of training,69
58,קח מגבת ,Grab a towel ,Take a towel,75
59,אלוהים סיימון ,- Shh God Simon ,God Simon,82
60,זה שיא חדש ,- It's a new record ,This is a new record,86
61,-מבזק חדשות ,- News flash ,-news flash,100
62,לאף אחד לא אכפת ,Nobody cares ,No one cares,75
63,לי אכפת ,I care ,I care,100
64,שמעת את זה ,Did you hear that ,did you hear that,100
65,מה זה ,- What is it ,What is,82
66,-זה סוס ,- Aah! It's a horse ,- It's a horse,86
67,ברוטוס!,Brutus!,Brutus!,100
68,ברוטוס איפה אתה ,Brutus where are you ,Brutus Where are you?,100
69,תיכנס ,Come on ,Come in,86
70,היא נעולה ,It's locked ,She's locked up,62
71,ובכן אני מניח שזהו זה ,- Well I guess that's that ,Well I guess that's it,83
72,בוא נלך ,Let's go - Wait!,let's go,76
73,-חכה רגע! אתה חושב שאם ארים אותך אולי תוכל להכניס את היד דרך חריץ הדואר ולפתוח את הדלת ,Do you think if I gave you a boost you might be able  to reach the mail slot and unlock the door ,-Wait a moment! You think if you lift you might be able to put your hand through the mail slot and open the door,72
74,לא ,- No ,No,100
75,-בחייך!,Come on ,-Come on!,100
76,אתה תמיד אומר שלאלוהים יש תוכנית מיוחדת בשבילך נכון ,You're always saying that God has a special plan for you right ,You always say that God has a special plan for you right,95
